# (E [MeV])  (Flux [1/MeV/cm^2/s]
4.969900E+00  6.208512E+05
4.986200E+00  6.221928E+05
5.002600E+00  6.234828E+05
5.018900E+00  6.248244E+05
5.035300E+00  6.260628E+05
5.051600E+00  6.273528E+05
5.067900E+00  6.286428E+05
5.084300E+00  6.298812E+05
5.100600E+00  6.311196E+05
5.116900E+00  6.323580E+05
5.133300E+00  6.335448E+05
5.149600E+00  6.347316E+05
5.165900E+00  6.359184E+05
5.182300E+00  6.371052E+05
5.198600E+00  6.382404E+05
5.215000E+00  6.393756E+05
5.231300E+00  6.404592E+05
5.247600E+00  6.415944E+05
5.264000E+00  6.426780E+05
5.280300E+00  6.437616E+05
5.296600E+00  6.447936E+05
5.313000E+00  6.458772E+05
5.329300E+00  6.469092E+05
5.345600E+00  6.478896E+05
5.362000E+00  6.489216E+05
5.378300E+00  6.499020E+05
5.394700E+00  6.508824E+05
5.411000E+00  6.518112E+05
5.427300E+00  6.527916E+05
5.443700E+00  6.537204E+05
5.460000E+00  6.546492E+05
5.476300E+00  6.555264E+05
5.492700E+00  6.564036E+05
5.509000E+00  6.572808E+05
5.525300E+00  6.581064E+05
5.541700E+00  6.589836E+05
5.558000E+00  6.598092E+05
5.574400E+00  6.605832E+05
5.590700E+00  6.614088E+05
5.607000E+00  6.621828E+05
5.623400E+00  6.629568E+05
5.639700E+00  6.636792E+05
5.656000E+00  6.644532E+05
5.672400E+00  6.651240E+05
5.688700E+00  6.658464E+05
5.705000E+00  6.665172E+05
5.721400E+00  6.671880E+05
5.737700E+00  6.678588E+05
5.754100E+00  6.685296E+05
5.770400E+00  6.691488E+05
5.786700E+00  6.697680E+05
5.803100E+00  6.703356E+05
5.819400E+00  6.709548E+05
5.835700E+00  6.715224E+05
5.852100E+00  6.720900E+05
5.868400E+00  6.726060E+05
5.884700E+00  6.731220E+05
5.901100E+00  6.736380E+05
5.917400E+00  6.741540E+05
5.933800E+00  6.746184E+05
5.950100E+00  6.750828E+05
5.966400E+00  6.755472E+05
5.982800E+00  6.759600E+05
5.999100E+00  6.763728E+05
6.015400E+00  6.767856E+05
6.031800E+00  6.771468E+05
6.048100E+00  6.775596E+05
6.064400E+00  6.779208E+05
6.080800E+00  6.782304E+05
6.097100E+00  6.785916E+05
6.113500E+00  6.789012E+05
6.129800E+00  6.791592E+05
6.146100E+00  6.794688E+05
6.162500E+00  6.797268E+05
6.178800E+00  6.799848E+05
6.195100E+00  6.802428E+05
6.211500E+00  6.804492E+05
6.227800E+00  6.806556E+05
6.244100E+00  6.808620E+05
6.260500E+00  6.810168E+05
6.276800E+00  6.811716E+05
6.293200E+00  6.813264E+05
6.309500E+00  6.814812E+05
6.325800E+00  6.815844E+05
6.342200E+00  6.816876E+05
6.358500E+00  6.817908E+05
6.374800E+00  6.818424E+05
6.391200E+00  6.818940E+05
6.407500E+00  6.819456E+05
6.423800E+00  6.819972E+05
6.440200E+00  6.819972E+05
6.456500E+00  6.819972E+05
6.472900E+00  6.819972E+05
6.489200E+00  6.819456E+05
6.505500E+00  6.818940E+05
6.521900E+00  6.818424E+05
6.538200E+00  6.817908E+05
6.554500E+00  6.816876E+05
6.570900E+00  6.815844E+05
6.587200E+00  6.814812E+05
6.603500E+00  6.813264E+05
6.619900E+00  6.811716E+05
6.636200E+00  6.810168E+05
6.652600E+00  6.808620E+05
6.668900E+00  6.806556E+05
6.685200E+00  6.804492E+05
6.701600E+00  6.802428E+05
6.717900E+00  6.799848E+05
6.734200E+00  6.797268E+05
6.750600E+00  6.794688E+05
6.766900E+00  6.792108E+05
6.783200E+00  6.789012E+05
6.799600E+00  6.785916E+05
6.815900E+00  6.782820E+05
6.832300E+00  6.779208E+05
6.848600E+00  6.776112E+05
6.864900E+00  6.771984E+05
6.881300E+00  6.768372E+05
6.897600E+00  6.764244E+05
6.913900E+00  6.760632E+05
6.930300E+00  6.755988E+05
6.946600E+00  6.751860E+05
6.962900E+00  6.747216E+05
6.979300E+00  6.742572E+05
6.995600E+00  6.737928E+05
7.012000E+00  6.733284E+05
7.028300E+00  6.728124E+05
7.044600E+00  6.722964E+05
7.061000E+00  6.717288E+05
7.077300E+00  6.712128E+05
7.093600E+00  6.706452E+05
7.110000E+00  6.700776E+05
7.126300E+00  6.694584E+05
7.142600E+00  6.688908E+05
7.159000E+00  6.682716E+05
7.175300E+00  6.676008E+05
7.191700E+00  6.669816E+05
7.208000E+00  6.663108E+05
7.224300E+00  6.656400E+05
7.240700E+00  6.649692E+05
7.257000E+00  6.642984E+05
7.273300E+00  6.635760E+05
7.289700E+00  6.628536E+05
7.306000E+00  6.620796E+05
7.322300E+00  6.613572E+05
7.338700E+00  6.605832E+05
7.355000E+00  6.598092E+05
7.371400E+00  6.590352E+05
7.387700E+00  6.582096E+05
7.404000E+00  6.573840E+05
7.420400E+00  6.565584E+05
7.436700E+00  6.557328E+05
