# (E [MeV])  (Flux [1/MeV/cm^2/s]
5.905900E-01  3.472498E+08
5.917700E-01  3.478058E+08
5.929600E-01  3.483618E+08
5.941500E-01  3.488900E+08
5.953400E-01  3.494182E+08
5.965300E-01  3.499464E+08
5.977200E-01  3.504746E+08
5.989000E-01  3.510028E+08
6.000900E-01  3.515310E+08
6.012800E-01  3.520592E+08
6.024700E-01  3.525596E+08
6.036600E-01  3.530878E+08
6.048400E-01  3.536160E+08
6.060300E-01  3.541164E+08
6.072200E-01  3.546168E+08
6.084100E-01  3.551172E+08
6.096000E-01  3.556176E+08
6.107900E-01  3.561180E+08
6.119700E-01  3.566184E+08
6.131600E-01  3.570910E+08
6.143500E-01  3.575914E+08
6.155400E-01  3.580640E+08
6.167300E-01  3.585366E+08
6.179100E-01  3.590092E+08
6.191000E-01  3.594818E+08
6.202900E-01  3.599544E+08
6.214800E-01  3.604270E+08
6.226700E-01  3.608718E+08
6.238600E-01  3.613444E+08
6.250400E-01  3.617892E+08
6.262300E-01  3.622340E+08
6.274200E-01  3.626788E+08
6.286100E-01  3.631236E+08
6.298000E-01  3.635684E+08
6.309800E-01  3.640132E+08
6.321700E-01  3.644580E+08
6.333600E-01  3.648750E+08
6.345500E-01  3.653198E+08
6.357400E-01  3.657368E+08
6.369300E-01  3.661538E+08
6.381100E-01  3.665708E+08
6.393000E-01  3.669600E+08
6.404900E-01  3.673770E+08
6.416800E-01  3.677940E+08
6.428700E-01  3.681832E+08
6.440500E-01  3.685724E+08
6.452400E-01  3.689616E+08
6.464300E-01  3.693786E+08
6.476200E-01  3.697678E+08
6.488100E-01  3.701292E+08
6.500000E-01  3.705184E+08
6.511800E-01  3.709076E+08
6.523700E-01  3.712690E+08
6.535600E-01  3.716582E+08
6.547500E-01  3.720196E+08
6.559400E-01  3.723810E+08
6.571200E-01  3.727424E+08
6.583100E-01  3.731038E+08
6.595000E-01  3.734652E+08
6.606900E-01  3.737988E+08
6.618800E-01  3.741324E+08
6.630700E-01  3.744660E+08
6.642500E-01  3.747996E+08
6.654400E-01  3.751332E+08
6.666300E-01  3.754668E+08
