# (E [MeV])  (Flux [1/MeV/cm^2/s]
4.378400E+02  3.705864E-03
4.388100E+02  3.689738E-03
4.397800E+02  3.673612E-03
4.407500E+02  3.657591E-03
4.417200E+02  3.641465E-03
4.426900E+02  3.625338E-03
4.436600E+02  3.609212E-03
4.446300E+02  3.593191E-03
4.456000E+02  3.577065E-03
4.465700E+02  3.560939E-03
4.475400E+02  3.544918E-03
4.485000E+02  3.528792E-03
4.494700E+02  3.512771E-03
4.504400E+02  3.496645E-03
4.514100E+02  3.480624E-03
4.523800E+02  3.464498E-03
4.533500E+02  3.448477E-03
4.543200E+02  3.432351E-03
4.552900E+02  3.416225E-03
4.562600E+02  3.400099E-03
4.572300E+02  3.383972E-03
4.582000E+02  3.367952E-03
4.591700E+02  3.351825E-03
4.601400E+02  3.335699E-03
4.611100E+02  3.319573E-03
4.620800E+02  3.303552E-03
4.630500E+02  3.287426E-03
4.640200E+02  3.271300E-03
4.649900E+02  3.255174E-03
4.659600E+02  3.239153E-03
4.669300E+02  3.223027E-03
4.679000E+02  3.206900E-03
4.688700E+02  3.190774E-03
4.698300E+02  3.174753E-03
4.708000E+02  3.161578E-03
4.717700E+02  3.148720E-03
4.727400E+02  3.135755E-03
4.737100E+02  3.122897E-03
4.746800E+02  3.109932E-03
4.756500E+02  3.097074E-03
4.766200E+02  3.084109E-03
4.775900E+02  3.071145E-03
4.785600E+02  3.058286E-03
4.795300E+02  3.046903E-03
4.805000E+02  3.035731E-03
4.814700E+02  3.024558E-03
4.824400E+02  3.013386E-03
4.834100E+02  3.002214E-03
4.843800E+02  2.991041E-03
4.853500E+02  2.979869E-03
4.863200E+02  2.968696E-03
4.872900E+02  2.957524E-03
4.882600E+02  2.946352E-03
4.892300E+02  2.935179E-03
4.901900E+02  2.923901E-03
4.911600E+02  2.912729E-03
4.921300E+02  2.901557E-03
4.931000E+02  2.890384E-03
4.940700E+02  2.879212E-03
4.950400E+02  2.868039E-03
4.960100E+02  2.856867E-03
4.969800E+02  2.845695E-03
4.979500E+02  2.834522E-03
4.989200E+02  2.823350E-03
4.998900E+02  2.812177E-03
5.008600E+02  2.801005E-03
5.018300E+02  2.789833E-03
5.028000E+02  2.778660E-03
5.037700E+02  2.767488E-03
5.047400E+02  2.756315E-03
5.057100E+02  2.745143E-03
5.066800E+02  2.733971E-03
5.076500E+02  2.722798E-03
5.086200E+02  2.711626E-03
5.095900E+02  2.700453E-03
5.105600E+02  2.689281E-03
5.115200E+02  2.678109E-03
5.124900E+02  2.666936E-03
5.134600E+02  2.655764E-03
5.144300E+02  2.644591E-03
5.154000E+02  2.633419E-03
5.163700E+02  2.622247E-03
5.173400E+02  2.611074E-03
5.183100E+02  2.599902E-03
5.192800E+02  2.588729E-03
5.202500E+02  2.577557E-03
5.212200E+02  2.566385E-03
5.221900E+02  2.555212E-03
5.231600E+02  2.544040E-03
5.241300E+02  2.532867E-03
5.251000E+02  2.521906E-03
5.260700E+02  2.511787E-03
5.270400E+02  2.501669E-03
5.280100E+02  2.491551E-03
5.289800E+02  2.481432E-03
5.299500E+02  2.471314E-03
5.309200E+02  2.461090E-03
5.318900E+02  2.450972E-03
5.328500E+02  2.440853E-03
5.338200E+02  2.430735E-03
5.347900E+02  2.421038E-03
5.357600E+02  2.412711E-03
5.367300E+02  2.404385E-03
5.377000E+02  2.396058E-03
5.386700E+02  2.387732E-03
5.396400E+02  2.379405E-03
5.406100E+02  2.371184E-03
5.415800E+02  2.362857E-03
5.425500E+02  2.354531E-03
5.435200E+02  2.346204E-03
5.444900E+02  2.337877E-03
5.454600E+02  2.329551E-03
5.464300E+02  2.321224E-03
5.474000E+02  2.312898E-03
5.483700E+02  2.304571E-03
5.493400E+02  2.296350E-03
5.503100E+02  2.288023E-03
5.512800E+02  2.279697E-03
5.522500E+02  2.271370E-03
5.532100E+02  2.263043E-03
5.541800E+02  2.254717E-03
5.551500E+02  2.246390E-03
5.561200E+02  2.238064E-03
5.570900E+02  2.229842E-03
5.580600E+02  2.221516E-03
5.590300E+02  2.213189E-03
5.600000E+02  2.204863E-03
5.609700E+02  2.196536E-03
5.619400E+02  2.188209E-03
5.629100E+02  2.179883E-03
5.638800E+02  2.171556E-03
5.648500E+02  2.163230E-03
5.658200E+02  2.154903E-03
5.667900E+02  2.146576E-03
5.677600E+02  2.138250E-03
5.687300E+02  2.129923E-03
5.697000E+02  2.121597E-03
5.706700E+02  2.113270E-03
5.716400E+02  2.104943E-03
5.726100E+02  2.096617E-03
5.735800E+02  2.088290E-03
5.745400E+02  2.079964E-03
5.755100E+02  2.071637E-03
5.764800E+02  2.063310E-03
5.774500E+02  2.054984E-03
5.784200E+02  2.046657E-03
5.793900E+02  2.038436E-03
5.803600E+02  2.030109E-03
5.813300E+02  2.021783E-03
5.823000E+02  2.013456E-03
5.832700E+02  2.005130E-03
5.842400E+02  1.996803E-03
5.852100E+02  1.988582E-03
5.861800E+02  1.980255E-03
5.871500E+02  1.972139E-03
5.881200E+02  1.964129E-03
5.890900E+02  1.956013E-03
5.900600E+02  1.948003E-03
5.910300E+02  1.939887E-03
5.920000E+02  1.931771E-03
5.929700E+02  1.923761E-03
5.939400E+02  1.915645E-03
5.949000E+02  1.907635E-03
5.958700E+02  1.899519E-03
5.968400E+02  1.891403E-03
5.978100E+02  1.885290E-03
5.987800E+02  1.879493E-03
5.997500E+02  1.873801E-03
6.007200E+02  1.868004E-03
6.016900E+02  1.862313E-03
6.026600E+02  1.856621E-03
6.036300E+02  1.850824E-03
6.046000E+02  1.845132E-03
6.055700E+02  1.839335E-03
6.065400E+02  1.833644E-03
6.075100E+02  1.827847E-03
6.084800E+02  1.822155E-03
6.094500E+02  1.816464E-03
6.104200E+02  1.810667E-03
6.113900E+02  1.804975E-03
6.123600E+02  1.799178E-03
6.133300E+02  1.793486E-03
6.143000E+02  1.787795E-03
6.152700E+02  1.781998E-03
6.162300E+02  1.776306E-03
6.172000E+02  1.770509E-03
6.181700E+02  1.764818E-03
6.191400E+02  1.759126E-03
6.201100E+02  1.753329E-03
6.210800E+02  1.747637E-03
6.220500E+02  1.741946E-03
6.230200E+02  1.736149E-03
6.239900E+02  1.730457E-03
6.249600E+02  1.724660E-03
6.259300E+02  1.718969E-03
6.269000E+02  1.713277E-03
6.278700E+02  1.707480E-03
6.288400E+02  1.701788E-03
6.298100E+02  1.696097E-03
6.307800E+02  1.690300E-03
6.317500E+02  1.684608E-03
6.327200E+02  1.678811E-03
6.336900E+02  1.673120E-03
6.346600E+02  1.667428E-03
6.356300E+02  1.661631E-03
6.365900E+02  1.655939E-03
6.375600E+02  1.650248E-03
6.385300E+02  1.644451E-03
6.395000E+02  1.638759E-03
6.404700E+02  1.632962E-03
6.414400E+02  1.627271E-03
6.424100E+02  1.621579E-03
6.433800E+02  1.615782E-03
6.443500E+02  1.610090E-03
6.453200E+02  1.604293E-03
6.462900E+02  1.598602E-03
6.472600E+02  1.592805E-03
6.482300E+02  1.587113E-03
6.492000E+02  1.581422E-03
6.501700E+02  1.575625E-03
6.511400E+02  1.569933E-03
6.521100E+02  1.564136E-03
6.530800E+02  1.558444E-03
6.540500E+02  1.552647E-03
6.550200E+02  1.546956E-03
6.559900E+02  1.541264E-03
6.569600E+02  1.535467E-03
6.579200E+02  1.529776E-03
6.588900E+02  1.524084E-03
6.598600E+02  1.518287E-03
6.608300E+02  1.512595E-03
6.618000E+02  1.506904E-03
6.627700E+02  1.501107E-03
6.637400E+02  1.495415E-03
6.647100E+02  1.489724E-03
6.656800E+02  1.483927E-03
6.666500E+02  1.478235E-03
6.676200E+02  1.473808E-03
6.685900E+02  1.469487E-03
6.695600E+02  1.465271E-03
6.705300E+02  1.461055E-03
6.715000E+02  1.456839E-03
6.724700E+02  1.452623E-03
6.734400E+02  1.448407E-03
6.744100E+02  1.444191E-03
6.753800E+02  1.439975E-03
6.763500E+02  1.435759E-03
6.773200E+02  1.431543E-03
6.782900E+02  1.427327E-03
6.792500E+02  1.423111E-03
6.802200E+02  1.419000E-03
6.811900E+02  1.414995E-03
6.821600E+02  1.410884E-03
6.831300E+02  1.406879E-03
6.841000E+02  1.402874E-03
6.850700E+02  1.398763E-03
6.860400E+02  1.394758E-03
6.870100E+02  1.390648E-03
6.879800E+02  1.386642E-03
6.889500E+02  1.382532E-03
6.899200E+02  1.378527E-03
6.908900E+02  1.374416E-03
6.918600E+02  1.370411E-03
6.928300E+02  1.366300E-03
6.938000E+02  1.362295E-03
6.947700E+02  1.358290E-03
6.957400E+02  1.354179E-03
6.967100E+02  1.350174E-03
6.976800E+02  1.346063E-03
6.986500E+02  1.342058E-03
6.996100E+02  1.337948E-03
7.005800E+02  1.333942E-03
7.015500E+02  1.329832E-03
7.025200E+02  1.325827E-03
7.034900E+02  1.321716E-03
7.044600E+02  1.317711E-03
7.054300E+02  1.313706E-03
7.064000E+02  1.309595E-03
7.073700E+02  1.305590E-03
7.083400E+02  1.301479E-03
7.093100E+02  1.297474E-03
7.102800E+02  1.293363E-03
7.112500E+02  1.289358E-03
7.122200E+02  1.285248E-03
7.131900E+02  1.281242E-03
7.141600E+02  1.277132E-03
7.151300E+02  1.273127E-03
7.161000E+02  1.269016E-03
7.170700E+02  1.265011E-03
7.180400E+02  1.260900E-03
7.190100E+02  1.256895E-03
7.199800E+02  1.252784E-03
7.209400E+02  1.248779E-03
7.219100E+02  1.244774E-03
7.228800E+02  1.240663E-03
7.238500E+02  1.236658E-03
7.248200E+02  1.232548E-03
7.257900E+02  1.228542E-03
7.267600E+02  1.224432E-03
7.277300E+02  1.220427E-03
7.287000E+02  1.216421E-03
7.296700E+02  1.212311E-03
7.306400E+02  1.208306E-03
7.316100E+02  1.204195E-03
7.325800E+02  1.200190E-03
7.335500E+02  1.196079E-03
7.345200E+02  1.192074E-03
7.354900E+02  1.188069E-03
7.364600E+02  1.183958E-03
7.374300E+02  1.179953E-03
7.384000E+02  1.175842E-03
7.393700E+02  1.171837E-03
7.403400E+02  1.167727E-03
7.413000E+02  1.163721E-03
7.422700E+02  1.159611E-03
7.432400E+02  1.155606E-03
7.442100E+02  1.151495E-03
7.451800E+02  1.147806E-03
7.461500E+02  1.144433E-03
7.471200E+02  1.141060E-03
7.480900E+02  1.137688E-03
7.490600E+02  1.134209E-03
7.500300E+02  1.130837E-03
7.510000E+02  1.127464E-03
7.519700E+02  1.124091E-03
7.529400E+02  1.120718E-03
7.539100E+02  1.117345E-03
7.548800E+02  1.113973E-03
7.558500E+02  1.110600E-03
7.568200E+02  1.107122E-03
7.577900E+02  1.103749E-03
7.587600E+02  1.100481E-03
7.597300E+02  1.097530E-03
7.607000E+02  1.094474E-03
7.616700E+02  1.091522E-03
7.626300E+02  1.088571E-03
7.636000E+02  1.085515E-03
7.645700E+02  1.082563E-03
7.655400E+02  1.079612E-03
7.665100E+02  1.076556E-03
7.674800E+02  1.073604E-03
7.684500E+02  1.070653E-03
7.694200E+02  1.067597E-03
7.703900E+02  1.064645E-03
7.713600E+02  1.061694E-03
7.723300E+02  1.058638E-03
7.733000E+02  1.055686E-03
7.742700E+02  1.052704E-03
7.752400E+02  1.049721E-03
7.762100E+02  1.046738E-03
7.771800E+02  1.043766E-03
7.781500E+02  1.040783E-03
7.791200E+02  1.037800E-03
7.800900E+02  1.034817E-03
7.810600E+02  1.031845E-03
7.820300E+02  1.028862E-03
7.830000E+02  1.025879E-03
7.839600E+02  1.022907E-03
7.849300E+02  1.019924E-03
7.859000E+02  1.016941E-03
7.868700E+02  1.013969E-03
7.878400E+02  1.010986E-03
7.888100E+02  1.008003E-03
7.897800E+02  1.005021E-03
7.907500E+02  1.002038E-03
7.917200E+02  9.990550E-04
7.926900E+02  9.960827E-04
7.936600E+02  9.930999E-04
7.946300E+02  9.901171E-04
7.956000E+02  9.871342E-04
7.965700E+02  9.841514E-04
7.975400E+02  9.811686E-04
7.985100E+02  9.781858E-04
7.994800E+02  9.752135E-04
8.004500E+02  9.722307E-04
8.014200E+02  9.692479E-04
8.023900E+02  9.662650E-04
8.033600E+02  9.632822E-04
8.043200E+02  9.602994E-04
8.052900E+02  9.573166E-04
8.062600E+02  9.543338E-04
8.072300E+02  9.513509E-04
8.082000E+02  9.483787E-04
8.091700E+02  9.453958E-04
8.101400E+02  9.424130E-04
8.111100E+02  9.394302E-04
8.120800E+02  9.364474E-04
8.130500E+02  9.334646E-04
8.140200E+02  9.304817E-04
8.149900E+02  9.274989E-04
8.159600E+02  9.245161E-04
8.169300E+02  9.215333E-04
8.179000E+02  9.185505E-04
8.188700E+02  9.155676E-04
8.198400E+02  9.125848E-04
8.208100E+02  9.096020E-04
8.217800E+02  9.066297E-04
8.227500E+02  9.036469E-04
8.237200E+02  9.006641E-04
8.246900E+02  8.976813E-04
8.256500E+02  8.946984E-04
8.266200E+02  8.917156E-04
8.275900E+02  8.887328E-04
8.285600E+02  8.857500E-04
8.295300E+02  8.827672E-04
8.305000E+02  8.797843E-04
8.314700E+02  8.768015E-04
8.324400E+02  8.740927E-04
8.334100E+02  8.715104E-04
8.343800E+02  8.689281E-04
8.353500E+02  8.663353E-04
8.363200E+02  8.637530E-04
8.372900E+02  8.611602E-04
8.382600E+02  8.585779E-04
8.392300E+02  8.559850E-04
8.402000E+02  8.534027E-04
8.411700E+02  8.508099E-04
8.421400E+02  8.482276E-04
8.431100E+02  8.456347E-04
8.440800E+02  8.430524E-04
8.450500E+02  8.404596E-04
8.460100E+02  8.378773E-04
8.469800E+02  8.352845E-04
8.479500E+02  8.331343E-04
8.489200E+02  8.311317E-04
8.498900E+02  8.291186E-04
8.508600E+02  8.271160E-04
8.518300E+02  8.251134E-04
8.528000E+02  8.231108E-04
8.537700E+02  8.210976E-04
8.547400E+02  8.190950E-04
