# (E [MeV])  (Flux [1/MeV/cm^2/s]
6.561800E-01  1.453778E+08
6.579100E-01  1.458062E+08
6.596300E-01  1.462326E+08
6.613600E-01  1.466590E+08
6.630900E-01  1.470814E+08
6.648100E-01  1.475016E+08
6.665400E-01  1.479218E+08
6.682700E-01  1.483421E+08
6.699900E-01  1.487603E+08
6.717200E-01  1.491785E+08
6.734500E-01  1.495946E+08
6.751700E-01  1.500108E+08
6.769000E-01  1.504249E+08
6.786300E-01  1.508370E+08
6.803600E-01  1.512470E+08
6.820800E-01  1.516570E+08
6.838100E-01  1.520649E+08
6.855400E-01  1.524708E+08
6.872600E-01  1.528767E+08
6.889900E-01  1.532826E+08
6.907200E-01  1.536844E+08
6.924400E-01  1.540862E+08
6.941700E-01  1.544880E+08
6.959000E-01  1.548878E+08
6.976200E-01  1.552834E+08
6.993500E-01  1.556790E+08
7.010800E-01  1.560747E+08
7.028000E-01  1.564704E+08
7.045300E-01  1.568619E+08
7.062600E-01  1.572514E+08
7.079800E-01  1.576409E+08
7.097100E-01  1.580304E+08
7.114400E-01  1.584158E+08
7.131600E-01  1.588032E+08
7.148900E-01  1.591866E+08
7.166200E-01  1.595679E+08
7.183400E-01  1.599492E+08
7.200700E-01  1.603284E+08
7.218000E-01  1.607056E+08
7.235200E-01  1.610828E+08
7.252500E-01  1.614560E+08
7.269800E-01  1.618311E+08
7.287000E-01  1.622042E+08
7.304300E-01  1.625752E+08
7.321600E-01  1.629442E+08
7.338800E-01  1.633112E+08
7.356100E-01  1.636761E+08
7.373400E-01  1.640410E+08
7.390600E-01  1.644038E+08
7.407900E-01  1.647646E+08
7.425200E-01  1.651254E+08
7.442500E-01  1.654842E+08
7.459700E-01  1.658409E+08
7.477000E-01  1.661976E+08
7.494300E-01  1.665502E+08
7.511500E-01  1.669028E+08
7.528800E-01  1.672513E+08
7.546100E-01  1.675998E+08
7.563300E-01  1.679483E+08
7.580600E-01  1.682927E+08
7.597900E-01  1.686371E+08
7.615100E-01  1.689794E+08
7.632400E-01  1.693198E+08
7.649700E-01  1.696600E+08
7.666900E-01  1.699962E+08
7.684200E-01  1.703324E+08
7.701500E-01  1.706666E+08
7.718700E-01  1.710008E+08
7.736000E-01  1.713308E+08
7.753300E-01  1.716588E+08
7.770500E-01  1.719868E+08
7.787800E-01  1.723128E+08
7.805100E-01  1.726366E+08
7.822300E-01  1.729606E+08
7.839600E-01  1.732804E+08
7.856900E-01  1.736002E+08
7.874100E-01  1.739179E+08
7.891400E-01  1.742336E+08
7.908700E-01  1.745472E+08
7.925900E-01  1.748588E+08
7.943200E-01  1.751684E+08
7.960500E-01  1.754780E+08
7.977700E-01  1.757854E+08
7.995000E-01  1.760909E+08
8.012300E-01  1.763922E+08
8.029600E-01  1.766956E+08
8.046800E-01  1.769950E+08
8.064100E-01  1.772942E+08
8.081400E-01  1.775894E+08
8.098600E-01  1.778826E+08
8.115900E-01  1.781758E+08
8.133200E-01  1.784668E+08
8.150400E-01  1.787559E+08
8.167700E-01  1.790450E+08
8.185000E-01  1.793299E+08
8.202200E-01  1.796128E+08
8.219500E-01  1.798957E+08
8.236800E-01  1.801745E+08
8.254000E-01  1.804533E+08
8.271300E-01  1.807300E+08
8.288600E-01  1.810048E+08
8.305800E-01  1.812774E+08
8.323100E-01  1.815480E+08
8.340400E-01  1.818166E+08
8.357600E-01  1.820830E+08
8.374900E-01  1.823475E+08
8.392200E-01  1.826120E+08
8.409400E-01  1.828723E+08
8.426700E-01  1.831326E+08
8.444000E-01  1.833889E+08
8.461200E-01  1.836452E+08
8.478500E-01  1.838994E+08
8.495800E-01  1.841515E+08
8.513000E-01  1.844016E+08
8.530300E-01  1.846496E+08
8.547600E-01  1.848956E+08
8.564800E-01  1.851396E+08
8.582100E-01  1.853815E+08
8.599400E-01  1.856214E+08
