# Er [keV]  dR/dEr O16 [1/keV/kg/Myr]  S32  S34  Ca40  Ca44
6.839570E-01  1.044409E+06  6.047994E+04  0.000000E+00  1.794238E+05  6.658903E+03
6.998884E-01  1.023501E+06  5.641674E+04  0.000000E+00  1.752202E+05  7.104330E+03
7.161909E-01  9.881851E+05  5.810794E+04  0.000000E+00  1.720485E+05  7.117640E+03
7.328731E-01  9.735591E+05  5.712732E+04  0.000000E+00  1.656806E+05  5.815356E+03
7.499439E-01  9.493924E+05  5.760984E+04  0.000000E+00  1.574520E+05  5.627267E+03
7.674123E-01  9.344786E+05  5.602625E+04  0.000000E+00  1.582238E+05  5.009149E+03
7.852877E-01  9.257111E+05  5.304828E+04  0.000000E+00  1.559524E+05  4.363048E+03
8.035794E-01  9.042754E+05  5.230873E+04  0.000000E+00  1.510505E+05  6.967564E+03
8.222971E-01  8.658562E+05  4.796762E+04  0.000000E+00  1.471041E+05  5.437008E+03
8.414509E-01  8.588093E+05  5.064964E+04  0.000000E+00  1.433583E+05  5.710498E+03
8.610508E-01  8.274200E+05  4.881734E+04  0.000000E+00  1.485872E+05  5.192302E+03
8.811073E-01  8.156989E+05  4.680511E+04  0.000000E+00  1.424545E+05  5.026689E+03
9.016309E-01  7.903653E+05  4.671289E+04  0.000000E+00  1.349947E+05  5.329347E+03
9.226326E-01  7.782165E+05  4.478911E+04  0.000000E+00  1.360883E+05  4.528727E+03
9.441234E-01  7.582008E+05  4.279595E+04  0.000000E+00  1.290959E+05  4.602666E+03
9.661149E-01  7.436235E+05  4.398424E+04  0.000000E+00  1.285793E+05  5.016885E+03
9.886186E-01  7.250482E+05  4.256039E+04  0.000000E+00  1.235815E+05  4.268719E+03
1.011646E+00  7.043312E+05  4.192202E+04  0.000000E+00  1.216358E+05  4.295458E+03
1.035211E+00  6.935862E+05  3.911109E+04  0.000000E+00  1.208044E+05  3.794058E+03
1.059324E+00  6.740116E+05  4.279627E+04  0.000000E+00  1.153330E+05  4.693784E+03
1.083999E+00  6.558554E+05  3.731226E+04  0.000000E+00  1.123222E+05  3.507661E+03
1.109248E+00  6.595721E+05  3.917504E+04  0.000000E+00  1.076560E+05  4.444861E+03
1.135086E+00  6.377484E+05  3.728942E+04  0.000000E+00  1.056104E+05  3.533844E+03
1.161526E+00  6.201738E+05  3.521753E+04  0.000000E+00  1.054367E+05  4.064944E+03
1.188581E+00  6.098536E+05  3.684151E+04  0.000000E+00  1.041265E+05  3.163870E+03
1.216267E+00  5.885855E+05  3.510970E+04  0.000000E+00  1.017563E+05  4.122469E+03
1.244597E+00  5.776384E+05  3.444479E+04  0.000000E+00  9.712356E+04  3.927914E+03
1.273587E+00  5.588468E+05  3.310300E+04  0.000000E+00  9.924338E+04  3.543235E+03
1.303253E+00  5.451962E+05  3.315101E+04  0.000000E+00  9.403472E+04  2.885484E+03
1.333610E+00  5.334439E+05  3.089250E+04  0.000000E+00  9.129893E+04  3.352432E+03
1.364674E+00  5.262002E+05  3.055672E+04  0.000000E+00  9.170077E+04  3.398593E+03
1.396461E+00  5.154491E+05  2.995092E+04  0.000000E+00  8.724965E+04  3.770046E+03
1.428989E+00  5.077804E+05  3.049724E+04  0.000000E+00  8.573144E+04  2.894752E+03
1.462274E+00  4.872782E+05  3.068884E+04  0.000000E+00  8.472291E+04  3.171751E+03
1.496335E+00  4.785040E+05  2.859408E+04  0.000000E+00  8.377172E+04  3.099554E+03
1.531189E+00  4.654016E+05  2.679709E+04  0.000000E+00  8.156467E+04  2.974423E+03
1.566855E+00  4.563811E+05  2.642712E+04  0.000000E+00  8.029471E+04  2.880049E+03
1.603352E+00  4.503707E+05  2.798855E+04  0.000000E+00  7.601733E+04  3.022972E+03
1.640699E+00  4.347201E+05  2.541597E+04  0.000000E+00  7.331922E+04  2.775893E+03
1.678915E+00  4.217137E+05  2.545961E+04  0.000000E+00  7.344215E+04  2.961578E+03
1.718022E+00  4.113604E+05  2.548810E+04  0.000000E+00  7.089486E+04  2.748240E+03
1.758040E+00  4.055142E+05  2.419491E+04  0.000000E+00  7.025554E+04  2.471778E+03
1.798990E+00  3.946810E+05  2.461966E+04  0.000000E+00  6.754148E+04  2.810357E+03
1.840894E+00  3.892378E+05  2.331023E+04  0.000000E+00  6.371161E+04  2.496714E+03
1.883774E+00  3.787584E+05  2.202548E+04  0.000000E+00  6.281587E+04  2.661690E+03
1.927653E+00  3.665603E+05  2.093887E+04  0.000000E+00  6.307673E+04  2.275964E+03
1.972553E+00  3.596568E+05  2.205093E+04  0.000000E+00  6.170447E+04  2.457164E+03
2.018500E+00  3.531467E+05  2.105218E+04  0.000000E+00  6.249414E+04  2.173529E+03
2.065517E+00  3.482841E+05  2.067412E+04  0.000000E+00  5.769334E+04  2.306115E+03
2.113629E+00  3.362641E+05  2.057912E+04  0.000000E+00  5.895000E+04  2.648994E+03
2.162862E+00  3.264461E+05  2.007205E+04  0.000000E+00  5.758881E+04  1.951181E+03
2.213241E+00  3.186188E+05  1.872785E+04  0.000000E+00  5.480538E+04  2.284344E+03
2.264794E+00  3.161814E+05  1.905796E+04  0.000000E+00  5.156535E+04  1.734219E+03
2.317548E+00  3.081729E+05  1.727196E+04  0.000000E+00  5.286158E+04  1.820948E+03
2.371531E+00  2.960310E+05  1.834116E+04  0.000000E+00  5.186973E+04  1.709023E+03
2.426771E+00  2.897574E+05  1.704556E+04  0.000000E+00  5.053407E+04  2.100564E+03
2.483298E+00  2.831112E+05  1.632104E+04  0.000000E+00  5.042697E+04  1.749885E+03
2.541141E+00  2.765846E+05  1.647570E+04  0.000000E+00  4.804590E+04  1.907366E+03
2.600332E+00  2.699834E+05  1.531331E+04  0.000000E+00  4.529719E+04  1.558647E+03
2.660901E+00  2.651255E+05  1.592260E+04  0.000000E+00  4.670003E+04  1.821521E+03
2.722882E+00  2.619447E+05  1.491566E+04  0.000000E+00  4.669583E+04  1.657295E+03
2.786306E+00  2.517383E+05  1.567085E+04  0.000000E+00  4.279866E+04  1.379634E+03
2.851207E+00  2.511665E+05  1.465467E+04  0.000000E+00  4.378817E+04  1.113755E+03
2.917620E+00  2.458072E+05  1.472208E+04  0.000000E+00  4.144524E+04  1.518036E+03
2.985580E+00  2.361254E+05  1.419104E+04  0.000000E+00  4.177539E+04  1.623432E+03
3.055124E+00  2.348261E+05  1.371757E+04  0.000000E+00  3.957990E+04  1.559125E+03
3.126287E+00  2.311649E+05  1.348551E+04  0.000000E+00  3.837155E+04  1.617192E+03
3.199107E+00  2.200385E+05  1.350507E+04  0.000000E+00  3.762872E+04  1.214672E+03
3.273624E+00  2.175698E+05  1.258500E+04  0.000000E+00  3.673389E+04  1.391242E+03
3.349876E+00  2.100479E+05  1.231100E+04  0.000000E+00  3.586031E+04  1.247315E+03
3.427905E+00  2.049497E+05  1.214047E+04  0.000000E+00  3.458084E+04  1.218923E+03
3.507751E+00  2.035483E+05  1.163780E+04  0.000000E+00  3.385324E+04  1.250735E+03
3.589457E+00  1.978906E+05  1.112843E+04  0.000000E+00  3.458429E+04  1.501640E+03
3.673066E+00  1.931471E+05  1.113676E+04  0.000000E+00  3.318277E+04  1.228570E+03
3.758623E+00  1.880169E+05  1.096107E+04  0.000000E+00  3.163815E+04  1.178371E+03
3.846173E+00  1.830853E+05  1.078761E+04  0.000000E+00  2.996197E+04  1.140684E+03
3.935762E+00  1.773677E+05  1.130644E+04  0.000000E+00  2.986386E+04  1.305814E+03
4.027437E+00  1.763287E+05  9.741857E+03  0.000000E+00  2.935007E+04  1.141219E+03
4.121248E+00  1.702771E+05  9.844539E+03  0.000000E+00  2.855018E+04  1.267320E+03
4.217245E+00  1.675801E+05  9.878052E+03  0.000000E+00  2.776159E+04  1.079948E+03
4.315477E+00  1.624100E+05  9.217499E+03  0.000000E+00  2.745885E+04  9.585425E+02
4.415997E+00  1.600472E+05  9.452390E+03  0.000000E+00  2.699466E+04  9.934945E+02
4.518859E+00  1.549062E+05  8.978326E+03  0.000000E+00  2.586239E+04  1.109577E+03
4.624117E+00  1.542445E+05  8.891423E+03  0.000000E+00  2.532790E+04  9.487799E+02
4.731826E+00  1.481727E+05  8.936278E+03  0.000000E+00  2.536949E+04  9.271830E+02
4.842045E+00  1.473800E+05  8.292769E+03  0.000000E+00  2.434329E+04  7.593794E+02
4.954830E+00  1.403063E+05  8.407586E+03  0.000000E+00  2.358678E+04  8.095569E+02
5.070243E+00  1.388267E+05  7.960737E+03  0.000000E+00  2.342072E+04  8.570566E+02
5.188344E+00  1.334358E+05  7.860062E+03  0.000000E+00  2.272653E+04  1.006668E+03
5.309196E+00  1.322637E+05  8.098257E+03  0.000000E+00  2.215412E+04  7.712625E+02
5.432863E+00  1.260766E+05  7.067921E+03  0.000000E+00  2.123453E+04  9.152150E+02
5.559411E+00  1.264311E+05  7.260279E+03  0.000000E+00  2.114199E+04  6.613918E+02
5.688906E+00  1.237147E+05  7.095015E+03  0.000000E+00  2.033023E+04  7.711972E+02
5.821418E+00  1.214657E+05  7.199082E+03  0.000000E+00  2.030529E+04  6.746896E+02
5.957016E+00  1.167649E+05  6.635403E+03  0.000000E+00  2.001844E+04  7.294735E+02
6.095773E+00  1.131336E+05  6.861361E+03  0.000000E+00  1.995347E+04  7.539957E+02
6.237762E+00  1.103373E+05  6.906131E+03  0.000000E+00  1.850120E+04  7.569281E+02
6.383058E+00  1.090106E+05  6.428174E+03  0.000000E+00  1.826989E+04  5.956862E+02
6.531738E+00  1.065676E+05  6.089941E+03  0.000000E+00  1.812269E+04  6.333027E+02
6.683882E+00  1.049482E+05  6.057591E+03  0.000000E+00  1.776018E+04  7.001550E+02
6.839570E+00  1.017529E+05  6.255703E+03  0.000000E+00  1.731315E+04  6.109085E+02
6.998884E+00  1.002128E+05  5.587944E+03  0.000000E+00  1.687726E+04  5.373023E+02
7.161909E+00  9.668322E+04  5.734951E+03  0.000000E+00  1.632973E+04  6.067496E+02
7.328731E+00  9.468198E+04  5.518887E+03  0.000000E+00  1.669919E+04  5.131197E+02
7.499439E+00  9.254904E+04  5.404405E+03  0.000000E+00  1.563377E+04  6.240138E+02
7.674123E+00  8.932620E+04  5.477396E+03  0.000000E+00  1.512001E+04  5.771411E+02
7.852877E+00  8.771323E+04  5.113280E+03  0.000000E+00  1.433953E+04  5.746454E+02
8.035794E+00  8.774971E+04  5.064483E+03  0.000000E+00  1.427831E+04  4.523717E+02
8.222971E+00  8.440065E+04  4.745949E+03  0.000000E+00  1.438520E+04  4.878063E+02
8.414509E+00  8.181406E+04  4.811715E+03  0.000000E+00  1.347181E+04  5.412559E+02
8.610508E+00  7.869977E+04  4.774977E+03  0.000000E+00  1.350969E+04  5.434933E+02
8.811073E+00  7.795636E+04  4.405466E+03  0.000000E+00  1.308362E+04  6.022543E+02
9.016309E+00  7.585283E+04  4.550799E+03  0.000000E+00  1.276263E+04  4.958610E+02
9.226326E+00  7.354200E+04  4.229831E+03  0.000000E+00  1.225474E+04  5.072174E+02
9.441234E+00  7.264247E+04  4.230913E+03  0.000000E+00  1.190497E+04  4.027333E+02
9.661149E+00  6.968713E+04  3.827537E+03  0.000000E+00  1.188483E+04  3.892411E+02
9.886186E+00  7.003235E+04  3.837620E+03  0.000000E+00  1.161852E+04  4.268719E+02
1.011646E+01  6.814910E+04  3.832870E+03  0.000000E+00  1.123841E+04  4.378063E+02
1.035211E+01  6.636777E+04  3.810203E+03  0.000000E+00  1.052246E+04  3.794058E+02
1.059324E+01  6.486494E+04  3.664307E+03  0.000000E+00  1.066160E+04  3.510477E+02
1.083999E+01  6.317643E+04  3.503806E+03  0.000000E+00  9.964069E+03  3.738935E+02
1.109248E+01  6.224312E+04  3.661360E+03  0.000000E+00  9.823896E+03  3.691495E+02
1.135086E+01  6.002382E+04  3.342428E+03  0.000000E+00  9.806418E+03  3.312979E+02
1.161526E+01  5.707829E+04  3.180010E+03  0.000000E+00  9.241453E+03  2.985756E+02
1.188581E+01  5.711841E+04  3.234179E+03  0.000000E+00  9.523250E+03  3.374795E+02
1.216267E+01  5.491129E+04  3.133077E+03  0.000000E+00  9.131269E+03  3.332329E+02
1.244597E+01  5.494380E+04  3.404193E+03  0.000000E+00  8.654841E+03  3.256476E+02
1.273587E+01  5.250877E+04  2.955976E+03  0.000000E+00  8.477517E+03  2.559003E+02
1.303253E+01  5.163734E+04  2.914339E+03  0.000000E+00  8.464086E+03  2.628997E+02
1.333610E+01  5.072511E+04  2.841734E+03  0.000000E+00  8.061502E+03  3.195776E+02
1.364674E+01  4.962252E+04  2.893397E+03  0.000000E+00  7.939235E+03  2.388200E+02
1.396461E+01  4.769408E+04  2.716827E+03  0.000000E+00  7.923082E+03  2.543285E+02
1.428989E+01  4.731604E+04  2.605277E+03  0.000000E+00  7.655011E+03  3.274871E+02
1.462274E+01  4.583609E+04  2.674558E+03  0.000000E+00  7.463617E+03  2.457393E+02
1.496335E+01  4.490723E+04  2.421003E+03  0.000000E+00  7.098257E+03  2.820314E+02
1.531189E+01  4.390957E+04  2.597844E+03  0.000000E+00  7.171360E+03  2.428657E+02
1.566855E+01  4.212072E+04  2.461375E+03  0.000000E+00  6.624113E+03  2.480042E+02
1.603352E+01  4.091176E+04  2.209897E+03  0.000000E+00  6.585389E+03  2.371470E+02
1.640699E+01  3.987353E+04  2.302208E+03  0.000000E+00  6.450767E+03  2.648558E+02
1.678915E+01  3.908536E+04  2.172653E+03  0.000000E+00  6.211847E+03  1.941202E+02
1.718022E+01  3.857264E+04  2.069692E+03  0.000000E+00  5.999918E+03  2.018619E+02
1.758040E+01  3.727869E+04  2.053477E+03  0.000000E+00  5.963165E+03  2.257874E+02
1.798990E+01  3.565438E+04  1.995121E+03  0.000000E+00  5.829749E+03  2.508418E+02
1.840894E+01  3.565989E+04  1.927009E+03  0.000000E+00  5.638035E+03  2.337832E+02
1.883774E+01  3.414061E+04  1.874273E+03  0.000000E+00  5.500825E+03  2.284617E+02
1.927653E+01  3.378832E+04  1.931318E+03  0.000000E+00  5.375611E+03  1.669041E+02
1.972553E+01  3.309546E+04  1.821691E+03  0.000000E+00  5.240538E+03  1.969968E+02
2.018500E+01  3.218479E+04  1.778154E+03  0.000000E+00  4.997047E+03  1.945826E+02
2.065517E+01  3.115481E+04  1.705312E+03  0.000000E+00  4.808453E+03  1.638556E+02
2.113629E+01  3.064332E+04  1.615096E+03  0.000000E+00  4.621901E+03  1.838481E+02
2.162862E+01  3.015637E+04  1.605378E+03  0.000000E+00  4.628742E+03  1.642083E+02
2.213241E+01  2.928114E+04  1.612256E+03  0.000000E+00  4.478070E+03  1.378158E+02
2.264794E+01  2.801133E+04  1.577402E+03  0.000000E+00  4.425949E+03  1.383686E+02
2.317548E+01  2.755942E+04  1.541496E+03  0.000000E+00  4.310779E+03  1.496423E+02
2.371531E+01  2.706951E+04  1.465884E+03  0.000000E+00  4.150988E+03  1.497597E+02
2.426771E+01  2.646883E+04  1.453177E+03  0.000000E+00  3.899818E+03  1.411855E+02
2.483298E+01  2.570985E+04  1.410003E+03  0.000000E+00  3.868255E+03  1.211459E+02
2.541141E+01  2.447349E+04  1.336801E+03  0.000000E+00  3.837753E+03  1.348311E+02
2.600332E+01  2.401281E+04  1.396355E+03  0.000000E+00  3.608992E+03  1.430099E+02
2.660901E+01  2.345993E+04  1.227956E+03  0.000000E+00  3.539403E+03  1.303330E+02
2.722882E+01  2.309779E+04  1.218419E+03  0.000000E+00  3.469579E+03  1.181590E+02
2.786306E+01  2.239506E+04  1.223676E+03  0.000000E+00  3.252638E+03  8.697695E+01
2.851207E+01  2.174167E+04  1.207545E+03  0.000000E+00  3.272389E+03  1.377539E+02
2.917620E+01  2.131408E+04  1.177194E+03  0.000000E+00  3.199332E+03  1.016798E+02
2.985580E+01  2.091009E+04  1.084621E+03  0.000000E+00  2.943171E+03  1.105613E+02
3.055124E+01  2.044369E+04  1.068138E+03  0.000000E+00  2.919941E+03  1.271918E+02
3.126287E+01  1.912563E+04  1.022439E+03  0.000000E+00  2.901590E+03  9.222003E+01
3.199107E+01  1.925060E+04  9.665134E+02  0.000000E+00  2.697095E+03  9.142694E+01
3.273624E+01  1.852649E+04  9.674875E+02  0.000000E+00  2.726324E+03  9.700402E+01
3.349876E+01  1.818960E+04  9.043034E+02  0.000000E+00  2.628093E+03  9.105400E+01
3.427905E+01  1.791573E+04  9.007839E+02  0.000000E+00  2.565832E+03  9.995166E+01
3.507751E+01  1.757581E+04  9.052942E+02  0.000000E+00  2.466927E+03  1.072059E+02
3.589457E+01  1.687308E+04  8.753747E+02  0.000000E+00  2.409609E+03  9.545309E+01
3.673066E+01  1.639003E+04  8.110837E+02  0.000000E+00  2.201188E+03  7.052902E+01
3.758623E+01  1.564677E+04  8.504281E+02  0.000000E+00  2.253357E+03  8.004029E+01
3.846173E+01  1.555893E+04  7.648017E+02  0.000000E+00  2.208582E+03  8.799565E+01
3.935762E+01  1.515487E+04  8.089676E+02  0.000000E+00  2.102042E+03  7.962280E+01
4.027437E+01  1.454431E+04  7.179303E+02  0.000000E+00  1.985720E+03  8.403519E+01
4.121248E+01  1.411997E+04  7.056436E+02  0.000000E+00  1.973977E+03  6.184520E+01
4.217245E+01  1.390556E+04  7.113783E+02  0.000000E+00  1.912201E+03  6.935443E+01
4.315477E+01  1.349318E+04  6.855031E+02  0.000000E+00  1.856087E+03  6.099816E+01
4.415997E+01  1.332797E+04  7.465401E+02  0.000000E+00  1.891424E+03  6.812534E+01
4.518859E+01  1.293674E+04  6.796159E+02  0.000000E+00  1.726317E+03  6.564997E+01
4.624117E+01  1.233595E+04  6.045083E+02  0.000000E+00  1.678889E+03  5.240879E+01
4.731826E+01  1.206221E+04  6.092917E+02  0.000000E+00  1.608000E+03  5.298189E+01
4.842045E+01  1.175744E+04  5.755751E+02  0.000000E+00  1.580890E+03  5.005001E+01
4.954830E+01  1.154546E+04  6.029513E+02  0.000000E+00  1.479971E+03  4.216442E+01
5.070243E+01  1.107416E+04  5.752168E+02  0.000000E+00  1.445459E+03  5.768650E+01
5.188344E+01  1.084302E+04  5.532646E+02  0.000000E+00  1.399671E+03  5.234673E+01
5.309196E+01  1.048287E+04  5.021077E+02  0.000000E+00  1.355218E+03  4.249814E+01
5.432863E+01  1.017196E+04  4.968310E+02  0.000000E+00  1.301297E+03  4.922165E+01
5.559411E+01  9.897579E+03  4.704901E+02  0.000000E+00  1.217562E+03  4.584648E+01
5.688906E+01  9.717085E+03  4.752044E+02  0.000000E+00  1.277984E+03  4.847525E+01
5.821418E+01  9.228175E+03  4.349595E+02  0.000000E+00  1.183578E+03  4.234754E+01
5.957016E+01  9.149281E+03  4.138359E+02  0.000000E+00  1.143309E+03  3.857792E+01
6.095773E+01  8.753890E+03  4.105849E+02  0.000000E+00  1.148815E+03  4.318339E+01
6.237762E+01  8.713381E+03  4.045881E+02  0.000000E+00  1.050321E+03  3.349239E+01
6.383058E+01  8.431906E+03  3.790135E+02  0.000000E+00  9.825550E+02  3.665761E+01
6.531738E+01  8.198392E+03  3.607906E+02  0.000000E+00  9.704245E+02  2.878649E+01
6.683882E+01  7.802977E+03  3.844601E+02  0.000000E+00  9.820924E+02  3.500775E+01
6.839570E+01  7.559382E+03  3.280579E+02  0.000000E+00  9.328573E+02  3.054542E+01
6.998884E+01  7.355668E+03  3.540225E+02  0.000000E+00  9.146079E+02  3.343214E+01
7.161909E+01  7.208069E+03  3.272947E+02  0.000000E+00  8.605343E+02  4.025550E+01
7.328731E+01  6.977287E+03  3.323875E+02  0.000000E+00  8.078784E+02  2.565598E+01
7.499439E+01  6.709263E+03  3.192499E+02  0.000000E+00  8.028606E+02  3.287215E+01
7.674123E+01  6.442746E+03  2.885706E+02  0.000000E+00  7.546393E+02  2.722364E+01
7.852877E+01  6.325888E+03  2.686999E+02  0.000000E+00  7.326729E+02  2.128316E+01
8.035794E+01  6.211531E+03  2.703831E+02  0.000000E+00  6.650384E+02  1.611899E+01
8.222971E+01  5.906013E+03  2.708341E+02  0.000000E+00  6.839451E+02  1.981713E+01
8.414509E+01  5.745258E+03  2.289165E+02  0.000000E+00  6.251754E+02  1.787634E+01
8.610508E+01  5.641654E+03  2.426309E+02  0.000000E+00  5.992984E+02  2.086626E+01
8.811073E+01  5.383774E+03  2.423244E+02  0.000000E+00  5.946668E+02  1.707177E+01
9.016309E+01  5.229711E+03  2.062226E+02  0.000000E+00  5.788134E+02  1.900028E+01
9.226326E+01  5.070816E+03  2.336823E+02  0.000000E+00  5.226151E+02  1.947353E+01
9.441234E+01  4.908921E+03  1.956133E+02  0.000000E+00  5.204554E+02  1.548974E+01
9.661149E+01  4.706790E+03  2.050003E+02  0.000000E+00  4.869838E+02  1.297470E+01
9.886186E+01  4.605990E+03  1.796243E+02  0.000000E+00  4.758987E+02  1.648317E+01
1.011646E+02  4.424735E+03  1.895784E+02  0.000000E+00  4.497840E+02  1.197772E+01
1.035211E+02  4.311907E+03  1.687145E+02  0.000000E+00  4.338950E+02  1.412681E+01
1.059324E+02  4.097792E+03  1.676352E+02  0.000000E+00  4.184962E+02  1.380525E+01
1.083999E+02  4.006057E+03  1.622775E+02  0.000000E+00  3.862281E+02  1.349100E+01
1.109248E+02  3.898294E+03  1.548168E+02  0.000000E+00  3.450417E+02  1.280723E+01
1.135086E+02  3.756918E+03  1.457711E+02  0.000000E+00  3.497033E+02  9.938937E+00
1.161526E+02  3.625715E+03  1.374167E+02  0.000000E+00  3.255553E+02  7.914051E+00
1.188581E+02  3.570603E+03  1.522173E+02  0.000000E+00  3.128716E+02  5.976199E+00
1.216267E+02  3.390044E+03  1.315755E+02  0.000000E+00  2.926953E+02  9.275555E+00
1.244597E+02  3.267219E+03  1.232089E+02  0.000000E+00  2.793184E+02  9.735856E+00
1.273587E+02  3.167914E+03  1.151551E+02  0.000000E+00  2.929730E+02  1.443540E+01
1.303253E+02  3.060857E+03  1.029156E+02  0.000000E+00  2.603348E+02  6.412187E+00
1.333610E+02  2.940741E+03  1.087190E+02  0.000000E+00  2.497092E+02  8.459407E+00
1.364674E+02  2.845020E+03  1.041010E+02  0.000000E+00  2.461683E+02  1.132864E+01
1.396461E+02  2.744055E+03  1.008338E+02  0.000000E+00  2.223131E+02  5.684991E+00
1.428989E+02  2.654985E+03  9.064375E+01  0.000000E+00  2.005858E+02  5.847984E+00
1.462274E+02  2.518828E+03  9.172362E+01  0.000000E+00  1.994489E+02  4.571894E+00
1.496335E+02  2.417931E+03  7.595302E+01  0.000000E+00  1.856940E+02  6.422498E+00
1.531189E+02  2.350612E+03  8.404790E+01  0.000000E+00  1.697331E+02  6.549187E+00
1.566855E+02  2.231772E+03  7.626797E+01  0.000000E+00  1.653362E+02  6.666781E+00
1.603352E+02  2.170286E+03  6.775627E+01  0.000000E+00  1.581848E+02  4.951420E+00
1.640699E+02  2.087013E+03  7.716472E+01  0.000000E+00  1.456707E+02  2.801360E+00
1.678915E+02  2.031543E+03  6.346238E+01  0.000000E+00  1.435992E+02  4.977441E+00
1.718022E+02  1.931794E+03  5.958573E+01  0.000000E+00  1.257380E+02  2.188863E+00
1.758040E+02  1.845040E+03  5.656569E+01  0.000000E+00  1.262033E+02  3.327394E+00
1.798990E+02  1.793054E+03  5.040062E+01  0.000000E+00  1.093949E+02  3.483914E+00
1.840894E+02  1.712065E+03  5.175008E+01  0.000000E+00  1.028192E+02  2.950662E+00
1.883774E+02  1.667992E+03  5.323379E+01  0.000000E+00  1.013660E+02  2.661690E+00
1.927653E+02  1.598161E+03  4.616956E+01  0.000000E+00  9.407319E+01  1.950827E+00
1.972553E+02  1.498870E+03  4.469497E+01  0.000000E+00  9.044906E+01  2.330069E+00
2.018500E+02  1.429147E+03  4.388459E+01  0.000000E+00  8.797618E+01  2.277030E+00
2.065517E+02  1.397830E+03  3.499631E+01  0.000000E+00  7.747738E+01  1.618327E+00
2.113629E+02  1.341498E+03  3.518813E+01  0.000000E+00  6.602716E+01  2.569919E+00
2.162862E+02  1.245472E+03  3.052342E+01  0.000000E+00  6.568332E+01  2.511421E+00
2.213241E+02  1.205228E+03  2.812953E+01  0.000000E+00  5.663663E+01  1.510310E+00
2.264794E+02  1.181668E+03  3.007210E+01  0.000000E+00  4.704531E+01  1.844914E+00
2.317548E+02  1.138002E+03  2.794524E+01  0.000000E+00  5.030143E+01  9.014594E-01
2.371531E+02  1.069637E+03  2.995195E+01  0.000000E+00  5.162306E+01  1.585691E+00
2.426771E+02  1.017396E+03  2.427701E+01  0.000000E+00  3.977298E+01  1.033064E+00
2.483298E+02  9.669797E+02  2.221008E+01  0.000000E+00  3.617551E+01  1.682582E+00
2.541141E+02  8.821570E+02  1.989581E+01  0.000000E+00  3.765405E+01  8.221407E-01
2.600332E+02  8.686648E+02  2.346005E+01  0.000000E+00  3.535077E+01  8.034265E-01
2.660901E+02  8.096346E+02  1.680196E+01  0.000000E+00  2.826498E+01  3.140553E-01
2.722882E+02  8.085453E+02  1.672641E+01  0.000000E+00  2.808195E+01  1.227626E+00
2.786306E+02  7.547499E+02  1.469610E+01  0.000000E+00  2.429356E+01  5.998410E-01
2.851207E+02  7.138292E+02  1.406849E+01  0.000000E+00  2.037000E+01  5.861870E-01
2.917620E+02  6.689382E+02  1.231614E+01  0.000000E+00  2.019274E+01  7.160546E-01
2.985580E+02  6.527317E+02  1.315540E+01  0.000000E+00  1.805369E+01  8.397063E-01
3.055124E+02  6.224192E+02  1.121476E+01  0.000000E+00  1.627508E+01  6.838269E-01
3.126287E+02  5.792487E+02  1.042487E+01  0.000000E+00  1.523635E+01  6.682611E-01
3.199107E+02  5.562676E+02  9.795744E+00  0.000000E+00  1.227733E+01  1.306099E-01
3.273624E+02  5.150148E+02  8.934581E+00  0.000000E+00  1.199787E+01  2.552737E-01
3.349876E+02  4.997991E+02  7.234427E+00  0.000000E+00  1.396993E+01  2.494630E-01
3.427905E+02  4.652628E+02  6.825967E+00  0.000000E+00  1.036084E+01  2.437845E-01
3.507751E+02  4.284662E+02  7.266177E+00  0.000000E+00  7.742648E+00  3.573530E-01
3.589457E+02  4.087022E+02  5.820311E+00  0.000000E+00  9.312497E+00  4.656249E-01
3.673066E+02  3.947350E+02  4.664016E+00  0.000000E+00  5.460311E+00  2.275130E-01
3.758623E+02  3.654062E+02  4.780184E+00  0.000000E+00  5.336019E+00  2.223341E-01
3.846173E+02  3.528517E+02  4.236827E+00  0.000000E+00  5.214557E+00  1.086366E-01
3.935762E+02  3.283644E+02  3.821894E+00  0.000000E+00  4.671204E+00  0.000000E+00
4.027437E+02  3.084403E+02  2.904920E+00  0.000000E+00  3.216162E+00  1.037471E-01
4.121248E+02  2.924974E+02  3.447109E+00  0.000000E+00  3.142953E+00  2.027711E-01
4.217245E+02  2.673118E+02  2.774177E+00  0.000000E+00  2.675099E+00  9.907776E-02
4.315477E+02  2.498020E+02  2.226917E+00  0.000000E+00  2.904674E+00  9.682247E-02
4.415997E+02  2.330454E+02  2.365463E+00  0.000000E+00  2.460082E+00  9.461852E-02
4.518859E+02  2.184942E+02  1.386971E+00  0.000000E+00  1.941760E+00  0.000000E+00
4.624117E+02  2.113520E+02  1.716840E+00  0.000000E+00  1.536120E+00  9.035999E-02
4.731826E+02  1.874676E+02  9.713346E-01  0.000000E+00  8.830314E-01  8.830314E-02
4.842045E+02  1.734492E+02  1.898449E+00  0.000000E+00  1.121811E+00  1.725862E-01
4.954830E+02  1.595502E+02  1.602248E+00  0.000000E+00  1.264933E+00  8.432885E-02
5.070243E+02  1.499025E+02  4.944557E-01  0.000000E+00  4.120464E-01  0.000000E+00
5.188344E+02  1.381148E+02  8.053342E-01  0.000000E+00  9.664011E-01  0.000000E+00
5.309196E+02  1.257630E+02  3.935013E-01  0.000000E+00  1.023103E+00  0.000000E+00
