# Er [keV]  dR/dEr H1 [1/keV/decay]  C12  C13  O16  Na23
7.674123E-01  5.152691E+05  9.586131E+04  9.304665E+02  7.953162E+04  2.684396E+04
7.852877E-01  5.095869E+05  9.201979E+04  9.092865E+02  7.826683E+04  2.834701E+04
8.035794E-01  4.980761E+05  9.227992E+04  9.330180E+02  7.970640E+04  2.692423E+04
8.222971E-01  4.836341E+05  9.267592E+04  1.411088E+03  7.823940E+04  2.650674E+04
8.414509E-01  4.689551E+05  9.092701E+04  1.103174E+03  7.552500E+04  2.647618E+04
8.610508E-01  4.563938E+05  8.985239E+04  7.878152E+02  7.347413E+04  2.554180E+04
8.811073E-01  4.508269E+05  8.713852E+04  1.114303E+03  7.265258E+04  2.467675E+04
9.016309E-01  4.405846E+05  8.505601E+04  9.305476E+02  7.165216E+04  2.480800E+04
9.226326E-01  4.367277E+05  8.404861E+04  1.122196E+03  6.911180E+04  2.404982E+04
9.441234E-01  4.194882E+05  8.317536E+04  1.039928E+03  6.903234E+04  2.522299E+04
9.661149E-01  4.164990E+05  7.985930E+04  7.021410E+02  6.496652E+04  2.361411E+04
9.886186E-01  4.022693E+05  8.013607E+04  9.028399E+02  6.606982E+04  2.291408E+04
1.011646E+00  3.962359E+05  7.693558E+04  1.058746E+03  6.497174E+04  2.320419E+04
1.035211E+00  3.843884E+05  7.377029E+04  1.155355E+03  6.490682E+04  2.158962E+04
1.059324E+00  3.744422E+05  7.627027E+04  1.044798E+03  6.277215E+04  2.222724E+04
1.083999E+00  3.634651E+05  7.255799E+04  9.880797E+02  6.066809E+04  2.134252E+04
1.109248E+00  3.609530E+05  7.261224E+04  1.046054E+03  6.025271E+04  2.175792E+04
1.135086E+00  3.520919E+05  7.089647E+04  1.085150E+03  5.998207E+04  2.071221E+04
1.161526E+00  3.429093E+05  7.146505E+04  9.989738E+02  5.815564E+04  2.085550E+04
1.188581E+00  3.359448E+05  6.884705E+04  9.762344E+02  5.738756E+04  1.994522E+04
1.216267E+00  3.304699E+05  6.717716E+04  1.159492E+03  5.552353E+04  1.996088E+04
1.244597E+00  3.192327E+05  6.587751E+04  9.753257E+02  5.585174E+04  1.940611E+04
1.273587E+00  3.141807E+05  6.491058E+04  9.250915E+02  5.411785E+04  1.918864E+04
1.303253E+00  3.037006E+05  6.410422E+04  6.437816E+02  5.477623E+04  1.953261E+04
1.333610E+00  2.997190E+05  6.148047E+04  8.566841E+02  5.354276E+04  1.812422E+04
1.364674E+00  2.890376E+05  6.227861E+04  8.241026E+02  5.155220E+04  1.763318E+04
1.396461E+00  2.841841E+05  5.936534E+04  8.309102E+02  5.077500E+04  1.845899E+04
1.428989E+00  2.827371E+05  6.126200E+04  7.620274E+02  5.084347E+04  1.696448E+04
1.462274E+00  2.693550E+05  5.858568E+04  8.179289E+02  4.875833E+04  1.746950E+04
1.496335E+00  2.632714E+05  5.858827E+04  9.186106E+02  4.762459E+04  1.789501E+04
1.531189E+00  2.565675E+05  5.669503E+04  6.878484E+02  4.707681E+04  1.662495E+04
1.566855E+00  2.528692E+05  5.541589E+04  6.835842E+02  4.705338E+04  1.593890E+04
1.603352E+00  2.466233E+05  5.523444E+04  8.016287E+02  4.600458E+04  1.593237E+04
1.640699E+00  2.404872E+05  5.402067E+04  6.636981E+02  4.572989E+04  1.605932E+04
1.678915E+00  2.370439E+05  5.326948E+04  6.804884E+02  4.304089E+04  1.607654E+04
1.718022E+00  2.310247E+05  5.264918E+04  5.403113E+02  4.341194E+04  1.518067E+04
1.758040E+00  2.265579E+05  4.968393E+04  7.920185E+02  4.332747E+04  1.492650E+04
1.798990E+00  2.198132E+05  5.025973E+04  7.045293E+02  4.206338E+04  1.496381E+04
1.840894E+00  2.157405E+05  4.917387E+04  6.400069E+02  4.135802E+04  1.426440E+04
1.883774E+00  2.097115E+05  4.848097E+04  6.349149E+02  3.981011E+04  1.429032E+04
1.927653E+00  2.061139E+05  4.730332E+04  5.278562E+02  4.088570E+04  1.357609E+04
1.972553E+00  2.010331E+05  4.626276E+04  6.063390E+02  3.927629E+04  1.347521E+04
2.018500E+00  1.945733E+05  4.699615E+04  6.986631E+02  3.892173E+04  1.352223E+04
2.065517E+00  1.917604E+05  4.539919E+04  5.271941E+02  3.816540E+04  1.320578E+04
2.113629E+00  1.856724E+05  4.456848E+04  6.418807E+02  3.738955E+04  1.304031E+04
2.162862E+00  1.824530E+05  4.307527E+04  5.942555E+02  3.585342E+04  1.260317E+04
2.213241E+00  1.764124E+05  4.315136E+04  4.516778E+02  3.566642E+04  1.272764E+04
2.264794E+00  1.739023E+05  4.242923E+04  5.438634E+02  3.527230E+04  1.221722E+04
2.317548E+00  1.721005E+05  4.170220E+04  6.008075E+02  3.482373E+04  1.226263E+04
2.371531E+00  1.664819E+05  3.900660E+04  7.000413E+02  3.430203E+04  1.187812E+04
2.426771E+00  1.617654E+05  4.014896E+04  4.634269E+02  3.396993E+04  1.174751E+04
2.483298E+00  1.582629E+05  3.883250E+04  5.391406E+02  3.308166E+04  1.131476E+04
2.541141E+00  1.589807E+05  3.734442E+04  4.566191E+02  3.113440E+04  1.083944E+04
2.600332E+00  1.526502E+05  3.764081E+04  5.148752E+02  3.140052E+04  1.065448E+04
2.660901E+00  1.510405E+05  3.732741E+04  4.897378E+02  3.084677E+04  1.033145E+04
2.722882E+00  1.458782E+05  3.638595E+04  5.375942E+02  3.003972E+04  1.045031E+04
2.786306E+00  1.414684E+05  3.525659E+04  4.997299E+02  3.017600E+04  1.063528E+04
2.851207E+00  1.390371E+05  3.472953E+04  6.448786E+02  2.885675E+04  1.007388E+04
2.917620E+00  1.372856E+05  3.435504E+04  4.344093E+02  2.910542E+04  9.887400E+03
2.985580E+00  1.330126E+05  3.400951E+04  5.441043E+02  2.820373E+04  1.026623E+04
3.055124E+00  1.278404E+05  3.246991E+04  5.025036E+02  2.836808E+04  9.892309E+03
3.126287E+00  1.257241E+05  3.229039E+04  4.739350E+02  2.775090E+04  9.438731E+03
3.199107E+00  1.218077E+05  3.232543E+04  4.798872E+02  2.657794E+04  8.833273E+03
3.273624E+00  1.194712E+05  3.142056E+04  4.526045E+02  2.588570E+04  9.406538E+03
3.349876E+00  1.172473E+05  3.083324E+04  3.623678E+02  2.589864E+04  8.893999E+03
3.427905E+00  1.151200E+05  3.007931E+04  3.801575E+02  2.535078E+04  8.660301E+03
3.507751E+00  1.117667E+05  2.991371E+04  3.562368E+02  2.542513E+04  8.870296E+03
3.589457E+00  1.100283E+05  2.879515E+04  3.431546E+02  2.495579E+04  8.036780E+03
3.673066E+00  1.081264E+05  2.793557E+04  3.693638E+02  2.326992E+04  8.198904E+03
3.758623E+00  1.046583E+05  2.810233E+04  3.847032E+02  2.356188E+04  7.860293E+03
3.846173E+00  1.028607E+05  2.739766E+04  3.434571E+02  2.304411E+04  8.010904E+03
3.935762E+00  1.002019E+05  2.650188E+04  3.537817E+02  2.247421E+04  7.760519E+03
4.027437E+00  9.712315E+04  2.654575E+04  3.501610E+02  2.202025E+04  7.539543E+03
4.121248E+00  9.684855E+04  2.601513E+04  3.162013E+02  2.163163E+04  7.328939E+03
4.217245E+00  9.243018E+04  2.553301E+04  3.344012E+02  2.104611E+04  6.785381E+03
4.315477E+00  9.249378E+04  2.507591E+04  3.598819E+02  2.130335E+04  7.123179E+03
4.415997E+00  8.945053E+04  2.459000E+04  3.072234E+02  2.027675E+04  7.054012E+03
4.518859E+00  8.644259E+04  2.418828E+04  4.187421E+02  1.984284E+04  6.909244E+03
4.624117E+00  8.490342E+04  2.359908E+04  3.358613E+02  1.953786E+04  6.620714E+03
4.731826E+00  8.386867E+04  2.283177E+04  2.791724E+02  1.942134E+04  6.930266E+03
4.842045E+00  8.056969E+04  2.267704E+04  2.543840E+02  1.905299E+04  6.470202E+03
4.954830E+00  7.836821E+04  2.189785E+04  3.026356E+02  1.899038E+04  6.200427E+03
5.070243E+00  7.733074E+04  2.179372E+04  3.098300E+02  1.799126E+04  6.083934E+03
5.188344E+00  7.527802E+04  2.150407E+04  3.440652E+02  1.739250E+04  6.292952E+03
5.309196E+00  7.367208E+04  2.124658E+04  2.790736E+02  1.751439E+04  6.089185E+03
5.432863E+00  7.247154E+04  2.021751E+04  2.332916E+02  1.694157E+04  5.746859E+03
5.559411E+00  7.022785E+04  1.975730E+04  3.532103E+02  1.682245E+04  5.644944E+03
5.688906E+00  6.900896E+04  1.995084E+04  2.918258E+02  1.617594E+04  5.550966E+03
5.821418E+00  6.657644E+04  1.961323E+04  2.821165E+02  1.635969E+04  5.559536E+03
5.957016E+00  6.570226E+04  1.924170E+04  3.026649E+02  1.564868E+04  5.543863E+03
6.095773E+00  6.391385E+04  1.813308E+04  2.313491E+02  1.546525E+04  5.177534E+03
6.237762E+00  6.273087E+04  1.850160E+04  2.489774E+02  1.552246E+04  5.365893E+03
6.383058E+00  6.194897E+04  1.830139E+04  2.153433E+02  1.490064E+04  5.201800E+03
6.531738E+00  6.002503E+04  1.770169E+04  2.268396E+02  1.468991E+04  4.826490E+03
6.683882E+00  5.863199E+04  1.725067E+04  2.083221E+02  1.454783E+04  4.940973E+03
6.839570E+00  5.739393E+04  1.714771E+04  2.427301E+02  1.387738E+04  4.648412E+03
6.998884E+00  5.624307E+04  1.652783E+04  2.474073E+02  1.334724E+04  4.756851E+03
7.161909E+00  5.402314E+04  1.648561E+04  2.168503E+02  1.369646E+04  4.678482E+03
7.328731E+00  5.282265E+04  1.567678E+04  2.216573E+02  1.285856E+04  4.623139E+03
7.499439E+00  5.205586E+04  1.587455E+04  2.427957E+02  1.312287E+04  4.691669E+03
7.674123E+00  4.993814E+04  1.539689E+04  2.372689E+02  1.228681E+04  4.431347E+03
7.852877E+00  4.995393E+04  1.513280E+04  2.068627E+02  1.226627E+04  4.150893E+03
8.035794E+00  4.899900E+04  1.499715E+04  1.577245E+02  1.214701E+04  3.916454E+03
8.222971E+00  4.737565E+04  1.424330E+04  1.953814E+02  1.147974E+04  4.042224E+03
8.414509E+00  4.558019E+04  1.429671E+04  1.569902E+02  1.179760E+04  3.861110E+03
8.610508E+00  4.492205E+04  1.384896E+04  1.969538E+02  1.146271E+04  3.881026E+03
8.811073E+00  4.476055E+04  1.375658E+04  1.904446E+02  1.125244E+04  3.847385E+03
9.016309E+00  4.306455E+04  1.327119E+04  1.583911E+02  1.107352E+04  3.690512E+03
9.226326E+00  4.217522E+04  1.303682E+04  1.780035E+02  1.051188E+04  3.645202E+03
9.441234E+00  4.072359E+04  1.291024E+04  1.871871E+02  1.093248E+04  3.429873E+03
9.661149E+00  3.997215E+04  1.245746E+04  1.884694E+02  1.005355E+04  3.466359E+03
9.886186E+00  3.949563E+04  1.228585E+04  1.751509E+02  1.005041E+04  3.302588E+03
1.011646E+01  3.830898E+04  1.191796E+04  1.570474E+02  9.855165E+03  3.377401E+03
1.035211E+01  3.779908E+04  1.181221E+04  2.017561E+02  9.754992E+03  3.186711E+03
1.059324E+01  3.698080E+04  1.129225E+04  1.634604E+02  9.462165E+03  3.191690E+03
1.083999E+01  3.536831E+04  1.105661E+04  1.696204E+02  9.115035E+03  3.025171E+03
1.109248E+01  3.512649E+04  1.100610E+04  1.480569E+02  9.060437E+03  3.033557E+03
1.135086E+01  3.424985E+04  1.063762E+04  1.289599E+02  8.851051E+03  3.035275E+03
1.161526E+01  3.340415E+04  1.029711E+04  1.536883E+02  8.620375E+03  2.820180E+03
1.188581E+01  3.264528E+04  1.071455E+04  1.366728E+02  8.514266E+03  2.843095E+03
1.216267E+01  3.170110E+04  1.019326E+04  1.247555E+02  8.320457E+03  2.822409E+03
1.244597E+01  3.107990E+04  9.995654E+03  1.419959E+02  8.065083E+03  2.667803E+03
1.273587E+01  3.045373E+04  9.885864E+03  1.331571E+02  8.086140E+03  2.665945E+03
1.303253E+01  2.951944E+04  9.474548E+03  1.246471E+02  7.796607E+03  2.562799E+03
1.333610E+01  2.909513E+04  9.304393E+03  1.124398E+02  7.497324E+03  2.441550E+03
1.364674E+01  2.856758E+04  8.942167E+03  1.451990E+02  7.380297E+03  2.558642E+03
1.396461E+01  2.766803E+04  8.817875E+03  1.367806E+02  7.465409E+03  2.414753E+03
1.428989E+01  2.700450E+04  8.734583E+03  1.011872E+02  7.219272E+03  2.288581E+03
1.462274E+01  2.665105E+04  8.698124E+03  1.269621E+02  6.973149E+03  2.356123E+03
1.496335E+01  2.594180E+04  8.367708E+03  1.109491E+02  6.732104E+03  2.220174E+03
1.531189E+01  2.514960E+04  8.291488E+03  1.317405E+02  6.556711E+03  2.304875E+03
1.566855E+01  2.452016E+04  8.053761E+03  1.036769E+02  6.458731E+03  2.201141E+03
1.603352E+01  2.427710E+04  7.746850E+03  1.157908E+02  6.489852E+03  2.166624E+03
1.640699E+01  2.333171E+04  7.557454E+03  1.131551E+02  6.149544E+03  2.030263E+03
1.678915E+01  2.318339E+04  7.487499E+03  9.463041E+01  6.164799E+03  1.959594E+03
1.718022E+01  2.255384E+04  7.356547E+03  1.080623E+02  5.906019E+03  2.050066E+03
1.758040E+01  2.198156E+04  7.229708E+03  1.025562E+02  5.669025E+03  1.916076E+03
1.798990E+01  2.158936E+04  6.888511E+03  1.101447E+02  5.677911E+03  1.884368E+03
1.840894E+01  2.096411E+04  6.864559E+03  1.056981E+02  5.588424E+03  1.831777E+03
1.883774E+01  2.041773E+04  6.731046E+03  7.581074E+01  5.492488E+03  1.834620E+03
1.927653E+01  1.977053E+04  6.535230E+03  9.353241E+01  5.306343E+03  1.758594E+03
1.972553E+01  1.935036E+04  6.361130E+03  7.692361E+01  5.146642E+03  1.816302E+03
2.018500E+01  1.855614E+04  6.308309E+03  7.605700E+01  5.136501E+03  1.640532E+03
2.065517E+01  1.869033E+04  6.124094E+03  8.469676E+01  5.070570E+03  1.702578E+03
2.113629E+01  1.801827E+04  6.097867E+03  7.432303E+01  4.901942E+03  1.608925E+03
2.162862E+01  1.770221E+04  5.784912E+03  7.923407E+01  4.742489E+03  1.589634E+03
2.213241E+01  1.726055E+04  5.816158E+03  6.613854E+01  4.721646E+03  1.573613E+03
2.264794E+01  1.677779E+04  5.782292E+03  7.960899E+01  4.676437E+03  1.587451E+03
2.317548E+01  1.652144E+04  5.559780E+03  7.625634E+01  4.543799E+03  1.471978E+03
2.371531E+01  1.624999E+04  5.370747E+03  8.129512E+01  4.411766E+03  1.436214E+03
2.426771E+01  1.558144E+04  5.276447E+03  6.693945E+01  4.251758E+03  1.385132E+03
2.483298E+01  1.545033E+04  5.024790E+03  6.972884E+01  4.213204E+03  1.393139E+03
2.541141E+01  1.500450E+04  5.040373E+03  5.760426E+01  4.047753E+03  1.362130E+03
2.600332E+01  1.471376E+04  5.049896E+03  6.109853E+01  4.159505E+03  1.281010E+03
2.660901E+01  1.425808E+04  4.715571E+03  7.580872E+01  3.916560E+03  1.327659E+03
2.722882E+01  1.396565E+04  4.640356E+03  5.965985E+01  3.807085E+03  1.220077E+03
2.786306E+01  1.373681E+04  4.653895E+03  5.125435E+01  3.762069E+03  1.239074E+03
2.851207E+01  1.336088E+04  4.459680E+03  5.885300E+01  3.566241E+03  1.224017E+03
2.917620E+01  1.311488E+04  4.402830E+03  5.996072E+01  3.622729E+03  1.146596E+03
2.985580E+01  1.265371E+04  4.275105E+03  6.337918E+01  3.526513E+03  1.158165E+03
3.055124E+01  1.255558E+04  4.213434E+03  5.726204E+01  3.427542E+03  1.130049E+03
3.126287E+01  1.204594E+04  4.047291E+03  6.052664E+01  3.390063E+03  1.063784E+03
3.199107E+01  1.178737E+04  4.079041E+03  5.580084E+01  3.198504E+03  1.014459E+03
3.273624E+01  1.147107E+04  3.913665E+03  6.652740E+01  3.216763E+03  1.062257E+03
3.349876E+01  1.127923E+04  3.790474E+03  5.169071E+01  3.104107E+03  1.005038E+03
3.427905E+01  1.101415E+04  3.695860E+03  5.415943E+01  3.069902E+03  1.017572E+03
3.507751E+01  1.084639E+04  3.706898E+03  4.631078E+01  2.981702E+03  9.791423E+02
3.589457E+01  1.057662E+04  3.565327E+03  3.630476E+01  2.826301E+03  9.558596E+02
3.673066E+01  1.026588E+04  3.536172E+03  4.519846E+01  2.840213E+03  9.666639E+02
3.758623E+01  1.010487E+04  3.537844E+03  4.321974E+01  2.738992E+03  8.857672E+02
3.846173E+01  9.978356E+03  3.315753E+03  4.734138E+01  2.735125E+03  8.799927E+02
3.935762E+01  9.644633E+03  3.301509E+03  4.308879E+01  2.699173E+03  8.985147E+02
4.027437E+01  9.351516E+03  3.203309E+03  4.033501E+01  2.564597E+03  8.514675E+02
4.121248E+01  9.175467E+03  3.122596E+03  4.548100E+01  2.458140E+03  8.281874E+02
4.217245E+01  9.008938E+03  3.111624E+03  3.640317E+01  2.440282E+03  8.004464E+02
4.315477E+01  8.717415E+03  3.004393E+03  3.764282E+01  2.422791E+03  7.292779E+02
4.415997E+01  8.582448E+03  2.905283E+03  4.244534E+01  2.368046E+03  7.466338E+02
4.518859E+01  8.306500E+03  2.879049E+03  3.792381E+01  2.286885E+03  7.193673E+02
4.624117E+01  8.208528E+03  2.767961E+03  3.474427E+01  2.233671E+03  7.068530E+02
4.731826E+01  8.077513E+03  2.715140E+03  3.433066E+01  2.151514E+03  7.103805E+02
4.842045E+01  7.786732E+03  2.682461E+03  3.170583E+01  2.167426E+03  6.521816E+02
4.954830E+01  7.666769E+03  2.644459E+03  3.494721E+01  2.077017E+03  6.614750E+02
5.070243E+01  7.378178E+03  2.605036E+03  3.379963E+01  2.034315E+03  6.495867E+02
5.188344E+01  7.303128E+03  2.471076E+03  3.303026E+01  1.948785E+03  6.454663E+02
5.309196E+01  7.126465E+03  2.418862E+03  3.093346E+01  1.879544E+03  6.216954E+02
5.432863E+01  6.909374E+03  2.365117E+03  3.252939E+01  1.886705E+03  5.898006E+02
5.559411E+01  6.703611E+03  2.309353E+03  2.504582E+01  1.791740E+03  5.834393E+02
5.688906E+01  6.609070E+03  2.230428E+03  2.792742E+01  1.840071E+03  5.786309E+02
5.821418E+01  6.573316E+03  2.204496E+03  2.759836E+01  1.698219E+03  5.400079E+02
5.957016E+01  6.333189E+03  2.159409E+03  2.726981E+01  1.695523E+03  5.286148E+02
6.095773E+01  6.130751E+03  2.096199E+03  2.694192E+01  1.645214E+03  5.039896E+02
6.237762E+01  6.029547E+03  2.040470E+03  2.861810E+01  1.618640E+03  5.202770E+02
6.383058E+01  5.885306E+03  1.989549E+03  2.880567E+01  1.535929E+03  4.882980E+02
6.531738E+01  5.765005E+03  1.967492E+03  2.705677E+01  1.503700E+03  4.777296E+02
6.683882E+01  5.632442E+03  1.824154E+03  2.697504E+01  1.512739E+03  4.585757E+02
6.839570E+01  5.516499E+03  1.880245E+03  2.427301E+01  1.467343E+03  4.327382E+02
6.998884E+01  5.370778E+03  1.766284E+03  2.346543E+01  1.410221E+03  4.353858E+02
7.161909E+01  5.183469E+03  1.767205E+03  1.994026E+01  1.385848E+03  4.416767E+02
7.328731E+01  5.118092E+03  1.735991E+03  2.606301E+01  1.362097E+03  4.079957E+02
7.499439E+01  4.993497E+03  1.697665E+03  2.380350E+01  1.302289E+03  3.979944E+02
7.674123E+01  4.859361E+03  1.629479E+03  2.256381E+01  1.284044E+03  4.105683E+02
7.852877E+01  4.727608E+03  1.621940E+03  2.000430E+01  1.259362E+03  3.739441E+02
8.035794E+01  4.615329E+03  1.555919E+03  2.354760E+01  1.208258E+03  3.723186E+02
8.222971E+01  4.517652E+03  1.529836E+03  2.062359E+01  1.169900E+03  3.536404E+02
8.414509E+01  4.438791E+03  1.461069E+03  2.015414E+01  1.182306E+03  3.424083E+02
8.610508E+01  4.291312E+03  1.436933E+03  2.259786E+01  1.124710E+03  3.453947E+02
8.811073E+01  4.296956E+03  1.426308E+03  2.005746E+01  1.104173E+03  3.310494E+02
9.016309E+01  4.123712E+03  1.402751E+03  1.504715E+01  1.041619E+03  3.245037E+02
9.226326E+01  4.015914E+03  1.316839E+03  1.780035E+01  1.046545E+03  3.058952E+02
9.441234E+01  3.944354E+03  1.327327E+03  1.834055E+01  9.892555E+02  2.996884E+02
9.661149E+01  3.865841E+03  1.249072E+03  1.404282E+01  9.635961E+02  2.873235E+02
9.886186E+01  3.724756E+03  1.217028E+03  1.408430E+01  9.530378E+02  2.840334E+02
1.011646E+02  3.683203E+03  1.195148E+03  1.676349E+01  9.061105E+02  2.703333E+02
1.035211E+02  3.549010E+03  1.190706E+03  1.500237E+01  9.079023E+02  2.572821E+02
1.059324E+02  3.500411E+03  1.147930E+03  1.466088E+01  8.789786E+02  2.502460E+02
1.083999E+02  3.452680E+03  1.120318E+03  1.547992E+01  8.233998E+02  2.429029E+02
1.109248E+02  3.368455E+03  1.082585E+03  1.271358E+01  8.154393E+02  2.375347E+02
1.135086E+02  3.234534E+03  1.052438E+03  1.446867E+01  7.846107E+02  2.217481E+02
1.161526E+02  3.168130E+03  1.016494E+03  1.367826E+01  7.403164E+02  2.220796E+02
1.188581E+02  3.116891E+03  9.856963E+02  1.306652E+01  7.342784E+02  2.096651E+02
1.216267E+02  3.015267E+03  9.532787E+02  1.276909E+01  7.191787E+02  2.040119E+02
1.244597E+02  2.970727E+03  9.180970E+02  1.276529E+01  7.230319E+02  2.135676E+02
1.273587E+02  2.899181E+03  9.358842E+02  1.485753E+01  6.912956E+02  1.788510E+02
1.303253E+02  2.825927E+03  8.797893E+02  1.177983E+01  6.640539E+02  1.864227E+02
1.333610E+02  2.734295E+03  8.600305E+02  1.177941E+01  6.257810E+02  1.720061E+02
1.364674E+02  2.715745E+03  8.269804E+02  1.072641E+01  6.277569E+02  1.676983E+02
1.396461E+02  2.635519E+03  8.172321E+02  1.048225E+01  5.902019E+02  1.578729E+02
1.428989E+02  2.556414E+03  7.830144E+02  9.743957E+00  5.787660E+02  1.552787E+02
1.462274E+02  2.505304E+03  7.688531E+02  1.001047E+01  5.550929E+02  1.414895E+02
1.496335E+02  2.445652E+03  7.465799E+02  9.424706E+00  5.577279E+02  1.525848E+02
1.531189E+02  2.382754E+03  7.006727E+02  9.210174E+00  5.306925E+02  1.459638E+02
1.566855E+02  2.317236E+03  7.022688E+02  1.048162E+01  5.012950E+02  1.334128E+02
1.603352E+02  2.247678E+03  6.800483E+02  9.129660E+00  4.881028E+02  1.320461E+02
1.640699E+02  2.247543E+03  6.526002E+02  9.030646E+00  4.689408E+02  1.292579E+02
1.678915E+02  2.174267E+03  6.433805E+02  9.569368E+00  4.438060E+02  1.171716E+02
1.718022E+02  2.088927E+03  6.179291E+02  9.455448E+00  4.334959E+02  1.062959E+02
1.758040E+02  2.066458E+03  5.881245E+02  8.224808E+00  4.133727E+02  1.117965E+02
1.798990E+02  2.018030E+03  5.649135E+02  7.144523E+00  3.992994E+02  1.087555E+02
1.840894E+02  1.949694E+03  5.634000E+02  7.369777E+00  3.907921E+02  9.667983E+01
1.883774E+02  1.899533E+03  5.401515E+02  6.728203E+00  3.797170E+02  9.381579E+01
1.927653E+02  1.883520E+03  5.169286E+02  6.297231E+00  3.598682E+02  9.047640E+01
1.972553E+02  1.820646E+03  5.016324E+02  5.248905E+00  3.543916E+02  9.113185E+01
2.018500E+02  1.772659E+03  4.808394E+02  7.694138E+00  3.335895E+02  8.233612E+01
2.065517E+02  1.723579E+03  4.813887E+02  6.481895E+00  3.177857E+02  7.916555E+01
2.113629E+02  1.697521E+03  4.542995E+02  5.574227E+00  3.047244E+02  7.111363E+01
2.162862E+02  1.638825E+03  4.365302E+02  5.860020E+00  2.977055E+02  7.015517E+01
2.213241E+02  1.592487E+03  4.171567E+02  5.726629E+00  2.814921E+02  6.500934E+01
2.264794E+02  1.586189E+03  3.989908E+02  6.699766E+00  2.720893E+02  6.321427E+01
2.317548E+02  1.537759E+03  3.833614E+02  5.468889E+00  2.631999E+02  6.100507E+01
2.371531E+02  1.499142E+03  3.764416E+02  5.193855E+00  2.527676E+02  5.780986E+01
2.426771E+02  1.468107E+03  3.607374E+02  4.413590E+00  2.381867E+02  5.502276E+01
2.483298E+02  1.414633E+03  3.473503E+02  4.528781E+00  2.168064E+02  5.412971E+01
2.541141E+02  1.376882E+03  3.317162E+02  3.863700E+00  2.153837E+02  4.685615E+01
2.600332E+02  1.356456E+03  3.212821E+02  3.844402E+00  2.085588E+02  4.716257E+01
2.660901E+02  1.321889E+03  3.042412E+02  4.025242E+00  2.020001E+02  4.300300E+01
2.722882E+02  1.271935E+03  2.912843E+02  4.654779E+00  1.911082E+02  3.972952E+01
2.786306E+02  1.248236E+03  2.822833E+02  3.331533E+00  1.735600E+02  4.125975E+01
2.851207E+02  1.207488E+03  2.718508E+02  4.069622E+00  1.765590E+02  3.737791E+01
2.917620E+02  1.191322E+03  2.586877E+02  3.242773E+00  1.600584E+02  3.536459E+01
2.985580E+02  1.148060E+03  2.491519E+02  2.989584E+00  1.529471E+02  3.444001E+01
3.055124E+02  1.122511E+03  2.468111E+02  2.687810E+00  1.477127E+02  2.944905E+01
3.126287E+02  1.100557E+03  2.300012E+02  2.969232E+00  1.438364E+02  2.780800E+01
3.199107E+02  1.061723E+03  2.214735E+02  2.622639E+00  1.375491E+02  2.388276E+01
3.273624E+02  1.044044E+03  2.041628E+02  2.944656E+00  1.210581E+02  2.459333E+01
3.349876E+02  1.015216E+03  1.975971E+02  2.024997E+00  1.176630E+02  2.382036E+01
3.427905E+02  9.764841E+02  1.928909E+02  2.239284E+00  1.115997E+02  2.129924E+01
3.507751E+02  9.627045E+02  1.809683E+02  2.290094E+00  1.066166E+02  1.944035E+01
3.589457E+02  9.409896E+02  1.732185E+02  2.039035E+00  1.015539E+02  1.864971E+01
3.673066E+02  9.091695E+02  1.646585E+02  2.089821E+00  9.904782E+01  1.739898E+01
3.758623E+02  8.745110E+02  1.569209E+02  1.994757E+00  9.299368E+01  1.676546E+01
3.846173E+02  8.545119E+02  1.494966E+02  1.485220E+00  8.326513E+01  1.485220E+01
3.935762E+02  8.403222E+02  1.420116E+02  1.678195E+00  8.109765E+01  1.319878E+01
4.027437E+02  8.119747E+02  1.362969E+02  1.905940E+00  7.911867E+01  1.303131E+01
4.121248E+02  8.025015E+02  1.250078E+02  1.429403E+00  7.333270E+01  1.113202E+01
4.217245E+02  7.705196E+02  1.179717E+02  1.100561E+00  6.649928E+01  1.096328E+01
4.315477E+02  7.398675E+02  1.139212E+02  1.695995E+00  6.122129E+01  9.265924E+00
4.415997E+02  7.204794E+02  1.082154E+02  1.010603E+00  6.289995E+01  8.165675E+00
4.518859E+02  7.117430E+02  1.018807E+02  1.461647E+00  5.475250E+01  7.347738E+00
4.624117E+02  6.867785E+02  9.790164E+01  1.196747E+00  5.176897E+01  5.713503E+00
4.731826E+02  6.636758E+02  9.186280E+01  1.056328E+00  4.832700E+01  7.205666E+00
4.842045E+02  6.476470E+02  8.483154E+01  7.742122E-01  4.401950E+01  6.488636E+00
4.954830E+02  6.175928E+02  8.387330E+01  1.297010E+00  4.157637E+01  4.575562E+00
5.070243E+02  6.044853E+02  7.611959E+01  9.858226E-01  3.901041E+01  4.436202E+00
5.188344E+02  5.925491E+02  7.015489E+01  7.913499E-01  3.636769E+01  3.612684E+00
5.309196E+02  5.667885E+02  6.825536E+01  1.109570E+00  3.278275E+01  3.261463E+00
5.432863E+02  5.451794E+02  6.374446E+01  5.585855E-01  3.016362E+01  3.022933E+00
5.559411E+02  5.323843E+02  6.027053E+01  7.706408E-01  2.575225E+01  2.729353E+00
5.688906E+02  5.186968E+02  5.720413E+01  7.844780E-01  2.485226E+01  2.384813E+00
5.821418E+02  5.047126E+02  5.602467E+01  7.666211E-01  2.272265E+01  1.655901E+00
5.957016E+02  4.896280E+02  5.040420E+01  5.993365E-01  2.148621E+01  1.318540E+00
