# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Mg24  Mg25  Mg26  P31  Fe54  Fe56  Fe57
5.188344E-02  7.306562E+05  2.775492E+04  2.424567E+03  9.570661E+01  2.233154E+02  1.754621E+03  0.000000E+00  3.190220E+01  0.000000E+00
5.309196E-02  7.224107E+05  2.784019E+04  1.808209E+03  6.235204E+01  2.182321E+02  1.153513E+03  0.000000E+00  0.000000E+00  0.000000E+00
5.432863E-02  6.987461E+05  2.635341E+04  1.736583E+03  6.093273E+01  2.132646E+02  1.157722E+03  0.000000E+00  0.000000E+00  0.000000E+00
5.559411E-02  6.728966E+05  2.614058E+04  1.935236E+03  1.190915E+02  8.931860E+01  1.994782E+03  0.000000E+00  8.931860E+01  0.000000E+00
5.688906E-02  6.710507E+05  2.490545E+04  1.542043E+03  2.909515E+01  2.036661E+02  1.221997E+03  2.909515E+01  0.000000E+00  0.000000E+00
5.821418E-02  6.591308E+05  2.456600E+04  1.819704E+03  1.421643E+02  1.705972E+02  1.336345E+03  0.000000E+00  2.843287E+01  0.000000E+00
5.957016E-02  6.424600E+05  2.322881E+04  1.583782E+03  8.335697E+01  1.667139E+02  1.444854E+03  0.000000E+00  0.000000E+00  0.000000E+00
6.095773E-02  6.214276E+05  2.340604E+04  1.737803E+03  1.086127E+02  2.172254E+02  1.656344E+03  0.000000E+00  2.715318E+01  0.000000E+00
6.237762E-02  6.065392E+05  2.303246E+04  1.459430E+03  7.960529E+01  7.960529E+01  1.512501E+03  0.000000E+00  2.653510E+01  0.000000E+00
6.383058E-02  5.947035E+05  2.370101E+04  1.789245E+03  1.296554E+02  2.333798E+02  1.192830E+03  0.000000E+00  0.000000E+00  0.000000E+00
6.531738E-02  5.802288E+05  2.306015E+04  1.469768E+03  5.068164E+01  1.267041E+02  1.444427E+03  0.000000E+00  0.000000E+00  0.000000E+00
6.683882E-02  5.641238E+05  2.142085E+04  1.733480E+03  1.485840E+02  1.485840E+02  1.089616E+03  0.000000E+00  0.000000E+00  0.000000E+00
6.839570E-02  5.532672E+05  2.110266E+04  1.427817E+03  1.452018E+02  1.210015E+02  1.427817E+03  0.000000E+00  2.420030E+01  0.000000E+00
6.998884E-02  5.474843E+05  2.071690E+04  1.702759E+03  7.094829E+01  1.655460E+02  1.135173E+03  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E-02  5.313705E+05  1.994488E+04  1.525333E+03  9.244441E+01  2.079999E+02  1.109333E+03  0.000000E+00  0.000000E+00  0.000000E+00
7.328731E-02  5.160228E+05  2.001034E+04  1.242177E+03  6.775509E+01  1.355102E+02  8.808162E+02  0.000000E+00  2.258503E+01  0.000000E+00
7.499439E-02  5.042987E+05  2.065839E+04  1.390469E+03  1.103547E+02  8.828373E+01  1.258043E+03  0.000000E+00  4.414186E+01  0.000000E+00
7.674123E-02  4.921940E+05  2.008031E+04  1.552935E+03  6.470561E+01  1.725483E+02  1.013721E+03  0.000000E+00  6.470561E+01  0.000000E+00
7.852877E-02  4.763954E+05  1.989723E+04  1.222499E+03  6.323273E+01  6.323273E+01  9.274134E+02  0.000000E+00  4.215515E+01  0.000000E+00
8.035794E-02  4.723898E+05  1.851742E+04  1.544834E+03  1.029890E+02  8.239117E+01  1.277063E+03  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E-02  4.659445E+05  1.857900E+04  1.308380E+03  8.051572E+01  8.051572E+01  1.368767E+03  0.000000E+00  2.012893E+01  0.000000E+00
8.414509E-02  4.539416E+05  1.717256E+04  1.376952E+03  5.901222E+01  7.868296E+01  1.081891E+03  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E-02  4.383800E+05  1.722379E+04  1.499392E+03  1.922298E+01  1.153379E+02  1.287940E+03  0.000000E+00  3.844596E+01  0.000000E+00
8.811073E-02  4.355961E+05  1.824063E+04  1.314979E+03  3.757082E+01  7.514164E+01  8.453434E+02  0.000000E+00  7.514164E+01  0.000000E+00
9.016309E-02  4.228903E+05  1.716454E+04  1.266688E+03  3.671560E+01  1.285046E+02  8.261011E+02  0.000000E+00  3.671560E+01  0.000000E+00
9.226326E-02  4.083845E+05  1.693529E+04  1.130215E+03  3.587985E+01  1.435194E+02  9.687561E+02  0.000000E+00  1.793993E+01  0.000000E+00
9.441234E-02  3.974932E+05  1.581347E+04  1.437588E+03  8.765782E+01  7.012626E+01  8.415151E+02  0.000000E+00  3.506313E+01  0.000000E+00
9.661149E-02  3.971998E+05  1.639580E+04  1.182142E+03  3.426499E+01  6.852999E+01  6.681674E+02  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E-02  3.821479E+05  1.555380E+04  1.339401E+03  1.004551E+02  5.022754E+01  8.706107E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.011646E-01  3.745781E+05  1.605054E+04  1.145299E+03  4.908422E+01  6.544563E+01  1.145299E+03  0.000000E+00  1.636141E+01  0.000000E+00
1.035211E-01  3.683061E+05  1.470986E+04  1.183184E+03  1.598898E+01  1.439008E+02  1.007306E+03  0.000000E+00  0.000000E+00  0.000000E+00
1.059324E-01  3.576880E+05  1.537502E+04  1.343752E+03  3.125005E+01  1.562502E+02  9.843765E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.083999E-01  3.511188E+05  1.502504E+04  1.038316E+03  4.580806E+01  1.374242E+02  8.550838E+02  0.000000E+00  1.526935E+01  0.000000E+00
1.109248E-01  3.392318E+05  1.407124E+04  1.119134E+03  7.460891E+01  1.790614E+02  7.162455E+02  0.000000E+00  1.492178E+01  0.000000E+00
1.135086E-01  3.300809E+05  1.389676E+04  1.006166E+03  4.374636E+01  1.020748E+02  7.291060E+02  0.000000E+00  1.458212E+01  0.000000E+00
1.161526E-01  3.243201E+05  1.382268E+04  1.097265E+03  7.125095E+01  8.550114E+01  8.550114E+02  0.000000E+00  1.425019E+01  0.000000E+00
1.188581E-01  3.185670E+05  1.321560E+04  1.169769E+03  9.748072E+01  6.962908E+01  6.545134E+02  0.000000E+00  1.392582E+01  0.000000E+00
1.216267E-01  3.125131E+05  1.343191E+04  9.390090E+02  5.443531E+01  1.088706E+02  6.804413E+02  0.000000E+00  2.721765E+01  0.000000E+00
1.244597E-01  3.017156E+05  1.268730E+04  9.442327E+02  2.659810E+01  6.649526E+01  8.644384E+02  0.000000E+00  1.329905E+01  0.000000E+00
1.273587E-01  2.997603E+05  1.294434E+04  8.707540E+02  5.198531E+01  9.097430E+01  7.018017E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.303253E-01  2.908541E+05  1.223058E+04  1.092243E+03  3.810149E+01  5.080198E+01  7.366288E+02  0.000000E+00  2.540099E+01  0.000000E+00
1.333610E-01  2.866785E+05  1.290785E+04  7.819180E+02  1.117026E+02  1.117026E+02  6.950382E+02  0.000000E+00  2.482279E+01  0.000000E+00
1.364674E-01  2.800558E+05  1.153456E+04  8.854082E+02  1.212888E+01  1.698043E+02  7.034750E+02  0.000000E+00  1.212888E+01  0.000000E+00
1.396461E-01  2.698288E+05  1.198317E+04  7.704315E+02  5.926396E+01  7.111675E+01  7.941371E+02  0.000000E+00  3.555838E+01  0.000000E+00
1.428989E-01  2.645555E+05  1.142083E+04  1.100384E+03  8.108093E+01  1.042469E+02  7.413113E+02  0.000000E+00  1.158299E+01  0.000000E+00
1.462274E-01  2.599484E+05  1.117218E+04  8.715883E+02  4.527731E+01  3.395799E+01  5.999244E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.496335E-01  2.528366E+05  1.183599E+04  7.521935E+02  4.424668E+01  8.849335E+01  5.198985E+02  0.000000E+00  1.106167E+01  0.000000E+00
1.531189E-01  2.487352E+05  1.057206E+04  7.675011E+02  6.485925E+01  9.728888E+01  6.053530E+02  0.000000E+00  1.080988E+01  0.000000E+00
1.566855E-01  2.417845E+05  1.041592E+04  8.873602E+02  5.281906E+01  8.451050E+01  5.598820E+02  0.000000E+00  1.056381E+01  0.000000E+00
1.603352E-01  2.393159E+05  1.019947E+04  8.568381E+02  2.064670E+01  6.194010E+01  5.471376E+02  0.000000E+00  4.129340E+01  0.000000E+00
1.640699E-01  2.328394E+05  1.014889E+04  7.465388E+02  4.035345E+01  4.035345E+01  5.145065E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.678915E-01  2.269379E+05  1.017420E+04  6.999693E+02  4.929362E+01  6.901106E+01  6.112408E+02  0.000000E+00  1.971745E+01  0.000000E+00
1.718022E-01  2.222154E+05  9.923341E+03  7.803792E+02  5.780587E+01  7.707449E+01  5.684244E+02  0.000000E+00  9.634311E+00  0.000000E+00
1.758040E-01  2.176279E+05  9.979908E+03  7.814456E+02  2.824502E+01  7.532006E+01  6.119755E+02  0.000000E+00  1.883002E+01  0.000000E+00
1.798990E-01  2.112756E+05  9.623928E+03  7.360557E+02  7.360557E+01  7.360557E+01  5.704431E+02  0.000000E+00  2.760209E+01  0.000000E+00
1.840894E-01  2.049918E+05  9.809467E+03  6.833359E+02  3.596505E+01  4.495631E+01  5.125020E+02  0.000000E+00  1.798252E+01  0.000000E+00
1.883774E-01  2.005277E+05  9.744335E+03  7.556473E+02  3.514639E+01  4.393298E+01  5.623422E+02  0.000000E+00  8.786596E+00  0.000000E+00
1.927653E-01  1.943231E+05  9.110371E+03  7.470332E+02  4.293294E+01  1.202122E+02  5.237819E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.972553E-01  1.917122E+05  9.440026E+03  6.712907E+02  2.517340E+01  5.034681E+01  5.202503E+02  0.000000E+00  1.678227E+01  0.000000E+00
2.018500E-01  1.864627E+05  8.569135E+03  6.806107E+02  4.100064E+01  7.380116E+01  6.150097E+02  0.000000E+00  0.000000E+00  0.000000E+00
2.065517E-01  1.828354E+05  8.790778E+03  8.654549E+02  4.006736E+01  4.006736E+01  4.808083E+02  0.000000E+00  8.013471E+00  0.000000E+00
2.113629E-01  1.797307E+05  8.418392E+03  7.674441E+02  0.000000E+00  3.915531E+01  7.674441E+02  0.000000E+00  0.000000E+00  0.000000E+00
2.162862E-01  1.765732E+05  8.364516E+03  7.423221E+02  6.122244E+01  6.887525E+01  5.586548E+02  0.000000E+00  7.652805E+00  0.000000E+00
2.213241E-01  1.708263E+05  8.473261E+03  5.908099E+02  2.991443E+01  6.730746E+01  4.337592E+02  0.000000E+00  7.478606E+00  0.000000E+00
2.264794E-01  1.672667E+05  8.039210E+03  6.577535E+02  3.654186E+01  7.308372E+01  5.481279E+02  0.000000E+00  7.308372E+00  0.000000E+00
2.317548E-01  1.646448E+05  8.041907E+03  5.927871E+02  2.142604E+01  6.427812E+01  4.285208E+02  0.000000E+00  1.428403E+01  0.000000E+00
2.371531E-01  1.590126E+05  7.977502E+03  6.839853E+02  1.395888E+01  3.489721E+01  5.094992E+02  0.000000E+00  2.093832E+01  0.000000E+00
2.426771E-01  1.575552E+05  7.850476E+03  6.411336E+02  3.410285E+01  1.295908E+02  4.092342E+02  0.000000E+00  0.000000E+00  0.000000E+00
2.483298E-01  1.529223E+05  7.371838E+03  5.465558E+02  4.665720E+01  8.664909E+01  5.732171E+02  0.000000E+00  6.665315E+00  0.000000E+00
2.541141E-01  1.500081E+05  7.542742E+03  5.341147E+02  1.954078E+01  7.816313E+01  3.843020E+02  0.000000E+00  1.302719E+01  0.000000E+00
2.600332E-01  1.443210E+05  7.485624E+03  6.365326E+02  5.728794E+01  5.092261E+01  3.691889E+02  0.000000E+00  1.909598E+01  0.000000E+00
2.660901E-01  1.445504E+05  7.321451E+03  5.411777E+02  1.866130E+01  6.220434E+01  4.229895E+02  0.000000E+00  6.220434E+00  0.000000E+00
2.722882E-01  1.392784E+05  7.112242E+03  6.747512E+02  6.078839E+01  6.686723E+01  5.167014E+02  0.000000E+00  1.215768E+01  0.000000E+00
2.786306E-01  1.367199E+05  6.296896E+03  5.287017E+02  2.970234E+01  4.158328E+01  4.514756E+02  0.000000E+00  5.940468E+00  0.000000E+00
2.851207E-01  1.334104E+05  6.710865E+03  5.108617E+02  6.385771E+01  5.805247E+01  4.295882E+02  0.000000E+00  5.805247E+00  0.000000E+00
2.917620E-01  1.300389E+05  6.858782E+03  5.729834E+02  3.403862E+01  5.673103E+01  4.481751E+02  0.000000E+00  0.000000E+00  0.000000E+00
2.985580E-01  1.272230E+05  6.541882E+03  5.543967E+02  2.217587E+01  3.326380E+01  3.603579E+02  0.000000E+00  5.543967E+00  0.000000E+00
3.055124E-01  1.239694E+05  6.365881E+03  4.875994E+02  5.417771E+00  4.334217E+01  4.225862E+02  0.000000E+00  5.417771E+00  0.000000E+00
3.126287E-01  1.214546E+05  6.512171E+03  4.870892E+02  1.058890E+01  5.823893E+01  4.182614E+02  0.000000E+00  5.294448E+00  0.000000E+00
3.199107E-01  1.165273E+05  6.508806E+03  4.708278E+02  5.173931E+00  4.139145E+01  3.932188E+02  0.000000E+00  1.552179E+01  0.000000E+00
3.273624E-01  1.167669E+05  6.208963E+03  5.258405E+02  2.022463E+01  6.067390E+01  3.842680E+02  0.000000E+00  5.056158E+00  0.000000E+00
3.349876E-01  1.133332E+05  5.939162E+03  5.089298E+02  3.952853E+01  4.446960E+01  3.359925E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.427905E-01  1.110818E+05  6.006771E+03  4.007733E+02  3.380016E+01  2.897156E+01  4.104305E+02  0.000000E+00  1.448578E+01  0.000000E+00
3.507751E-01  1.077841E+05  5.931383E+03  4.765868E+02  9.437363E+00  5.190550E+01  4.294000E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.589457E-01  1.048188E+05  5.902427E+03  4.196257E+02  2.305636E+01  8.300288E+01  3.642904E+02  0.000000E+00  9.222543E+00  0.000000E+00
3.673066E-01  1.020949E+05  5.659920E+03  4.145801E+02  1.802522E+01  5.858198E+01  3.650108E+02  0.000000E+00  9.012612E+00  0.000000E+00
3.758623E-01  1.002861E+05  5.539892E+03  3.919320E+02  1.321119E+01  3.082611E+01  4.227581E+02  0.000000E+00  4.403730E+00  0.000000E+00
3.846173E-01  9.880380E+04  5.461127E+03  3.873140E+02  2.582093E+01  4.303489E+01  3.571896E+02  0.000000E+00  4.303489E+00  0.000000E+00
3.935762E-01  9.652111E+04  5.202240E+03  4.541972E+02  2.523318E+01  5.046635E+01  3.238258E+02  0.000000E+00  1.261659E+01  0.000000E+00
4.027437E-01  9.452951E+04  5.145469E+03  4.356388E+02  2.465880E+01  4.109800E+01  2.876860E+02  0.000000E+00  8.219600E+00  0.000000E+00
4.121248E-01  9.193195E+04  5.140799E+03  4.498199E+02  1.606500E+01  5.221124E+01  2.771212E+02  0.000000E+00  8.032499E+00  0.000000E+00
4.217245E-01  9.039665E+04  5.149375E+03  4.356560E+02  2.747380E+01  6.279725E+01  3.610842E+02  0.000000E+00  7.849657E+00  0.000000E+00
4.315477E-01  8.723818E+04  5.177909E+03  4.871070E+02  2.684842E+01  3.451940E+01  3.221810E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.415997E-01  8.686787E+04  4.868888E+03  3.860627E+02  3.373364E+01  1.874091E+01  3.298400E+02  0.000000E+00  1.124455E+01  0.000000E+00
4.518859E-01  8.405172E+04  4.780036E+03  3.846006E+02  2.197718E+01  2.930290E+01  2.344232E+02  0.000000E+00  3.662863E+00  0.000000E+00
4.624117E-01  8.259306E+04  4.671229E+03  4.295383E+02  2.505640E+01  3.937435E+01  3.149948E+02  0.000000E+00  1.073846E+01  0.000000E+00
4.731826E-01  8.038420E+04  4.771282E+03  4.582389E+02  2.448605E+01  1.749003E+01  3.637927E+02  0.000000E+00  3.498007E+00  0.000000E+00
4.842045E-01  7.792545E+04  4.751552E+03  3.452566E+02  1.025515E+01  2.051030E+01  3.213280E+02  0.000000E+00  6.836765E+00  0.000000E+00
4.954830E-01  7.678302E+04  4.559879E+03  3.574411E+02  3.340571E+01  4.008685E+01  2.538834E+02  0.000000E+00  6.681141E+00  0.000000E+00
5.070243E-01  7.395140E+04  4.472406E+03  3.427757E+02  1.305812E+01  3.590983E+01  2.676915E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.188344E-01  7.259346E+04  4.338700E+03  3.317829E+02  2.871198E+01  3.190220E+01  2.679785E+02  0.000000E+00  3.190220E+00  0.000000E+00
5.309196E-01  7.148973E+04  4.364643E+03  3.834650E+02  2.182321E+01  3.741122E+01  2.899370E+02  0.000000E+00  3.117602E+00  0.000000E+00
5.432863E-01  6.945418E+04  4.353644E+03  3.412233E+02  1.827982E+01  7.616592E+01  2.254511E+02  0.000000E+00  3.046637E+00  0.000000E+00
5.559411E-01  6.769159E+04  4.171179E+03  3.215470E+02  1.488643E+01  2.084101E+01  2.798650E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.688906E-01  6.704106E+04  4.151879E+03  3.171372E+02  2.909515E+01  2.909515E+01  2.473088E+02  0.000000E+00  2.909515E+00  0.000000E+00
5.821418E-01  6.495204E+04  4.199535E+03  3.156048E+02  1.705972E+01  3.411944E+01  2.331495E+02  0.000000E+00  2.843287E+00  0.000000E+00
5.957016E-01  6.366528E+04  3.959456E+03  3.250922E+02  2.222853E+01  4.445705E+01  2.417352E+02  0.000000E+00  5.557131E+00  0.000000E+00
6.095773E-01  6.202057E+04  4.007809E+03  3.258381E+02  1.629191E+01  4.887572E+01  2.090795E+02  0.000000E+00  5.430636E+00  0.000000E+00
6.237762E-01  6.049471E+04  3.887392E+03  3.688378E+02  1.592106E+01  1.857457E+01  2.308553E+02  0.000000E+00  5.307019E+00  0.000000E+00
6.383058E-01  5.951184E+04  3.630352E+03  2.593108E+02  2.593108E+01  3.630352E+01  2.567177E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.531738E-01  5.826868E+04  3.666817E+03  2.914194E+02  1.013633E+01  2.280674E+01  2.255333E+02  0.000000E+00  2.534082E+00  0.000000E+00
6.683882E-01  5.586757E+04  3.561062E+03  2.303051E+02  1.485840E+01  3.466959E+01  2.550691E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.839570E-01  5.589784E+04  3.656665E+03  2.420030E+02  2.178027E+01  3.146038E+01  2.662033E+02  0.000000E+00  4.840059E+00  0.000000E+00
6.998884E-01  5.437477E+04  3.542685E+03  2.672386E+02  1.182471E+01  2.128449E+01  2.506840E+02  0.000000E+00  7.094829E+00  0.000000E+00
7.161909E-01  5.319251E+04  3.436621E+03  2.958221E+02  1.848888E+01  3.235554E+01  2.287999E+02  0.000000E+00  4.622221E+00  0.000000E+00
7.328731E-01  5.123414E+04  3.444217E+03  2.981224E+02  3.161904E+01  1.580952E+01  1.897143E+02  0.000000E+00  4.517006E+00  0.000000E+00
7.499439E-01  5.058878E+04  3.178214E+03  2.405732E+02  2.207093E+01  3.972768E+01  1.655320E+02  0.000000E+00  2.207093E+00  0.000000E+00
7.674123E-01  4.904254E+04  3.036850E+03  2.523519E+02  1.294112E+01  3.019595E+01  2.243128E+02  0.000000E+00  2.156854E+00  0.000000E+00
7.852877E-01  4.829084E+04  3.294425E+03  2.423921E+02  1.686206E+01  3.161636E+01  2.213146E+02  0.000000E+00  2.107758E+00  0.000000E+00
8.035794E-01  4.709273E+04  3.235913E+03  2.780702E+02  1.853801E+01  1.235868E+01  2.100975E+02  2.059779E+00  4.119558E+00  0.000000E+00
8.222971E-01  4.659042E+04  3.162255E+03  2.415472E+02  1.409025E+01  1.207736E+01  1.831733E+02  0.000000E+00  2.012893E+00  0.000000E+00
8.414509E-01  4.507353E+04  3.035195E+03  2.380159E+02  1.376952E+01  1.967074E+01  2.045757E+02  0.000000E+00  7.868296E+00  0.000000E+00
8.610508E-01  4.435702E+04  3.069910E+03  2.287534E+02  1.345608E+01  2.883447E+01  1.826183E+02  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E-01  4.300168E+04  3.024451E+03  2.047610E+02  1.878541E+01  1.502833E+01  2.085180E+02  0.000000E+00  3.757082E+00  0.000000E+00
9.016309E-01  4.203202E+04  2.867489E+03  2.221294E+02  5.507340E+00  2.386514E+01  2.001000E+02  0.000000E+00  5.507340E+00  0.000000E+00
9.226326E-01  4.055859E+04  2.900886E+03  2.350130E+02  1.076396E+01  4.126183E+01  1.991332E+02  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E-01  4.041902E+04  2.869917E+03  1.858346E+02  1.227210E+01  2.103788E+01  1.612904E+02  0.000000E+00  1.753156E+00  0.000000E+00
9.661149E-01  3.965317E+04  2.826862E+03  2.724067E+02  1.370600E+01  3.255174E+01  1.713250E+02  0.000000E+00  1.713250E+00  0.000000E+00
9.886186E-01  3.814280E+04  2.683825E+03  2.193269E+02  1.171976E+01  1.674251E+01  1.624024E+02  0.000000E+00  5.022754E+00  0.000000E+00
1.011646E+00  3.707659E+04  2.658729E+03  2.110622E+02  1.799755E+01  1.145299E+01  1.832478E+02  0.000000E+00  6.544563E+00  0.000000E+00
1.035211E+00  3.666272E+04  2.692544E+03  2.206479E+02  6.395591E+00  2.398347E+01  1.486975E+02  0.000000E+00  6.395591E+00  0.000000E+00
1.059324E+00  3.600787E+04  2.542191E+03  1.953128E+02  1.093752E+01  1.718753E+01  1.781253E+02  0.000000E+00  3.125005E+00  0.000000E+00
1.083999E+00  3.507676E+04  2.534713E+03  1.786514E+02  1.985016E+01  1.679629E+01  1.511666E+02  0.000000E+00  6.107742E+00  0.000000E+00
1.109248E+00  3.410970E+04  2.450157E+03  1.641396E+02  7.460891E+00  1.641396E+01  1.760770E+02  0.000000E+00  7.460891E+00  0.000000E+00
1.135086E+00  3.375615E+04  2.443963E+03  2.245647E+02  1.458212E+00  2.624782E+01  1.283227E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.161526E+00  3.243201E+04  2.349856E+03  2.137529E+02  8.550114E+00  1.282517E+01  1.738523E+02  0.000000E+00  2.850038E+00  0.000000E+00
1.188581E+00  3.171326E+04  2.459299E+03  1.963540E+02  1.392582E+01  2.924421E+01  1.517914E+02  0.000000E+00  2.785163E+00  0.000000E+00
1.216267E+00  3.103493E+04  2.284922E+03  1.823583E+02  1.088706E+01  1.633059E+01  1.633059E+02  0.000000E+00  1.360883E+00  0.000000E+00
1.244597E+00  3.055324E+04  2.337973E+03  1.782073E+02  6.649526E+00  9.309336E+00  1.369802E+02  0.000000E+00  2.659810E+00  0.000000E+00
1.273587E+00  2.992924E+04  2.413418E+03  1.767501E+02  1.169670E+01  1.559559E+01  1.520570E+02  0.000000E+00  3.898898E+00  0.000000E+00
1.303253E+00  2.901047E+04  2.146384E+03  2.006678E+02  7.620297E+00  1.397055E+01  1.231948E+02  0.000000E+00  2.540099E+00  0.000000E+00
1.333610E+00  2.868274E+04  2.091320E+03  1.886532E+02  9.929118E+00  2.109938E+01  1.638304E+02  1.241140E+00  3.723419E+00  0.000000E+00
1.364674E+00  2.770721E+04  2.098296E+03  1.867847E+02  1.334177E+01  1.212888E+01  1.394821E+02  0.000000E+00  2.425776E+00  0.000000E+00
1.396461E+00  2.744988E+04  2.054089E+03  1.825330E+02  9.482234E+00  1.540863E+01  1.446041E+02  0.000000E+00  3.555838E+00  0.000000E+00
1.428989E+00  2.657949E+04  2.138220E+03  1.737448E+02  5.791495E+00  1.737448E+01  1.135133E+02  0.000000E+00  2.316598E+00  0.000000E+00
1.462274E+00  2.604351E+04  2.122374E+03  1.516790E+02  1.471513E+01  1.131933E+01  1.301723E+02  0.000000E+00  2.263866E+00  0.000000E+00
1.496335E+00  2.533233E+04  2.016542E+03  1.791990E+02  7.743169E+00  2.101717E+01  1.238907E+02  0.000000E+00  2.212334E+00  0.000000E+00
1.531189E+00  2.476650E+04  2.013880E+03  1.599862E+02  7.566913E+00  2.161975E+01  1.221516E+02  0.000000E+00  3.242963E+00  0.000000E+00
1.566855E+00  2.389851E+04  1.962756E+03  1.669082E+02  8.451050E+00  1.373296E+01  1.235966E+02  0.000000E+00  2.112762E+00  0.000000E+00
1.603352E+00  2.343607E+04  1.908788E+03  1.662059E+02  5.161675E+00  2.374371E+01  1.249125E+02  0.000000E+00  1.032335E+00  0.000000E+00
1.640699E+00  2.292782E+04  1.854241E+03  1.654491E+02  7.061854E+00  2.017672E+01  1.139985E+02  0.000000E+00  1.008836E+00  0.000000E+00
1.678915E+00  2.247887E+04  1.765697E+03  1.114036E+02  4.929362E+00  5.915234E+00  1.104177E+02  0.000000E+00  5.915234E+00  0.000000E+00
1.718022E+00  2.196719E+04  1.750554E+03  1.281363E+02  6.744018E+00  1.156117E+01  1.204289E+02  0.000000E+00  1.926862E+00  0.000000E+00
1.758040E+00  2.138901E+04  1.781319E+03  1.280441E+02  5.649005E+00  1.223951E+01  1.129801E+02  0.000000E+00  2.824502E+00  0.000000E+00
1.798990E+00  2.111100E+04  1.722370E+03  1.435309E+02  3.680278E+00  1.104083E+01  1.177689E+02  0.000000E+00  1.840139E+00  0.000000E+00
1.840894E+00  2.052525E+04  1.679568E+03  1.375663E+02  1.078951E+01  1.348689E+01  1.249785E+02  0.000000E+00  8.991262E-01  0.000000E+00
1.883774E+00  2.023026E+04  1.716901E+03  1.379496E+02  8.786596E+00  1.317989E+01  1.028032E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.927653E+00  1.958000E+04  1.682971E+03  1.519826E+02  4.293294E+00  1.803184E+01  1.150603E+02  0.000000E+00  0.000000E+00  0.000000E+00
1.972553E+00  1.934408E+04  1.607741E+03  1.325799E+02  5.873794E+00  1.006936E+01  9.817627E+01  0.000000E+00  8.391134E-01  0.000000E+00
2.018500E+00  1.899806E+04  1.608865E+03  1.254620E+02  5.740090E+00  1.066017E+01  9.102143E+01  0.000000E+00  8.200129E-01  0.000000E+00
2.065517E+00  1.850471E+04  1.524162E+03  1.274142E+02  7.212124E+00  8.013471E+00  1.041751E+02  0.000000E+00  1.602694E+00  0.000000E+00
2.113629E+00  1.798168E+04  1.534888E+03  1.315618E+02  2.349319E+00  9.397275E+00  1.135504E+02  0.000000E+00  1.566212E+00  0.000000E+00
2.162862E+00  1.740324E+04  1.582600E+03  1.293324E+02  3.826403E+00  1.683617E+01  9.336423E+01  0.000000E+00  3.826403E+00  0.000000E+00
2.213241E+00  1.689642E+04  1.531619E+03  1.293799E+02  7.478606E+00  5.982885E+00  9.348258E+01  0.000000E+00  1.495721E+00  0.000000E+00
2.264794E+00  1.653446E+04  1.483600E+03  1.169340E+02  5.846698E+00  1.827093E+01  9.062382E+01  0.000000E+00  0.000000E+00  0.000000E+00
2.317548E+00  1.639735E+04  1.434831E+03  1.235568E+02  6.427812E+00  9.284618E+00  7.784795E+01  0.000000E+00  1.428403E+00  0.000000E+00
2.371531E+00  1.612460E+04  1.425900E+03  1.207443E+02  4.187665E+00  9.073274E+00  8.235741E+01  0.000000E+00  2.791777E+00  0.000000E+00
2.426771E+00  1.564298E+04  1.407084E+03  9.412387E+01  4.092342E+00  1.500525E+01  8.457507E+01  0.000000E+00  2.046171E+00  0.000000E+00
2.483298E+00  1.540888E+04  1.328397E+03  1.153099E+02  6.665315E+00  1.133104E+01  8.198337E+01  0.000000E+00  3.332657E+00  0.000000E+00
2.541141E+00  1.471225E+04  1.299462E+03  1.172447E+02  6.513594E+00  9.770391E+00  8.858488E+01  0.000000E+00  0.000000E+00  0.000000E+00
2.600332E+00  1.451167E+04  1.305528E+03  1.018452E+02  8.911457E+00  8.911457E+00  8.274924E+01  0.000000E+00  3.182663E+00  0.000000E+00
2.660901E+00  1.420436E+04  1.268968E+03  1.020151E+02  1.057474E+01  9.952694E+00  7.464521E+01  0.000000E+00  2.488174E+00  0.000000E+00
2.722882E+00  1.400078E+04  1.251025E+03  9.908508E+01  2.431536E+00  8.510375E+00  7.233819E+01  0.000000E+00  1.215768E+00  0.000000E+00
2.786306E+00  1.366961E+04  1.237400E+03  9.504749E+01  6.534515E+00  8.316655E+00  7.603799E+01  0.000000E+00  1.188094E+00  0.000000E+00
