# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Mg24  Mg25  Mg26  P31  Fe54  Fe56  Fe57
2.851207E+00  1.332014E+04  1.217941E+03  9.578657E+01  2.902623E+00  7.546821E+00  7.372663E+01  0.000000E+00  0.000000E+00  0.000000E+00
2.917620E+00  1.290688E+04  1.164121E+03  9.417351E+01  5.673103E+00  1.021159E+01  7.942344E+01  0.000000E+00  1.134621E+00  0.000000E+00
2.985580E+00  1.248335E+04  1.279548E+03  8.981227E+01  8.870348E+00  6.652761E+00  7.151718E+01  0.000000E+00  1.108793E+00  0.000000E+00
3.055124E+00  1.238448E+04  1.155611E+03  1.078136E+02  3.792440E+00  1.191910E+01  7.259814E+01  0.000000E+00  1.083554E+00  0.000000E+00
3.126287E+00  1.205493E+04  1.102833E+03  9.106450E+01  5.294448E+00  6.882782E+00  6.776893E+01  0.000000E+00  5.294448E-01  0.000000E+00
3.199107E+00  1.187521E+04  1.094804E+03  1.003743E+02  5.691325E+00  7.243504E+00  6.519154E+01  0.000000E+00  1.034786E+00  0.000000E+00
3.273624E+00  1.152400E+04  1.078984E+03  9.101085E+01  4.044927E+00  8.595469E+00  7.179745E+01  0.000000E+00  0.000000E+00  0.000000E+00
3.349876E+00  1.130467E+04  1.054918E+03  8.646866E+01  7.411599E+00  8.399813E+00  5.533994E+01  0.000000E+00  2.964640E+00  0.000000E+00
3.427905E+00  1.098843E+04  1.078708E+03  8.498325E+01  4.345734E+00  1.110577E+01  6.566888E+01  0.000000E+00  9.657188E-01  0.000000E+00
3.507751E+00  1.076803E+04  1.074444E+03  8.823935E+01  5.662418E+00  7.549891E+00  6.700528E+01  0.000000E+00  2.359341E+00  0.000000E+00
3.589457E+00  1.063451E+04  9.886566E+02  8.623077E+01  3.227890E+00  8.761415E+00  6.179104E+01  0.000000E+00  0.000000E+00  0.000000E+00
3.673066E+00  1.029556E+04  9.638988E+02  7.390342E+01  5.407567E+00  8.111351E+00  6.353891E+01  0.000000E+00  1.351892E+00  0.000000E+00
3.758623E+00  1.016029E+04  9.868759E+02  7.354229E+01  1.321119E+00  9.688206E+00  5.724849E+01  0.000000E+00  1.321119E+00  0.000000E+00
3.846173E+00  9.891569E+03  9.558049E+02  6.928617E+01  4.733838E+00  6.885582E+00  5.250256E+01  0.000000E+00  0.000000E+00  0.000000E+00
3.935762E+00  9.512066E+03  9.306837E+02  7.065289E+01  2.523318E+00  5.467188E+00  5.971852E+01  0.000000E+00  1.261659E+00  0.000000E+00
4.027437E+00  9.381851E+03  9.000462E+02  6.493484E+01  3.287840E+00  6.986660E+00  5.342740E+01  0.000000E+00  4.109800E-01  0.000000E+00
4.121248E+00  9.184761E+03  8.610839E+02  6.787461E+01  4.819499E+00  8.434124E+00  6.064537E+01  0.000000E+00  1.606500E+00  0.000000E+00
4.217245E+00  9.028675E+03  9.007481E+02  7.182436E+01  7.849657E-01  3.924828E+00  4.788291E+01  0.000000E+00  3.924828E-01  0.000000E+00
4.315477E+00  8.715380E+03  8.334516E+02  7.249073E+01  2.684842E+00  4.986135E+00  4.871070E+01  0.000000E+00  3.835488E-01  0.000000E+00
4.415997E+00  8.439407E+03  8.733264E+02  6.596800E+01  5.622273E+00  7.496364E+00  5.060046E+01  0.000000E+00  1.499273E+00  0.000000E+00
4.518859E+00  8.348031E+03  8.604065E+02  6.300124E+01  2.564004E+00  2.930290E+00  5.164637E+01  0.000000E+00  3.662863E-01  0.000000E+00
4.624117E+00  8.155501E+03  8.461905E+02  6.693639E+01  3.579486E+00  5.727178E+00  5.548203E+01  0.000000E+00  7.158972E-01  0.000000E+00
4.731826E+00  8.035622E+03  8.038420E+02  6.016572E+01  3.498007E+00  6.996014E+00  5.806692E+01  0.000000E+00  6.996014E-01  0.000000E+00
4.842045E+00  7.797673E+03  7.759729E+02  6.289824E+01  3.418383E+00  5.811250E+00  5.332677E+01  0.000000E+00  6.836765E-01  0.000000E+00
4.954830E+00  7.593785E+03  7.823617E+02  6.714547E+01  4.342742E+00  3.340571E+00  4.509770E+01  0.000000E+00  1.002171E+00  0.000000E+00
5.070243E+00  7.437252E+03  7.681439E+02  5.974090E+01  2.285171E+00  3.917436E+00  4.472406E+01  0.000000E+00  1.305812E+00  0.000000E+00
5.188344E+00  7.281359E+03  7.391740E+02  6.093321E+01  3.509242E+00  7.337507E+00  4.881037E+01  0.000000E+00  0.000000E+00  0.000000E+00
5.309196E+00  7.091921E+03  7.451069E+02  5.081691E+01  3.429362E+00  5.923444E+00  4.458171E+01  0.000000E+00  9.352806E-01  0.000000E+00
5.432863E+00  7.025849E+03  7.217482E+02  5.605812E+01  4.569955E+00  8.530583E+00  4.509022E+01  0.000000E+00  3.046637E-01  0.000000E+00
5.559411E+00  6.812925E+03  7.017465E+02  5.388889E+01  3.870473E+00  5.954574E+00  4.376612E+01  0.000000E+00  8.931860E-01  0.000000E+00
5.688906E+00  6.658135E+03  6.799538E+02  5.353508E+01  1.745709E+00  6.109983E+00  4.131512E+01  0.000000E+00  2.909515E-01  0.000000E+00
5.821418E+00  6.574816E+03  6.624858E+02  4.634558E+01  1.137315E+00  4.264930E+00  3.696273E+01  0.000000E+00  2.843287E-01  0.000000E+00
5.957016E+00  6.334852E+03  6.693565E+02  4.334563E+01  3.889992E+00  3.889992E+00  4.167849E+01  0.000000E+00  2.778566E-01  0.000000E+00
6.095773E+00  6.154268E+03  6.361990E+02  5.484942E+01  2.443786E+00  5.973699E+00  3.801445E+01  0.000000E+00  2.715318E-01  0.000000E+00
6.237762E+00  6.107318E+03  5.991625E+02  3.953729E+01  2.388159E+00  5.041668E+00  3.874124E+01  0.000000E+00  1.061404E+00  0.000000E+00
6.383058E+00  5.911509E+03  6.456840E+02  5.056561E+01  4.408284E+00  5.964149E+00  4.330491E+01  0.000000E+00  7.779325E-01  0.000000E+00
6.531738E+00  5.861332E+03  6.066592E+02  3.775782E+01  2.280674E+00  4.307939E+00  3.598397E+01  0.000000E+00  5.068164E-01  0.000000E+00
6.683882E+00  5.637275E+03  6.025079E+02  5.175675E+01  2.476399E+00  5.943358E+00  2.946915E+01  0.000000E+00  4.952799E-01  0.000000E+00
6.839570E+00  5.478221E+03  5.955693E+02  4.840059E+01  2.420030E+00  3.388041E+00  3.339641E+01  0.000000E+00  7.260089E-01  0.000000E+00
6.998884E+00  5.399165E+03  5.687688E+02  4.990030E+01  2.128449E+00  6.148852E+00  2.577788E+01  0.000000E+00  2.364943E-01  0.000000E+00
7.161909E+00  5.225651E+03  5.773154E+02  4.645332E+01  1.617777E+00  3.697776E+00  3.674665E+01  0.000000E+00  4.622221E-01  0.000000E+00
7.328731E+00  5.127931E+03  5.456543E+02  3.771700E+01  2.936054E+00  3.613605E+00  3.184489E+01  0.000000E+00  4.517006E-01  0.000000E+00
7.499439E+00  5.067265E+03  5.535390E+02  4.679038E+01  2.869221E+00  3.310640E+00  3.376853E+01  0.000000E+00  8.828373E-01  0.000000E+00
7.674123E+00  4.903175E+03  5.400761E+02  4.292139E+01  1.509798E+00  4.529393E+00  3.645083E+01  0.000000E+00  6.470561E-01  0.000000E+00
7.852877E+00  4.811378E+03  5.322088E+02  4.700300E+01  1.475430E+00  5.058618E+00  3.035171E+01  0.000000E+00  4.215515E-01  0.000000E+00
8.035794E+00  4.684144E+03  5.114432E+02  4.510916E+01  1.647823E+00  3.501625E+00  2.863093E+01  0.000000E+00  8.239117E-01  0.000000E+00
8.222971E+00  4.628245E+03  5.150993E+02  4.025786E+01  1.207736E+00  4.025786E+00  2.818050E+01  0.000000E+00  4.025786E-01  0.000000E+00
8.414509E+00  4.493387E+03  4.935388E+02  3.816123E+01  1.376952E+00  2.950611E+00  2.970282E+01  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+00  4.347469E+03  4.842268E+02  4.132940E+01  1.537838E+00  3.460136E+00  3.210237E+01  0.000000E+00  9.611489E-01  0.000000E+00
8.811073E+00  4.297726E+03  4.683203E+02  3.569228E+01  2.629957E+00  2.629957E+00  2.874168E+01  0.000000E+00  3.757082E-01  0.000000E+00
9.016309E+00  4.216236E+03  4.574764E+02  3.763349E+01  1.285046E+00  3.855138E+00  2.441588E+01  0.000000E+00  3.671560E-01  0.000000E+00
9.226326E+00  4.126183E+03  4.554947E+02  3.695625E+01  1.614593E+00  3.408586E+00  2.511590E+01  0.000000E+00  8.969964E-01  0.000000E+00
9.441234E+00  3.975633E+03  4.510872E+02  3.278403E+01  2.103788E+00  3.856944E+00  2.699861E+01  0.000000E+00  5.259469E-01  0.000000E+00
9.661149E+00  3.937905E+03  4.356794E+02  3.118115E+01  2.055900E+00  3.940474E+00  2.295755E+01  0.000000E+00  5.139749E-01  0.000000E+00
9.886186E+00  3.836380E+03  4.227485E+02  3.365245E+01  2.846227E+00  2.678802E+00  2.394180E+01  0.000000E+00  3.348503E-01  0.000000E+00
1.011646E+01  3.809427E+03  4.281780E+02  2.961415E+01  1.963369E+00  1.963369E+00  2.159706E+01  0.000000E+00  9.816845E-01  0.000000E+00
1.035211E+01  3.670110E+03  4.018030E+02  3.117850E+01  1.758787E+00  3.517575E+00  2.078567E+01  0.000000E+00  4.796693E-01  0.000000E+00
1.059324E+01  3.545474E+03  3.964068E+02  3.187505E+01  1.718753E+00  3.125005E+00  2.718754E+01  0.000000E+00  3.125005E-01  0.000000E+00
1.083999E+01  3.478970E+03  3.962397E+02  2.702676E+01  2.137710E+00  3.206564E+00  2.382019E+01  0.000000E+00  1.526935E-01  0.000000E+00
1.109248E+01  3.373069E+03  3.834898E+02  2.909747E+01  2.089049E+00  2.536703E+00  2.163658E+01  0.000000E+00  8.953069E-01  0.000000E+00
1.135086E+01  3.326619E+03  3.743230E+02  2.858096E+01  2.624782E+00  4.228815E+00  2.406050E+01  0.000000E+00  1.458212E-01  0.000000E+00
1.161526E+01  3.218406E+03  3.666574E+02  2.992540E+01  1.852525E+00  3.135042E+00  2.094778E+01  0.000000E+00  2.850038E-01  0.000000E+00
1.188581E+01  3.165756E+03  3.534372E+02  2.200279E+01  1.810356E+00  3.063680E+00  2.144576E+01  0.000000E+00  2.785163E-01  0.000000E+00
1.216267E+01  3.151940E+03  3.460725E+02  2.871462E+01  5.443531E-01  2.041324E+00  1.918845E+01  0.000000E+00  1.360883E-01  0.000000E+00
1.244597E+01  3.004123E+03  3.460413E+02  2.806100E+01  7.979431E-01  2.659810E+00  2.061353E+01  0.000000E+00  7.979431E-01  0.000000E+00
1.273587E+01  2.952246E+03  3.373847E+02  2.703236E+01  1.429596E+00  2.599266E+00  2.196379E+01  0.000000E+00  5.198531E-01  0.000000E+00
1.303253E+01  2.885172E+03  3.364361E+02  2.120983E+01  1.016040E+00  3.048119E+00  2.006678E+01  0.000000E+00  1.270050E-01  0.000000E+00
1.333610E+01  2.837494E+03  3.301432E+02  2.618805E+01  8.687978E-01  3.226963E+00  1.812064E+01  0.000000E+00  3.723419E-01  0.000000E+00
1.364674E+01  2.739793E+03  3.280862E+02  2.243843E+01  1.334177E+00  1.819332E+00  1.746559E+01  0.000000E+00  0.000000E+00  0.000000E+00
1.396461E+01  2.681813E+03  3.044982E+02  2.287589E+01  1.185279E+00  2.133503E+00  1.825330E+01  0.000000E+00  1.185279E-01  0.000000E+00
1.428989E+01  2.650883E+03  3.069492E+02  2.328181E+01  1.274129E+00  1.853278E+00  1.830112E+01  0.000000E+00  2.316598E-01  0.000000E+00
1.462274E+01  2.574921E+03  2.989435E+02  2.297824E+01  1.245126E+00  3.961765E+00  1.799773E+01  0.000000E+00  1.131933E-01  0.000000E+00
1.496335E+01  2.500601E+03  2.908113E+02  2.400382E+01  1.548634E+00  2.654801E+00  1.382709E+01  0.000000E+00  3.318501E-01  0.000000E+00
1.531189E+01  2.437627E+03  2.710036E+02  2.086306E+01  7.566913E-01  2.594370E+00  1.480953E+01  0.000000E+00  2.161975E-01  0.000000E+00
1.566855E+01  2.387316E+03  2.783565E+02  2.091635E+01  1.162019E+00  2.218401E+00  1.510625E+01  0.000000E+00  0.000000E+00  0.000000E+00
1.603352E+01  2.347220E+03  2.623163E+02  1.940790E+01  1.032335E+00  1.135569E+00  1.434946E+01  0.000000E+00  1.032335E-01  0.000000E+00
1.640699E+01  2.289352E+03  2.715787E+02  1.866347E+01  1.109720E+00  1.513254E+00  1.573785E+01  0.000000E+00  2.017672E-01  0.000000E+00
1.678915E+01  2.234775E+03  2.563268E+02  1.912592E+01  1.380221E+00  2.070332E+00  1.666124E+01  0.000000E+00  3.943489E-01  0.000000E+00
1.718022E+01  2.200091E+03  2.602227E+02  1.840153E+01  8.670880E-01  1.541490E+00  1.445147E+01  0.000000E+00  1.926862E-01  0.000000E+00
1.758040E+01  2.121013E+03  2.429072E+02  2.033642E+01  6.590505E-01  1.977152E+00  1.751191E+01  0.000000E+00  2.824502E-01  0.000000E+00
1.798990E+01  2.101347E+03  2.411502E+02  1.913745E+01  9.200696E-01  1.564118E+00  1.315700E+01  0.000000E+00  0.000000E+00  0.000000E+00
1.840894E+01  2.044703E+03  2.329636E+02  1.762287E+01  7.193010E-01  1.798252E+00  1.276759E+01  0.000000E+00  4.495631E-01  0.000000E+00
1.883774E+01  2.003080E+03  2.362716E+02  1.871545E+01  7.907937E-01  1.142258E+00  1.326776E+01  0.000000E+00  8.786596E-02  0.000000E+00
1.927653E+01  1.974229E+03  2.296054E+02  1.846117E+01  1.202122E+00  1.373854E+00  1.184949E+01  0.000000E+00  1.717318E-01  0.000000E+00
1.972553E+01  1.907640E+03  2.278193E+02  1.468449E+01  7.552021E-01  1.846050E+00  1.309017E+01  0.000000E+00  5.034681E-01  0.000000E+00
2.018500E+01  1.866021E+03  2.210755E+02  1.689227E+01  5.740090E-01  1.476023E+00  1.262820E+01  0.000000E+00  8.200129E-02  0.000000E+00
2.065517E+01  1.814410E+03  2.183671E+02  1.546600E+01  1.121886E+00  1.121886E+00  1.194007E+01  0.000000E+00  2.404041E-01  0.000000E+00
2.113629E+01  1.763164E+03  2.082279E+02  1.675847E+01  7.831062E-01  2.036076E+00  1.198153E+01  0.000000E+00  3.132425E-01  0.000000E+00
2.162862E+01  1.753028E+03  2.053248E+02  1.507603E+01  8.418086E-01  2.066257E+00  1.086698E+01  0.000000E+00  7.652805E-02  0.000000E+00
2.213241E+01  1.702580E+03  2.086531E+02  1.772430E+01  6.730746E-01  9.722188E-01  1.002133E+01  0.000000E+00  3.739303E-01  0.000000E+00
2.264794E+01  1.644676E+03  1.948412E+02  1.505525E+01  8.039210E-01  1.315507E+00  9.720135E+00  0.000000E+00  2.923349E-01  0.000000E+00
2.317548E+01  1.635378E+03  1.843354E+02  1.406977E+01  1.285562E+00  1.285562E+00  1.192716E+01  0.000000E+00  1.428403E-01  0.000000E+00
2.371531E+01  1.595640E+03  1.883053E+02  1.277238E+01  7.677386E-01  1.675066E+00  1.046916E+01  0.000000E+00  2.791777E-01  0.000000E+00
2.426771E+01  1.535174E+03  1.821774E+02  1.459602E+01  1.227703E+00  1.364114E+00  1.070829E+01  0.000000E+00  1.364114E-01  0.000000E+00
2.483298E+01  1.509561E+03  1.804301E+02  1.553018E+01  9.331441E-01  1.466369E+00  1.026458E+01  0.000000E+00  2.666126E-01  0.000000E+00
2.541141E+01  1.459762E+03  1.732616E+02  1.400423E+01  7.816313E-01  1.042175E+00  8.728216E+00  0.000000E+00  1.302719E-01  0.000000E+00
2.600332E+01  1.432453E+03  1.735824E+02  1.425833E+01  8.274924E-01  1.336719E+00  8.847804E+00  0.000000E+00  0.000000E+00  0.000000E+00
2.660901E+01  1.398416E+03  1.623533E+02  1.318732E+01  6.220434E-01  9.952694E-01  9.828285E+00  0.000000E+00  6.220434E-02  0.000000E+00
2.722882E+01  1.389927E+03  1.656484E+02  1.075955E+01  8.510375E-01  8.510375E-01  1.027324E+01  0.000000E+00  2.431536E-01  0.000000E+00
2.786306E+01  1.343972E+03  1.545710E+02  1.170272E+01  7.128562E-01  1.069284E+00  8.851298E+00  0.000000E+00  5.940468E-02  0.000000E+00
2.851207E+01  1.325164E+03  1.614439E+02  1.178465E+01  6.385771E-01  1.219102E+00  8.707870E+00  0.000000E+00  1.741574E-01  0.000000E+00
2.917620E+01  1.275427E+03  1.505074E+02  1.111928E+01  7.375034E-01  9.644275E-01  7.545227E+00  0.000000E+00  5.673103E-02  0.000000E+00
2.985580E+01  1.251329E+03  1.492990E+02  1.086618E+01  7.761554E-01  7.207158E-01  9.258426E+00  0.000000E+00  1.663190E-01  0.000000E+00
3.055124E+01  1.229238E+03  1.485011E+02  1.099808E+01  5.417771E-01  8.668434E-01  7.313991E+00  0.000000E+00  5.417771E-02  0.000000E+00
3.126287E+01  1.205546E+03  1.372850E+02  1.207134E+01  4.765003E-01  1.217723E+00  7.676949E+00  0.000000E+00  3.706113E-01  0.000000E+00
3.199107E+01  1.184520E+03  1.374714E+02  1.091700E+01  5.691325E-01  7.243504E-01  7.967854E+00  0.000000E+00  5.173931E-02  0.000000E+00
3.273624E+01  1.163725E+03  1.348983E+02  1.026400E+01  6.573006E-01  1.011232E+00  7.735922E+00  0.000000E+00  5.056158E-02  0.000000E+00
3.349876E+01  1.132838E+03  1.319265E+02  1.082093E+01  3.458746E-01  8.399813E-01  6.966903E+00  0.000000E+00  2.470533E-01  0.000000E+00
3.427905E+01  1.092759E+03  1.295995E+02  9.898617E+00  5.311453E-01  9.657188E-01  7.291177E+00  0.000000E+00  0.000000E+00  0.000000E+00
3.507751E+01  1.069442E+03  1.292919E+02  9.909231E+00  6.134286E-01  9.437363E-01  6.889275E+00  0.000000E+00  9.437363E-02  0.000000E+00
3.589457E+01  1.056765E+03  1.258877E+02  9.038092E+00  4.611271E-01  6.916907E-01  7.700823E+00  0.000000E+00  0.000000E+00  0.000000E+00
3.673066E+01  1.010224E+03  1.221209E+02  8.516918E+00  3.154414E-01  1.126576E+00  6.128576E+00  4.506306E-02  4.506306E-02  0.000000E+00
3.758623E+01  9.976210E+02  1.182842E+02  9.335907E+00  3.522984E-01  7.045968E-01  6.209259E+00  0.000000E+00  1.321119E-01  0.000000E+00
3.846173E+01  9.684141E+02  1.155056E+02  8.865187E+00  3.442791E-01  3.442791E-01  6.197024E+00  0.000000E+00  2.151744E-01  0.000000E+00
3.935762E+01  9.575570E+02  1.135493E+02  9.462441E+00  5.046635E-01  7.149400E-01  6.266239E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.027437E+01  9.326780E+02  1.103892E+02  9.288148E+00  5.753720E-01  8.219600E-01  6.863366E+00  0.000000E+00  8.219600E-02  0.000000E+00
4.121248E+01  9.015275E+02  1.085592E+02  7.871849E+00  5.622749E-01  8.835749E-01  5.261287E+00  0.000000E+00  2.008125E-01  0.000000E+00
4.217245E+01  8.884634E+02  1.075403E+02  9.615830E+00  7.064691E-01  8.634622E-01  5.063029E+00  0.000000E+00  7.849657E-02  0.000000E+00
4.315477E+01  8.652862E+02  1.051307E+02  7.824396E+00  5.369684E-01  9.205172E-01  5.408039E+00  0.000000E+00  1.150647E-01  0.000000E+00
4.415997E+01  8.555975E+02  1.034873E+02  6.147019E+00  3.373364E-01  5.997091E-01  5.472346E+00  0.000000E+00  7.496364E-02  0.000000E+00
4.518859E+01  8.312868E+02  9.655307E+01  8.131556E+00  6.226867E-01  6.593153E-01  5.201265E+00  0.000000E+00  3.662863E-02  0.000000E+00
4.624117E+01  8.120780E+02  9.746940E+01  8.053844E+00  5.727178E-01  5.727178E-01  5.369229E+00  0.000000E+00  7.158972E-02  0.000000E+00
4.731826E+01  7.929982E+02  9.280213E+01  6.856094E+00  3.148206E-01  6.646213E-01  5.142070E+00  0.000000E+00  6.996014E-02  0.000000E+00
4.842045E+01  7.671534E+02  9.212541E+01  6.768398E+00  3.418383E-01  6.153089E-01  4.922471E+00  0.000000E+00  1.025515E-01  0.000000E+00
4.954830E+01  7.575746E+02  8.939367E+01  6.714547E+00  3.006514E-01  7.015199E-01  4.743610E+00  0.000000E+00  1.336228E-01  0.000000E+00
5.070243E+01  7.305039E+02  9.130891E+01  6.692287E+00  3.917436E-01  8.161325E-01  4.733569E+00  0.000000E+00  9.793590E-02  0.000000E+00
5.188344E+01  7.239886E+02  8.454084E+01  5.901908E+00  1.914132E-01  8.294573E-01  5.295766E+00  0.000000E+00  9.570661E-02  0.000000E+00
5.309196E+01  7.011175E+02  8.211764E+01  6.359908E+00  4.676403E-01  5.299923E-01  4.520523E+00  0.000000E+00  3.117602E-02  0.000000E+00
5.432863E+01  6.918303E+02  8.195453E+01  6.062807E+00  2.132646E-01  7.007264E-01  3.412233E+00  0.000000E+00  3.046637E-02  0.000000E+00
5.559411E+01  6.790000E+02  7.848128E+01  5.716391E+00  6.252302E-01  4.763659E-01  4.108656E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.688906E+01  6.609546E+02  7.524007E+01  5.004367E+00  3.491419E-01  4.946176E-01  3.840560E+00  0.000000E+00  2.909515E-02  0.000000E+00
5.821418E+01  6.473027E+02  7.733740E+01  5.459111E+00  2.843287E-01  3.696273E-01  4.179632E+00  0.000000E+00  5.686574E-02  0.000000E+00
5.957016E+01  6.312623E+02  7.529913E+01  6.001702E+00  3.334279E-01  6.390701E-01  3.528778E+00  0.000000E+00  2.778566E-02  0.000000E+00
6.095773E+01  6.190653E+02  7.258045E+01  4.561734E+00  2.986850E-01  6.788295E-01  3.557066E+00  0.000000E+00  2.715318E-02  0.000000E+00
6.237762E+01  5.968274E+02  7.265309E+01  6.262283E+00  3.714914E-01  5.041668E-01  3.847589E+00  0.000000E+00  5.307019E-02  0.000000E+00
6.383058E+01  5.864833E+02  7.092151E+01  5.212148E+00  2.333798E-01  6.742082E-01  3.708145E+00  0.000000E+00  1.037243E-01  0.000000E+00
6.531738E+01  5.689014E+02  6.809078E+01  4.688052E+00  2.280674E-01  3.547715E-01  3.775782E+00  0.000000E+00  2.534082E-02  0.000000E+00
6.683882E+01  5.616721E+02  6.488166E+01  5.670954E+00  1.485840E-01  3.219319E-01  3.367903E+00  0.000000E+00  1.238200E-01  0.000000E+00
6.839570E+01  5.435386E+02  6.454219E+01  5.009461E+00  1.694021E-01  5.566068E-01  3.049237E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.998884E+01  5.356832E+02  6.288383E+01  5.155576E+00  2.128449E-01  5.675863E-01  3.098075E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+01  5.174807E+02  6.025065E+01  4.344887E+00  1.155555E-01  2.311110E-01  3.119999E+00  0.000000E+00  9.244441E-02  0.000000E+00
7.328731E+01  5.101732E+02  5.896951E+01  4.675101E+00  3.839455E-01  4.742856E-01  3.342584E+00  0.000000E+00  6.775509E-02  0.000000E+00
7.499439E+01  4.940357E+02  5.762720E+01  4.016910E+00  2.207093E-01  2.869221E-01  2.383661E+00  0.000000E+00  4.414186E-02  0.000000E+00
7.674123E+01  4.835234E+02  5.584094E+01  4.723509E+00  2.156854E-01  3.235280E-01  2.631361E+00  0.000000E+00  4.313707E-02  0.000000E+00
7.852877E+01  4.793462E+02  5.564480E+01  4.405213E+00  2.107758E-01  3.161636E-01  2.950861E+00  0.000000E+00  8.431031E-02  0.000000E+00
8.035794E+01  4.653865E+02  5.408980E+01  3.687005E+00  2.059779E-01  3.295647E-01  2.595322E+00  0.000000E+00  8.239117E-02  0.000000E+00
8.222971E+01  4.573091E+02  5.062426E+01  4.005657E+00  3.421918E-01  3.623207E-01  2.979082E+00  0.000000E+00  4.025786E-02  0.000000E+00
8.414509E+01  4.380477E+02  5.104557E+01  4.091514E+00  2.360489E-01  3.540733E-01  2.812916E+00  0.000000E+00  1.967074E-02  0.000000E+00
8.610508E+01  4.344585E+02  4.842268E+01  3.806150E+00  2.691217E-01  3.844596E-01  2.652771E+00  0.000000E+00  3.844596E-02  0.000000E+00
8.811073E+01  4.196661E+02  4.782765E+01  3.625584E+00  2.066395E-01  3.944936E-01  2.366962E+00  0.000000E+00  1.878541E-02  0.000000E+00
9.016309E+01  4.130689E+02  4.651867E+01  3.194257E+00  2.570092E-01  3.855138E-01  2.441588E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+01  4.013879E+02  4.594415E+01  3.049788E+00  3.229187E-01  3.767385E-01  2.260431E+00  0.000000E+00  7.175971E-02  0.000000E+00
9.441234E+01  3.909013E+02  4.332050E+01  2.997898E+00  2.629735E-01  3.155682E-01  2.156382E+00  0.000000E+00  3.506313E-02  0.000000E+00
9.661149E+01  3.843333E+02  4.351654E+01  2.981055E+00  1.370600E-01  4.454449E-01  2.038767E+00  0.000000E+00  1.713250E-02  0.000000E+00
9.886186E+01  3.772088E+02  4.311197E+01  2.846227E+00  1.841677E-01  3.348503E-01  1.757964E+00  0.000000E+00  3.348503E-02  0.000000E+00
1.011646E+02  3.657756E+02  4.211426E+01  2.732355E+00  1.308913E-01  3.435896E-01  1.996092E+00  0.000000E+00  3.272282E-02  0.000000E+00
1.035211E+02  3.593523E+02  4.067596E+01  2.558236E+00  1.598898E-01  1.758787E-01  2.014611E+00  0.000000E+00  0.000000E+00  0.000000E+00
1.059324E+02  3.509224E+02  3.787506E+01  2.953129E+00  9.375014E-02  2.812504E-01  1.609377E+00  0.000000E+00  1.562502E-02  0.000000E+00
1.083999E+02  3.396821E+02  3.937966E+01  2.366750E+00  1.985016E-01  1.985016E-01  1.603282E+00  0.000000E+00  1.526935E-02  0.000000E+00
1.109248E+02  3.325021E+02  3.690157E+01  2.133815E+00  1.641396E-01  3.730445E-01  1.417569E+00  0.000000E+00  1.492178E-02  0.000000E+00
1.135086E+02  3.217982E+02  3.768020E+01  2.435214E+00  2.187318E-01  3.645530E-01  1.735272E+00  0.000000E+00  0.000000E+00  0.000000E+00
1.161526E+02  3.185630E+02  3.598173E+01  2.536534E+00  1.140015E-01  2.422532E-01  1.638772E+00  0.000000E+00  1.425019E-02  0.000000E+00
1.188581E+02  3.100722E+02  3.512091E+01  2.102798E+00  1.392582E-01  2.506647E-01  1.503988E+00  0.000000E+00  0.000000E+00  0.000000E+00
1.216267E+02  3.067293E+02  3.392680E+01  2.068542E+00  1.360883E-01  1.769147E-01  1.565015E+00  0.000000E+00  2.721765E-02  0.000000E+00
1.244597E+02  2.989095E+02  3.292845E+01  2.181044E+00  9.309336E-02  2.127848E-01  1.529391E+00  0.000000E+00  3.989715E-02  0.000000E+00
1.273587E+02  2.892203E+02  3.175003E+01  2.170387E+00  1.039706E-01  2.079413E-01  1.481581E+00  0.000000E+00  1.299633E-02  0.000000E+00
1.303253E+02  2.807826E+02  3.079870E+01  2.159084E+00  1.905074E-01  3.302129E-01  1.663765E+00  0.000000E+00  3.810149E-02  0.000000E+00
1.333610E+02  2.762281E+02  2.988664E+01  1.985824E+00  7.446838E-02  1.489368E-01  1.265963E+00  0.000000E+00  1.241140E-02  0.000000E+00
1.364674E+02  2.678542E+02  2.866054E+01  2.171069E+00  1.212888E-01  2.304487E-01  1.346306E+00  0.000000E+00  1.212888E-02  0.000000E+00
1.396461E+02  2.629542E+02  2.919343E+01  1.932005E+00  9.482234E-02  1.185279E-01  1.327513E+00  0.000000E+00  1.185279E-02  0.000000E+00
1.428989E+02  2.546984E+02  2.746327E+01  1.864861E+00  1.158299E-01  1.621619E-01  1.332044E+00  0.000000E+00  2.316598E-02  0.000000E+00
1.462274E+02  2.503270E+02  2.620425E+01  1.788454E+00  6.791597E-02  1.584706E-01  1.097975E+00  0.000000E+00  2.263866E-02  0.000000E+00
1.496335E+02  2.443191E+02  2.631571E+01  1.791990E+00  1.106167E-01  2.101717E-01  1.139352E+00  0.000000E+00  0.000000E+00  0.000000E+00
1.531189E+02  2.393414E+02  2.526268E+01  1.837679E+00  3.242963E-02  2.594370E-01  1.145847E+00  0.000000E+00  0.000000E+00  0.000000E+00
