# Er [keV]  dR/dEr H1 [1/keV/kg/Myr]  B10  B11  O16  Sr86  Sr87  Sr88
1.188581E-01  3.808023E+06  3.990160E+04  4.160430E+05  7.570985E+05  1.014739E+04  1.152331E+04  1.128252E+05
1.216267E-01  3.741175E+06  4.319520E+04  4.099342E+05  7.339822E+05  9.244108E+03  1.008448E+04  1.060551E+05
1.244597E-01  3.594914E+06  4.549693E+04  4.015884E+05  7.228592E+05  8.376691E+03  1.116892E+04  1.144814E+05
1.273587E-01  3.568460E+06  3.900395E+04  3.831376E+05  7.133068E+05  9.630605E+03  8.828055E+03  1.073812E+05
1.303253E-01  3.536014E+06  4.564522E+04  3.901019E+05  6.948740E+05  1.129366E+04  1.082309E+04  1.107406E+05
1.333610E-01  3.409846E+06  4.016092E+04  3.753973E+05  6.749180E+05  9.963586E+03  9.503728E+03  1.103659E+05
1.364674E-01  3.360540E+06  3.969613E+04  3.518725E+05  6.770812E+05  8.238820E+03  1.468008E+04  1.174406E+05
1.396461E-01  3.269991E+06  4.069557E+04  3.491328E+05  6.493724E+05  8.197668E+03  8.929603E+03  1.045203E+05
1.428989E-01  3.230033E+06  3.833868E+04  3.522008E+05  6.471797E+05  6.580519E+03  1.087216E+04  9.942306E+04
1.462274E-01  3.107160E+06  3.774558E+04  3.447429E+05  6.286736E+05  8.527705E+03  1.118388E+04  1.006549E+05
1.496335E-01  2.998863E+06  3.866240E+04  3.373055E+05  6.144998E+05  9.016672E+03  8.606823E+03  1.053311E+05
1.531189E-01  2.953030E+06  3.978493E+04  3.222846E+05  6.172004E+05  6.007791E+03  1.028000E+04  9.505661E+04
1.566855E-01  2.882027E+06  4.057539E+04  3.171665E+05  6.005419E+05  7.567115E+03  1.291628E+04  1.041131E+05
1.603352E-01  2.876348E+06  3.710183E+04  3.104569E+05  5.855969E+05  8.797341E+03  8.414848E+03  9.243583E+04
1.640699E-01  2.791811E+06  3.339159E+04  3.055081E+05  5.905826E+05  7.101943E+03  1.096440E+04  1.025421E+05
1.678915E-01  2.705249E+06  3.238799E+04  3.062248E+05  5.654504E+05  6.818524E+03  8.766673E+03  9.424174E+04
1.718022E-01  2.619159E+06  3.367354E+04  2.940188E+05  5.530551E+05  7.496229E+03  8.091168E+03  8.900285E+04
1.758040E-01  2.571981E+06  3.000005E+04  2.926749E+05  5.483731E+05  6.976757E+03  7.674432E+03  9.255830E+04
1.798990E-01  2.510027E+06  3.295341E+04  2.786267E+05  5.278227E+05  9.204227E+03  9.545125E+03  8.499706E+04
1.840894E-01  2.458333E+06  2.953820E+04  2.762821E+05  5.317986E+05  7.662163E+03  8.772622E+03  8.850354E+04
1.883774E-01  2.390872E+06  3.157878E+04  2.785661E+05  5.075393E+05  7.053679E+03  8.138860E+03  8.486118E+04
1.927653E-01  2.331677E+06  2.767852E+04  2.704223E+05  4.986375E+05  5.938686E+03  8.377789E+03  8.717142E+04
1.972553E-01  2.310520E+06  2.735938E+04  2.583596E+05  5.103975E+05  6.321675E+03  1.067430E+04  8.394355E+04
2.018500E-01  2.252964E+06  2.785063E+04  2.633150E+05  4.807525E+05  5.975226E+03  8.203276E+03  8.496974E+04
2.065517E-01  2.199107E+06  3.018576E+04  2.580140E+05  4.800031E+05  6.630971E+03  6.828910E+03  7.848298E+04
2.113629E-01  2.146728E+06  2.650043E+04  2.482723E+05  4.691736E+05  6.093164E+03  7.060333E+03  7.756695E+04
2.162862E-01  2.084536E+06  2.788203E+04  2.424319E+05  4.624636E+05  5.481890E+03  7.561228E+03  8.118868E+04
2.213241E-01  2.045491E+06  2.503062E+04  2.356203E+05  4.515672E+05  6.188382E+03  6.927293E+03  7.869405E+04
2.264794E-01  2.005880E+06  2.355824E+04  2.324232E+05  4.410175E+05  6.498825E+03  8.304054E+03  7.455596E+04
2.317548E-01  1.969924E+06  2.610923E+04  2.215756E+05  4.392701E+05  4.674963E+03  6.527307E+03  7.259424E+04
2.371531E-01  1.918704E+06  2.508391E+04  2.264448E+05  4.230648E+05  5.602936E+03  7.585514E+03  7.163138E+04
2.426771E-01  1.867616E+06  2.308091E+04  2.265130E+05  4.245539E+05  5.475398E+03  6.991662E+03  7.564473E+04
2.483298E-01  1.836299E+06  2.329640E+04  2.144421E+05  4.089629E+05  4.939165E+03  7.244109E+03  6.865440E+04
2.541141E-01  1.795224E+06  2.155942E+04  2.132613E+05  4.124446E+05  5.068073E+03  7.642332E+03  6.886144E+04
2.600332E-01  1.726845E+06  2.374156E+04  2.157966E+05  3.969243E+05  3.852108E+03  6.289155E+03  7.311143E+04
2.660901E-01  1.708357E+06  2.197194E+04  2.060445E+05  3.957253E+05  5.531397E+03  7.528846E+03  6.952659E+04
2.722882E-01  1.667968E+06  2.319855E+04  2.005285E+05  3.864172E+05  4.279344E+03  5.630715E+03  6.689290E+04
2.786306E-01  1.633962E+06  2.252375E+04  1.979449E+05  3.747600E+05  3.815098E+03  6.529686E+03  6.360942E+04
2.851207E-01  1.602576E+06  2.258462E+04  2.006088E+05  3.783462E+05  4.588622E+03  6.309355E+03  6.029736E+04
2.917620E-01  1.553275E+06  2.179027E+04  1.918385E+05  3.705047E+05  4.694368E+03  6.165737E+03  6.509056E+04
2.985580E-01  1.512372E+06  2.129427E+04  1.821310E+05  3.672748E+05  4.792922E+03  7.463264E+03  6.251340E+04
3.055124E-01  1.464230E+06  1.967205E+04  1.868845E+05  3.562381E+05  4.148528E+03  5.486763E+03  5.700880E+04
3.126287E-01  1.451170E+06  2.013970E+04  1.823035E+05  3.487176E+05  4.184873E+03  5.688812E+03  5.616884E+04
3.199107E-01  1.414367E+06  1.853106E+04  1.750227E+05  3.335591E+05  3.834013E+03  4.728616E+03  5.878820E+04
3.273624E-01  1.400282E+06  1.835903E+04  1.658557E+05  3.327105E+05  4.058968E+03  5.370328E+03  5.938583E+04
3.349876E-01  1.352358E+06  1.800215E+04  1.728816E+05  3.323380E+05  3.905551E+03  5.003987E+03  5.534898E+04
3.427905E-01  1.325093E+06  1.848690E+04  1.634599E+05  3.266814E+05  3.757014E+03  6.023150E+03  5.546069E+04
3.507751E-01  1.302157E+06  1.940647E+04  1.627113E+05  3.174386E+05  4.254271E+03  5.128437E+03  5.728697E+04
3.589457E-01  1.250020E+06  1.833826E+04  1.595771E+05  3.146550E+05  3.929628E+03  4.271335E+03  5.541345E+04
3.673066E-01  1.236927E+06  1.547202E+04  1.556107E+05  3.072699E+05  3.283631E+03  4.174107E+03  5.498690E+04
3.758623E-01  1.220301E+06  1.816556E+04  1.564196E+05  3.097935E+05  3.698377E+03  5.275627E+03  5.177728E+04
3.846173E-01  1.175091E+06  1.557292E+04  1.497764E+05  3.002968E+05  3.507892E+03  6.271686E+03  5.240579E+04
3.935762E-01  1.162159E+06  1.688051E+04  1.460035E+05  2.873843E+05  3.531923E+03  4.778484E+03  5.126482E+04
4.027437E-01  1.123878E+06  1.680081E+04  1.496846E+05  2.908926E+05  3.451527E+03  4.415924E+03  4.872744E+04
4.121248E-01  1.099387E+06  1.567435E+04  1.423588E+05  2.804517E+05  3.720177E+03  5.257850E+03  4.975116E+04
4.217245E-01  1.079500E+06  1.555992E+04  1.390698E+05  2.852167E+05  3.538549E+03  5.235113E+03  4.963663E+04
4.315477E-01  1.044601E+06  1.378464E+04  1.374674E+05  2.774928E+05  2.652714E+03  5.258057E+03  4.746462E+04
4.415997E-01  1.020591E+06  1.421153E+04  1.320700E+05  2.702504E+05  2.777497E+03  4.490287E+03  4.680082E+04
4.518859E-01  1.002788E+06  1.289280E+04  1.322303E+05  2.626059E+05  3.257128E+03  3.754745E+03  4.573550E+04
4.624117E-01  9.869469E+05  1.480973E+04  1.326244E+05  2.609165E+05  3.713484E+03  4.111358E+03  4.314715E+04
4.731826E-01  9.633148E+05  1.404060E+04  1.310312E+05  2.569646E+05  3.153735E+03  4.622598E+03  4.320185E+04
4.842045E-01  9.441735E+05  1.397431E+04  1.213358E+05  2.517486E+05  2.701981E+03  3.884098E+03  4.285173E+04
4.954830E-01  9.029604E+05  1.423382E+04  1.255051E+05  2.521655E+05  3.341853E+03  4.084487E+03  4.261894E+04
5.070243E-01  8.965986E+05  1.346632E+04  1.199873E+05  2.405794E+05  2.781963E+03  4.314059E+03  4.185041E+04
5.188344E-01  8.651573E+05  1.331739E+04  1.174136E+05  2.325421E+05  3.112644E+03  4.570464E+03  4.152818E+04
5.309196E-01  8.421526E+05  1.339928E+04  1.176288E+05  2.308681E+05  2.656754E+03  3.234310E+03  4.039037E+04
5.432863E-01  8.340077E+05  1.271801E+04  1.133332E+05  2.306173E+05  2.633907E+03  4.026114E+03  4.033640E+04
5.559411E-01  8.139938E+05  1.191372E+04  1.140996E+05  2.245589E+05  2.500410E+03  4.522801E+03  3.647657E+04
5.688906E-01  7.970461E+05  1.200187E+04  1.074059E+05  2.204894E+05  2.802831E+03  3.485572E+03  3.988644E+04
5.821418E-01  7.740923E+05  1.127217E+04  1.097719E+05  2.206676E+05  2.809262E+03  4.213894E+03  3.771435E+04
5.957016E-01  7.647763E+05  1.125579E+04  1.092979E+05  2.133454E+05  2.367835E+03  4.289556E+03  3.644407E+04
6.095773E-01  7.473344E+05  1.213978E+04  1.101300E+05  2.095286E+05  2.682825E+03  2.984643E+03  3.477612E+04
6.237762E-01  7.142319E+05  1.192899E+04  1.049030E+05  2.100027E+05  2.162949E+03  3.506599E+03  3.595083E+04
6.383058E-01  7.187589E+05  1.152935E+04  1.029955E+05  2.050943E+05  2.209792E+03  3.715013E+03  3.378740E+04
6.531738E-01  6.878136E+05  1.107913E+04  1.016213E+05  2.005823E+05  2.441164E+03  2.597649E+03  3.173513E+04
6.683882E-01  6.780904E+05  9.787061E+03  9.673898E+04  1.971787E+05  2.446765E+03  3.119626E+03  3.315367E+04
6.839570E-01  6.651060E+05  9.624057E+03  9.946852E+04  1.918236E+05  2.151963E+03  3.257833E+03  3.338532E+04
6.998884E-01  6.459941E+05  1.077776E+04  9.200531E+04  1.903488E+05  2.161394E+03  3.738628E+03  3.157388E+04
7.161909E-01  6.345434E+05  9.761767E+03  9.276533E+04  1.857875E+05  2.083652E+03  3.139750E+03  3.193982E+04
7.328731E-01  6.174216E+05  9.232734E+03  9.182526E+04  1.827579E+05  2.398837E+03  3.291428E+03  3.193801E+04
7.499439E-01  6.071018E+05  9.622259E+03  8.998038E+04  1.806150E+05  1.717287E+03  3.652642E+03  3.104746E+04
7.674123E-01  5.989830E+05  8.817192E+03  8.468234E+04  1.778622E+05  2.051129E+03  2.344148E+03  3.012763E+04
7.852877E-01  5.798038E+05  9.709819E+03  8.494140E+04  1.729285E+05  1.561901E+03  2.759359E+03  2.980628E+04
8.035794E-01  5.667330E+05  9.158088E+03  8.534829E+04  1.716124E+05  1.907935E+03  2.645670E+03  2.994186E+04
8.222971E-01  5.508245E+05  9.073925E+03  8.564294E+04  1.688993E+05  2.336846E+03  2.908628E+03  2.729636E+04
8.414509E-01  5.349336E+05  8.721612E+03  8.160416E+04  1.642530E+05  1.554828E+03  2.769537E+03  2.825414E+04
8.610508E-01  5.325622E+05  8.072002E+03  8.157470E+04  1.657372E+05  1.661883E+03  2.991389E+03  2.749229E+04
8.811073E-01  5.129689E+05  8.305874E+03  7.874340E+04  1.616397E+05  1.763258E+03  2.366478E+03  2.649527E+04
9.016309E-01  5.067111E+05  8.502244E+03  7.810729E+04  1.559878E+05  1.541740E+03  2.811409E+03  2.627760E+04
9.226326E-01  4.872892E+05  8.641058E+03  7.630719E+04  1.572451E+05  1.750368E+03  2.082717E+03  2.499260E+04
9.441234E-01  4.745732E+05  7.318448E+03  7.541466E+04  1.535142E+05  1.407394E+03  2.836440E+03  2.522483E+04
9.661149E-01  4.647651E+05  7.363454E+03  7.634293E+04  1.508873E+05  1.925501E+03  2.919990E+03  2.456601E+04
9.886186E-01  4.570807E+05  7.754139E+03  7.359195E+04  1.455710E+05  1.302695E+03  2.688102E+03  2.371733E+04
1.011646E+00  4.375629E+05  7.759497E+03  7.250280E+04  1.430051E+05  1.070972E+03  2.384429E+03  2.392511E+04
1.035211E+00  4.338230E+05  8.037051E+03  6.925292E+04  1.435413E+05  1.619258E+03  2.804082E+03  2.424938E+04
1.059324E+00  4.235235E+05  7.082203E+03  7.028170E+04  1.370512E+05  1.312234E+03  2.605170E+03  2.321496E+04
1.083999E+00  4.207473E+05  6.656977E+03  6.590973E+04  1.412109E+05  1.263505E+03  2.357286E+03  2.232822E+04
1.109248E+00  4.071524E+05  6.726594E+03  6.413300E+04  1.388443E+05  1.253174E+03  2.524776E+03  2.181996E+04
1.135086E+00  4.004238E+05  6.465420E+03  6.499639E+04  1.311274E+05  1.188629E+03  1.836972E+03  2.159342E+04
1.161526E+00  3.886867E+05  6.423847E+03  6.198572E+04  1.288289E+05  1.407966E+03  1.830356E+03  2.092590E+04
1.188581E+00  3.797532E+05  6.638801E+03  6.422094E+04  1.245377E+05  1.341519E+03  2.081075E+03  2.167070E+04
1.216267E+00  3.713778E+05  5.714539E+03  6.218764E+04  1.283418E+05  1.193330E+03  1.798399E+03  2.124464E+04
1.244597E+00  3.645339E+05  6.816327E+03  6.144549E+04  1.245663E+05  1.199017E+03  2.102385E+03  2.023546E+04
1.273587E+00  3.558990E+05  6.613015E+03  5.826516E+04  1.216185E+05  1.171724E+03  2.038478E+03  2.030453E+04
1.303253E+00  3.483311E+05  6.117401E+03  5.803688E+04  1.211402E+05  8.470247E+02  1.866591E+03  1.938745E+04
1.333610E+00  3.387773E+05  6.070123E+03  5.660850E+04  1.162980E+05  1.042344E+03  2.161332E+03  1.868556E+04
1.364674E+00  3.306763E+05  6.156645E+03  5.648835E+04  1.142799E+05  9.736787E+02  1.692703E+03  1.799059E+04
1.396461E+00  3.207631E+05  5.987226E+03  5.671030E+04  1.114151E+05  1.097902E+03  1.698088E+03  1.810806E+04
1.428989E+00  3.168234E+05  5.850940E+03  5.381720E+04  1.120834E+05  1.087216E+03  1.745268E+03  1.813934E+04
1.462274E+00  3.086051E+05  5.717756E+03  5.397618E+04  1.087911E+05  1.146347E+03  1.887279E+03  1.804798E+04
1.496335E+00  3.027962E+05  5.942806E+03  5.192783E+04  1.069842E+05  1.147576E+03  1.885304E+03  1.650324E+04
1.531189E+00  2.924459E+05  5.447064E+03  5.137329E+04  1.033474E+05  1.174857E+03  1.722233E+03  1.535324E+04
1.566855E+00  2.868980E+05  4.775110E+03  4.995600E+04  1.028345E+05  1.148114E+03  1.500376E+03  1.546040E+04
1.603352E+00  2.804057E+05  5.278404E+03  4.972410E+04  1.033496E+05  8.924838E+02  1.440724E+03  1.671495E+04
1.640699E+00  2.738484E+05  5.170713E+03  4.749580E+04  9.942720E+04  1.059062E+03  1.744337E+03  1.587347E+04
1.678915E+00  2.681628E+05  5.040837E+03  4.886203E+04  9.654299E+04  1.047130E+03  1.753335E+03  1.531733E+04
1.718022E+00  2.589412E+05  4.949891E+03  4.722625E+04  9.668946E+04  8.448132E+02  1.154181E+03  1.537322E+04
1.758040E+00  2.560586E+05  4.779078E+03  4.663962E+04  9.612808E+04  9.883738E+02  1.406979E+03  1.446514E+04
1.798990E+00  2.550935E+05  4.670293E+03  4.458937E+04  9.393994E+04  7.158844E+02  1.772666E+03  1.445405E+04
1.840894E+00  2.419911E+05  5.008168E+03  4.391863E+04  9.075777E+04  8.106347E+02  1.543537E+03  1.423608E+04
1.883774E+00  2.432977E+05  4.850761E+03  4.472032E+04  8.884380E+04  7.270715E+02  1.345625E+03  1.316325E+04
1.927653E+00  2.312376E+05  4.591877E+03  4.238737E+04  8.843339E+04  9.120125E+02  1.325600E+03  1.365898E+04
1.972553E+00  2.268134E+05  4.756801E+03  4.230340E+04  8.769510E+04  7.150747E+02  1.316152E+03  1.295425E+04
2.018500E+00  2.239494E+05  4.152276E+03  4.124931E+04  8.585083E+04  6.380326E+02  1.630528E+03  1.265938E+04
2.065517E+00  2.165655E+05  4.176522E+03  4.018170E+04  8.431230E+04  6.828910E+02  1.474649E+03  1.274730E+04
2.113629E+00  2.141699E+05  4.158826E+03  4.118205E+04  8.106810E+04  6.576748E+02  1.392723E+03  1.257320E+04
2.162862E+00  2.063270E+05  3.960193E+03  3.959248E+04  7.961027E+04  6.994135E+02  1.143636E+03  1.246657E+04
2.213241E+00  2.029420E+05  4.073249E+03  3.812782E+04  7.902656E+04  6.927293E+02  1.450113E+03  1.197960E+04
2.264794E+00  1.989272E+05  4.152027E+03  3.745850E+04  7.722770E+04  6.589086E+02  1.227556E+03  1.130976E+04
2.317548E+00  1.929084E+05  3.889922E+03  3.721447E+04  7.638713E+04  5.557032E+02  1.208434E+03  1.085826E+04
2.371531E+00  1.895085E+05  3.922055E+03  3.564329E+04  7.380360E+04  6.982120E+02  1.146447E+03  1.093004E+04
2.426771E+00  1.866016E+05  4.034947E+03  3.621344E+04  7.296599E+04  6.149293E+02  9.350295E+02  1.129617E+04
2.483298E+00  1.800655E+05  3.654982E+03  3.566901E+04  7.198834E+04  6.997151E+02  9.796011E+02  1.034755E+04
2.541141E+00  1.757415E+05  3.684409E+03  3.447094E+04  7.168508E+04  7.079213E+02  1.053837E+03  1.040966E+04
2.600332E+00  1.719848E+05  3.671294E+03  3.392999E+04  6.986465E+04  6.289155E+02  9.119275E+02  1.014126E+04
2.660901E+00  1.679701E+05  3.364933E+03  3.321143E+04  6.909637E+04  5.685047E+02  1.160057E+03  1.026381E+04
2.722882E+00  1.644394E+05  3.468521E+03  3.259058E+04  6.723825E+04  5.855944E+02  1.021036E+03  1.057073E+04
2.786306E+00  1.591776E+05  3.396904E+03  3.290522E+04  6.676421E+04  5.722647E+02  9.977948E+02  9.376336E+03
2.851207E+00  1.572750E+05  3.384109E+03  3.116678E+04  6.525881E+04  4.947108E+02  7.814997E+02  9.729313E+03
2.917620E+00  1.536109E+05  3.510266E+03  3.103888E+04  6.307969E+04  5.605215E+02  9.248605E+02  9.521860E+03
2.985580E+00  1.495255E+05  3.450904E+03  3.082534E+04  6.238330E+04  5.409155E+02  9.585844E+02  9.325657E+03
3.055124E+00  1.479485E+05  3.198381E+03  3.007014E+04  6.136476E+04  5.152204E+02  8.698526E+02  9.086614E+03
3.126287E+00  1.430180E+05  3.177888E+03  2.907179E+04  5.938597E+04  4.446428E+02  1.006985E+03  8.951705E+03
3.199107E+00  1.395772E+05  3.163061E+03  2.894041E+04  5.918438E+04  4.920317E+02  7.987527E+02  8.396488E+03
3.273624E+00  1.364688E+05  3.103550E+03  2.761972E+04  5.787465E+04  4.995653E+02  7.431035E+02  7.999290E+03
3.349876E+00  1.332647E+05  3.130543E+03  2.778433E+04  5.738719E+04  3.356333E+02  8.360320E+02  8.055199E+03
3.427905E+00  1.307739E+05  2.987721E+03  2.615001E+04  5.464965E+04  4.413001E+02  6.559867E+02  7.675044E+03
3.507751E+00  1.268764E+05  2.832296E+03  2.706416E+04  5.529387E+04  4.895326E+02  7.867488E+02  7.523650E+03
3.589457E+00  1.243300E+05  2.813386E+03  2.604945E+04  5.392702E+04  3.986579E+02  7.973158E+02  7.665622E+03
3.673066E+00  1.207653E+05  2.971964E+03  2.526726E+04  5.225982E+04  3.283631E+02  8.069940E+02  7.713750E+03
3.758623E+00  1.187777E+05  2.735712E+03  2.607356E+04  5.102129E+04  4.242256E+02  6.744100E+02  7.309734E+03
3.846173E+00  1.152874E+05  2.620289E+03  2.491135E+04  5.070499E+04  4.039391E+02  6.112237E+02  6.989210E+03
3.935762E+00  1.134786E+05  2.550256E+03  2.413134E+04  4.910931E+04  3.168343E+02  6.752206E+02  6.793758E+03
4.027437E+00  1.095403E+05  2.451599E+03  2.362773E+04  4.817418E+04  3.806831E+02  7.309115E+02  6.948735E+03
4.121248E+00  1.079546E+05  2.415635E+03  2.317422E+04  4.756370E+04  4.067393E+02  8.283594E+02  6.621915E+03
4.217245E+00  1.055602E+05  2.321870E+03  2.261278E+04  4.633075E+04  3.926335E+02  5.865266E+02  6.529350E+03
4.315477E+00  1.032806E+05  2.212174E+03  2.228753E+04  4.638933E+04  3.600111E+02  6.726524E+02  6.262299E+03
4.415997E+00  1.000130E+05  2.430310E+03  2.245143E+04  4.486120E+04  3.286705E+02  7.221492E+02  6.050314E+03
4.518859E+00  9.961383E+04  2.365942E+03  2.223895E+04  4.505694E+04  2.759511E+02  6.559494E+02  5.935211E+03
4.624117E+00  9.534371E+04  2.382819E+03  2.072036E+04  4.376607E+04  4.111358E+02  5.083937E+02  5.711693E+03
4.731826E+00  9.415411E+04  2.173053E+03  2.103930E+04  4.268775E+04  4.017772E+02  6.134662E+02  6.091461E+03
4.842045E+00  9.244575E+04  2.144697E+03  2.010021E+04  4.183004E+04  3.081947E+02  5.066214E+02  5.733266E+03
4.954830E+00  8.966068E+04  2.124758E+03  1.997685E+04  4.125744E+04  2.970536E+02  5.528498E+02  5.396474E+03
5.070243E+00  8.749880E+04  2.108648E+03  2.010674E+04  4.000786E+04  2.902918E+02  5.241380E+02  5.701009E+03
5.188344E+00  8.545980E+04  2.143390E+03  1.882952E+04  3.912869E+04  3.349047E+02  4.767467E+02  5.122072E+03
5.309196E+00  8.355685E+04  1.982940E+03  1.862423E+04  3.856914E+04  2.425732E+02  4.543435E+02  5.236501E+03
5.432863E+00  8.220422E+04  2.009294E+03  1.838090E+04  3.790192E+04  2.859670E+02  5.719340E+02  4.947982E+03
5.559411E+00  8.016020E+04  1.963557E+03  1.841478E+04  3.753189E+04  2.831347E+02  4.669883E+02  5.041268E+03
5.688906E+00  7.682632E+04  1.922455E+03  1.760753E+04  3.669553E+04  2.335693E+02  5.318192E+02  4.761219E+03
5.821418E+00  7.564290E+04  1.843578E+03  1.787393E+04  3.564252E+04  3.090189E+02  4.705515E+02  4.838954E+03
5.957016E+00  7.452160E+04  1.890836E+03  1.718225E+04  3.534251E+04  2.573734E+02  4.495455E+02  4.502318E+03
6.095773E+00  7.328807E+04  1.841088E+03  1.702252E+04  3.435357E+04  2.414542E+02  4.594337E+02  4.564156E+03
6.237762E+00  7.023029E+04  1.632043E+03  1.591734E+04  3.336185E+04  2.621756E+02  4.915793E+02  4.371779E+03
6.383058E+00  6.915368E+04  1.594893E+03  1.591050E+04  3.320133E+04  2.498026E+02  4.387558E+02  4.163376E+03
6.531738E+00  6.817419E+04  1.702555E+03  1.605535E+04  3.237046E+04  2.003006E+02  3.599152E+02  4.221962E+03
6.683882E+00  6.575988E+04  1.633216E+03  1.543909E+04  3.118402E+04  2.599688E+02  4.281839E+02  4.196202E+03
6.839570E+00  6.541370E+04  1.625928E+03  1.513846E+04  3.087170E+04  1.882968E+02  4.303926E+02  4.055853E+03
6.998884E+00  6.327920E+04  1.583075E+03  1.506550E+04  3.033838E+04  2.570307E+02  4.176749E+02  4.127095E+03
7.161909E+00  6.242393E+04  1.501371E+03  1.460269E+04  2.975912E+04  2.197825E+02  3.881872E+02  3.970356E+03
7.328731E+00  5.925407E+04  1.550876E+03  1.408341E+04  2.913750E+04  2.370944E+02  3.960871E+02  3.743302E+03
7.499439E+00  5.906649E+04  1.583720E+03  1.413627E+04  2.867324E+04  2.071648E+02  3.598125E+02  3.876162E+03
7.674123E+00  5.732773E+04  1.515705E+03  1.384379E+04  2.788470E+04  2.077767E+02  3.542860E+02  3.612119E+03
7.852877E+00  5.583016E+04  1.436949E+03  1.349222E+04  2.738794E+04  1.848250E+02  3.201898E+02  3.529897E+03
8.035794E+00  5.477046E+04  1.366081E+03  1.307826E+04  2.666530E+04  1.704422E+02  2.976379E+02  3.431739E+03
8.222971E+00  5.395878E+04  1.461772E+03  1.317584E+04  2.669474E+04  1.566184E+02  3.231809E+02  3.453064E+03
8.414509E+00  5.227866E+04  1.372621E+03  1.281032E+04  2.575912E+04  1.797770E+02  3.206832E+02  3.478927E+03
8.610508E+00  5.091059E+04  1.360370E+03  1.216973E+04  2.517277E+04  1.638141E+02  2.777718E+02  3.285779E+03
8.811073E+00  5.040366E+04  1.264442E+03  1.240545E+04  2.466705E+04  1.856061E+02  3.642520E+02  3.027700E+03
9.016309E+00  4.864191E+04  1.197116E+03  1.197343E+04  2.417131E+04  1.428377E+02  2.947445E+02  3.108421E+03
9.226326E+00  4.752360E+04  1.227473E+03  1.158345E+04  2.408418E+04  1.927621E+02  3.522893E+02  3.155094E+03
9.441234E+00  4.656958E+04  1.299133E+03  1.164240E+04  2.303796E+04  1.515655E+02  2.836440E+02  3.007493E+03
9.661149E+00  4.587559E+04  1.119330E+03  1.127793E+04  2.274630E+04  1.417676E+02  3.004628E+02  2.896715E+03
9.886186E+00  4.422961E+04  1.211713E+03  1.092196E+04  2.215202E+04  1.488795E+02  2.708779E+02  2.820439E+03
1.011646E+01  4.333800E+04  1.129573E+03  1.105122E+04  2.174074E+04  1.374078E+02  2.970432E+02  2.707741E+03
1.035211E+01  4.230017E+04  1.048569E+03  1.096159E+04  2.132682E+04  1.579764E+02  3.041046E+02  2.719169E+03
1.059324E+01  4.128326E+04  1.107680E+03  1.031647E+04  2.074873E+04  1.640292E+02  2.412195E+02  2.746042E+03
1.083999E+01  3.992112E+04  1.097553E+03  1.024382E+04  2.094402E+04  1.301222E+02  2.677877E+02  2.677877E+03
1.109248E+01  3.950077E+04  1.074412E+03  9.914815E+03  2.017241E+04  1.234745E+02  2.653779E+02  2.454746E+03
1.135086E+01  3.821982E+04  1.105785E+03  9.858415E+03  1.959617E+04  1.386734E+02  2.539343E+02  2.465504E+03
1.161526E+01  3.749415E+04  1.004936E+03  9.744888E+03  1.898819E+04  1.284769E+02  2.446342E+02  2.409383E+03
1.188581E+01  3.703109E+04  1.047417E+03  9.225525E+03  1.867808E+04  1.203928E+02  2.906625E+02  2.309821E+03
1.216267E+01  3.579823E+04  9.664295E+02  9.279404E+03  1.821425E+04  1.294175E+02  1.882437E+02  2.332877E+03
1.244597E+01  3.514433E+04  8.803738E+02  9.071464E+03  1.802138E+04  1.215441E+02  2.299484E+02  2.315909E+03
1.273587E+01  3.414370E+04  8.699647E+02  8.816819E+03  1.774118E+04  1.348285E+02  2.536059E+02  2.202198E+03
1.303253E+01  3.329278E+04  9.474128E+02  8.644358E+03  1.716009E+04  1.348965E+02  2.180304E+02  2.203833E+03
1.333610E+01  3.250275E+04  9.687671E+02  8.507370E+03  1.666678E+04  1.134316E+02  2.222646E+02  2.136806E+03
1.364674E+01  3.142586E+04  9.122621E+02  8.246310E+03  1.657651E+04  1.018618E+02  1.842500E+02  2.074685E+03
1.396461E+01  3.101500E+04  8.578274E+02  8.172783E+03  1.612013E+04  1.127179E+02  2.122611E+02  2.002573E+03
1.428989E+01  3.071100E+04  8.926617E+02  8.136955E+03  1.592200E+04  1.029994E+02  1.959850E+02  1.988461E+03
1.462274E+01  2.993364E+04  8.485765E+02  7.656760E+03  1.558473E+04  1.188287E+02  2.124936E+02  1.972556E+03
1.496335E+01  2.901592E+04  8.005712E+02  7.558976E+03  1.515211E+04  1.024622E+02  1.598410E+02  1.908529E+03
1.531189E+01  2.869855E+04  7.930284E+02  7.511074E+03  1.481521E+04  1.068052E+02  1.708883E+02  1.819693E+03
1.566855E+01  2.750907E+04  7.554068E+02  7.261821E+03  1.444406E+04  8.741322E+01  1.970059E+02  1.778272E+03
1.603352E+01  2.734570E+04  7.611612E+02  7.215094E+03  1.425424E+04  9.179834E+01  1.708469E+02  1.816842E+03
1.640699E+01  2.594701E+04  7.575406E+02  7.121878E+03  1.394224E+04  6.478965E+01  1.557444E+02  1.775486E+03
1.678915E+01  2.571314E+04  7.025514E+02  6.880621E+03  1.352990E+04  7.792598E+01  1.802038E+02  1.703413E+03
1.718022E+01  2.521113E+04  7.436736E+02  6.739467E+03  1.338374E+04  7.020278E+01  1.475448E+02  1.607525E+03
