# Er [keV]  dR/dEr H1 [1/keV/kg/Myr]  O16  Mg24  Mg25  Mg26  Cl35  Cl37
2.065517E+01  7.915204E+03  6.675346E+02  8.467150E+01  6.675346E+00  8.080683E+00  9.531692E+02  1.350186E+00
2.113629E+01  7.751856E+03  6.581764E+02  8.823753E+01  5.150050E+00  9.956764E+00  8.895854E+02  1.663657E+00
2.162862E+01  7.651230E+03  6.609771E+02  9.428151E+01  4.361778E+00  8.052513E+00  9.290587E+02  1.345479E+00
2.213241E+01  7.401981E+03  6.357671E+02  8.754502E+01  4.918260E+00  6.885564E+00  8.702041E+02  1.150496E+00
2.264794E+01  7.249512E+03  6.318691E+02  7.882343E+01  7.049250E+00  9.933034E+00  8.689802E+02  1.659692E+00
2.317548E+01  7.080423E+03  6.040216E+02  7.890795E+01  6.262536E+00  7.828169E+00  8.260284E+02  1.307994E+00
2.371531E+01  6.954137E+03  6.141403E+02  8.170177E+01  4.589987E+00  9.179974E+00  8.268097E+02  1.533864E+00
2.426771E+01  6.775208E+03  5.926849E+02  6.758163E+01  5.083574E+00  1.016715E+01  8.061950E+02  1.698809E+00
2.483298E+01  6.647286E+03  5.859150E+02  7.101114E+01  4.383404E+00  7.890127E+00  7.764469E+02  1.318346E+00
2.541141E+01  6.475128E+03  5.380233E+02  7.339278E+01  6.282650E+00  6.282650E+00  7.773352E+02  1.049756E+00
2.600332E+01  6.280851E+03  5.419627E+02  6.893141E+01  4.744267E+00  6.139640E+00  7.582455E+02  1.025861E+00
2.660901E+01  6.221335E+03  5.151719E+02  7.527128E+01  4.908996E+00  5.181718E+00  7.227134E+02  8.658034E-01
2.722882E+01  6.060531E+03  5.178369E+02  6.609550E+01  2.665141E+00  6.929367E+00  7.235858E+02  1.157815E+00
2.786306E+01  5.878300E+03  5.117794E+02  6.276785E+01  3.125370E+00  5.729845E+00  6.834143E+02  9.573889E-01
2.851207E+01  5.740422E+03  4.986027E+02  6.006648E+01  3.054228E+00  5.090380E+00  6.525867E+02  8.505419E-01
2.917620E+01  5.632388E+03  4.857608E+02  6.019156E+01  3.482156E+00  6.218136E+00  6.277830E+02  1.038976E+00
2.985580E+01  5.547687E+03  4.795648E+02  6.149513E+01  3.159829E+00  5.104339E+00  6.533554E+02  8.528742E-01
3.055124E+01  5.367249E+03  4.541592E+02  6.080792E+01  2.612840E+00  8.313583E+00  6.365830E+02  1.389101E+00
3.126287E+01  5.264110E+03  4.593736E+02  5.501341E+01  3.946109E+00  5.338854E+00  6.095579E+02  8.920589E-01
3.199107E+01  5.113434E+03  4.613932E+02  5.807112E+01  2.948924E+00  4.763646E+00  5.836601E+02  7.959486E-01
3.273624E+01  4.972654E+03  4.247327E+02  5.697093E+01  2.438445E+00  6.206950E+00  6.040692E+02  1.037107E+00
3.349876E+01  4.834550E+03  4.343448E+02  5.567412E+01  1.083154E+00  5.415770E+00  5.654064E+02  9.049107E-01
3.427905E+01  4.821249E+03  4.242462E+02  5.356002E+01  3.810594E+00  4.869093E+00  5.468203E+02  8.135674E-01
3.507751E+01  4.703021E+03  4.114859E+02  5.440965E+01  3.310093E+00  5.378901E+00  5.511305E+02  8.987503E-01
3.589457E+01  4.589902E+03  3.895847E+02  5.013856E+01  2.628231E+00  5.256462E+00  5.260506E+02  8.782922E-01
3.673066E+01  4.492338E+03  3.890146E+02  5.275109E+01  4.148962E+00  6.914937E+00  5.221766E+02  1.155404E+00
3.758623E+01  4.320767E+03  3.992737E+02  4.826810E+01  3.475303E+00  6.178317E+00  4.921416E+02  1.032323E+00
3.846173E+01  4.276188E+03  3.867890E+02  4.811277E+01  3.584873E+00  3.773551E+00  4.801843E+02  6.305154E-01
3.935762E+01  4.183459E+03  3.453488E+02  4.793951E+01  2.396975E+00  5.347099E+00  4.698072E+02  8.934365E-01
4.027437E+01  4.112377E+03  3.551459E+02  4.540678E+01  2.342413E+00  3.423527E+00  4.596536E+02  5.720307E-01
4.121248E+01  3.946750E+03  3.477662E+02  4.807097E+01  2.993430E+00  4.402103E+00  4.525362E+02  7.355390E-01
4.217245E+01  3.883238E+03  3.219541E+02  4.439560E+01  3.097367E+00  4.646051E+00  4.396541E+02  7.762998E-01
4.315477E+01  3.804094E+03  3.269012E+02  4.103080E+01  2.690545E+00  4.372135E+00  4.314961E+02  7.305317E-01
4.415997E+01  3.733278E+03  3.051632E+02  4.305479E+01  2.300638E+00  4.601276E+00  4.216740E+02  7.688183E-01
4.518859E+01  3.572339E+03  3.205389E+02  3.629348E+01  1.766497E+00  4.014766E+00  4.042066E+02  6.708195E-01
4.624117E+01  3.552698E+03  3.042972E+02  3.970459E+01  1.726287E+00  3.452573E+00  3.881006E+02  5.768839E-01
4.731826E+01  3.438702E+03  3.108665E+02  3.803399E+01  1.533629E+00  4.140797E+00  3.769659E+02  6.918779E-01
4.842045E+01  3.415581E+03  2.864052E+02  3.611913E+01  3.596926E+00  4.196413E+00  3.758787E+02  7.011707E-01
4.954830E+01  3.316742E+03  2.854513E+02  4.086245E+01  1.903985E+00  3.075668E+00  3.539948E+02  5.139075E-01
5.070243E+01  3.226216E+03  2.683623E+02  3.291911E+01  2.003772E+00  2.719404E+00  3.655452E+02  4.543801E-01
5.188344E+01  3.129700E+03  2.727438E+02  3.189004E+01  1.678423E+00  3.216978E+00  3.401604E+02  5.375187E-01
5.309196E+01  3.058869E+03  2.691324E+02  3.458125E+01  1.776902E+00  3.417120E+00  3.232595E+02  5.709600E-01
5.432863E+01  2.999659E+03  2.585982E+02  3.112262E+01  2.805043E+00  3.072190E+00  3.332658E+02  5.133263E-01
5.559411E+01  2.903967E+03  2.502317E+02  2.910885E+01  2.219060E+00  2.871725E+00  3.286820E+02  4.798311E-01
5.688906E+01  2.902156E+03  2.473421E+02  2.678795E+01  1.530740E+00  2.168548E+00  3.121434E+02  3.623386E-01
5.821418E+01  2.792340E+03  2.473215E+02  3.365766E+01  9.972641E-01  2.368502E+00  2.941929E+02  3.957485E-01
5.957016E+01  2.750097E+03  2.336516E+02  3.082057E+01  2.314589E+00  2.680050E+00  2.859126E+02  4.478044E-01
6.095773E+01  2.655949E+03  2.347616E+02  3.107139E+01  1.666665E+00  2.857140E+00  2.888092E+02  4.773940E-01
6.237762E+01  2.650986E+03  2.247643E+02  2.908441E+01  2.094077E+00  3.024778E+00  2.756038E+02  5.054044E-01
6.383058E+01  2.545052E+03  2.284021E+02  2.683071E+01  1.364274E+00  2.160100E+00  2.659197E+02  3.609269E-01
6.531738E+01  2.502785E+03  2.177591E+02  2.866421E+01  1.666524E+00  3.110844E+00  2.601999E+02  5.197850E-01
6.683882E+01  2.431483E+03  2.097622E+02  2.432026E+01  1.411444E+00  2.931460E+00  2.568828E+02  4.898121E-01
6.839570E+01  2.384518E+03  2.131573E+02  2.663140E+01  1.485417E+00  2.546428E+00  2.413802E+02  4.254778E-01
6.998884E+01  2.340712E+03  1.970034E+02  2.343304E+01  1.762662E+00  2.073720E+00  2.459432E+02  3.464940E-01
7.161909E+01  2.264025E+03  1.997132E+02  2.543279E+01  1.215910E+00  2.431820E+00  2.256526E+02  4.063282E-01
7.328731E+01  2.220609E+03  1.905133E+02  2.208132E+01  7.921551E-01  2.079407E+00  2.223975E+02  3.474441E-01
7.499439E+01  2.185157E+03  1.774678E+02  2.215928E+01  1.548247E+00  2.225605E+00  2.228508E+02  3.718721E-01
7.674123E+01  2.119908E+03  1.744683E+02  2.288419E+01  1.323879E+00  1.513004E+00  2.155086E+02  2.528050E-01
7.852877E+01  2.027851E+03  1.740085E+02  2.125436E+01  1.201333E+00  2.310257E+00  2.082927E+02  3.860164E-01
8.035794E+01  2.030908E+03  1.663450E+02  2.131239E+01  7.224540E-01  2.347975E+00  1.974106E+02  3.923187E-01
8.222971E+01  1.973824E+03  1.634411E+02  1.862099E+01  1.059013E+00  2.118027E+00  1.933582E+02  3.538971E-01
8.414509E+01  1.926825E+03  1.681724E+02  1.871457E+01  1.293634E+00  1.466119E+00  1.877494E+02  2.449710E-01
8.610508E+01  1.891393E+03  1.597090E+02  1.938421E+01  1.348467E+00  1.432746E+00  1.805260E+02  2.393948E-01
8.811073E+01  1.851469E+03  1.521203E+02  1.778992E+01  1.070690E+00  1.235411E+00  1.750166E+02  2.064225E-01
9.016309E+01  1.826629E+03  1.474503E+02  1.923615E+01  1.126804E+00  1.690205E+00  1.658816E+02  2.824132E-01
9.226326E+01  1.759959E+03  1.456670E+02  1.683193E+01  7.865389E-01  1.101154E+00  1.677687E+02  1.839898E-01
9.441234E+01  1.717823E+03  1.476548E+02  1.967706E+01  1.076089E+00  1.306680E+00  1.577239E+02  2.183306E-01
9.661149E+01  1.697874E+03  1.414394E+02  1.614948E+01  1.051594E+00  1.201822E+00  1.523310E+02  2.008102E-01
9.886186E+01  1.640728E+03  1.329348E+02  1.739677E+01  1.321273E+00  2.055314E+00  1.575252E+02  3.434185E-01
1.011646E+02  1.609191E+03  1.344280E+02  1.463357E+01  1.004265E+00  1.004265E+00  1.403101E+02  1.678007E-01
1.035211E+02  1.589666E+03  1.300362E+02  1.731479E+01  9.814050E-01  9.814050E-01  1.404110E+02  1.639811E-01
1.059324E+02  1.537793E+03  1.196777E+02  1.555056E+01  6.850467E-01  9.590654E-01  1.334471E+02  1.602484E-01
1.083999E+02  1.484379E+03  1.164179E+02  1.519659E+01  6.694532E-01  1.071125E+00  1.302756E+02  1.789722E-01
1.109248E+02  1.460534E+03  1.174315E+02  1.563573E+01  5.233717E-01  1.504694E+00  1.284877E+02  2.514164E-01
1.135086E+02  1.439244E+03  1.146945E+02  1.259466E+01  8.950520E-01  1.022917E+00  1.267138E+02  1.709172E-01
1.161526E+02  1.392737E+03  1.110216E+02  1.274531E+01  6.247701E-01  1.312017E+00  1.217677E+02  2.192224E-01
1.188581E+02  1.350839E+03  1.069681E+02  1.269941E+01  4.273840E-01  1.648481E+00  1.175306E+02  2.754416E-01
1.216267E+02  1.346462E+03  1.115140E+02  1.229101E+01  5.966508E-01  1.014306E+00  1.149746E+02  1.694785E-01
1.244597E+02  1.289633E+03  1.057688E+02  1.107832E+01  5.830693E-01  9.912179E-01  1.086258E+02  1.656207E-01
1.273587E+02  1.271673E+03  1.006831E+02  1.094010E+01  6.267768E-01  7.407362E-01  1.047857E+02  1.237682E-01
1.303253E+02  1.246401E+03  9.516172E+01  1.230587E+01  7.238750E-01  8.352404E-01  9.755607E+01  1.395587E-01
1.333610E+02  1.220206E+03  9.348531E+01  1.017564E+01  7.073976E-01  1.305965E+00  9.196168E+01  2.182112E-01
1.364674E+02  1.182859E+03  9.087873E+01  9.412250E+00  5.317656E-01  1.063531E+00  9.550510E+01  1.777034E-01
1.396461E+02  1.164405E+03  9.099266E+01  1.023732E+01  6.755594E-01  8.314578E-01  9.120052E+01  1.389267E-01
1.428989E+02  1.137138E+03  8.709322E+01  9.090196E+00  5.078322E-01  1.066448E+00  8.206568E+01  1.781907E-01
1.462274E+02  1.094281E+03  8.650030E+01  9.329923E+00  2.481362E-01  7.940360E-01  8.535887E+01  1.326740E-01
1.496335E+02  1.087850E+03  8.074850E+01  1.081496E+01  4.849760E-01  8.729567E-01  8.166995E+01  1.458607E-01
1.531189E+02  1.056405E+03  7.891044E+01  8.625645E+00  4.739366E-01  6.161175E-01  7.824693E+01  1.029459E-01
1.566855E+02  1.015221E+03  7.679001E+01  8.521931E+00  8.799820E-01  6.484078E-01  7.127855E+01  1.083412E-01
1.603352E+02  1.003744E+03  7.164751E+01  8.101646E+00  2.715635E-01  5.883877E-01  7.083282E+01  9.831257E-02
1.640699E+02  9.641328E+02  7.351081E+01  7.696078E+00  1.769213E-01  1.105758E+00  6.957431E+01  1.847590E-01
1.678915E+02  9.586114E+02  6.911442E+01  7.650564E+00  3.890117E-01  7.348000E-01  6.699647E+01  1.227763E-01
1.718022E+02  9.137279E+02  6.754118E+01  6.842822E+00  5.491153E-01  8.870324E-01  6.243019E+01  1.482126E-01
1.758040E+02  9.131552E+02  6.344451E+01  7.471345E+00  6.191722E-01  5.778941E-01  6.348579E+01  9.655922E-02
1.798990E+02  8.804290E+02  6.510641E+01  6.897891E+00  4.437240E-01  4.840625E-01  5.611091E+01  8.088108E-02
1.840894E+02  8.618860E+02  6.224469E+01  6.070730E+00  3.942033E-01  7.095659E-01  5.656817E+01  1.185600E-01
1.883774E+02  8.516667E+02  6.117454E+01  6.086636E+00  1.926150E-01  4.237531E-01  5.061923E+01  7.080410E-02
1.927653E+02  8.253159E+02  5.899147E+01  6.851594E+00  4.141073E-01  1.016445E+00  5.014463E+01  1.698359E-01
1.972553E+02  8.053521E+02  5.408011E+01  5.959849E+00  2.207351E-01  6.254162E-01  4.870889E+01  1.044996E-01
2.018500E+02  7.818790E+02  5.479049E+01  5.464668E+00  2.516624E-01  6.471318E-01  4.684515E+01  1.081280E-01
2.065517E+02  7.613760E+02  5.196230E+01  5.902412E+00  3.162006E-01  6.675346E-01  4.208982E+01  1.115371E-01
2.113629E+02  7.504997E+02  5.163784E+01  5.974058E+00  4.120040E-01  4.120040E-01  4.202441E+01  6.884096E-02
2.162862E+02  7.350938E+02  5.005979E+01  5.502551E+00  4.697299E-01  4.697299E-01  4.039678E+01  7.848628E-02
2.213241E+02  7.138690E+02  4.980558E+01  5.213355E+00  3.278840E-01  2.950956E-01  3.682137E+01  4.930696E-02
2.264794E+02  6.949919E+02  4.617259E+01  4.614054E+00  2.242943E-01  8.010511E-01  3.652793E+01  1.338461E-01
2.317548E+02  6.772619E+02  4.318018E+01  5.103966E+00  2.191887E-01  2.818141E-01  3.234600E+01  4.708778E-02
2.371531E+02  6.646301E+02  4.531847E+01  4.620587E+00  2.141994E-01  4.283988E-01  3.127311E+01  7.158034E-02
2.426771E+02  6.416965E+02  4.135637E+01  4.485506E+00  3.588405E-01  3.289371E-01  2.972395E+01  5.496148E-02
2.483298E+02  6.264761E+02  3.977208E+01  4.061954E+00  2.337815E-01  3.214496E-01  2.971948E+01  5.371040E-02
2.541141E+02  6.091315E+02  3.998050E+01  4.397855E+00  3.712475E-01  3.998050E-01  2.795779E+01  6.680266E-02
2.600332E+02  5.994521E+02  3.948905E+01  3.934951E+00  1.953522E-01  3.627969E-01  2.506089E+01  6.061904E-02
2.660901E+02  5.838160E+02  3.529023E+01  3.599931E+00  1.636332E-01  3.272664E-01  2.519951E+01  5.468232E-02
2.722882E+02  5.726322E+02  3.336757E+01  3.944409E+00  2.132113E-01  3.464683E-01  2.318673E+01  5.789073E-02
2.786306E+02  5.589985E+02  3.432698E+01  3.073281E+00  2.083580E-01  2.864923E-01  2.036700E+01  4.786944E-02
2.851207E+02  5.327846E+02  3.471639E+01  2.926969E+00  1.781633E-01  2.799709E-01  1.967432E+01  4.677980E-02
2.917620E+02  5.269995E+02  3.061810E+01  3.482156E+00  2.487254E-01  3.482156E-01  1.783361E+01  5.818268E-02
2.985580E+02  5.137639E+02  3.026144E+01  2.892459E+00  2.187574E-01  1.944510E-01  1.767074E+01  3.249045E-02
3.055124E+02  5.047533E+02  2.897878E+01  2.327803E+00  7.125929E-02  2.612840E-01  1.615210E+01  4.365745E-02
3.126287E+02  4.908496E+02  2.773883E+01  3.156888E+00  2.089117E-01  2.321241E-01  1.504164E+01  3.878517E-02
3.199107E+02  4.801982E+02  2.651763E+01  2.313771E+00  1.134201E-01  2.041563E-01  1.306600E+01  3.411208E-02
3.273624E+02  4.648562E+02  2.697806E+01  2.482780E+00  2.216768E-02  1.551737E-01  1.276858E+01  2.592769E-02
3.349876E+02  4.557695E+02  2.573574E+01  2.079656E+00  1.083154E-01  1.083154E-01  1.180638E+01  1.809821E-02
3.427905E+02  4.434050E+02  2.527694E+01  2.265187E+00  1.270198E-01  8.467987E-02  1.117774E+01  1.414900E-02
3.507751E+02  4.313879E+02  2.432918E+01  2.089496E+00  1.448166E-01  2.068808E-01  1.038542E+01  3.456732E-02
3.589457E+02  4.216289E+02  2.290605E+01  2.183454E+00  8.086865E-02  2.223888E-01  9.825541E+00  3.715852E-02
3.673066E+02  4.123476E+02  2.171290E+01  1.936182E+00  1.382987E-01  3.951393E-02  9.503100E+00  6.602307E-03
3.758623E+02  3.938098E+02  1.932655E+01  1.563886E+00  9.653620E-02  1.737652E-01  9.113018E+00  2.903409E-02
3.846173E+02  3.896569E+02  1.960360E+01  1.471685E+00  7.547102E-02  1.320743E-01  8.056531E+00  2.206804E-02
3.935762E+02  3.799390E+02  1.821701E+01  1.751636E+00  5.531482E-02  1.475062E-01  7.541253E+00  2.464652E-02
4.027437E+02  3.699211E+02  1.755008E+01  1.351392E+00  1.261300E-01  7.207426E-02  6.396591E+00  1.204275E-02
4.121248E+02  3.588418E+02  1.690408E+01  1.250197E+00  7.043365E-02  7.043365E-02  5.916427E+00  1.176862E-02
4.217245E+02  3.517577E+02  1.614073E+01  1.135701E+00  1.720760E-02  3.441519E-02  5.540846E+00  5.750369E-03
4.315477E+02  3.449110E+02  1.562197E+01  1.378904E+00  5.044771E-02  6.726361E-02  5.717407E+00  1.123895E-02
4.415997E+02  3.338883E+02  1.400102E+01  1.446115E+00  4.929938E-02  1.478981E-01  4.699874E+00  2.471202E-02
4.518859E+02  3.230281E+02  1.368232E+01  8.671894E-01  1.605906E-02  3.211813E-02  4.737424E+00  5.366556E-03
4.624117E+02  3.132425E+02  1.315117E+01  8.474498E-01  1.569351E-02  6.277406E-02  3.687976E+00  1.048880E-02
4.731826E+02  3.058669E+02  1.233037E+01  9.508498E-01  4.600886E-02  7.668143E-02  3.527346E+00  1.281255E-02
4.842045E+02  2.980353E+02  1.198975E+01  8.842442E-01  4.496157E-02  8.992314E-02  3.162297E+00  1.502509E-02
4.954830E+02  2.899037E+02  1.101382E+01  8.934084E-01  4.393812E-02  8.787624E-02  2.724163E+00  1.468307E-02
5.070243E+02  2.803849E+02  1.053411E+01  7.728834E-01  5.725062E-02  1.001886E-01  2.590591E+00  1.674032E-02
5.188344E+02  2.705338E+02  1.019642E+01  6.993430E-01  1.398686E-02  2.797372E-02  2.405740E+00  4.674075E-03
5.309196E+02  2.668634E+02  9.390245E+00  5.194022E-01  6.834240E-02  9.567936E-02  2.200625E+00  1.598688E-02
5.432863E+02  2.569954E+02  8.428486E+00  5.075792E-01  2.671469E-02  6.678674E-02  1.629596E+00  1.115927E-02
5.559411E+02  2.513673E+02  8.667389E+00  5.743451E-01  2.610659E-02  1.305330E-02  1.683875E+00  2.181050E-03
5.688906E+02  2.454287E+02  7.870555E+00  3.954412E-01  0.000000E+00  1.275617E-02  1.632789E+00  2.131404E-03
5.821418E+02  2.373987E+02  6.993315E+00  4.612347E-01  4.986321E-02  2.493160E-02  1.508362E+00  4.165774E-03
5.957016E+02  2.316294E+02  6.968130E+00  3.654614E-01  1.218205E-02  6.091023E-02  9.989277E-01  1.017737E-02
6.095773E+02  2.248331E+02  6.273802E+00  1.904760E-01  1.190475E-02  3.571424E-02  9.761893E-01  5.967425E-03
6.237762E+02  2.160971E+02  6.352035E+00  3.024778E-01  1.163376E-02  5.816881E-02  1.000504E+00  9.719316E-03
6.383058E+02  2.102232E+02  5.241084E+00  1.819031E-01  4.547578E-02  1.136895E-02  8.640399E-01  1.899615E-03
6.531738E+02  2.029492E+02  5.121783E+00  3.221946E-01  1.111016E-02  1.111016E-02  6.666094E-01  1.856375E-03
6.683882E+02  2.003164E+02  4.581763E+00  2.714315E-01  0.000000E+00  2.171452E-02  5.971493E-01  3.628237E-03
6.839570E+02  1.951731E+02  4.562351E+00  2.015922E-01  0.000000E+00  1.061012E-02  5.411160E-01  1.772824E-03
6.998884E+02  1.866348E+02  4.209652E+00  2.281092E-01  2.073720E-02  1.036860E-02  4.147441E-01  1.732470E-03
7.161909E+02  1.819711E+02  4.032768E+00  1.519888E-01  2.026517E-02  3.039775E-02  3.343753E-01  5.079102E-03
7.328731E+02  1.747890E+02  3.950873E+00  1.584310E-01  0.000000E+00  3.960775E-02  4.257833E-01  6.617984E-03
7.499439E+02  1.721747E+02  3.541615E+00  1.838543E-01  0.000000E+00  0.000000E+00  3.386790E-01  0.000000E+00
7.674123E+02  1.650877E+02  3.158397E+00  1.985818E-01  0.000000E+00  0.000000E+00  1.891256E-01  0.000000E+00
7.852877E+02  1.587239E+02  3.169672E+00  1.201333E-01  9.241026E-03  9.241026E-03  1.478564E-01  1.544065E-03
8.035794E+02  1.565648E+02  2.718233E+00  1.444908E-01  0.000000E+00  1.806135E-02  1.354601E-01  3.017836E-03
8.222971E+02  1.504329E+02  2.479856E+00  1.147265E-01  8.825112E-03  0.000000E+00  8.825112E-02  0.000000E+00
8.414509E+02  1.456373E+02  2.380287E+00  1.207392E-01  8.624228E-03  8.624228E-03  4.312114E-02  1.441006E-03
8.610508E+02  1.409485E+02  2.165974E+00  5.899541E-02  0.000000E+00  0.000000E+00  5.899541E-02  0.000000E+00
8.811073E+02  1.359199E+02  1.902533E+00  7.412466E-02  0.000000E+00  8.236073E-03  4.118037E-02  1.376150E-03
9.016309E+02  1.328421E+02  1.746546E+00  6.438878E-02  0.000000E+00  0.000000E+00  4.829159E-02  0.000000E+00
9.226326E+02  1.286935E+02  1.643866E+00  3.932695E-02  7.865389E-03  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  1.248801E+02  1.552643E+00  5.380446E-02  0.000000E+00  1.537270E-02  7.686351E-03  2.568595E-03
9.661149E+02  1.208733E+02  1.464721E+00  3.755694E-02  7.511388E-03  0.000000E+00  2.253416E-02  0.000000E+00
9.886186E+02  1.157803E+02  1.225848E+00  5.138286E-02  7.340408E-03  7.340408E-03  7.340408E-03  1.226495E-03
