# Er [keV]  dR/dEr H1 [1/keV/kg/Myr]  O16  Mg24  Mg25  Mg26  Cl35  Cl37
1.396461E-01  1.186386E+06  3.996194E+04  5.144645E+03  2.078644E+02  3.117967E+02  5.882564E+04  5.209751E+01
1.428989E-01  1.170452E+06  3.895073E+04  5.738504E+03  2.031329E+02  5.586154E+02  5.291611E+04  9.333798E+01
1.462274E-01  1.153784E+06  3.548348E+04  4.416825E+03  5.458997E+02  3.473907E+02  5.394482E+04  5.804486E+01
1.496335E-01  1.103272E+06  3.525775E+04  4.752764E+03  9.699519E+01  4.364784E+02  5.058299E+04  7.293034E+01
1.531189E-01  1.096689E+06  3.649311E+04  4.360216E+03  2.843619E+02  3.317556E+02  5.417095E+04  5.543241E+01
1.566855E-01  1.060239E+06  3.399510E+04  4.492540E+03  9.262969E+01  6.484078E+02  5.122422E+04  1.083412E+02
1.603352E-01  1.033571E+06  3.249710E+04  4.118714E+03  2.715635E+02  5.431271E+02  5.123499E+04  9.075007E+01
1.640699E-01  1.010177E+06  3.268622E+04  4.423033E+03  3.538427E+02  4.865337E+02  5.086488E+04  8.129398E+01
1.678915E-01  1.000106E+06  3.475172E+04  3.933341E+03  2.161176E+02  4.754588E+02  4.862647E+04  7.944350E+01
1.718022E-01  9.712583E+05  3.083494E+04  4.519641E+03  2.956775E+02  1.689586E+02  4.984278E+04  2.823096E+01
1.758040E-01  9.418435E+05  3.207312E+04  4.127815E+03  3.715033E+02  2.889470E+02  4.726348E+04  4.827961E+01
1.798990E-01  9.285126E+05  3.049594E+04  4.275886E+03  2.420313E+02  3.630469E+02  4.792219E+04  6.066081E+01
1.840894E-01  9.110432E+05  3.066901E+04  3.587250E+03  3.942033E+01  5.518846E+02  4.513627E+04  9.221334E+01
1.883774E-01  8.869923E+05  2.989386E+04  4.353100E+03  2.696611E+02  5.007991E+02  4.453260E+04  8.367757E+01
1.927653E-01  8.683077E+05  3.143451E+04  3.237566E+03  1.882306E+02  4.893995E+02  4.713294E+04  8.177283E+01
1.972553E-01  8.346731E+05  3.064539E+04  3.899654E+03  2.207351E+02  1.471568E+02  4.403666E+04  2.458814E+01
2.018500E-01  8.235111E+05  2.879736E+04  4.062549E+03  1.797588E+02  5.033247E+02  4.188381E+04  8.409956E+01
2.065517E-01  8.070494E+05  2.817699E+04  3.232273E+03  1.405336E+02  3.864674E+02  4.075475E+04  6.457410E+01
2.113629E-01  7.883010E+05  2.575025E+04  3.536368E+03  1.716683E+02  3.090030E+02  4.058240E+04  5.163072E+01
2.162862E-01  7.694512E+05  2.855287E+04  3.489422E+03  1.006564E+02  3.019692E+02  4.200728E+04  5.045546E+01
2.213241E-01  7.493461E+05  2.823081E+04  3.344417E+03  3.278840E+01  2.950956E+02  4.144454E+04  4.930696E+01
2.264794E-01  7.314237E+05  2.742799E+04  3.973213E+03  9.612613E+01  1.602102E+02  4.101382E+04  2.676922E+01
2.317548E-01  7.183755E+05  2.717940E+04  3.726209E+03  2.191887E+02  3.444395E+02  3.948529E+04  5.755173E+01
2.371531E-01  7.021150E+05  2.438813E+04  3.365991E+03  1.835995E+02  3.365991E+02  3.984109E+04  5.624169E+01
2.426771E-01  6.807503E+05  2.458057E+04  3.050144E+03  4.186473E+02  4.186473E+02  3.794738E+04  6.995097E+01
2.483298E-01  6.721219E+05  2.545296E+04  3.009937E+03  1.461135E+02  3.214496E+02  3.591469E+04  5.371040E+01
2.541141E-01  6.533100E+05  2.270321E+04  3.741033E+03  2.855750E+02  3.426900E+02  3.721042E+04  5.725942E+01
2.600332E-01  6.365690E+05  2.355389E+04  2.734930E+03  2.232596E+02  4.186118E+02  3.502385E+04  6.994505E+01
2.660901E-01  6.200335E+05  2.307228E+04  3.218120E+03  1.636332E+02  3.545386E+02  3.692656E+04  5.923918E+01
2.722882E-01  6.099975E+05  2.337329E+04  2.905004E+03  1.599085E+02  3.731198E+02  3.390060E+04  6.234387E+01
2.786306E-01  5.877259E+05  2.156505E+04  3.125370E+03  5.208950E+01  2.344028E+02  3.510832E+04  3.916591E+01
2.851207E-01  5.842484E+05  2.300852E+04  3.715977E+03  1.527114E+02  2.036152E+02  3.380012E+04  3.402167E+01
2.917620E-01  5.727401E+05  2.037061E+04  2.860343E+03  1.989804E+02  1.989804E+02  3.464745E+04  3.324725E+01
2.985580E-01  5.544041E+05  2.182713E+04  3.329973E+03  1.458383E+02  2.916765E+02  3.247332E+04  4.873567E+01
3.055124E-01  5.443972E+05  1.985759E+04  2.446569E+03  4.750619E+01  1.900248E+02  3.052273E+04  3.175087E+01
3.126287E-01  5.305196E+05  2.040371E+04  2.971188E+03  2.089117E+02  3.017613E+02  3.217240E+04  5.042072E+01
3.199107E-01  5.229123E+05  1.971242E+04  3.243816E+03  1.587882E+02  2.948924E+02  3.057807E+04  4.927301E+01
3.273624E-01  5.032728E+05  1.957406E+04  2.238936E+03  1.551737E+02  1.551737E+02  3.087958E+04  2.592769E+01
3.349876E-01  4.960845E+05  1.951844E+04  2.317950E+03  1.083154E+02  1.949677E+02  2.872524E+04  3.257678E+01
3.427905E-01  4.867611E+05  1.882010E+04  2.561566E+03  8.467987E+01  2.752096E+02  3.118336E+04  4.598424E+01
3.507751E-01  4.790946E+05  1.944680E+04  2.772203E+03  1.655046E+02  1.448166E+02  3.037010E+04  2.419712E+01
3.589457E-01  4.635189E+05  1.801349E+04  2.547363E+03  1.213030E+02  2.223888E+02  2.844555E+04  3.715852E+01
3.673066E-01  4.522962E+05  1.673415E+04  2.390593E+03  1.580557E+02  2.568405E+02  2.811416E+04  4.291499E+01
3.758623E-01  4.495112E+05  1.753097E+04  2.529249E+03  1.351507E+02  3.089159E+02  2.745490E+04  5.161616E+01
3.846173E-01  4.280905E+05  1.728286E+04  2.226395E+03  1.132065E+02  2.452808E+02  2.758466E+04  4.098350E+01
3.935762E-01  4.224946E+05  1.744260E+04  2.765741E+03  1.290679E+02  2.212593E+02  2.745459E+04  3.696979E+01
4.027437E-01  4.116702E+05  1.702754E+04  2.324395E+03  1.441485E+02  3.063156E+02  2.598277E+04  5.118169E+01
4.121248E-01  4.024579E+05  1.604126E+04  2.412353E+03  1.936925E+02  2.993430E+02  2.708174E+04  5.001665E+01
4.217245E-01  3.927806E+05  1.569333E+04  2.271403E+03  1.204532E+02  2.236988E+02  2.610392E+04  3.737740E+01
4.315477E-01  3.864126E+05  1.595829E+04  2.371042E+03  8.407952E+01  2.522386E+02  2.515659E+04  4.214606E+01
4.415997E-01  3.764501E+05  1.648243E+04  2.645733E+03  1.150319E+02  2.629300E+02  2.535631E+04  4.393248E+01
4.518859E-01  3.662269E+05  1.575394E+04  2.119796E+03  1.124134E+02  8.029532E+01  2.455431E+04  1.341639E+01
4.624117E-01  3.615786E+05  1.522271E+04  2.526656E+03  1.255481E+02  1.412416E+02  2.363443E+04  2.359979E+01
4.731826E-01  3.505875E+05  1.556633E+04  2.223762E+03  1.073540E+02  1.226903E+02  2.440003E+04  2.050009E+01
4.842045E-01  3.419477E+05  1.491225E+04  2.143168E+03  1.648591E+02  2.248078E+02  2.336503E+04  3.756271E+01
4.954830E-01  3.353797E+05  1.488038E+04  2.079738E+03  1.464604E+02  2.343366E+02  2.368265E+04  3.915486E+01
5.070243E-01  3.266720E+05  1.431266E+04  1.975146E+03  1.001886E+02  1.574392E+02  2.292887E+04  2.630622E+01
5.188344E-01  3.214040E+05  1.391693E+04  2.000121E+03  1.398686E+02  2.098029E+02  2.285453E+04  3.505556E+01
5.309196E-01  3.139240E+05  1.388718E+04  1.886250E+03  6.834240E+01  1.230163E+02  2.195158E+04  2.055456E+01
5.432863E-01  3.073926E+05  1.382485E+04  1.843314E+03  6.678674E+01  2.003602E+02  2.127825E+04  3.347780E+01
5.559411E-01  2.964795E+05  1.285750E+04  1.879675E+03  1.957995E+02  2.219060E+02  2.185122E+04  3.707786E+01
5.688906E-01  2.903176E+05  1.326641E+04  1.951694E+03  1.148055E+02  1.913425E+02  2.131556E+04  3.197105E+01
5.821418E-01  2.897676E+05  1.276498E+04  1.919733E+03  7.479481E+01  2.243844E+02  2.210187E+04  3.749197E+01
5.957016E-01  2.799434E+05  1.248660E+04  1.571484E+03  8.527432E+01  2.680050E+02  1.977146E+04  4.478044E+01
6.095773E-01  2.715949E+05  1.216665E+04  1.523808E+03  8.333324E+01  1.309522E+02  1.971426E+04  2.188056E+01
6.237762E-01  2.663899E+05  1.249466E+04  1.791599E+03  3.490129E+01  1.512389E+02  1.995190E+04  2.527022E+01
6.383058E-01  2.634071E+05  1.252858E+04  1.557546E+03  7.958262E+01  1.591652E+02  1.978197E+04  2.659462E+01
6.531738E-01  2.552225E+05  1.216562E+04  1.733185E+03  8.888126E+01  1.333219E+02  1.909836E+04  2.227650E+01
6.683882E-01  2.466118E+05  1.121555E+04  1.726304E+03  7.600082E+01  1.628589E+02  1.902192E+04  2.721178E+01
6.839570E-01  2.422184E+05  1.211675E+04  1.549077E+03  1.061012E+02  1.485417E+02  1.879052E+04  2.481954E+01
6.998884E-01  2.388822E+05  1.172689E+04  1.804137E+03  9.331742E+01  1.451604E+02  1.830058E+04  2.425458E+01
7.161909E-01  2.331001E+05  1.158154E+04  1.833998E+03  1.114584E+02  1.823865E+02  1.849197E+04  3.047461E+01
7.328731E-01  2.253681E+05  1.112978E+04  1.614016E+03  8.911744E+01  8.911744E+01  1.787300E+04  1.489046E+01
7.499439E-01  2.210703E+05  1.048937E+04  1.470834E+03  1.354716E+02  1.548247E+02  1.710813E+04  2.586936E+01
7.674123E-01  2.150641E+05  1.069505E+04  1.494092E+03  6.619394E+01  1.323879E+02  1.754139E+04  2.212044E+01
7.852877E-01  2.126268E+05  1.042388E+04  1.432359E+03  5.544616E+01  1.386154E+02  1.622724E+04  2.316098E+01
8.035794E-01  2.075972E+05  1.034012E+04  1.318479E+03  7.224540E+01  1.354601E+02  1.659838E+04  2.263377E+01
8.222971E-01  2.003036E+05  1.001650E+04  1.279641E+03  6.177578E+01  1.765022E+02  1.626468E+04  2.949142E+01
8.414509E-01  1.974172E+05  9.702256E+03  1.431622E+03  6.899382E+01  9.486650E+01  1.568747E+04  1.585106E+01
8.610508E-01  1.935640E+05  9.751099E+03  1.281043E+03  6.742333E+01  1.348467E+02  1.509440E+04  2.253127E+01
8.811073E-01  1.879966E+05  9.323235E+03  1.367188E+03  6.588859E+01  1.153050E+02  1.492377E+04  1.926610E+01
9.016309E-01  1.820834E+05  9.288082E+03  1.400456E+03  4.829159E+01  1.126804E+02  1.501868E+04  1.882755E+01
9.226326E-01  1.772859E+05  8.919351E+03  1.352847E+03  9.438467E+01  1.415770E+02  1.488132E+04  2.365583E+01
9.441234E-01  1.756946E+05  8.854676E+03  1.137580E+03  4.611811E+01  9.992256E+01  1.461944E+04  1.669587E+01
9.661149E-01  1.713798E+05  8.683165E+03  1.284447E+03  1.051594E+02  1.427164E+02  1.373833E+04  2.384621E+01
9.886186E-01  1.671925E+05  9.212212E+03  1.115742E+03  6.606367E+01  1.247869E+02  1.402018E+04  2.085041E+01
1.011646E+00  1.655028E+05  8.399958E+03  1.140558E+03  7.173320E+01  1.578130E+02  1.413144E+04  2.636868E+01
1.035211E+00  1.610275E+05  8.229782E+03  1.205726E+03  7.711039E+01  1.121606E+02  1.408316E+04  1.874069E+01
1.059324E+00  1.571703E+05  8.700094E+03  1.061822E+03  1.027570E+02  1.301589E+02  1.380369E+04  2.174800E+01
1.083999E+00  1.535123E+05  7.779046E+03  1.124681E+03  6.694532E+01  1.271961E+02  1.329534E+04  2.125295E+01
1.109248E+00  1.509796E+05  8.131887E+03  1.099080E+03  8.504789E+01  9.159004E+01  1.294691E+04  1.530360E+01
1.135086E+00  1.461300E+05  7.895637E+03  1.233893E+03  5.114583E+01  1.150781E+02  1.259466E+04  1.922818E+01
1.161526E+00  1.436096E+05  7.459755E+03  1.212054E+03  9.371551E+01  9.996321E+01  1.224549E+04  1.670266E+01
1.188581E+00  1.402980E+05  7.613541E+03  1.056249E+03  4.884388E+01  9.768777E+01  1.222318E+04  1.632246E+01
1.216267E+00  1.370388E+05  7.285106E+03  1.139603E+03  4.773206E+01  1.073971E+02  1.195688E+04  1.794478E+01
1.244597E+00  1.325783E+05  7.393319E+03  9.853872E+02  5.247624E+01  1.224446E+02  1.183631E+04  2.045903E+01
1.273587E+00  1.315661E+05  7.196537E+03  1.099708E+03  4.558377E+01  9.686550E+01  1.190876E+04  1.618507E+01
1.303253E+00  1.278029E+05  7.567278E+03  1.013425E+03  6.681923E+01  1.447750E+02  1.166552E+04  2.419018E+01
1.333610E+00  1.248393E+05  7.057651E+03  8.652016E+02  7.618128E+01  9.250584E+01  1.112791E+04  1.545662E+01
1.364674E+00  1.230399E+05  6.833187E+03  1.068849E+03  3.722359E+01  1.276237E+02  1.073635E+04  2.132441E+01
1.396461E+00  1.191583E+05  7.093374E+03  9.353900E+02  6.755594E+01  9.353900E+01  1.075179E+04  1.562925E+01
1.428989E+00  1.158518E+05  7.089337E+03  1.056291E+03  6.093986E+01  9.140979E+01  1.155826E+04  1.527349E+01
1.462274E+00  1.134479E+05  6.441617E+03  9.578059E+02  6.451542E+01  7.444087E+01  1.078400E+04  1.243818E+01
1.496335E+00  1.106618E+05  6.309537E+03  8.099098E+02  4.849760E+01  9.214543E+01  1.032514E+04  1.539640E+01
1.531189E+00  1.074367E+05  5.990558E+03  8.436071E+02  5.687239E+01  7.109048E+01  1.006167E+04  1.187837E+01
1.566855E+00  1.050467E+05  6.544288E+03  9.448228E+02  6.947227E+01  1.065241E+02  9.999375E+03  1.779892E+01
1.603352E+00  1.022708E+05  6.010606E+03  8.780554E+02  7.694300E+01  8.146906E+01  9.893965E+03  1.361251E+01
1.640699E+00  1.010796E+05  5.803020E+03  9.199909E+02  5.307640E+01  1.017298E+02  9.496253E+03  1.699783E+01
1.678915E+00  9.942708E+04  6.038327E+03  7.650564E+02  6.915764E+01  6.915764E+01  9.470275E+03  1.155542E+01
1.718022E+00  9.689351E+04  5.938893E+03  7.222978E+02  2.956775E+01  1.098231E+02  9.216689E+03  1.835013E+01
1.758040E+00  9.325147E+04  5.816091E+03  7.801570E+02  3.302252E+01  7.017285E+01  9.279328E+03  1.172505E+01
1.798990E+00  9.214937E+04  5.607058E+03  8.551771E+02  5.647396E+01  9.277865E+01  9.003563E+03  1.550221E+01
1.840894E+00  8.997689E+04  5.396643E+03  7.647543E+02  3.942033E+01  1.024928E+02  8.822269E+03  1.712533E+01
1.883774E+00  8.721224E+04  5.397074E+03  6.433343E+02  3.852301E+01  5.778451E+01  8.436539E+03  9.655104E+00
1.927653E+00  8.689101E+04  5.289280E+03  7.228055E+02  6.399840E+01  1.054091E+02  8.346145E+03  1.761261E+01
1.972553E+00  8.414791E+04  5.327075E+03  6.842789E+02  4.782595E+01  1.066886E+02  8.181916E+03  1.782640E+01
2.018500E+00  8.266749E+04  5.173459E+03  7.118449E+02  2.516624E+01  6.830835E+01  8.398332E+03  1.141351E+01
2.065517E+00  8.044144E+04  4.897596E+03  6.183479E+02  2.810672E+01  6.324012E+01  7.975282E+03  1.056667E+01
2.113629E+00  7.869277E+04  5.016149E+03  7.107069E+02  4.806714E+01  5.493387E+01  7.996311E+03  9.178795E+00
2.162862E+00  7.728400E+04  4.972427E+03  6.844636E+02  2.684171E+01  8.388035E+01  7.757254E+03  1.401541E+01
2.213241E+00  7.445590E+04  4.718251E+03  6.459315E+02  6.229796E+01  9.836520E+01  7.767572E+03  1.643565E+01
2.264794E+00  7.308790E+04  4.812715E+03  6.696787E+02  4.806307E+01  7.369670E+01  7.504247E+03  1.231384E+01
2.317548E+00  7.140543E+04  4.768921E+03  7.421105E+02  1.252507E+01  5.636282E+01  7.186260E+03  9.417556E+00
2.371531E+00  7.026964E+04  4.287048E+03  6.181183E+02  4.589987E+01  7.649979E+01  7.117540E+03  1.278220E+01
2.426771E+00  6.734838E+04  4.542323E+03  6.608646E+02  2.093236E+01  5.681641E+01  6.949544E+03  9.493346E+00
2.483298E+00  6.774697E+04  4.345414E+03  6.691996E+02  3.214496E+01  6.136765E+01  6.636473E+03  1.025380E+01
2.541141E+00  6.528530E+04  4.469249E+03  5.168908E+02  3.998050E+01  6.282650E+01  6.865223E+03  1.049756E+01
2.600332E+00  6.298991E+04  4.172164E+03  5.553583E+02  4.744267E+01  6.976863E+01  6.708952E+03  1.165751E+01
2.660901E+00  6.237698E+04  4.118103E+03  5.808979E+02  1.363610E+01  6.818051E+01  6.340787E+03  1.139215E+01
2.722882E+00  6.123695E+04  4.128304E+03  5.250328E+02  2.665141E+01  3.997712E+01  6.436316E+03  6.679700E+00
2.786306E+00  5.931171E+04  3.891086E+03  5.834024E+02  3.906713E+01  6.771635E+01  6.289807E+03  1.131460E+01
2.851207E+00  5.840702E+04  4.036671E+03  5.395803E+02  2.290671E+01  3.817785E+01  5.930293E+03  6.379064E+00
2.917620E+00  5.718695E+04  3.810474E+03  5.919665E+02  2.238529E+01  5.223234E+01  6.011694E+03  8.727402E+00
2.985580E+00  5.562028E+04  3.920618E+03  5.298790E+02  2.916765E+01  8.750295E+01  5.719290E+03  1.462070E+01
3.055124E+00  5.449910E+04  3.845626E+03  5.059409E+02  1.900248E+01  6.413336E+01  5.786254E+03  1.071592E+01
3.126287E+00  5.312160E+04  3.586317E+03  4.433570E+02  2.785489E+01  6.499474E+01  5.700968E+03  1.085985E+01
3.199107E+00  5.172186E+04  3.609029E+03  4.514122E+02  3.175764E+01  2.722084E+01  5.398799E+03  4.548277E+00
3.273624E+00  5.081497E+04  3.611115E+03  4.921225E+02  2.438445E+01  4.876889E+01  5.193887E+03  8.148701E+00
3.349876E+00  4.958246E+04  3.323117E+03  4.440931E+02  2.382939E+01  4.332616E+01  5.190474E+03  7.239285E+00
3.427905E+00  4.875655E+04  3.414716E+03  4.509203E+02  3.810594E+01  4.233994E+01  4.919901E+03  7.074499E+00
3.507751E+00  4.686264E+04  3.212859E+03  4.778947E+02  1.655046E+01  3.516974E+01  5.080993E+03  5.876444E+00
3.589457E+00  4.633572E+04  3.277202E+03  4.508427E+02  2.830403E+01  3.639089E+01  5.034074E+03  6.080485E+00
3.673066E+00  4.503600E+04  3.180871E+03  4.287261E+02  1.580557E+01  3.951393E+01  4.895776E+03  6.602307E+00
3.758623E+00  4.410739E+04  3.048613E+03  4.208978E+02  2.703014E+01  4.054521E+01  4.768888E+03  6.774621E+00
3.846173E+00  4.304678E+04  3.045256E+03  4.188641E+02  1.509420E+01  4.150906E+01  4.662222E+03  6.935669E+00
3.935762E+00  4.227527E+04  2.924310E+03  4.019543E+02  2.028210E+01  4.056420E+01  4.530283E+03  6.777794E+00
4.027437E+00  4.139225E+04  2.850537E+03  4.108233E+02  1.441485E+01  4.144270E+01  4.427162E+03  6.924582E+00
4.121248E+00  4.022114E+04  2.789173E+03  3.909068E+02  1.936925E+01  3.697767E+01  4.535927E+03  6.178528E+00
4.217245E+00  3.926946E+04  2.791072E+03  4.078200E+02  2.409063E+01  3.785671E+01  4.217582E+03  6.325406E+00
4.315477E+00  3.854541E+04  2.695589E+03  4.372135E+02  1.345272E+01  2.858704E+01  4.193886E+03  4.776553E+00
4.415997E+00  3.741987E+04  2.695033E+03  3.303059E+02  2.464969E+01  3.450957E+01  4.287403E+03  5.766138E+00
4.518859E+00  3.637699E+04  2.723617E+03  4.319888E+02  2.730041E+01  3.693585E+01  4.056519E+03  6.171540E+00
4.624117E+00  3.583143E+04  2.718117E+03  4.001846E+02  1.883222E+01  3.295638E+01  4.155643E+03  5.506619E+00
4.731826E+00  3.500661E+04  2.640909E+03  3.665372E+02  1.533629E+01  2.300443E+01  3.774260E+03  3.843766E+00
4.842045E+00  3.383358E+04  2.510354E+03  3.327156E+02  8.992314E+00  3.896669E+01  3.767780E+03  6.510870E+00
4.954830E+00  3.346767E+04  2.563057E+03  3.148899E+02  2.050446E+01  2.782748E+01  3.728882E+03  4.649640E+00
5.070243E+00  3.257847E+04  2.285731E+03  3.263285E+02  2.719404E+01  3.148784E+01  3.548107E+03  5.261243E+00
5.188344E+00  3.199074E+04  2.349792E+03  3.049135E+02  1.258817E+01  3.916321E+01  3.531682E+03  6.543705E+00
5.309196E+00  3.147851E+04  2.456226E+03  3.116413E+02  2.460326E+01  3.963859E+01  3.545604E+03  6.623136E+00
5.432863E+00  3.052955E+04  2.316164E+03  3.179049E+02  1.870029E+01  2.270749E+01  3.440853E+03  3.794151E+00
5.559411E+00  3.002650E+04  2.286938E+03  3.302484E+02  1.566396E+01  3.263324E+01  3.455208E+03  5.452626E+00
5.688906E+00  2.925755E+04  2.261668E+03  2.755332E+02  2.423672E+01  2.168548E+01  3.288540E+03  3.623386E+00
5.821418E+00  2.864018E+04  2.090515E+03  3.166314E+02  1.994528E+01  3.739740E+01  3.136396E+03  6.248661E+00
5.957016E+00  2.772634E+04  2.109930E+03  2.935873E+02  2.314589E+01  2.923691E+01  3.234333E+03  4.885139E+00
6.095773E+00  2.673568E+04  2.001188E+03  2.511902E+02  1.428570E+01  2.619045E+01  3.141663E+03  4.376112E+00
6.237762E+00  2.651800E+04  1.991700E+03  2.803737E+02  1.861402E+01  3.606467E+01  3.010818E+03  6.025976E+00
6.383058E+00  2.573247E+04  1.995250E+03  2.626227E+02  1.136895E+01  3.979131E+01  3.026413E+03  6.648654E+00
6.531738E+00  2.506118E+04  2.005383E+03  2.766429E+02  1.777625E+01  1.999828E+01  2.863088E+03  3.341475E+00
6.683882E+00  2.457432E+04  1.905449E+03  2.562313E+02  1.411444E+01  2.171452E+01  2.756658E+03  3.628237E+00
6.839570E+00  2.428232E+04  1.847222E+03  2.663140E+02  1.909821E+01  2.228125E+01  2.811681E+03  3.722931E+00
6.998884E+00  2.353258E+04  1.761626E+03  2.281092E+02  1.451604E+01  2.488465E+01  2.703095E+03  4.157928E+00
7.161909E+00  2.291180E+04  1.889727E+03  2.431820E+02  1.519888E+01  2.026517E+01  2.691214E+03  3.386068E+00
7.328731E+00  2.268237E+04  1.761555E+03  2.564602E+02  1.089213E+01  2.673523E+01  2.603220E+03  4.467139E+00
7.499439E+00  2.206639E+04  1.777581E+03  2.080457E+02  1.257951E+01  2.225605E+01  2.521707E+03  3.718721E+00
7.674123E+00  2.158301E+04  1.672815E+03  2.354613E+02  1.323879E+01  3.120572E+01  2.469980E+03  5.214103E+00
7.852877E+00  2.153344E+04  1.754871E+03  2.217846E+02  1.201333E+01  1.755795E+01  2.365703E+03  2.933724E+00
8.035794E+00  2.077146E+04  1.598429E+03  2.393129E+02  1.625521E+01  1.896442E+01  2.381389E+03  3.168728E+00
8.222971E+00  2.022892E+04  1.593815E+03  2.144502E+02  4.412556E+00  1.765022E+01  2.306884E+03  2.949142E+00
8.414509E+00  1.961581E+04  1.562710E+03  2.190554E+02  1.379876E+01  1.638603E+01  2.253511E+03  2.737911E+00
8.610508E+00  1.935977E+04  1.491741E+03  2.174402E+02  1.179908E+01  1.095629E+01  2.222442E+03  1.830666E+00
8.811073E+00  1.874283E+04  1.539322E+03  2.108435E+02  9.059681E+00  2.388461E+01  2.166087E+03  3.990834E+00
9.016309E+00  1.829849E+04  1.422187E+03  2.100684E+02  8.853457E+00  1.851177E+01  2.128854E+03  3.093097E+00
9.226326E+00  1.804399E+04  1.421276E+03  1.895559E+02  1.101154E+01  1.730386E+01  2.140959E+03  2.891268E+00
9.441234E+00  1.758253E+04  1.416594E+03  2.121433E+02  9.992256E+00  1.690997E+01  1.993839E+03  2.825455E+00
9.661149E+00  1.696898E+04  1.385100E+03  1.802733E+02  9.764805E+00  2.328530E+01  2.064881E+03  3.890697E+00
9.886186E+00  1.678311E+04  1.323476E+03  2.062655E+02  1.321273E+01  1.321273E+01  1.956219E+03  2.207691E+00
1.011646E+01  1.643766E+04  1.255331E+03  2.001356E+02  1.219464E+01  2.080263E+01  1.920298E+03  3.475871E+00
1.035211E+01  1.597797E+04  1.329103E+03  1.871679E+02  9.814050E+00  2.313312E+01  1.825413E+03  3.865268E+00
1.059324E+01  1.563756E+04  1.220753E+03  1.753720E+02  9.590654E+00  1.986636E+01  1.796878E+03  3.319431E+00
1.083999E+01  1.521600E+04  1.206355E+03  1.700411E+02  5.355625E+00  1.472797E+01  1.818904E+03  2.460868E+00
1.109248E+01  1.469497E+04  1.254129E+03  1.681331E+02  1.308429E+01  1.373851E+01  1.695724E+03  2.295541E+00
1.135086E+01  1.449345E+04  1.177633E+03  1.655846E+02  1.406510E+01  1.662239E+01  1.692927E+03  2.777404E+00
1.161526E+01  1.428287E+04  1.175192E+03  1.624402E+02  9.371551E+00  1.187063E+01  1.660014E+03  1.983441E+00
1.188581E+01  1.394676E+04  1.183854E+03  1.605743E+02  1.160042E+01  1.221097E+01  1.597195E+03  2.040308E+00
1.216267E+01  1.366629E+04  1.096644E+03  1.455828E+02  1.133636E+01  1.789952E+01  1.599024E+03  2.990797E+00
1.244597E+01  1.336570E+04  1.105499E+03  1.446012E+02  6.996832E+00  1.515980E+01  1.535222E+03  2.533023E+00
1.273587E+01  1.283468E+04  1.045578E+03  1.544150E+02  9.116753E+00  1.652411E+01  1.499136E+03  2.760983E+00
1.303253E+01  1.268062E+04  1.012868E+03  1.241724E+02  6.681923E+00  1.781846E+01  1.495080E+03  2.977253E+00
1.333610E+01  1.238435E+04  1.035521E+03  1.403912E+02  8.162280E+00  1.523626E+01  1.443635E+03  2.545797E+00
1.364674E+01  1.212745E+04  1.030562E+03  1.297508E+02  6.912952E+00  1.542120E+01  1.399607E+03  2.576699E+00
1.396461E+01  1.175214E+04  9.842381E+02  1.210810E+02  7.794917E+00  1.299153E+01  1.439461E+03  2.170730E+00
1.428989E+01  1.151509E+04  9.394895E+02  1.294972E+02  6.601818E+00  1.371147E+01  1.351849E+03  2.291023E+00
1.462274E+01  1.132295E+04  9.409327E+02  1.315122E+02  7.940360E+00  1.339936E+01  1.320085E+03  2.238873E+00
1.496335E+01  1.093863E+04  9.316388E+02  1.294886E+02  4.364784E+00  1.503425E+01  1.304100E+03  2.512045E+00
1.531189E+01  1.084983E+04  9.175412E+02  1.137448E+02  2.843619E+00  1.184841E+01  1.254510E+03  1.979729E+00
1.566855E+01  1.054774E+04  8.975817E+02  1.255132E+02  7.873524E+00  1.065241E+01  1.288479E+03  1.779892E+00
1.603352E+01  1.044026E+04  8.477308E+02  1.217510E+02  7.241694E+00  7.241694E+00  1.260507E+03  1.210001E+00
1.640699E+01  1.007700E+04  8.443571E+02  1.242872E+02  7.961460E+00  1.149989E+01  1.165912E+03  1.921494E+00
1.678915E+01  9.916342E+03  8.571226E+02  1.201614E+02  4.322353E+00  9.509176E+00  1.181731E+03  1.588870E+00
1.718022E+01  9.585864E+03  8.000188E+02  1.060215E+02  5.491153E+00  1.351668E+01  1.113859E+03  2.258477E+00
1.758040E+01  9.423389E+03  7.925405E+02  1.064976E+02  4.540596E+00  7.842848E+00  1.108731E+03  1.310447E+00
1.798990E+01  9.158059E+03  7.874084E+02  1.073005E+02  5.647396E+00  6.050781E+00  1.081073E+03  1.011014E+00
1.840894E+01  8.931463E+03  7.545050E+02  1.064349E+02  6.701455E+00  9.066675E+00  1.083271E+03  1.514933E+00
1.883774E+01  8.866071E+03  7.720011E+02  8.821769E+01  7.319372E+00  6.548912E+00  1.037425E+03  1.094245E+00
1.927653E+01  8.552069E+03  7.404992E+02  9.223299E+01  4.893995E+00  1.016445E+01  1.022469E+03  1.698359E+00
1.972553E+01  8.407065E+03  7.188607E+02  1.019061E+02  4.782595E+00  1.103676E+01  1.006552E+03  1.844111E+00
2.018500E+01  8.085192E+03  6.805669E+02  7.945340E+01  4.673729E+00  8.987941E+00  9.602716E+02  1.501778E+00
