# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  S32  S34  Co59
7.499439E-01  6.500601E+04  5.068815E+03  1.061824E+02  0.000000E+00  1.056236E+03
7.674123E-01  6.243130E+04  4.691290E+03  1.119574E+02  0.000000E+00  8.437769E+02
7.852877E-01  6.065794E+04  4.704586E+03  1.200830E+02  0.000000E+00  8.966200E+02
8.035794E-01  5.892776E+04  4.388875E+03  1.147418E+02  0.000000E+00  8.553483E+02
8.222971E-01  5.805021E+04  4.643201E+03  1.427109E+02  0.000000E+00  9.582018E+02
8.414509E-01  5.701522E+04  4.353219E+03  9.961601E+01  0.000000E+00  8.143609E+02
8.610508E-01  5.518685E+04  4.271164E+03  1.289867E+02  0.000000E+00  7.958237E+02
8.811073E-01  5.422317E+04  4.342801E+03  1.141591E+02  0.000000E+00  8.538146E+02
9.016309E-01  5.359551E+04  4.348535E+03  1.045879E+02  0.000000E+00  8.064893E+02
9.226326E-01  5.231194E+04  4.206396E+03  1.022072E+02  0.000000E+00  8.835248E+02
9.441234E-01  5.084150E+04  3.999668E+03  1.109786E+02  0.000000E+00  7.946066E+02
9.661149E-01  4.990979E+04  4.038767E+03  1.019452E+02  0.000000E+00  8.264072E+02
9.886186E-01  4.795763E+04  4.001945E+03  8.902632E+01  0.000000E+00  7.694418E+02
1.011646E+00  4.772769E+04  3.629136E+03  1.139284E+02  0.000000E+00  8.078556E+02
1.035211E+00  4.677893E+04  3.866362E+03  1.113350E+02  0.000000E+00  7.429083E+02
1.059324E+00  4.504746E+04  3.772418E+03  9.297517E+01  0.000000E+00  7.477578E+02
1.083999E+00  4.445702E+04  3.632419E+03  1.005246E+02  0.000000E+00  7.152714E+02
1.109248E+00  4.316546E+04  3.691422E+03  1.039039E+02  0.000000E+00  6.706524E+02
1.135086E+00  4.206104E+04  3.721857E+03  9.784643E+01  0.000000E+00  6.830789E+02
1.161526E+00  4.133274E+04  3.536105E+03  7.757782E+01  0.000000E+00  6.188185E+02
1.188581E+00  4.065283E+04  3.478534E+03  8.110114E+01  0.000000E+00  6.717290E+02
1.216267E+00  3.913132E+04  3.301145E+03  8.959267E+01  0.000000E+00  6.168111E+02
1.244597E+00  3.884672E+04  3.422997E+03  7.239984E+01  0.000000E+00  6.044545E+02
1.273587E+00  3.782590E+04  3.170669E+03  8.062416E+01  0.000000E+00  6.219578E+02
1.303253E+00  3.681212E+04  3.127438E+03  8.682862E+01  0.000000E+00  5.981527E+02
1.333610E+00  3.578247E+04  3.161529E+03  7.699548E+01  0.000000E+00  6.411052E+02
1.364674E+00  3.511845E+04  3.097241E+03  6.449387E+01  0.000000E+00  5.743025E+02
1.396461E+00  3.487278E+04  3.053750E+03  6.902827E+01  0.000000E+00  6.122507E+02
1.428989E+00  3.381795E+04  3.009168E+03  6.305762E+01  0.000000E+00  5.792503E+02
1.462274E+00  3.269706E+04  2.969333E+03  7.451994E+01  0.000000E+00  5.932933E+02
1.496335E+00  3.181834E+04  2.953559E+03  6.722184E+01  0.000000E+00  5.279715E+02
1.531189E+00  3.113512E+04  2.837059E+03  7.253456E+01  0.000000E+00  5.337449E+02
1.566855E+00  3.060962E+04  2.685548E+03  7.222090E+01  0.000000E+00  5.791046E+02
1.603352E+00  2.971420E+04  2.747273E+03  6.665601E+01  0.000000E+00  5.371690E+02
1.640699E+00  2.921281E+04  2.751154E+03  7.024765E+01  0.000000E+00  4.802385E+02
1.678915E+00  2.861150E+04  2.636107E+03  7.863388E+01  0.000000E+00  5.279703E+02
1.718022E+00  2.776140E+04  2.640748E+03  5.732803E+01  0.000000E+00  4.927771E+02
1.758040E+00  2.733926E+04  2.580638E+03  6.794289E+01  0.000000E+00  4.803681E+02
1.798990E+00  2.670763E+04  2.571984E+03  6.639632E+01  0.000000E+00  4.461367E+02
1.840894E+00  2.586519E+04  2.494087E+03  4.325663E+01  0.000000E+00  4.644397E+02
1.883774E+00  2.532982E+04  2.436202E+03  6.229557E+01  0.000000E+00  4.638795E+02
1.927653E+00  2.479673E+04  2.423144E+03  5.979045E+01  0.000000E+00  4.304912E+02
1.972553E+00  2.423866E+04  2.440226E+03  5.418004E+01  0.000000E+00  4.345027E+02
2.018500E+00  2.381358E+04  2.342115E+03  6.644298E+01  0.000000E+00  4.163068E+02
2.065517E+00  2.304426E+04  2.234017E+03  6.594509E+01  0.000000E+00  4.210341E+02
2.113629E+00  2.248897E+04  2.148464E+03  5.849532E+01  0.000000E+00  3.856726E+02
2.162862E+00  2.207976E+04  2.165443E+03  4.650615E+01  0.000000E+00  3.962711E+02
2.213241E+00  2.148532E+04  2.165386E+03  6.154354E+01  0.000000E+00  3.749422E+02
2.264794E+00  2.119612E+04  2.092039E+03  5.736683E+01  0.000000E+00  3.756602E+02
2.317548E+00  2.061598E+04  2.086012E+03  5.425258E+01  0.000000E+00  3.616839E+02
2.371531E+00  2.009103E+04  2.111869E+03  4.683225E+01  0.000000E+00  3.905633E+02
2.426771E+00  1.962939E+04  2.003351E+03  5.008378E+01  0.000000E+00  3.678568E+02
2.483298E+00  1.920789E+04  2.064919E+03  5.147531E+01  0.000000E+00  3.510447E+02
2.541141E+00  1.895621E+04  1.847214E+03  5.195289E+01  0.000000E+00  3.620209E+02
2.600332E+00  1.858435E+04  1.900260E+03  4.271152E+01  0.000000E+00  3.167099E+02
2.660901E+00  1.786520E+04  1.941271E+03  4.095175E+01  0.000000E+00  3.339143E+02
2.722882E+00  1.775022E+04  1.902469E+03  3.617154E+01  0.000000E+00  3.393968E+02
2.786306E+00  1.711529E+04  1.795988E+03  3.534817E+01  0.000000E+00  3.173815E+02
2.851207E+00  1.695280E+04  1.743347E+03  4.556809E+01  0.000000E+00  2.822282E+02
2.917620E+00  1.636293E+04  1.755377E+03  4.668555E+01  0.000000E+00  3.188982E+02
2.985580E+00  1.596379E+04  1.755427E+03  4.421908E+01  0.000000E+00  2.835636E+02
3.055124E+00  1.581853E+04  1.689404E+03  4.046888E+01  0.000000E+00  2.935708E+02
3.126287E+00  1.536595E+04  1.645586E+03  3.485559E+01  0.000000E+00  3.103488E+02
3.199107E+00  1.494871E+04  1.647431E+03  3.144202E+01  0.000000E+00  2.711874E+02
3.273624E+00  1.446121E+04  1.564481E+03  4.288880E+01  0.000000E+00  2.528519E+02
3.349876E+00  1.429155E+04  1.574535E+03  3.628249E+01  0.000000E+00  3.021456E+02
3.427905E+00  1.385742E+04  1.595547E+03  3.973585E+01  0.000000E+00  2.592000E+02
3.507751E+00  1.370328E+04  1.469617E+03  3.285730E+01  0.000000E+00  2.467284E+02
3.589457E+00  1.329853E+04  1.479950E+03  3.152557E+01  0.000000E+00  2.580426E+02
3.673066E+00  1.298441E+04  1.438846E+03  3.993624E+01  0.000000E+00  2.401880E+02
3.758623E+00  1.283046E+04  1.417802E+03  3.735459E+01  0.000000E+00  2.581369E+02
3.846173E+00  1.239511E+04  1.421488E+03  3.105589E+01  0.000000E+00  2.429987E+02
3.935762E+00  1.205706E+04  1.372625E+03  3.301116E+01  0.000000E+00  2.369350E+02
4.027437E+00  1.188563E+04  1.375201E+03  3.590197E+01  0.000000E+00  2.237369E+02
4.121248E+00  1.158864E+04  1.369322E+03  3.559321E+01  0.000000E+00  2.211864E+02
4.217245E+00  1.123193E+04  1.288959E+03  2.931711E+01  0.000000E+00  2.270834E+02
4.315477E+00  1.103113E+04  1.218344E+03  2.864977E+01  0.000000E+00  2.384244E+02
4.415997E+00  1.074207E+04  1.223354E+03  3.274298E+01  0.000000E+00  2.130666E+02
4.518859E+00  1.068768E+04  1.213129E+03  3.153393E+01  0.000000E+00  2.137815E+02
4.624117E+00  1.025769E+04  1.248506E+03  2.537799E+01  0.000000E+00  2.057430E+02
4.731826E+00  1.018274E+04  1.196172E+03  2.834321E+01  0.000000E+00  1.922024E+02
4.842045E+00  9.939703E+03  1.169377E+03  3.072752E+01  0.000000E+00  2.068698E+02
4.954830E+00  9.574726E+03  1.134300E+03  2.368412E+01  0.000000E+00  1.945481E+02
5.070243E+00  9.386950E+03  1.099387E+03  3.513080E+01  0.000000E+00  1.884664E+02
5.188344E+00  9.178528E+03  1.087287E+03  2.867659E+01  0.000000E+00  1.821569E+02
5.309196E+00  9.104587E+03  1.043592E+03  2.999734E+01  0.000000E+00  1.744582E+02
5.432863E+00  8.799755E+03  1.004794E+03  2.237160E+01  0.000000E+00  1.735728E+02
5.559411E+00  8.627718E+03  1.046755E+03  2.186236E+01  0.000000E+00  1.756528E+02
5.688906E+00  8.373864E+03  9.975112E+02  2.799515E+01  0.000000E+00  1.650240E+02
5.821418E+00  8.175692E+03  1.005043E+03  2.483809E+01  0.000000E+00  1.670272E+02
5.957016E+00  8.010345E+03  9.958846E+02  1.969959E+01  0.000000E+00  1.540789E+02
6.095773E+00  7.878542E+03  9.646212E+02  1.856363E+01  0.000000E+00  1.526343E+02
6.237762E+00  7.634703E+03  9.107489E+02  2.318026E+01  0.000000E+00  1.555429E+02
6.383058E+00  7.502281E+03  9.215344E+02  2.035452E+01  0.000000E+00  1.490476E+02
6.531738E+00  7.305843E+03  8.886872E+02  1.892872E+01  0.000000E+00  1.430883E+02
6.683882E+00  7.123238E+03  8.549767E+02  1.912489E+01  0.000000E+00  1.470422E+02
6.839570E+00  6.949451E+03  8.756516E+02  1.777040E+01  0.000000E+00  1.409376E+02
6.998884E+00  6.823598E+03  8.425452E+02  1.766531E+01  0.000000E+00  1.275495E+02
7.161909E+00  6.656863E+03  7.987885E+02  2.018916E+01  0.000000E+00  1.331314E+02
7.328731E+00  6.430705E+03  8.300728E+02  2.144521E+01  0.000000E+00  1.240963E+02
7.499439E+00  6.360049E+03  7.726170E+02  2.151592E+01  0.000000E+00  1.316103E+02
7.674123E+00  6.295832E+03  7.727795E+02  2.020695E+01  0.000000E+00  1.297068E+02
7.852877E+00  6.107423E+03  7.730679E+02  1.787903E+01  0.000000E+00  1.136786E+02
8.035794E+00  5.977268E+03  7.390418E+02  1.773283E+01  0.000000E+00  1.220436E+02
8.222971E+00  5.812411E+03  7.214546E+02  1.630982E+01  0.000000E+00  1.167171E+02
8.414509E+00  5.625316E+03  7.147448E+02  1.693472E+01  0.000000E+00  1.205354E+02
8.610508E+00  5.541562E+03  7.220823E+02  1.216856E+01  0.000000E+00  1.143845E+02
8.811073E+00  5.436349E+03  6.870948E+02  1.926434E+01  0.000000E+00  1.212940E+02
9.016309E+00  5.262401E+03  6.640173E+02  1.440990E+01  0.000000E+00  1.106308E+02
9.226326E+00  5.168506E+03  6.391359E+02  1.453614E+01  0.000000E+00  9.880033E+01
9.441234E+00  5.016010E+03  6.414562E+02  1.598091E+01  0.000000E+00  9.832702E+01
9.661149E+00  4.930680E+03  6.400860E+02  1.301429E+01  0.000000E+00  9.977620E+01
9.886186E+00  4.818444E+03  6.180970E+02  1.547362E+01  0.000000E+00  9.284173E+01
1.011646E+01  4.733205E+03  5.913917E+02  1.180712E+01  0.000000E+00  9.694267E+01
1.035211E+01  4.608460E+03  5.763106E+02  1.275292E+01  0.000000E+00  9.534327E+01
1.059324E+01  4.508109E+03  5.851501E+02  1.503428E+01  0.000000E+00  8.723841E+01
1.083999E+01  4.394473E+03  5.729904E+02  1.353216E+01  0.000000E+00  8.351277E+01
1.109248E+01  4.345072E+03  5.667485E+02  1.114605E+01  0.000000E+00  9.030193E+01
1.135086E+01  4.251520E+03  5.497862E+02  1.218465E+01  0.000000E+00  8.510794E+01
1.161526E+01  4.109640E+03  5.275292E+02  1.244853E+01  0.000000E+00  8.082527E+01
1.188581E+01  4.015388E+03  5.172842E+02  1.269409E+01  0.000000E+00  7.422518E+01
1.216267E+01  3.963442E+03  4.960333E+02  1.154367E+01  0.000000E+00  7.201872E+01
1.244597E+01  3.827594E+03  5.088193E+02  1.313299E+01  0.000000E+00  7.155798E+01
1.273587E+01  3.743594E+03  4.812769E+02  9.872346E+00  0.000000E+00  7.897877E+01
1.303253E+01  3.713692E+03  4.794869E+02  1.077318E+01  0.000000E+00  7.509068E+01
1.333610E+01  3.607002E+03  4.754864E+02  1.162789E+01  0.000000E+00  7.840968E+01
1.364674E+01  3.534110E+03  4.551424E+02  1.182388E+01  0.000000E+00  6.679722E+01
1.396461E+01  3.404594E+03  4.581376E+02  1.020418E+01  0.000000E+00  6.902827E+01
1.428989E+01  3.368743E+03  4.460960E+02  9.825257E+00  0.000000E+00  7.156307E+01
1.462274E+01  3.242334E+03  4.329322E+02  9.888222E+00  0.000000E+00  6.362856E+01
1.496335E+01  3.173991E+03  4.244779E+02  8.542775E+00  0.000000E+00  6.133993E+01
1.531189E+01  3.118849E+03  4.086570E+02  8.211460E+00  0.000000E+00  6.473368E+01
1.566855E+01  3.008937E+03  4.000235E+02  8.693256E+00  0.000000E+00  5.884666E+01
1.603352E+01  2.968545E+03  3.871276E+02  8.626072E+00  0.000000E+00  5.763784E+01
1.640699E+01  2.897652E+03  3.937700E+02  9.962395E+00  0.000000E+00  6.181794E+01
1.678915E+01  2.810100E+03  3.769433E+02  8.487466E+00  0.000000E+00  5.579261E+01
1.718022E+01  2.777238E+03  3.793408E+02  8.294268E+00  0.000000E+00  5.684013E+01
1.758040E+01  2.712113E+03  3.581901E+02  9.178250E+00  0.000000E+00  5.542709E+01
1.798990E+01  2.659231E+03  3.502697E+02  8.503388E+00  0.000000E+00  4.857415E+01
1.840894E+01  2.620214E+03  3.466222E+02  6.602328E+00  0.000000E+00  5.247713E+01
1.883774E+01  2.532537E+03  3.372860E+02  6.563283E+00  0.000000E+00  4.850155E+01
1.927653E+01  2.504568E+03  3.336307E+02  6.957434E+00  0.000000E+00  5.109366E+01
1.972553E+01  2.422485E+03  3.187061E+02  7.330241E+00  0.000000E+00  5.311769E+01
2.018500E+01  2.347202E+03  3.129049E+02  7.890104E+00  0.000000E+00  4.443374E+01
2.065517E+01  2.313252E+03  3.056809E+02  6.493055E+00  0.000000E+00  4.534993E+01
2.113629E+01  2.240371E+03  3.084389E+02  6.345255E+00  0.000000E+00  4.382192E+01
2.162862E+01  2.178038E+03  2.935701E+02  7.847913E+00  0.000000E+00  4.117732E+01
2.213241E+01  2.154971E+03  2.937994E+02  6.817131E+00  0.000000E+00  4.090279E+01
2.264794E+01  2.106565E+03  2.867416E+02  6.476900E+00  0.000000E+00  3.858382E+01
2.317548E+01  2.059880E+03  2.829272E+02  5.425258E+00  0.000000E+00  3.860975E+01
2.371531E+01  2.021297E+03  2.649115E+02  6.450479E+00  0.000000E+00  4.161885E+01
2.426771E+01  1.964925E+03  2.619900E+02  6.390000E+00  0.000000E+00  3.531770E+01
2.483298E+01  1.923573E+03  2.543387E+02  5.653846E+00  0.000000E+00  3.535763E+01
2.541141E+01  1.875087E+03  2.563834E+02  5.607613E+00  0.000000E+00  3.603716E+01
2.600332E+01  1.847072E+03  2.457927E+02  6.285846E+00  0.000000E+00  3.715096E+01
2.660901E+01  1.781795E+03  2.477581E+02  4.725202E+00  0.000000E+00  3.551777E+01
2.722882E+01  1.729538E+03  2.400405E+02  5.772054E+00  0.000000E+00  3.301615E+01
2.786306E+01  1.694456E+03  2.316434E+02  5.264622E+00  0.000000E+00  3.549859E+01
2.851207E+01  1.646257E+03  2.300454E+02  5.732760E+00  0.000000E+00  2.947226E+01
2.917620E+01  1.612088E+03  2.296929E+02  5.314970E+00  0.000000E+00  3.203347E+01
2.985580E+01  1.594414E+03  2.168139E+02  5.334365E+00  0.000000E+00  3.018128E+01
3.055124E+01  1.556200E+03  2.114670E+02  5.007166E+00  0.000000E+00  2.846540E+01
3.126287E+01  1.512264E+03  2.044415E+02  4.155859E+00  0.000000E+00  2.888992E+01
3.199107E+01  1.492186E+03  2.025390E+02  4.388781E+00  0.000000E+00  2.600517E+01
3.273624E+01  1.449001E+03  1.964563E+02  4.608946E+00  0.000000E+00  2.707756E+01
3.349876E+01  1.429655E+03  1.926726E+02  5.129594E+00  0.000000E+00  2.596075E+01
3.427905E+01  1.373821E+03  1.969675E+02  4.095849E+00  0.000000E+00  2.524755E+01
3.507751E+01  1.349061E+03  1.822086E+02  4.002616E+00  0.000000E+00  2.592739E+01
3.589457E+01  1.317594E+03  1.763680E+02  4.261790E+00  0.000000E+00  2.393608E+01
3.673066E+01  1.293763E+03  1.779445E+02  3.309003E+00  0.000000E+00  2.407585E+01
3.758623E+01  1.270000E+03  1.732249E+02  3.791212E+00  0.000000E+00  2.140920E+01
3.846173E+01  1.250354E+03  1.636700E+02  3.269041E+00  0.000000E+00  2.255638E+01
3.935762E+01  1.204428E+03  1.619144E+02  2.928410E+00  0.000000E+00  2.225591E+01
4.027437E+01  1.181383E+03  1.637442E+02  3.225974E+00  0.000000E+00  2.102086E+01
4.121248E+01  1.138474E+03  1.595593E+02  4.016948E+00  0.000000E+00  2.186440E+01
4.217245E+01  1.128411E+03  1.519024E+02  3.527991E+00  0.000000E+00  2.067105E+01
4.315477E+01  1.093353E+03  1.496101E+02  3.107772E+00  0.000000E+00  1.743266E+01
4.415997E+01  1.057598E+03  1.512821E+02  3.084484E+00  0.000000E+00  1.789001E+01
4.518859E+01  1.038904E+03  1.447314E+02  3.153393E+00  0.000000E+00  1.803926E+01
4.624117E+01  1.034923E+03  1.389445E+02  2.990977E+00  0.000000E+00  1.785523E+01
4.731826E+01  1.006494E+03  1.381289E+02  2.657176E+00  0.000000E+00  1.674021E+01
4.842045E+01  9.830209E+02  1.347250E+02  2.596692E+00  0.000000E+00  1.614277E+01
4.954830E+01  9.508326E+02  1.263294E+02  3.594910E+00  0.000000E+00  1.590219E+01
5.070243E+01  9.410922E+02  1.294053E+02  2.603812E+00  0.000000E+00  1.549888E+01
5.188344E+01  9.092498E+02  1.245210E+02  2.463763E+00  0.000000E+00  1.603466E+01
5.309196E+01  8.904473E+02  1.182527E+02  2.486622E+00  0.000000E+00  1.543284E+01
5.432863E+01  8.715668E+02  1.198038E+02  2.352876E+00  0.000000E+00  1.330725E+01
5.559411E+01  8.516899E+02  1.137220E+02  2.563174E+00  0.000000E+00  1.353205E+01
5.688906E+01  8.301666E+02  1.152221E+02  2.431157E+00  0.000000E+00  1.318719E+01
5.821418E+01  8.135375E+02  1.084597E+02  1.979848E+00  0.000000E+00  1.288701E+01
5.957016E+01  8.017381E+02  1.061667E+02  2.005137E+00  0.000000E+00  1.231224E+01
6.095773E+01  7.852415E+02  1.062252E+02  2.028248E+00  0.000000E+00  1.065690E+01
6.237762E+01  7.654188E+02  1.037400E+02  1.578945E+00  0.000000E+00  1.075026E+01
6.383058E+01  7.368664E+02  1.014443E+02  1.608664E+00  0.000000E+00  1.106367E+01
6.531738E+01  7.240073E+02  9.775559E+01  2.085367E+00  0.000000E+00  1.055517E+01
6.683882E+01  7.036392E+02  9.393143E+01  2.163307E+00  0.000000E+00  1.006408E+01
6.839570E+01  6.988668E+02  9.510226E+01  1.470654E+00  0.000000E+00  1.041713E+01
6.998884E+01  6.663114E+02  9.117094E+01  1.766531E+00  0.000000E+00  9.281771E+00
7.161909E+01  6.532217E+02  8.801303E+01  1.521502E+00  0.000000E+00  8.719376E+00
7.328731E+01  6.468449E+02  8.649570E+01  1.601243E+00  0.000000E+00  8.949803E+00
7.499439E+01  6.282648E+02  8.394002E+01  1.480966E+00  0.000000E+00  9.053451E+00
7.674123E+01  6.072190E+02  8.050014E+01  1.747628E+00  0.000000E+00  7.809715E+00
7.852877E+01  5.962523E+02  7.658629E+01  1.601107E+00  0.000000E+00  8.432497E+00
8.035794E+01  5.812457E+02  7.906756E+01  1.199574E+00  0.000000E+00  7.849385E+00
8.222971E+01  5.732391E+02  7.489774E+01  1.630982E+00  0.000000E+00  7.415870E+00
8.414509E+01  5.573267E+02  7.366604E+01  1.668568E+00  0.000000E+00  7.695336E+00
8.610508E+01  5.501892E+02  7.082101E+01  1.216856E+00  0.000000E+00  7.666192E+00
8.811073E+01  5.291272E+02  7.360881E+01  1.474554E+00  0.000000E+00  5.850652E+00
9.016309E+01  5.245202E+02  7.125926E+01  1.255055E+00  0.000000E+00  6.763354E+00
9.226326E+01  5.085151E+02  6.511737E+01  1.544465E+00  0.000000E+00  6.268711E+00
9.441234E+01  4.929890E+02  6.367951E+01  1.420526E+00  0.000000E+00  5.748690E+00
9.661149E+01  4.897059E+02  6.398691E+01  1.301429E+00  0.000000E+00  5.357548E+00
9.886186E+01  4.721151E+02  6.248800E+01  1.335395E+00  0.000000E+00  5.129612E+00
1.011646E+02  4.677484E+02  6.023703E+01  1.201426E+00  0.000000E+00  5.302847E+00
1.035211E+02  4.528299E+02  5.823834E+01  9.311657E-01  0.000000E+00  5.161897E+00
1.059324E+02  4.446191E+02  5.511252E+01  1.206699E+00  0.000000E+00  4.668541E+00
1.083999E+02  4.322752E+02  5.505657E+01  8.699247E-01  0.000000E+00  5.161553E+00
1.109248E+02  4.206407E+02  5.491793E+01  9.634725E-01  0.000000E+00  3.986131E+00
1.135086E+02  4.115827E+02  5.148938E+01  9.969259E-01  0.000000E+00  4.153858E+00
1.161526E+02  4.037294E+02  5.011888E+01  8.840264E-01  0.000000E+00  3.878891E+00
1.188581E+02  3.945394E+02  4.934828E+01  6.523353E-01  0.000000E+00  3.949273E+00
1.216267E+02  3.877123E+02  4.853511E+01  9.993029E-01  0.000000E+00  3.583707E+00
1.244597E+02  3.729939E+02  4.665580E+01  7.745099E-01  0.000000E+00  3.316923E+00
1.273587E+02  3.663628E+02  4.684428E+01  9.543268E-01  0.000000E+00  3.504683E+00
1.303253E+02  3.607890E+02  4.368766E+01  7.074925E-01  0.000000E+00  3.103319E+00
1.333610E+02  3.475324E+02  4.267749E+01  7.542414E-01  0.000000E+00  2.686985E+00
1.364674E+02  3.454107E+02  4.278093E+01  8.138512E-01  0.000000E+00  2.656533E+00
1.396461E+02  3.321910E+02  3.999138E+01  6.902827E-01  0.000000E+00  2.956211E+00
1.428989E+02  3.242188E+02  3.925704E+01  7.772219E-01  0.000000E+00  2.434318E+00
1.462274E+02  3.185871E+02  3.925194E+01  5.875610E-01  0.000000E+00  2.206937E+00
1.496335E+02  3.120074E+02  3.751819E+01  6.582138E-01  0.000000E+00  2.016655E+00
1.531189E+02  3.033313E+02  3.647257E+01  6.432310E-01  0.000000E+00  1.833893E+00
1.566855E+02  2.952765E+02  3.501376E+01  5.617181E-01  0.000000E+00  1.818897E+00
1.603352E+02  2.914436E+02  3.331494E+01  3.659546E-01  0.000000E+00  1.672935E+00
1.640699E+02  2.797389E+02  3.337402E+01  5.364366E-01  0.000000E+00  1.609310E+00
1.678915E+02  2.776650E+02  3.182800E+01  3.619655E-01  0.000000E+00  1.472825E+00
1.718022E+02  2.693076E+02  3.104252E+01  4.391083E-01  0.000000E+00  1.573471E+00
1.758040E+02  2.609245E+02  3.044318E+01  5.840704E-01  0.000000E+00  1.442296E+00
1.798990E+02  2.543328E+02  2.884163E+01  4.193452E-01  0.000000E+00  1.281332E+00
1.840894E+02  2.495794E+02  2.782085E+01  4.097997E-01  0.000000E+00  9.903493E-01
1.883774E+02  2.460564E+02  2.650899E+01  3.226021E-01  0.000000E+00  1.101297E+00
1.927653E+02  2.382921E+02  2.702528E+01  4.130977E-01  0.000000E+00  9.240342E-01
1.972553E+02  2.319224E+02  2.542212E+01  4.355650E-01  0.000000E+00  5.099298E-01
2.018500E+02  2.295813E+02  2.450085E+01  3.218332E-01  0.000000E+00  8.513007E-01
2.065517E+02  2.219205E+02  2.386198E+01  3.753798E-01  0.000000E+00  6.391601E-01
2.113629E+02  2.146977E+02  2.225797E+01  3.073483E-01  0.000000E+00  6.047822E-01
2.162862E+02  2.096071E+02  2.250704E+01  2.906634E-01  0.000000E+00  5.910156E-01
2.213241E+02  2.051199E+02  2.167280E+01  2.935154E-01  0.000000E+00  5.870307E-01
2.264794E+02  1.989611E+02  2.104067E+01  2.775814E-01  0.000000E+00  5.644155E-01
2.317548E+02  1.957795E+02  2.047131E+01  1.808419E-01  0.000000E+00  6.148626E-01
2.371531E+02  1.935674E+02  1.966954E+01  2.120706E-01  0.000000E+00  3.887960E-01
2.426771E+02  1.866053E+02  1.849646E+01  2.590541E-01  0.000000E+00  3.972162E-01
2.483298E+02  1.834715E+02  1.821045E+01  2.109644E-01  0.000000E+00  3.459816E-01
2.541141E+02  1.755843E+02  1.794436E+01  1.566833E-01  0.000000E+00  2.638877E-01
2.600332E+02  1.739971E+02  1.650438E+01  1.853519E-01  0.000000E+00  2.175870E-01
2.660901E+02  1.706349E+02  1.560892E+01  1.968834E-01  0.000000E+00  1.968834E-01
2.722882E+02  1.632645E+02  1.576156E+01  1.693136E-01  0.000000E+00  2.770586E-01
2.786306E+02  1.607891E+02  1.501169E+01  1.353760E-01  0.000000E+00  2.181058E-01
2.851207E+02  1.568204E+02  1.429515E+01  1.102454E-01  0.000000E+00  9.554599E-02
2.917620E+02  1.547806E+02  1.316533E+01  1.221007E-01  0.000000E+00  1.508302E-01
2.985580E+02  1.496570E+02  1.379214E+01  1.544158E-01  0.000000E+00  1.263402E-01
3.055124E+02  1.455576E+02  1.331357E+01  1.303235E-01  0.000000E+00  1.303235E-01
3.126287E+02  1.419963E+02  1.217265E+01  1.206540E-01  0.000000E+00  6.702999E-02
3.199107E+02  1.385938E+02  1.211173E+01  1.113571E-01  0.000000E+00  9.825630E-02
3.273624E+02  1.353750E+02  1.195765E+01  7.041445E-02  0.000000E+00  7.681577E-02
3.349876E+02  1.308672E+02  1.094730E+01  1.063452E-01  0.000000E+00  5.004482E-02
3.427905E+02  1.300279E+02  1.044136E+01  9.169811E-02  0.000000E+00  3.667924E-02
3.507751E+02  1.258076E+02  1.008420E+01  5.974054E-02  0.000000E+00  6.571459E-02
3.589457E+02  1.214376E+02  9.084034E+00  9.340908E-02  0.000000E+00  1.751420E-02
3.673066E+02  1.177834E+02  9.105463E+00  1.141035E-01  0.000000E+00  2.282071E-02
3.758623E+02  1.163010E+02  8.340666E+00  5.575311E-02  0.000000E+00  1.672593E-02
3.846173E+02  1.122698E+02  8.265226E+00  3.269041E-02  0.000000E+00  2.179361E-02
3.935762E+02  1.095119E+02  7.837489E+00  7.454134E-02  0.000000E+00  1.597314E-02
4.027437E+02  1.062646E+02  7.638273E+00  4.682865E-02  0.000000E+00  1.560955E-02
4.121248E+02  1.045983E+02  6.981354E+00  6.101693E-02  0.000000E+00  1.016949E-02
4.217245E+02  1.014521E+02  6.782687E+00  4.472101E-02  0.000000E+00  9.938003E-03
4.315477E+02  9.786567E+01  6.380644E+00  2.427947E-02  0.000000E+00  9.711787E-03
4.415997E+02  9.524886E+01  6.078806E+00  3.796288E-02  0.000000E+00  0.000000E+00
4.518859E+02  9.433281E+01  5.629733E+00  2.782405E-02  0.000000E+00  1.854937E-02
4.624117E+02  9.112963E+01  5.415481E+00  2.265892E-02  0.000000E+00  4.531783E-03
4.731826E+02  8.752739E+01  5.008778E+00  2.214314E-02  0.000000E+00  1.328588E-02
4.842045E+02  8.677711E+01  4.881780E+00  2.596692E-02  0.000000E+00  4.327819E-03
4.954830E+02  8.343152E+01  4.296975E+00  2.114653E-02  0.000000E+00  4.229306E-03
5.070243E+02  8.151999E+01  4.195031E+00  2.893125E-02  0.000000E+00  4.133035E-03
5.188344E+02  8.064988E+01  3.873359E+00  8.077912E-03  0.000000E+00  0.000000E+00
5.309196E+02  7.730630E+01  3.741773E+00  1.578807E-02  0.000000E+00  0.000000E+00
5.432863E+02  7.531516E+01  3.494599E+00  1.542869E-02  0.000000E+00  3.857173E-03
5.559411E+02  7.343493E+01  3.350973E+00  7.538746E-03  0.000000E+00  0.000000E+00
5.688906E+02  7.158285E+01  2.895287E+00  3.683572E-03  0.000000E+00  0.000000E+00
5.821418E+02  6.827955E+01  2.955373E+00  7.199447E-03  0.000000E+00  3.599723E-03
