# Er [keV]  dR/dEr H1 [1/keV/kg/Myr]  B10  B11  O16  Na23
7.328731E-01  6.791266E+05  1.840043E+03  1.294063E+04  5.758429E+04  6.394903E+03
7.499439E-01  6.759306E+05  1.414944E+03  1.314719E+04  5.583134E+04  5.895601E+03
7.674123E-01  6.580096E+05  1.008245E+03  1.267508E+04  5.458927E+04  6.856067E+03
7.852877E-01  6.467756E+05  1.041597E+03  1.348446E+04  5.551432E+04  5.489499E+03
8.035794E-01  6.269362E+05  1.403034E+03  1.188452E+04  5.177471E+04  6.492472E+03
8.222971E-01  6.176390E+05  1.344213E+03  1.236676E+04  4.938638E+04  5.645695E+03
8.414509E-01  6.021611E+05  1.444976E+03  1.284715E+04  4.952328E+04  5.806178E+03
8.610508E-01  5.896096E+05  1.052645E+03  1.168179E+04  4.806223E+04  6.341544E+03
8.811073E-01  5.674572E+05  1.028684E+03  1.091409E+04  4.872449E+04  5.544857E+03
9.016309E-01  5.656227E+05  1.078824E+03  1.162188E+04  4.771346E+04  5.541234E+03
9.226326E-01  5.508307E+05  1.030307E+03  1.140526E+04  4.741807E+04  4.672321E+03
9.441234E-01  5.289028E+05  1.194176E+03  1.119247E+04  4.727531E+04  5.081101E+03
9.661149E-01  5.217145E+05  9.152886E+02  9.816471E+03  4.748060E+04  4.782383E+03
9.886186E-01  5.103979E+05  1.229874E+03  9.995525E+03  4.537119E+04  4.651161E+03
1.011646E+00  5.002658E+05  9.177986E+02  9.877261E+03  4.473175E+04  5.200858E+03
1.035211E+00  4.891132E+05  1.110456E+03  1.014359E+04  4.305153E+04  5.466861E+03
1.059324E+00  4.791066E+05  1.231261E+03  9.912694E+03  4.202982E+04  4.278110E+03
1.083999E+00  4.637549E+05  1.121659E+03  9.625872E+03  4.186846E+04  4.527423E+03
1.109248E+00  4.577625E+05  1.135986E+03  9.944859E+03  4.129408E+04  4.783098E+03
1.135086E+00  4.468751E+05  9.737962E+02  9.173160E+03  3.914661E+04  4.985837E+03
1.161526E+00  4.353136E+05  1.065826E+03  9.535332E+03  3.777971E+04  4.149106E+03
1.188581E+00  4.227449E+05  1.022965E+03  8.816098E+03  3.905866E+04  4.501046E+03
1.216267E+00  4.149942E+05  1.145087E+03  8.488187E+03  4.016894E+04  4.798461E+03
1.244597E+00  4.052814E+05  8.525882E+02  8.490357E+03  3.603961E+04  4.333990E+03
1.273587E+00  3.969586E+05  9.199706E+02  9.043485E+03  3.763200E+04  4.217978E+03
1.303253E+00  3.826304E+05  6.445872E+02  8.125191E+03  3.648703E+04  3.833598E+03
1.333610E+00  3.766226E+05  7.791049E+02  8.039700E+03  3.676712E+04  4.127598E+03
1.364674E+00  3.706091E+05  8.585665E+02  7.743298E+03  3.573581E+04  3.823051E+03
1.396461E+00  3.616032E+05  8.706844E+02  8.136942E+03  3.584054E+04  4.084301E+03
1.428989E+00  3.514537E+05  8.818058E+02  7.998133E+03  3.383349E+04  3.960391E+03
1.462274E+00  3.420175E+05  9.826785E+02  7.392766E+03  3.406115E+04  3.855123E+03
1.496335E+00  3.358721E+05  7.977960E+02  7.076746E+03  3.310853E+04  3.649178E+03
1.531189E+00  3.312442E+05  7.940736E+02  7.016723E+03  3.320672E+04  3.609426E+03
1.566855E+00  3.175244E+05  6.913439E+02  7.407256E+03  3.229564E+04  3.527265E+03
1.603352E+00  3.157567E+05  5.515159E+02  7.004252E+03  3.169838E+04  3.653793E+03
1.640699E+00  3.082593E+05  7.141245E+02  6.696602E+03  3.099031E+04  3.408934E+03
1.678915E+00  2.997545E+05  6.715344E+02  7.347376E+03  2.990303E+04  3.594684E+03
1.718022E+00  2.912070E+05  7.463217E+02  6.781233E+03  2.891353E+04  3.229772E+03
1.758040E+00  2.870052E+05  6.035862E+02  7.280759E+03  2.885897E+04  3.445471E+03
1.798990E+00  2.810252E+05  6.021354E+02  6.906124E+03  2.977498E+04  3.158139E+03
1.840894E+00  2.753008E+05  6.244554E+02  6.388659E+03  2.872495E+04  2.870093E+03
1.883774E+00  2.683535E+05  6.454473E+02  6.196294E+03  2.814150E+04  3.015999E+03
1.927653E+00  2.639194E+05  5.619455E+02  6.066717E+03  2.712247E+04  3.211117E+03
1.972553E+00  2.560290E+05  8.629563E+02  6.040694E+03  2.718873E+04  2.969915E+03
2.018500E+00  2.488650E+05  6.242707E+02  5.881287E+03  2.694221E+04  3.154210E+03
2.065517E+00  2.437673E+05  7.384943E+02  5.651087E+03  2.525865E+04  3.189439E+03
2.113629E+00  2.373400E+05  6.170922E+02  6.045412E+03  2.515435E+04  2.761226E+03
2.162862E+00  2.328573E+05  4.906133E+02  5.856696E+03  2.475553E+04  3.035670E+03
2.213241E+00  2.263982E+05  6.692261E+02  5.893185E+03  2.431189E+04  2.866685E+03
2.264794E+00  2.223673E+05  5.954262E+02  5.983545E+03  2.434415E+04  2.742865E+03
2.317548E+00  2.148732E+05  5.055614E+02  5.093770E+03  2.314136E+04  2.842591E+03
2.371531E+00  2.104202E+05  5.593058E+02  5.164257E+03  2.344424E+04  2.712633E+03
2.426771E+00  2.087368E+05  5.192457E+02  5.547731E+03  2.284681E+04  2.286503E+03
2.483298E+00  2.032643E+05  5.341329E+02  5.127676E+03  2.239797E+04  2.501522E+03
2.541141E+00  1.987070E+05  4.523779E+02  5.150149E+03  2.178374E+04  2.409783E+03
2.600332E+00  1.932232E+05  6.291147E+02  5.015914E+03  2.178947E+04  2.669486E+03
2.660901E+00  1.909684E+05  5.981782E+02  5.051283E+03  2.108578E+04  2.268092E+03
2.722882E+00  1.862317E+05  4.384215E+02  4.619664E+03  2.026482E+04  2.378843E+03
2.786306E+00  1.801122E+05  4.284418E+02  4.784267E+03  2.066835E+04  2.134275E+03
2.851207E+00  1.770823E+05  4.497033E+02  4.582322E+03  1.984897E+04  2.264024E+03
2.917620E+00  1.708995E+05  4.318898E+02  4.432553E+03  1.987451E+04  1.985178E+03
2.985580E+00  1.693789E+05  5.035087E+02  4.546388E+03  2.039210E+04  2.065867E+03
3.055124E+00  1.660950E+05  4.413955E+02  4.233055E+03  1.949376E+04  1.989898E+03
3.126287E+00  1.624980E+05  4.030630E+02  4.080129E+03  1.880254E+04  1.873889E+03
3.199107E+00  1.574585E+05  3.869778E+02  4.367321E+03  1.849892E+04  1.962531E+03
3.273624E+00  1.521253E+05  4.186873E+02  4.477253E+03  1.817913E+04  2.106942E+03
3.349876E+00  1.520941E+05  4.355540E+02  4.355540E+03  1.796330E+04  1.913798E+03
3.427905E+00  1.455107E+05  3.675978E+02  4.146761E+03  1.666443E+04  1.876684E+03
3.507751E+00  1.448643E+05  3.655326E+02  4.109090E+03  1.700987E+04  2.029336E+03
3.589457E+00  1.403227E+05  3.141002E+02  3.769203E+03  1.643175E+04  1.730631E+03
3.673066E+00  1.372249E+05  3.671368E+02  3.767666E+03  1.634662E+04  1.600957E+03
3.758623E+00  1.345306E+05  3.470165E+02  3.875998E+03  1.612744E+04  1.746846E+03
3.846173E+00  1.292095E+05  3.218742E+02  3.529120E+03  1.567987E+04  1.753065E+03
3.935762E+00  1.285600E+05  3.650997E+02  3.476872E+03  1.562065E+04  1.769329E+03
4.027437E+00  1.240144E+05  3.622780E+02  3.523977E+03  1.536937E+04  1.630251E+03
4.121248E+00  1.224574E+05  3.593957E+02  3.352572E+03  1.509998E+04  1.662876E+03
4.217245E+00  1.197695E+05  3.879089E+02  3.229080E+03  1.467239E+04  1.661718E+03
4.315477E+00  1.162646E+05  3.585883E+02  3.519288E+03  1.442550E+04  1.547052E+03
4.415997E+00  1.134078E+05  3.304015E+02  3.163845E+03  1.444756E+04  1.631983E+03
4.518859E+00  1.109976E+05  2.592829E+02  3.267944E+03  1.371754E+04  1.492100E+03
4.624117E+00  1.090016E+05  3.107502E+02  3.117064E+03  1.339572E+04  1.482039E+03
4.731826E+00  1.057215E+05  3.317084E+02  3.055455E+03  1.343652E+04  1.382897E+03
4.842045E+00  1.046025E+05  3.469858E+02  2.848936E+03  1.300740E+04  1.438165E+03
4.954830E+00  1.010436E+05  3.301641E+02  2.940245E+03  1.291655E+04  1.436660E+03
5.070243E+00  9.961994E+04  2.746873E+02  3.052081E+03  1.233913E+04  1.377797E+03
5.188344E+00  9.712223E+04  3.067825E+02  2.812173E+03  1.216904E+04  1.299565E+03
5.309196E+00  9.563180E+04  3.206187E+02  2.652391E+03  1.237088E+04  1.249164E+03
5.432863E+00  9.227085E+04  3.295969E+02  2.620499E+03  1.186956E+04  1.281766E+03
5.559411E+00  9.078686E+04  2.823296E+02  2.600614E+03  1.141248E+04  1.256566E+03
5.688906E+00  8.777213E+04  2.253856E+02  2.615250E+03  1.117213E+04  1.115270E+03
5.821418E+00  8.624888E+04  2.772177E+02  2.487364E+03  1.115706E+04  1.268366E+03
5.957016E+00  8.441550E+04  2.634853E+02  2.594032E+03  1.111092E+04  1.224650E+03
6.095773E+00  8.212769E+04  3.082599E+02  2.542237E+03  1.072744E+04  1.113362E+03
6.237762E+00  8.060200E+04  2.551706E+02  2.491457E+03  1.034504E+04  1.148268E+03
6.383058E+00  7.905820E+04  2.251186E+02  2.351624E+03  1.007839E+04  1.229494E+03
6.531738E+00  7.680847E+04  2.233788E+02  2.274403E+03  9.974203E+03  1.079664E+03
6.683882E+00  7.537100E+04  1.918342E+02  2.245783E+03  9.694243E+03  1.091471E+03
6.839570E+00  7.372322E+04  2.488793E+02  2.304558E+03  1.008769E+04  9.631953E+02
6.998884E+00  7.263574E+04  2.242624E+02  2.119437E+03  9.681186E+03  1.032870E+03
7.161909E+00  7.006559E+04  2.222443E+02  2.213183E+03  9.414514E+03  9.630585E+02
7.328731E+00  6.848579E+04  1.779713E+02  2.205035E+03  8.992078E+03  8.868403E+02
7.499439E+00  6.634614E+04  2.299284E+02  1.989765E+03  8.899410E+03  1.070052E+03
7.674123E+00  6.472934E+04  2.419788E+02  2.068343E+03  8.993546E+03  9.794381E+02
7.852877E+00  6.367819E+04  2.336556E+02  2.043783E+03  8.746601E+03  1.027522E+03
8.035794E+00  6.267436E+04  1.815691E+02  1.873463E+03  8.310914E+03  1.048149E+03
8.222971E+00  6.158377E+04  2.554005E+02  1.900717E+03  8.344874E+03  8.307236E+02
8.414509E+00  5.833501E+04  2.075512E+02  1.902114E+03  8.228484E+03  9.484300E+02
8.610508E+00  5.819586E+04  1.797199E+02  1.858817E+03  8.059153E+03  7.702281E+02
8.811073E+00  5.729769E+04  1.731200E+02  1.829050E+03  7.805453E+03  8.430190E+02
9.016309E+00  5.641026E+04  1.765349E+02  1.802127E+03  7.718498E+03  7.944071E+02
9.226326E+00  5.422528E+04  1.844968E+02  1.717977E+03  7.492486E+03  7.787202E+02
9.441234E+00  5.346161E+04  1.873217E+02  1.695261E+03  7.413256E+03  7.633359E+02
9.661149E+00  5.119438E+04  2.082282E+02  1.681843E+03  7.093487E+03  8.168951E+02
9.886186E+00  5.067083E+04  1.677101E+02  1.670393E+03  7.072896E+03  7.714667E+02
1.011646E+01  4.955238E+04  1.332993E+02  1.628000E+03  6.955602E+03  7.670174E+02
1.035211E+01  4.843297E+04  1.622974E+02  1.518335E+03  6.709718E+03  7.089836E+02
1.059324E+01  4.724912E+04  1.544293E+02  1.481687E+03  6.408817E+03  7.116271E+02
1.083999E+01  4.570658E+04  1.488747E+02  1.531574E+03  6.328195E+03  6.974678E+02
1.109248E+01  4.539160E+04  1.315352E+02  1.504683E+03  6.086493E+03  7.334084E+02
1.135086E+01  4.388705E+04  1.635978E+02  1.435376E+03  6.146602E+03  6.271248E+02
1.161526E+01  4.328393E+04  1.903260E+02  1.427445E+03  6.084722E+03  6.185594E+02
1.188581E+01  4.188577E+04  1.320555E+02  1.288936E+03  5.864379E+03  6.956162E+02
1.216267E+01  4.159575E+04  1.345023E+02  1.272319E+03  5.934461E+03  6.434301E+02
1.244597E+01  3.994020E+04  1.598603E+02  1.264672E+03  5.691026E+03  6.376649E+02
1.273587E+01  3.953791E+04  1.527498E+02  1.246300E+03  5.689931E+03  5.762835E+02
1.303253E+01  3.878719E+04  1.475765E+02  1.231501E+03  5.521398E+03  5.207586E+02
1.333610E+01  3.678867E+04  1.607940E+02  1.196838E+03  5.231607E+03  5.486888E+02
1.364674E+01  3.696372E+04  1.231152E+02  1.297569E+03  5.154639E+03  6.042364E+02
1.396461E+01  3.581046E+04  1.408926E+02  1.166717E+03  5.201944E+03  5.350751E+02
1.428989E+01  3.506338E+04  1.454206E+02  1.087560E+03  5.083533E+03  5.352716E+02
1.462274E+01  3.406568E+04  1.360632E+02  1.100600E+03  4.916416E+03  5.140164E+02
1.496335E+01  3.330503E+04  1.122824E+02  1.122824E+03  4.857691E+03  4.993612E+02
1.531189E+01  3.283422E+04  1.198329E+02  1.074165E+03  4.686478E+03  4.634502E+02
1.566855E+01  3.226178E+04  1.213379E+02  1.084987E+03  4.552994E+03  4.627772E+02
1.603352E+01  3.124614E+04  1.171971E+02  1.085108E+03  4.625840E+03  4.605158E+02
1.640699E+01  3.034221E+04  1.091398E+02  1.002469E+03  4.478773E+03  4.621598E+02
1.678915E+01  2.970815E+04  1.013885E+02  1.025736E+03  4.263585E+03  4.753410E+02
1.718022E+01  2.917603E+04  1.016542E+02  1.017828E+03  4.232159E+03  4.259181E+02
1.758040E+01  2.856095E+04  9.934023E+01  1.022324E+03  4.284205E+03  4.325701E+02
1.798990E+01  2.754708E+04  1.019944E+02  9.720186E+02  4.030621E+03  4.350121E+02
1.840894E+01  2.716261E+04  9.366831E+01  9.570980E+02  3.789964E+03  3.842802E+02
1.883774E+01  2.613357E+04  9.036262E+01  8.813289E+02  3.971261E+03  4.494660E+02
1.927653E+01  2.569123E+04  1.032145E+02  9.300771E+02  3.712280E+03  3.727189E+02
1.972553E+01  2.549756E+04  7.396768E+01  8.988194E+02  3.773473E+03  4.045808E+02
2.018500E+01  2.476602E+04  9.418821E+01  8.476939E+02  3.532058E+03  3.636103E+02
2.065517E+01  2.405137E+04  7.599000E+01  8.476631E+02  3.603638E+03  3.596146E+02
2.113629E+01  2.386892E+04  7.321433E+01  8.356893E+02  3.529977E+03  3.294645E+02
2.162862E+01  2.290960E+04  7.768044E+01  7.829371E+02  3.300397E+03  3.424072E+02
2.213241E+01  2.248600E+04  7.790991E+01  8.020725E+02  3.314168E+03  2.986546E+02
2.264794E+01  2.206200E+04  8.394533E+01  7.447708E+02  3.240680E+03  3.211397E+02
2.317548E+01  2.177539E+04  8.775784E+01  6.953855E+02  3.264210E+03  3.243224E+02
2.371531E+01  2.100100E+04  7.830281E+01  7.727742E+02  3.107876E+03  3.430409E+02
2.426771E+01  2.056304E+04  7.652042E+01  7.078139E+02  3.012536E+03  3.297666E+02
2.483298E+01  1.993384E+04  7.032750E+01  7.068359E+02  3.016961E+03  3.124677E+02
2.541141E+01  1.968627E+04  8.264597E+01  6.994459E+02  2.945676E+03  3.010053E+02
2.600332E+01  1.913614E+04  7.141301E+01  6.452676E+02  2.834417E+03  3.035053E+02
2.660901E+01  1.873461E+04  5.317139E+01  6.712889E+02  2.749958E+03  2.965967E+02
2.722882E+01  1.828542E+04  6.982268E+01  6.300279E+02  2.670312E+03  2.947167E+02
2.786306E+01  1.780810E+04  6.505968E+01  6.434561E+02  2.667447E+03  2.967356E+02
2.851207E+01  1.748726E+04  7.288295E+01  6.388888E+02  2.617583E+03  2.744741E+02
2.917620E+01  1.709829E+04  7.198163E+01  5.894917E+02  2.570123E+03  2.856534E+02
2.985580E+01  1.660912E+04  6.590041E+01  6.338286E+02  2.538276E+03  2.473116E+02
3.055124E+01  1.635262E+04  7.308352E+01  5.680254E+02  2.489905E+03  2.445765E+02
3.126287E+01  1.579300E+04  6.364153E+01  5.649953E+02  2.415550E+03  2.701229E+02
3.199107E+01  1.555996E+04  6.150184E+01  5.396959E+02  2.359183E+03  2.418612E+02
3.273624E+01  1.512947E+04  5.605007E+01  5.409170E+02  2.254834E+03  2.485112E+02
3.349876E+01  1.496194E+04  4.883484E+01  5.411429E+02  2.223965E+03  2.230564E+02
3.427905E+01  1.454978E+04  5.610704E+01  5.449477E+02  2.181080E+03  2.231383E+02
3.507751E+01  1.430304E+04  5.356943E+01  4.959899E+02  2.150970E+03  2.294032E+02
3.589457E+01  1.386229E+04  6.035651E+01  4.920904E+02  2.143888E+03  2.075525E+02
3.673066E+01  1.348536E+04  5.356586E+01  4.887132E+02  2.068605E+03  2.263007E+02
3.758623E+01  1.326662E+04  5.587553E+01  4.440635E+02  1.914472E+03  1.982111E+02
3.846173E+01  1.299452E+04  4.023427E+01  4.471752E+02  1.953086E+03  2.074939E+02
3.935762E+01  1.266952E+04  4.493534E+01  4.555320E+02  1.895710E+03  2.128812E+02
4.027437E+01  1.241955E+04  4.171687E+01  4.358315E+02  1.872868E+03  1.992529E+02
4.121248E+01  1.209983E+04  4.774062E+01  4.302020E+02  1.828627E+03  1.963266E+02
4.217245E+01  1.189884E+04  5.242013E+01  4.324661E+02  1.745066E+03  1.976239E+02
4.315477E+01  1.157728E+04  4.149379E+01  4.123765E+02  1.705856E+03  1.941500E+02
4.415997E+01  1.120962E+04  4.205110E+01  3.894733E+02  1.697062E+03  1.662020E+02
4.518859E+01  1.094761E+04  5.479187E+01  4.031116E+02  1.692188E+03  1.810088E+02
4.624117E+01  1.075722E+04  3.968041E+01  3.853303E+02  1.609686E+03  1.673270E+02
4.731826E+01  1.058991E+04  4.391632E+01  3.816982E+02  1.604814E+03  1.794028E+02
4.842045E+01  1.025845E+04  3.972074E+01  3.743794E+02  1.558240E+03  1.538608E+02
4.954830E+01  1.002673E+04  4.238593E+01  3.515801E+02  1.500016E+03  1.566048E+02
5.070243E+01  9.822034E+03  4.011307E+01  3.248287E+02  1.493776E+03  1.578362E+02
5.188344E+01  9.575449E+03  4.133042E+01  3.723999E+02  1.443582E+03  1.555217E+02
5.309196E+01  9.449090E+03  3.372742E+01  3.768310E+02  1.419050E+03  1.553127E+02
5.432863E+01  9.142855E+03  3.865642E+01  3.348867E+02  1.354603E+03  1.436391E+02
5.559411E+01  9.022618E+03  3.260708E+01  3.260708E+02  1.304681E+03  1.363930E+02
5.688906E+01  8.739519E+03  3.419643E+01  3.237003E+02  1.288584E+03  1.426147E+02
5.821418E+01  8.491975E+03  3.341802E+01  3.224080E+02  1.277100E+03  1.306341E+02
5.957016E+01  8.312405E+03  2.746185E+01  3.024515E+02  1.239865E+03  1.339693E+02
6.095773E+01  8.123917E+03  3.118865E+01  2.908523E+02  1.230138E+03  1.214907E+02
6.237762E+01  7.989320E+03  3.295953E+01  2.913197E+02  1.206744E+03  1.268765E+02
6.383058E+01  7.684165E+03  3.290195E+01  2.916152E+02  1.148105E+03  1.264128E+02
6.531738E+01  7.572881E+03  3.147611E+01  2.910694E+02  1.137201E+03  1.259044E+02
6.683882E+01  7.449783E+03  2.579839E+01  2.523612E+02  1.085186E+03  1.174158E+02
6.839570E+01  7.200046E+03  2.585759E+01  2.666564E+02  1.075676E+03  1.079554E+02
6.998884E+01  7.110065E+03  3.190211E+01  2.498472E+02  1.061930E+03  1.013919E+02
7.161909E+01  6.914884E+03  2.376779E+01  2.611370E+02  1.043622E+03  1.043313E+02
7.328731E+01  6.774977E+03  3.710250E+01  2.470484E+02  9.984494E+02  1.028614E+02
7.499439E+01  6.639036E+03  3.006756E+01  2.372979E+02  9.822071E+02  9.462439E+01
7.674123E+01  6.442110E+03  2.679051E+01  2.500448E+02  9.607136E+02  1.019768E+02
7.852877E+01  6.395688E+03  2.561766E+01  2.297144E+02  9.619291E+02  9.064711E+01
8.035794E+01  6.170324E+03  2.448432E+01  2.244855E+02  9.257275E+02  9.463603E+01
8.222971E+01  5.969650E+03  2.285162E+01  2.247524E+02  8.772334E+02  9.382607E+01
8.414509E+01  5.847688E+03  2.417052E+01  2.091275E+02  8.856392E+02  8.039324E+01
8.610508E+01  5.721511E+03  2.156639E+01  2.118127E+02  8.695875E+02  8.626554E+01
8.811073E+01  5.632672E+03  2.759884E+01  1.987116E+02  8.382519E+02  8.555639E+01
9.016309E+01  5.510831E+03  2.500911E+01  2.081641E+02  8.211325E+02  8.434445E+01
9.226326E+01  5.368856E+03  2.420023E+01  1.914454E+02  7.988471E+02  7.835123E+01
9.441234E+01  5.261398E+03  2.294691E+01  1.875558E+02  7.741069E+02  7.727020E+01
9.661149E+01  5.138430E+03  2.379750E+01  1.926683E+02  7.525961E+02  7.459602E+01
9.886186E+01  4.950356E+03  2.034883E+01  1.947674E+02  7.647583E+02  7.513415E+01
1.011646E+02  4.891866E+03  1.835597E+01  1.765670E+02  7.296499E+02  7.276831E+01
1.035211E+02  4.807848E+03  2.007363E+01  1.691310E+02  7.405888E+02  6.641382E+01
1.059324E+02  4.628498E+03  2.149489E+01  1.723765E+02  6.830368E+02  6.657156E+01
1.083999E+02  4.593499E+03  1.855835E+01  1.719197E+02  6.933891E+02  6.689165E+01
1.109248E+02  4.429149E+03  1.753803E+01  1.528599E+02  6.646514E+02  6.297746E+01
1.135086E+02  4.355985E+03  1.421742E+01  1.583393E+02  6.629605E+02  6.913953E+01
1.161526E+02  4.309551E+03  1.655836E+01  1.545447E+02  6.162755E+02  6.166562E+01
1.188581E+02  4.207176E+03  1.748340E+01  1.510268E+02  6.202888E+02  6.398181E+01
1.216267E+02  4.061607E+03  1.617663E+01  1.459532E+02  6.068963E+02  5.689085E+01
1.244597E+02  3.991356E+03  1.261120E+01  1.397889E+02  6.039166E+02  6.021404E+01
1.273587E+02  3.840790E+03  1.596930E+01  1.471953E+02  5.768042E+02  5.033801E+01
1.303253E+02  3.790342E+03  1.679319E+01  1.299352E+02  5.599427E+02  5.156698E+01
1.333610E+02  3.696438E+03  1.193522E+01  1.336082E+02  5.604582E+02  5.122200E+01
1.364674E+02  3.594154E+03  1.150155E+01  1.317009E+02  5.374950E+02  4.924608E+01
1.396461E+02  3.497935E+03  1.329773E+01  1.201544E+02  5.064217E+02  4.780849E+01
1.428989E+02  3.460237E+03  1.454206E+01  1.214417E+02  4.976788E+02  4.888607E+01
1.462274E+02  3.401730E+03  1.224569E+01  1.304695E+02  5.037361E+02  4.444730E+01
1.496335E+02  3.275396E+03  1.122824E+01  1.164191E+02  4.727680E+02  4.757228E+01
1.531189E+02  3.207336E+03  1.111703E+01  1.100153E+02  4.573864E+02  4.417937E+01
1.566855E+02  3.166779E+03  1.467342E+01  1.132958E+02  4.490914E+02  4.514899E+01
1.603352E+02  3.090695E+03  1.240911E+01  1.083729E+02  4.471416E+02  4.108794E+01
1.640699E+02  3.017917E+03  1.145294E+01  1.138557E+02  4.348075E+02  4.769813E+01
1.678915E+02  2.919199E+03  1.395738E+01  1.029686E+02  4.208282E+02  4.358390E+01
1.718022E+02  2.873339E+03  9.007331E+00  1.004961E+02  4.080321E+02  4.130505E+01
1.758040E+02  2.778509E+03  1.018552E+01  1.024839E+02  3.982412E+02  4.262828E+01
1.798990E+02  2.721160E+03  1.069098E+01  9.646455E+01  3.877015E+02  3.600524E+01
1.840894E+02  2.667265E+03  1.152841E+01  9.366831E+01  3.870423E+02  4.191056E+01
1.883774E+02  2.626266E+03  1.067922E+01  9.106674E+01  3.787015E+02  3.943096E+01
1.927653E+02  2.552953E+03  9.748033E+00  8.945254E+01  3.582689E+02  3.612506E+01
1.972553E+02  2.476909E+03  1.019857E+01  8.853708E+01  3.543724E+02  3.474240E+01
2.018500E+02  2.406509E+03  9.309300E+00  8.663125E+01  3.425822E+02  3.537534E+01
2.065517E+02  2.382019E+03  8.669281E+00  8.326791E+01  3.295397E+02  3.114520E+01
2.113629E+02  2.316397E+03  8.158169E+00  8.921690E+01  3.299875E+02  2.980869E+01
2.162862E+02  2.255390E+03  7.870255E+00  8.238215E+01  3.138903E+02  3.199208E+01
2.213241E+02  2.204151E+03  8.590067E+00  7.900864E+01  3.214283E+02  2.846708E+01
2.264794E+02  2.144217E+03  8.492144E+00  7.574602E+01  3.021056E+02  2.713582E+01
2.317548E+02  2.103326E+03  8.489617E+00  7.287716E+01  2.987582E+02  3.195530E+01
2.371531E+02  2.064398E+03  7.550628E+00  7.177758E+01  2.904662E+02  2.787207E+01
2.426771E+02  2.013580E+03  8.198617E+00  7.369646E+01  2.795728E+02  2.432256E+01
2.483298E+02  1.970683E+03  6.943728E+00  7.379936E+01  2.715176E+02  2.902122E+01
2.541141E+02  1.926695E+03  6.785669E+00  6.733472E+01  2.633362E+02  2.601173E+01
2.600332E+02  1.889809E+03  6.546193E+00  6.214633E+01  2.509657E+02  2.516459E+01
2.660901E+02  1.845380E+03  5.483300E+00  6.214407E+01  2.599583E+02  2.334557E+01
2.722882E+02  1.782508E+03  7.307025E+00  6.413944E+01  2.412942E+02  2.362605E+01
2.786306E+02  1.747011E+03  8.727518E+00  5.910910E+01  2.261221E+02  2.197748E+01
2.851207E+02  1.731978E+03  7.753505E+00  5.605784E+01  2.318298E+02  2.217502E+01
2.917620E+02  1.679900E+03  5.985841E+00  5.516066E+01  2.196576E+02  2.091256E+01
2.985580E+02  1.633886E+03  6.293859E+00  5.368291E+01  2.105851E+02  2.014035E+01
3.055124E+02  1.609864E+03  5.065194E+00  5.455938E+01  2.068047E+02  1.823470E+01
3.126287E+02  1.568057E+03  6.293440E+00  5.126679E+01  2.020972E+02  1.781963E+01
3.199107E+02  1.518128E+03  5.873771E+00  5.003071E+01  1.984644E+02  1.817414E+01
3.273624E+02  1.467229E+03  5.469947E+00  5.051259E+01  1.884093E+02  1.884093E+01
3.349876E+02  1.445577E+03  4.751498E+00  4.652509E+01  1.831967E+02  1.775213E+01
3.427905E+02  1.405836E+03  6.126630E+00  4.501461E+01  1.849597E+02  1.586475E+01
3.507751E+02  1.383541E+03  5.356943E+00  4.468320E+01  1.694054E+02  1.386503E+01
3.589457E+02  1.346197E+03  5.235004E+00  4.212638E+01  1.693062E+02  1.379577E+01
3.673066E+02  1.305322E+03  4.152859E+00  4.158877E+01  1.609383E+02  1.336137E+01
3.758623E+02  1.276138E+03  4.587675E+00  4.028920E+01  1.546282E+02  1.446882E+01
3.846173E+02  1.259965E+03  5.000545E+00  3.891229E+01  1.546145E+02  1.425443E+01
3.935762E+02  1.227184E+03  3.594827E+00  3.724017E+01  1.485113E+02  9.829606E+00
4.027437E+02  1.174549E+03  4.501030E+00  3.968591E+01  1.434292E+02  9.935201E+00
4.121248E+02  1.160794E+03  3.969445E+00  3.674419E+01  1.368386E+02  9.118995E+00
4.217245E+02  1.127662E+03  4.298451E+00  3.512149E+01  1.361351E+02  9.697724E+00
4.315477E+02  1.107935E+03  3.995698E+00  3.811281E+01  1.294504E+02  9.067161E+00
4.415997E+02  1.082816E+03  3.904745E+00  3.404137E+01  1.221484E+02  9.010950E+00
4.518859E+02  1.053129E+03  3.620177E+00  3.326649E+01  1.179982E+02  8.805836E+00
4.624117E+02  1.035228E+03  4.159272E+00  3.198337E+01  1.137824E+02  7.792659E+00
4.731826E+02  1.002273E+03  3.363803E+00  3.251676E+01  1.103514E+02  6.867765E+00
4.842045E+02  9.751213E+02  2.921985E+00  3.086347E+01  1.066525E+02  6.483155E+00
4.954830E+02  9.535495E+02  2.855473E+00  3.047325E+01  1.009231E+02  5.844796E+00
5.070243E+02  9.256527E+02  2.921278E+00  2.882037E+01  9.313209E+01  5.537348E+00
5.188344E+02  8.999805E+02  2.854782E+00  2.722695E+01  9.126779E+01  4.005216E+00
5.309196E+02  8.870727E+02  2.748160E+00  2.648227E+01  8.515132E+01  4.621905E+00
5.432863E+02  8.737980E+02  2.807677E+00  2.620499E+01  8.142264E+01  3.987715E+00
5.559411E+02  8.450006E+02  3.181179E+00  2.381908E+01  7.638805E+01  3.857179E+00
5.688906E+02  8.209086E+02  2.370434E+00  2.494785E+01  7.297829E+01  3.341924E+00
