# Er [keV]  dR/dEr H1 [1/keV/decay]  C12  C13  O16  Na23
5.688906E+02  1.158815E+03  5.471270E+01  3.218394E-01  2.542531E+01  6.436788E-01
5.821418E+02  1.129229E+03  4.629638E+01  5.032215E-01  2.377722E+01  8.177349E-01
5.957016E+02  1.097070E+03  4.905374E+01  4.917668E-01  1.930185E+01  6.761793E-01
6.095773E+02  1.056960E+03  4.361198E+01  6.607876E-01  1.988370E+01  7.208592E-01
6.237762E+02  1.030670E+03  4.027108E+01  5.283378E-01  1.508698E+01  6.457462E-01
6.383058E+02  9.834585E+02  3.792020E+01  4.015755E-01  1.480093E+01  5.163114E-01
6.531738E+02  9.542887E+02  3.705703E+01  5.606208E-01  1.356702E+01  6.727450E-01
6.683882E+02  9.130627E+02  3.435079E+01  3.835017E-01  1.260077E+01  1.095719E-01
6.839570E+02  8.918505E+02  3.067777E+01  1.606166E-01  1.129670E+01  2.141555E-01
6.998884E+02  8.542315E+02  2.851450E+01  4.185614E-01  8.423548E+00  3.662412E-01
7.161909E+02  8.297762E+02  2.438864E+01  2.556461E-01  7.413738E+00  4.601630E-01
7.328731E+02  8.066411E+02  2.483279E+01  2.498269E-01  7.494807E+00  1.498961E-01
7.499439E+02  7.797348E+02  1.992184E+01  1.953121E-01  6.396472E+00  1.953121E-01
7.674123E+02  7.504385E+02  1.779828E+01  4.771657E-02  6.584886E+00  4.771657E-02
7.852877E+02  7.187611E+02  1.664706E+01  2.797824E-01  5.129345E+00  9.326081E-02
8.035794E+02  6.910534E+02  1.567573E+01  1.367069E-01  3.463242E+00  1.822759E-01
8.222971E+02  6.701129E+02  1.442827E+01  2.226585E-01  3.161750E+00  2.226585E-01
8.414509E+02  6.584713E+02  1.405632E+01  1.305541E-01  3.002744E+00  8.703606E-02
8.610508E+02  6.272372E+02  1.246054E+01  1.275823E-01  2.551646E+00  3.402195E-01
8.811073E+02  5.906421E+02  1.126260E+01  2.077970E-01  2.493564E+00  4.155939E-02
9.016309E+02  5.781722E+02  8.853718E+00  4.061339E-02  1.786989E+00  8.122677E-02
9.226326E+02  5.579467E+02  7.699649E+00  3.968891E-02  2.540090E+00  7.937783E-02
9.441234E+02  5.386528E+02  6.244463E+00  7.757097E-02  1.861703E+00  0.000000E+00
9.661149E+02  5.193038E+02  6.632958E+00  3.790262E-02  1.781423E+00  3.790262E-02
9.886186E+02  4.930004E+02  5.333738E+00  3.703985E-02  1.296395E+00  3.703985E-02
