# Er [keV]  dR/dEr H1 [1/keV/decay]  C12  C13  O16  Na23
7.161909E-01  1.156543E+06  8.543693E+04  1.482748E+03  7.014930E+04  1.104391E+04
7.328731E-01  1.119374E+06  8.973782E+04  1.299100E+03  7.060108E+04  1.034283E+04
7.499439E-01  1.107908E+06  8.403304E+04  1.123045E+03  6.938463E+04  9.179670E+03
7.674123E-01  1.075722E+06  8.369486E+04  1.192914E+03  6.742351E+04  1.054536E+04
7.852877E-01  1.066391E+06  8.300212E+04  1.212391E+03  6.728768E+04  9.186190E+03
8.035794E-01  1.040066E+06  8.024695E+04  1.002517E+03  6.666740E+04  1.034416E+04
8.222971E-01  1.010469E+06  7.374448E+04  7.125071E+02  6.546159E+04  9.039934E+03
8.414509E-01  9.730631E+05  7.693987E+04  1.087951E+03  6.175208E+04  1.018322E+04
8.610508E-01  9.636292E+05  7.812290E+04  1.105713E+03  6.336588E+04  9.738783E+03
8.811073E-01  9.459749E+05  7.310297E+04  9.558661E+02  6.080139E+04  8.561235E+03
9.016309E-01  9.324021E+05  7.245428E+04  8.528811E+02  6.079824E+04  8.325744E+03
9.226326E-01  8.955803E+05  7.100347E+04  1.389112E+03  5.873959E+04  8.652183E+03
9.441234E-01  8.829903E+05  7.163679E+04  7.757097E+02  5.620016E+04  9.037018E+03
9.661149E-01  8.636111E+05  6.769408E+04  1.137079E+03  5.943130E+04  8.565992E+03
9.886186E-01  8.499904E+05  6.856076E+04  9.259962E+02  5.467082E+04  8.185807E+03
1.011646E+00  8.334295E+05  6.457495E+04  1.085902E+03  5.744419E+04  7.963278E+03
1.035211E+00  8.044832E+05  6.607635E+04  8.843195E+02  5.341290E+04  8.277231E+03
1.059324E+00  7.883832E+05  6.370808E+04  1.140731E+03  5.447853E+04  6.948087E+03
1.083999E+00  7.662824E+05  6.148095E+04  1.047203E+03  5.296821E+04  8.614090E+03
1.109248E+00  7.500611E+05  6.146797E+04  7.592714E+02  5.321502E+04  7.163561E+03
1.135086E+00  7.304713E+05  5.787509E+04  9.355504E+02  5.145527E+04  8.742557E+03
1.161526E+00  7.099030E+05  5.999402E+04  5.989945E+02  4.728904E+04  6.872673E+03
1.188581E+00  7.000594E+05  6.007639E+04  8.010185E+02  4.833839E+04  7.548059E+03
1.216267E+00  6.930358E+05  5.816695E+04  8.128922E+02  4.868321E+04  7.225709E+03
1.244597E+00  6.735238E+05  5.725482E+04  7.355449E+02  4.695719E+04  6.002047E+03
1.273587E+00  6.629654E+05  5.508898E+04  4.600332E+02  4.784345E+04  6.296705E+03
1.303253E+00  6.361858E+05  5.411597E+04  6.743424E+02  4.577099E+04  5.844301E+03
1.333610E+00  6.245601E+05  5.233498E+04  9.335727E+02  4.497624E+04  6.370260E+03
1.364674E+00  6.079284E+05  5.538331E+04  5.366600E+02  4.558926E+04  6.413087E+03
1.396461E+00  5.941427E+05  5.268041E+04  7.866661E+02  4.518086E+04  6.162218E+03
1.428989E+00  5.788246E+05  5.283940E+04  7.175088E+02  4.325553E+04  6.047574E+03
1.462274E+00  5.662500E+05  5.201226E+04  8.514284E+02  4.209562E+04  5.809747E+03
1.496335E+00  5.580347E+05  4.891950E+04  7.096876E+02  4.184710E+04  5.848805E+03
1.531189E+00  5.406449E+05  4.794944E+04  8.609377E+02  4.070322E+04  6.672267E+03
1.566855E+00  5.272166E+05  4.674113E+04  5.375230E+02  4.029085E+04  5.842641E+03
1.603352E+00  5.174538E+05  4.818942E+04  6.166418E+02  4.056133E+04  6.075064E+03
1.640699E+00  5.069250E+05  4.776205E+04  5.802866E+02  3.829892E+04  5.624316E+03
1.678915E+00  4.968473E+05  4.488638E+04  6.325097E+02  3.821231E+04  5.496291E+03
1.718022E+00  4.866673E+05  4.539926E+04  8.951967E+02  3.687358E+04  5.243295E+03
1.758040E+00  4.719860E+05  4.230378E+04  5.415550E+02  3.665911E+04  5.123943E+03
1.798990E+00  4.620361E+05  4.266389E+04  4.478080E+02  3.549896E+04  4.539145E+03
1.840894E+00  4.513001E+05  4.175242E+04  5.370726E+02  3.630213E+04  5.012677E+03
1.883774E+00  4.390445E+05  3.940243E+04  4.665309E+02  3.514533E+04  5.170718E+03
1.927653E+00  4.311592E+05  4.188686E+04  4.559114E+02  3.396540E+04  5.072014E+03
1.972553E+00  4.184860E+05  4.032079E+04  6.126087E+02  3.343358E+04  5.420659E+03
2.018500E+00  4.059849E+05  4.018305E+04  6.530880E+02  3.370660E+04  4.644181E+03
2.065517E+00  4.057850E+05  3.843514E+04  6.204935E+02  3.258477E+04  4.680294E+03
2.113629E+00  3.887867E+05  3.818394E+04  5.890445E+02  3.201630E+04  4.608407E+03
2.162862E+00  3.858625E+05  3.658676E+04  4.232619E+02  3.152455E+04  4.486577E+03
2.213241E+00  3.740349E+05  3.714373E+04  3.970822E+02  2.973153E+04  4.549900E+03
2.264794E+00  3.642759E+05  3.683180E+04  6.467392E+02  2.997636E+04  4.058289E+03
2.317548E+00  3.575798E+05  3.457136E+04  5.214145E+02  2.851980E+04  4.329321E+03
2.371531E+00  3.507373E+05  3.421677E+04  5.095457E+02  2.904411E+04  4.215333E+03
2.426771E+00  3.446397E+05  3.497701E+04  3.470540E+02  2.859423E+04  4.345720E+03
2.483298E+00  3.336391E+05  3.282422E+04  4.866124E+02  2.869538E+04  4.055103E+03
2.541141E+00  3.279755E+05  3.327309E+04  4.467154E+02  2.876271E+04  4.006028E+03
2.600332E+00  3.135111E+05  3.262836E+04  4.928755E+02  2.764328E+04  3.802183E+03
2.660901E+00  3.111637E+05  3.165170E+04  4.541331E+02  2.603696E+04  4.156006E+03
2.722882E+00  3.044573E+05  3.148260E+04  3.900023E+02  2.629154E+04  3.778988E+03
2.786306E+00  3.017457E+05  2.941232E+04  4.468360E+02  2.595591E+04  3.679826E+03
2.851207E+00  2.919361E+05  2.943634E+04  2.568616E+02  2.585312E+04  3.377730E+03
2.917620E+00  2.844750E+05  2.862823E+04  4.518265E+02  2.486301E+04  3.677366E+03
2.985580E+00  2.793855E+05  2.841811E+04  4.538067E+02  2.439518E+04  3.912550E+03
3.055124E+00  2.722708E+05  2.944926E+04  2.517031E+02  2.370803E+04  3.044408E+03
3.126287E+00  2.645739E+05  2.834553E+04  2.459736E+02  2.350805E+04  3.431917E+03
3.199107E+00  2.595587E+05  2.765452E+04  3.548386E+02  2.337356E+04  3.010405E+03
3.273624E+00  2.530129E+05  2.634269E+04  4.026908E+02  2.363571E+04  3.355757E+03
3.349876E+00  2.460512E+05  2.579771E+04  3.279370E+02  2.203737E+04  3.159127E+03
3.427905E+00  2.432598E+05  2.669534E+04  3.632019E+02  2.149301E+04  3.129946E+03
3.507751E+00  2.369918E+05  2.523166E+04  4.488877E+02  2.108728E+04  3.204849E+03
3.589457E+00  2.326378E+05  2.416764E+04  3.264519E+02  1.990336E+04  3.040083E+03
3.673066E+00  2.273921E+05  2.496339E+04  2.891127E+02  2.027777E+04  3.100485E+03
3.758623E+00  2.181632E+05  2.387880E+04  2.435618E+02  1.977722E+04  2.776605E+03
3.846173E+00  2.164438E+05  2.377321E+04  3.427455E+02  1.971738E+04  2.846691E+03
3.935762E+00  2.091909E+05  2.401360E+04  3.535516E+02  1.952907E+04  2.781893E+03
4.027437E+00  2.040563E+05  2.246684E+04  2.545817E+02  1.932093E+04  2.564002E+03
4.121248E+00  2.000779E+05  2.266625E+04  2.221310E+02  1.876563E+04  2.861048E+03
4.217245E+00  1.965568E+05  2.208084E+04  2.778556E+02  1.821691E+04  2.578847E+03
4.315477E+00  1.916074E+05  2.214674E+04  2.969869E+02  1.818408E+04  2.511660E+03
4.415997E+00  1.875196E+05  2.132751E+04  2.073047E+02  1.805210E+04  2.578871E+03
4.518859E+00  1.798152E+05  2.067187E+04  2.755168E+02  1.758446E+04  2.374307E+03
4.624117E+00  1.810041E+05  2.108824E+04  2.534073E+02  1.717627E+04  2.312342E+03
4.731826E+00  1.735795E+05  2.053857E+04  2.553778E+02  1.602689E+04  2.174581E+03
4.842045E+00  1.720484E+05  1.963999E+04  1.739390E+02  1.648639E+04  2.321708E+03
4.954830E+00  1.678143E+05  1.933334E+04  3.030073E+02  1.603721E+04  2.335373E+03
5.070243E+00  1.634744E+05  1.874882E+04  2.166658E+02  1.634383E+04  2.253325E+03
5.188344E+00  1.591675E+05  1.871728E+04  1.905605E+02  1.516721E+04  2.053819E+03
5.309196E+00  1.558133E+05  1.853952E+04  2.827828E+02  1.546339E+04  2.282954E+03
5.432863E+00  1.532372E+05  1.765918E+04  2.763459E+02  1.498334E+04  2.062484E+03
5.559411E+00  1.470683E+05  1.684883E+04  2.634688E+02  1.452372E+04  2.344872E+03
5.688906E+00  1.461666E+05  1.670990E+04  1.737933E+02  1.397427E+04  2.034025E+03
5.821418E+00  1.430910E+05  1.661889E+04  2.641913E+02  1.400214E+04  1.918532E+03
5.957016E+00  1.388749E+05  1.646189E+04  2.458834E+02  1.312403E+04  1.905596E+03
6.095773E+00  1.348307E+05  1.620732E+04  2.342792E+02  1.379244E+04  1.970349E+03
6.237762E+00  1.329004E+05  1.528070E+04  2.641689E+02  1.282100E+04  1.831571E+03
6.383058E+00  1.311316E+05  1.538608E+04  2.179981E+02  1.294794E+04  1.755459E+03
6.531738E+00  1.258426E+05  1.517040E+04  1.850049E+02  1.221032E+04  1.721106E+03
6.683882E+00  1.245559E+05  1.494013E+04  2.081866E+02  1.242545E+04  1.703843E+03
6.839570E+00  1.213244E+05  1.473390E+04  2.034477E+02  1.238354E+04  1.681121E+03
6.998884E+00  1.197713E+05  1.455547E+04  1.674246E+02  1.197609E+04  1.595765E+03
7.161909E+00  1.164775E+05  1.404520E+04  1.585006E+02  1.185175E+04  1.605458E+03
7.328731E+00  1.124271E+05  1.410523E+04  1.898684E+02  1.135213E+04  1.728802E+03
7.499439E+00  1.094431E+05  1.324216E+04  1.464841E+02  1.101072E+04  1.489255E+03
7.674123E+00  1.080112E+05  1.341790E+04  1.622363E+02  1.103207E+04  1.641450E+03
7.852877E+00  1.049697E+05  1.316843E+04  1.585434E+02  1.119130E+04  1.762629E+03
8.035794E+00  1.020016E+05  1.300538E+04  1.913897E+02  1.102313E+04  1.403524E+03
8.222971E+00  9.969755E+04  1.225958E+04  1.558609E+02  9.676737E+03  1.487359E+03
8.414509E+00  9.806788E+04  1.211542E+04  1.566649E+02  9.922110E+03  1.514427E+03
8.610508E+00  9.569949E+04  1.226066E+04  1.828680E+02  1.007475E+04  1.437427E+03
8.811073E+00  9.354188E+04  1.177793E+04  1.537698E+02  9.325928E+03  1.437955E+03
9.016309E+00  9.224112E+04  1.117274E+04  1.340242E+02  9.393876E+03  1.360548E+03
9.226326E+00  8.877219E+04  1.109702E+04  1.428801E+02  9.076854E+03  1.341485E+03
9.441234E+00  8.743024E+04  1.098793E+04  1.590205E+02  9.180524E+03  1.264407E+03
9.661149E+00  8.477299E+04  1.067717E+04  1.933034E+02  8.903325E+03  1.307640E+03
9.886186E+00  8.390637E+04  1.071933E+04  1.148235E+02  9.208106E+03  1.185275E+03
1.011646E+01  8.108427E+04  1.010250E+04  1.447869E+02  8.654635E+03  1.147436E+03
1.035211E+01  7.982575E+04  1.008124E+04  1.273420E+02  8.701704E+03  1.128392E+03
1.059324E+01  7.826104E+04  1.010411E+04  1.417272E+02  8.123386E+03  1.095793E+03
1.083999E+01  7.538511E+04  9.918026E+03  1.418791E+02  8.495857E+03  1.064093E+03
1.109248E+01  7.496650E+04  9.728577E+03  1.122401E+02  7.794086E+03  1.125702E+03
1.135086E+01  7.286647E+04  9.358730E+03  1.032332E+02  7.823137E+03  9.774889E+02
1.161526E+01  7.098400E+04  9.211904E+03  1.355619E+02  7.396005E+03  1.027748E+03
1.188581E+01  6.872739E+04  9.211713E+03  1.324761E+02  7.172197E+03  9.612222E+02
1.216267E+01  6.711479E+04  8.737086E+03  1.083856E+02  7.105280E+03  8.971922E+02
1.244597E+01  6.573418E+04  8.641182E+03  1.118028E+02  7.193630E+03  9.885724E+02
1.273587E+01  6.435865E+04  8.553743E+03  1.150083E+02  7.009756E+03  9.056904E+02
1.303253E+01  6.298639E+04  8.277553E+03  1.067709E+02  6.928868E+03  9.665574E+02
1.333610E+01  6.175858E+04  7.907910E+03  1.317985E+02  6.499313E+03  9.061146E+02
1.364674E+01  6.112020E+04  8.269930E+03  8.854889E+01  6.595551E+03  9.042720E+02
1.396461E+01  5.934347E+04  7.947950E+03  1.415999E+02  6.398218E+03  9.571105E+02
1.428989E+01  5.680107E+04  7.661969E+03  8.712607E+01  5.988636E+03  9.301989E+02
1.462274E+01  5.607157E+04  7.497578E+03  1.101848E+02  6.293057E+03  8.389074E+02
1.496335E+01  5.484417E+04  7.329360E+03  1.052295E+02  6.174282E+03  8.296003E+02
1.531189E+01  5.412189E+04  7.152957E+03  1.124002E+02  5.847202E+03  7.772354E+02
1.566855E+01  5.224723E+04  6.777464E+03  1.028305E+02  5.732799E+03  7.735657E+02
1.603352E+01  5.137997E+04  6.673435E+03  8.678663E+01  5.638847E+03  7.605249E+02
1.640699E+01  5.059876E+04  6.731325E+03  1.160573E+02  5.599766E+03  7.365176E+02
1.678915E+01  4.897588E+04  6.597731E+03  9.378592E+01  5.295633E+03  7.328388E+02
1.718022E+01  4.776514E+04  6.434759E+03  9.165110E+01  5.249689E+03  7.182888E+02
1.758040E+01  4.614048E+04  6.252877E+03  9.373067E+01  5.055207E+03  7.602599E+02
1.798990E+01  4.589218E+04  6.027089E+03  7.531317E+01  4.925888E+03  7.368478E+02
1.840894E+01  4.511410E+04  5.989354E+03  8.951209E+01  4.847577E+03  6.962052E+02
1.883774E+01  4.375866E+04  5.989091E+03  8.164291E+01  4.941340E+03  6.764699E+02
1.927653E+01  4.299434E+04  5.698892E+03  6.268782E+01  4.764274E+03  6.971645E+02
1.972553E+01  4.117473E+04  5.734389E+03  1.021014E+02  4.557437E+03  6.163215E+02
2.018500E+01  4.007058E+04  5.611114E+03  5.623813E+01  4.584315E+03  6.403891E+02
2.065517E+01  3.940311E+04  5.249375E+03  6.027651E+01  4.277860E+03  6.169478E+02
2.113629E+01  3.854950E+04  5.374165E+03  7.969426E+01  4.339872E+03  5.890445E+02
2.162862E+01  3.777190E+04  5.096074E+03  7.280105E+01  4.215689E+03  5.553197E+02
2.213241E+01  3.710733E+04  5.052871E+03  6.948939E+01  4.066784E+03  5.724602E+02
2.264794E+01  3.575336E+04  4.873180E+03  6.144023E+01  3.964511E+03  6.144023E+02
2.317548E+01  3.485735E+04  4.721172E+03  5.372150E+01  4.063873E+03  5.624957E+02
2.371531E+01  3.455955E+04  4.934873E+03  7.257166E+01  3.830857E+03  4.786641E+02
2.426771E+01  3.365066E+04  4.795381E+03  7.393759E+01  3.727058E+03  5.326524E+02
2.483298E+01  3.288172E+04  4.549088E+03  7.372915E+01  3.743966E+03  5.190532E+02
2.541141E+01  3.205399E+04  4.495974E+03  6.340476E+01  3.588133E+03  4.740947E+02
2.600332E+01  3.115396E+04  4.397858E+03  7.181900E+01  3.576868E+03  4.633030E+02
2.660901E+01  3.090995E+04  4.228942E+03  6.330340E+01  3.478935E+03  4.458761E+02
2.722882E+01  3.003556E+04  4.088300E+03  5.513826E+01  3.300227E+03  4.854857E+02
2.786306E+01  2.937421E+04  4.016267E+03  5.256894E+01  3.313157E+03  4.626066E+02
2.851207E+01  2.863879E+04  3.969796E+03  5.137232E+01  3.300672E+03  3.917140E+02
2.917620E+01  2.768943E+04  3.891983E+03  5.020295E+01  3.140194E+03  4.242149E+02
2.985580E+01  2.737926E+04  3.902738E+03  5.151320E+01  3.051544E+03  3.888020E+02
3.055124E+01  2.676562E+04  3.770752E+03  5.273778E+01  3.058791E+03  3.895405E+02
3.126287E+01  2.607672E+04  3.620497E+03  4.216690E+01  2.930600E+03  4.134699E+02
3.199107E+01  2.567544E+04  3.613631E+03  5.265347E+01  2.866180E+03  3.914671E+02
3.273624E+01  2.502276E+04  3.440769E+03  3.467615E+01  2.749483E+03  3.803191E+02
3.349876E+01  2.412742E+04  3.476133E+03  3.935244E+01  2.769975E+03  3.891519E+02
3.427905E+01  2.408135E+04  3.326502E+03  3.204723E+01  2.761403E+03  3.503830E+02
3.507751E+01  2.313546E+04  3.276880E+03  4.280092E+01  2.618163E+03  3.570223E+02
3.589457E+01  2.282205E+04  3.158422E+03  5.100811E+01  2.591212E+03  3.091091E+02
3.673066E+01  2.221781E+04  3.056619E+03  4.486232E+01  2.483379E+03  3.379628E+02
3.758623E+01  2.153671E+04  3.061085E+03  4.189263E+01  2.427824E+03  3.244243E+02
3.846173E+01  2.120833E+04  2.990454E+03  3.522662E+01  2.319244E+03  3.227520E+02
3.935762E+01  2.046133E+04  2.942852E+03  3.907676E+01  2.251565E+03  3.070316E+02
4.027437E+01  2.020197E+04  2.793125E+03  3.273194E+01  2.343970E+03  3.282286E+02
4.121248E+01  1.971457E+04  2.684231E+03  3.465244E+01  2.213313E+03  3.118720E+02
4.217245E+01  1.941429E+04  2.653521E+03  3.560025E+01  2.155118E+03  2.761190E+02
4.315477E+01  1.888158E+04  2.665245E+03  3.054722E+01  2.141700E+03  3.020781E+02
4.415997E+01  1.845344E+04  2.619503E+03  3.233954E+01  2.204064E+03  2.935435E+02
4.518859E+01  1.787456E+04  2.588237E+03  2.755168E+01  2.040445E+03  2.706548E+02
4.624117E+01  1.740592E+04  2.451716E+03  1.979745E+01  1.989248E+03  2.850833E+02
4.731826E+01  1.727824E+04  2.394360E+03  2.089455E+01  1.864258E+03  2.607949E+02
4.842045E+01  1.674655E+04  2.396577E+03  3.630032E+01  1.864929E+03  2.125081E+02
4.954830E+01  1.634170E+04  2.302855E+03  3.695211E+01  1.828390E+03  2.527524E+02
5.070243E+01  1.597838E+04  2.267047E+03  2.888878E+01  1.807715E+03  2.376102E+02
5.188344E+01  1.560479E+04  2.136395E+03  4.305257E+01  1.731278E+03  2.336131E+02
5.309196E+01  1.536132E+04  2.210534E+03  2.620914E+01  1.707733E+03  2.145011E+02
5.432863E+01  1.491594E+04  2.133930E+03  2.763459E+01  1.684362E+03  1.900721E+02
5.559411E+01  1.468970E+04  2.049129E+03  2.898157E+01  1.675662E+03  2.206551E+02
5.688906E+01  1.428903E+04  2.042393E+03  1.931036E+01  1.557703E+03  2.021151E+02
5.821418E+01  1.387507E+04  1.950612E+03  2.453205E+01  1.513439E+03  1.981435E+02
5.957016E+01  1.342154E+04  1.845970E+03  2.397363E+01  1.442106E+03  1.887155E+02
6.095773E+01  1.330646E+04  1.846601E+03  2.763294E+01  1.484369E+03  1.657976E+02
6.237762E+01  1.290905E+04  1.817482E+03  1.937239E+01  1.490500E+03  2.042906E+02
6.383058E+01  1.274199E+04  1.725054E+03  2.753661E+01  1.377404E+03  1.864458E+02
6.531738E+01  1.240486E+04  1.775486E+03  2.410669E+01  1.358945E+03  1.771562E+02
6.683882E+01  1.209674E+04  1.663849E+03  1.807936E+01  1.334586E+03  1.534007E+02
6.839570E+01  1.187064E+04  1.622228E+03  2.409249E+01  1.284398E+03  1.531212E+02
6.998884E+01  1.158369E+04  1.577453E+03  2.249768E+01  1.285507E+03  1.648086E+02
7.161909E+01  1.130212E+04  1.534388E+03  2.045169E+01  1.233237E+03  1.682151E+02
7.328731E+01  1.102436E+04  1.514451E+03  1.898684E+01  1.159197E+03  1.573910E+02
7.499439E+01  1.078660E+04  1.486814E+03  1.953121E+01  1.177244E+03  1.718747E+02
7.674123E+01  1.070760E+04  1.468716E+03  2.194962E+01  1.165716E+03  1.541245E+02
7.852877E+01  1.020833E+04  1.408238E+03  1.678695E+01  1.114000E+03  1.422227E+02
8.035794E+01  1.011813E+04  1.385297E+03  1.640483E+01  1.087276E+03  1.266817E+02
8.222971E+01  9.796972E+03  1.336841E+03  1.959394E+01  1.027791E+03  1.331498E+02
8.414509E+01  9.676669E+03  1.285087E+03  1.653685E+01  1.033553E+03  1.344707E+02
8.610508E+01  9.364116E+03  1.281777E+03  1.573515E+01  1.015130E+03  1.280076E+02
8.811073E+01  9.136833E+03  1.286263E+03  1.870173E+01  9.733210E+02  1.300809E+02
9.016309E+01  9.018202E+03  1.251705E+03  1.868216E+01  9.548207E+02  1.173727E+02
9.226326E+01  8.745452E+03  1.183920E+03  1.786001E+01  9.441992E+02  1.067632E+02
9.441234E+01  8.512638E+03  1.189551E+03  1.745347E+01  9.091317E+02  1.093751E+02
9.661149E+01  8.320004E+03  1.107135E+03  1.629813E+01  8.683490E+02  1.053693E+02
9.886186E+01  8.096911E+03  1.096380E+03  1.185275E+01  8.696956E+02  1.100084E+02
1.011646E+02  7.930339E+03  1.068527E+03  1.303082E+01  8.415737E+02  9.483540E+01
1.035211E+02  7.761849E+03  1.047742E+03  1.450284E+01  7.955338E+02  8.418722E+01
1.059324E+02  7.646007E+03  1.006954E+03  1.140731E+01  7.539193E+02  8.330791E+01
1.083999E+02  7.388862E+03  9.684939E+02  1.148545E+01  7.384471E+02  8.208721E+01
1.109248E+02  7.199543E+03  9.665855E+02  1.947696E+01  7.437559E+02  9.078245E+01
1.135086E+02  6.895329E+03  9.503902E+02  1.419456E+01  6.961786E+02  9.161942E+01
1.161526E+02  6.924061E+03  9.070037E+02  1.387145E+01  7.109118E+02  8.417448E+01
1.188581E+02  6.732561E+03  8.912871E+02  1.355570E+01  6.808657E+02  8.318269E+01
1.216267E+02  6.604298E+03  8.679883E+02  9.935349E+00  6.557331E+02  6.984852E+01
1.244597E+02  6.376292E+03  8.499957E+02  1.029763E+01  6.369819E+02  7.502558E+01
1.273587E+02  6.282904E+03  7.947074E+02  9.488185E+00  6.115567E+02  7.878069E+01
1.303253E+02  6.110666E+03  8.078060E+02  9.834160E+00  6.046603E+02  6.237667E+01
1.333610E+02  5.901827E+03  7.929876E+02  9.610307E+00  5.856795E+02  6.589925E+01
1.364674E+02  5.882330E+03  7.397858E+02  1.046487E+01  5.621513E+02  6.386254E+01
1.396461E+02  5.762592E+03  7.019684E+02  1.494666E+01  5.338841E+02  5.926218E+01
1.428989E+02  5.534555E+03  6.954710E+02  1.127514E+01  5.176314E+02  6.431954E+01
1.462274E+02  5.429859E+03  6.833965E+02  7.512603E+00  5.065999E+02  5.734621E+01
1.496335E+02  5.288885E+03  6.656380E+02  5.873276E+00  4.789168E+02  5.897748E+01
1.531189E+02  5.211064E+03  6.399637E+02  8.609377E+00  4.957566E+02  5.667840E+01
1.566855E+02  5.085669E+03  6.375490E+02  7.945992E+00  4.604001E+02  4.580631E+01
1.603352E+02  4.942498E+03  6.043090E+02  8.907048E+00  4.364454E+02  4.704749E+01
1.640699E+02  4.806335E+03  6.081850E+02  8.927486E+00  4.245020E+02  4.954755E+01
1.678915E+02  4.745568E+03  5.847443E+02  8.288058E+00  4.255264E+02  3.925922E+01
1.718022E+02  4.564864E+03  5.362655E+02  5.328552E+00  4.015597E+02  3.964443E+01
1.758040E+02  4.483450E+03  5.448876E+02  7.290163E+00  3.724232E+02  3.686740E+01
1.798990E+02  4.419255E+03  5.249532E+02  6.513571E+00  3.655742E+02  3.867433E+01
1.840894E+02  4.294194E+03  5.090254E+02  7.956631E+00  3.512852E+02  3.719725E+01
1.883774E+02  4.217440E+03  4.881080E+02  9.525007E+00  3.357079E+02  3.557298E+01
1.927653E+02  4.095984E+03  4.553415E+02  5.129003E+00  3.463027E+02  3.514317E+01
1.972553E+02  3.994951E+03  4.512884E+02  5.383531E+00  3.155863E+02  3.712780E+01
2.018500E+02  3.880068E+03  4.571616E+02  6.530880E+00  3.076770E+02  3.174733E+01
2.065517E+02  3.793343E+03  4.125395E+02  6.559503E+00  2.960640E+02  3.084739E+01
2.113629E+02  3.686206E+03  3.986445E+02  6.410190E+00  2.858598E+02  2.789299E+01
2.162862E+02  3.587568E+03  3.888931E+02  5.925667E+00  2.724114E+02  2.742737E+01
2.213241E+02  3.496971E+03  3.985713E+02  4.301724E+00  2.614125E+02  2.647215E+01
2.264794E+02  3.429981E+03  3.890136E+02  4.688859E+00  2.467310E+02  2.004892E+01
2.317548E+02  3.351748E+03  3.428696E+02  4.108115E+00  2.483829E+02  2.259463E+01
2.371531E+02  3.281320E+03  3.469543E+02  3.860195E+00  2.274427E+02  2.208031E+01
2.426771E+02  3.173582E+03  3.242691E+02  2.866968E+00  2.210583E+02  1.840895E+01
2.483298E+02  3.132014E+03  3.252930E+02  4.128832E+00  2.071789E+02  1.902212E+01
2.541141E+02  3.003512E+03  2.978583E+02  3.170238E+00  2.086593E+02  1.916553E+01
2.600332E+02  2.964857E+03  2.971335E+02  5.069577E+00  1.927847E+02  1.929256E+01
2.660901E+02  2.896131E+03  2.881681E+02  4.266099E+00  1.846808E+02  1.513777E+01
2.722882E+02  2.786499E+03  2.665464E+02  3.093122E+00  1.764424E+02  1.707941E+01
2.786306E+02  2.745676E+03  2.615305E+02  3.285559E+00  1.634894E+02  1.682206E+01
2.851207E+02  2.652995E+03  2.487705E+02  2.825478E+00  1.669600E+02  1.528327E+01
2.917620E+02  2.606662E+03  2.485046E+02  3.388699E+00  1.509854E+02  1.217421E+01
2.985580E+02  2.524024E+03  2.292337E+02  2.207708E+00  1.406801E+02  1.496336E+01
3.055124E+02  2.462615E+03  2.189817E+02  3.116324E+00  1.359197E+02  1.222558E+01
3.126287E+02  2.409839E+03  2.093118E+02  2.108345E+00  1.287262E+02  1.030747E+01
3.199107E+02  2.340905E+03  1.987096E+02  2.861602E+00  1.251092E+02  9.386054E+00
3.273624E+02  2.291422E+03  1.940746E+02  2.684605E+00  1.185701E+02  9.396119E+00
3.349876E+02  2.233142E+03  1.832075E+02  2.295559E+00  1.134662E+02  8.089113E+00
3.427905E+02  2.178036E+03  1.780758E+02  2.029658E+00  1.029784E+02  7.264038E+00
3.507751E+02  2.123343E+03  1.709949E+02  2.609812E+00  1.017827E+02  7.411866E+00
3.589457E+02  2.058381E+03  1.521062E+02  2.856454E+00  9.528314E+01  7.855249E+00
3.673066E+02  2.004947E+03  1.517343E+02  1.993881E+00  9.191791E+01  6.679501E+00
3.758623E+02  1.925697E+03  1.430195E+02  2.435618E+00  8.865650E+01  5.553210E+00
3.846173E+02  1.884243E+03  1.425250E+02  1.999348E+00  7.892666E+01  5.426803E+00
3.935762E+02  1.839306E+03  1.279299E+02  1.767758E+00  7.666487E+01  4.372875E+00
4.027437E+02  1.794165E+03  1.274727E+02  1.272909E+00  6.991905E+01  5.909933E+00
4.121248E+02  1.744350E+03  1.195953E+02  1.510491E+00  6.850521E+01  4.264916E+00
4.217245E+02  1.677640E+03  1.140076E+02  1.736598E+00  6.416728E+01  4.254664E+00
4.315477E+02  1.654047E+03  1.053879E+02  1.187947E+00  6.083988E+01  4.157816E+00
4.415997E+02  1.613909E+03  1.032378E+02  1.077985E+00  5.879162E+01  4.477782E+00
4.518859E+02  1.550349E+03  9.537744E+01  1.134481E+00  5.105165E+01  3.322409E+00
4.624117E+02  1.531055E+03  9.479018E+01  7.127081E-01  5.028552E+01  2.850833E+00
4.731826E+02  1.467107E+03  8.497116E+01  7.738721E-01  4.542629E+01  3.869361E+00
4.842045E+02  1.438854E+03  8.462512E+01  1.285636E+00  4.257725E+01  2.117519E+00
4.954830E+02  1.384965E+03  7.523449E+01  7.390421E-01  4.138636E+01  1.551989E+00
5.070243E+02  1.354234E+03  7.301639E+01  7.944414E-01  3.639986E+01  1.155551E+00
5.188344E+02  1.281484E+03  7.022509E+01  8.469357E-01  3.387743E+01  1.623293E+00
5.309196E+02  1.247141E+03  6.338474E+01  9.656000E-01  2.931286E+01  1.448400E+00
5.432863E+02  1.232435E+03  6.147012E+01  7.414159E-01  3.120687E+01  8.762188E-01
5.559411E+02  1.197597E+03  5.295723E+01  8.562736E-01  2.680795E+01  6.586720E-01
