# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Na23  S32  S34
7.328731E-01  2.034246E+05  1.399992E+04  1.904692E+03  1.667703E+02  0.000000E+00
7.499439E-01  1.979020E+05  1.362120E+04  1.869913E+03  2.916379E+02  0.000000E+00
7.674123E-01  1.913100E+05  1.388115E+04  1.818967E+03  3.269111E+02  0.000000E+00
7.852877E-01  1.886345E+05  1.288528E+04  1.589157E+03  1.802137E+02  0.000000E+00
8.035794E-01  1.844207E+05  1.279210E+04  1.504953E+03  2.961875E+02  0.000000E+00
8.222971E-01  1.796205E+05  1.250091E+04  1.564570E+03  2.816226E+02  0.000000E+00
8.414509E-01  1.763498E+05  1.220107E+04  1.743010E+03  2.981464E+02  0.000000E+00
8.610508E-01  1.696237E+05  1.167680E+04  1.740688E+03  1.942399E+02  0.000000E+00
8.811073E-01  1.677119E+05  1.176874E+04  1.525848E+03  2.920283E+02  0.000000E+00
9.016309E-01  1.627028E+05  1.110132E+04  1.455443E+03  1.854976E+02  0.000000E+00
9.226326E-01  1.606935E+05  1.147611E+04  1.505978E+03  1.882473E+02  0.000000E+00
9.441234E-01  1.563679E+05  1.140566E+04  1.519392E+03  2.520965E+02  0.000000E+00
9.661149E-01  1.536875E+05  1.110609E+04  1.358298E+03  1.731165E+02  0.000000E+00
9.886186E-01  1.498768E+05  1.052794E+04  1.424981E+03  2.212300E+02  0.000000E+00
1.011646E+00  1.472854E+05  1.077791E+04  1.348034E+03  2.289114E+02  0.000000E+00
1.035211E+00  1.431747E+05  1.048287E+04  1.553478E+03  1.802034E+02  0.000000E+00
1.059324E+00  1.386647E+05  9.788813E+03  1.342015E+03  2.186087E+02  0.000000E+00
1.083999E+00  1.360365E+05  1.024843E+04  1.531034E+03  1.246190E+02  0.000000E+00
1.109248E+00  1.320700E+05  9.800579E+03  1.351204E+03  1.913722E+02  0.000000E+00
1.135086E+00  1.296928E+05  9.639829E+03  1.286444E+03  3.003592E+02  0.000000E+00
1.161526E+00  1.267628E+05  9.863452E+03  1.329157E+03  1.938354E+02  0.000000E+00
1.188581E+00  1.235201E+05  9.822943E+03  1.255605E+03  1.677748E+02  0.000000E+00
1.216267E+00  1.192805E+05  9.509435E+03  1.396268E+03  2.062669E+02  0.000000E+00
1.244597E+00  1.195475E+05  9.349827E+03  1.281789E+03  1.602237E+02  0.000000E+00
1.273587E+00  1.158666E+05  9.207711E+03  1.242511E+03  1.515257E+02  0.000000E+00
1.303253E+00  1.129725E+05  9.017861E+03  1.095766E+03  1.283330E+02  0.000000E+00
1.333610E+00  1.100440E+05  8.460472E+03  1.143177E+03  2.025883E+02  0.000000E+00
1.364674E+00  1.071997E+05  8.489434E+03  1.220857E+03  1.838356E+02  0.000000E+00
1.396461E+00  1.048701E+05  8.475842E+03  9.857772E+02  1.750446E+02  0.000000E+00
1.428989E+00  1.013261E+05  8.440463E+03  1.179414E+03  1.170411E+02  0.000000E+00
1.462274E+00  1.004889E+05  8.015182E+03  1.170164E+03  1.407716E+02  0.000000E+00
1.496335E+00  9.636584E+04  8.099271E+03  1.044651E+03  1.977529E+02  0.000000E+00
1.531189E+00  9.691142E+04  7.986328E+03  1.025073E+03  1.050280E+02  0.000000E+00
1.566855E+00  9.382277E+04  7.882541E+03  9.976341E+02  1.231647E+02  0.000000E+00
1.603352E+00  9.197998E+04  7.671016E+03  9.428289E+02  1.484454E+02  0.000000E+00
1.640699E+00  8.898449E+04  7.516006E+03  1.046830E+03  1.646699E+02  0.000000E+00
1.678915E+00  8.831913E+04  7.597798E+03  1.111125E+03  1.724160E+02  0.000000E+00
1.718022E+00  8.573587E+04  6.930609E+03  1.067112E+03  1.684913E+02  0.000000E+00
1.758040E+00  8.382453E+04  7.318044E+03  8.745062E+02  1.097707E+02  0.000000E+00
1.798990E+00  8.127640E+04  7.051344E+03  9.082360E+02  1.215749E+02  0.000000E+00
1.840894E+00  7.952416E+04  6.820949E+03  8.386413E+02  9.434715E+01  0.000000E+00
1.883774E+00  7.907989E+04  6.710078E+03  9.083362E+02  1.263475E+02  0.000000E+00
1.927653E+00  7.608514E+04  6.640765E+03  8.376040E+02  1.234715E+02  0.000000E+00
1.972553E+00  7.443150E+04  6.427641E+03  9.033266E+02  7.826656E+01  0.000000E+00
2.018500E+00  7.280734E+04  6.338694E+03  8.254006E+02  1.019800E+02  0.000000E+00
2.065517E+00  7.152377E+04  6.272266E+03  9.280711E+02  1.027730E+02  0.000000E+00
2.113629E+00  6.961569E+04  6.339489E+03  8.734678E+02  1.278246E+02  0.000000E+00
2.162862E+00  6.802212E+04  5.689577E+03  7.911278E+02  1.397857E+02  0.000000E+00
2.213241E+00  6.547102E+04  5.856526E+03  7.353355E+02  1.220715E+02  0.000000E+00
2.264794E+00  6.507991E+04  5.728896E+03  7.441600E+02  1.050913E+02  0.000000E+00
2.317548E+00  6.396767E+04  5.617920E+03  7.827339E+02  1.110261E+02  0.000000E+00
2.371531E+00  6.163004E+04  5.568702E+03  7.079548E+02  1.057863E+02  0.000000E+00
2.426771E+00  6.136433E+04  5.447244E+03  8.243761E+02  9.542617E+01  0.000000E+00
2.483298E+00  5.968775E+04  5.382829E+03  6.683204E+02  1.113867E+02  0.000000E+00
2.541141E+00  5.791900E+04  5.323586E+03  7.087989E+02  7.087989E+01  0.000000E+00
2.600332E+00  5.639033E+04  5.162826E+03  6.308196E+02  8.163548E+01  0.000000E+00
2.660901E+00  5.508980E+04  4.994538E+03  7.784324E+02  1.547195E+02  0.000000E+00
2.722882E+00  5.367280E+04  4.909198E+03  6.922016E+02  1.157607E+02  0.000000E+00
2.786306E+00  5.268654E+04  4.841316E+03  6.187280E+02  7.849535E+01  0.000000E+00
2.851207E+00  5.085553E+04  4.857458E+03  6.001318E+02  7.896471E+01  0.000000E+00
2.917620E+00  5.069448E+04  4.625626E+03  5.533995E+02  8.819115E+01  0.000000E+00
2.985580E+00  4.956423E+04  4.817667E+03  6.205224E+02  8.833826E+01  0.000000E+00
3.055124E+00  4.790752E+04  4.581671E+03  6.021865E+02  1.094885E+02  0.000000E+00
3.126287E+00  4.704952E+04  4.430054E+03  6.275739E+02  9.670810E+01  0.000000E+00
3.199107E+00  4.537531E+04  4.248783E+03  5.670405E+02  7.238816E+01  0.000000E+00
3.273624E+00  4.492212E+04  4.334814E+03  5.698532E+02  8.449548E+01  0.000000E+00
3.349876E+00  4.362113E+04  4.157411E+03  5.453601E+02  9.025325E+01  0.000000E+00
3.427905E+00  4.290217E+04  4.291718E+03  4.860319E+02  8.256913E+01  0.000000E+00
3.507751E+00  4.227586E+04  4.104168E+03  6.290123E+02  7.335420E+01  0.000000E+00
3.589457E+00  4.070243E+04  3.930100E+03  5.573467E+02  6.810023E+01  0.000000E+00
3.673066E+00  4.035037E+04  3.901936E+03  5.271467E+02  6.129613E+01  0.000000E+00
3.758623E+00  3.922137E+04  3.873018E+03  5.237047E+02  9.070702E+01  0.000000E+00
3.846173E+00  3.793889E+04  3.796565E+03  5.636310E+02  6.522733E+01  0.000000E+00
3.935762E+00  3.792847E+04  3.809845E+03  5.115750E+02  5.066718E+01  0.000000E+00
4.027437E+00  3.625851E+04  3.459581E+03  4.727774E+02  6.548606E+01  0.000000E+00
4.121248E+00  3.554087E+04  3.529113E+03  4.901112E+02  6.399542E+01  0.000000E+00
4.217245E+00  3.518488E+04  3.599789E+03  5.323416E+02  7.169071E+01  0.000000E+00
4.315477E+00  3.432286E+04  3.465676E+03  4.233342E+02  5.664331E+01  0.000000E+00
4.415997E+00  3.310312E+04  3.478559E+03  4.472016E+02  6.700741E+01  0.000000E+00
4.518859E+00  3.293894E+04  3.271260E+03  4.939631E+02  4.982336E+01  0.000000E+00
4.624117E+00  3.205839E+04  3.238530E+03  4.215098E+02  4.590700E+01  0.000000E+00
4.731826E+00  3.102142E+04  3.172969E+03  4.309474E+02  6.253495E+01  0.000000E+00
4.842045E+00  3.068992E+04  3.062217E+03  4.330944E+02  6.376851E+01  0.000000E+00
4.954830E+00  2.942269E+04  3.143112E+03  4.479031E+02  6.361523E+01  0.000000E+00
5.070243E+00  2.946597E+04  3.119777E+03  3.971086E+02  5.836102E+01  0.000000E+00
5.188344E+00  2.794595E+04  2.994209E+03  3.893092E+02  4.339434E+01  0.000000E+00
5.309196E+00  2.788292E+04  2.852144E+03  3.816590E+02  3.998333E+01  0.000000E+00
5.432863E+00  2.712509E+04  2.809718E+03  3.492907E+02  4.736145E+01  0.000000E+00
5.559411E+00  2.663377E+04  2.886925E+03  3.401828E+02  6.132547E+01  0.000000E+00
5.688906E+00  2.586468E+04  2.652730E+03  3.618387E+02  6.332177E+01  0.000000E+00
5.821418E+00  2.531681E+04  2.684062E+03  3.624423E+02  4.972531E+01  0.000000E+00
5.957016E+00  2.498350E+04  2.584090E+03  3.811884E+02  4.643372E+01  0.000000E+00
6.095773E+00  2.409400E+04  2.531601E+03  3.155268E+02  5.276367E+01  0.000000E+00
6.237762E+00  2.342387E+04  2.504912E+03  3.557821E+02  4.950012E+01  0.000000E+00
6.383058E+00  2.319603E+04  2.452932E+03  3.144268E+02  5.038892E+01  0.000000E+00
6.531738E+00  2.240409E+04  2.433536E+03  2.915122E+02  4.431773E+01  0.000000E+00
6.683882E+00  2.211354E+04  2.409902E+03  2.925759E+02  3.753441E+01  0.000000E+00
6.839570E+00  2.136564E+04  2.365391E+03  2.981428E+02  6.019286E+01  0.000000E+00
6.998884E+00  2.088757E+04  2.273865E+03  2.775696E+02  4.687434E+01  0.000000E+00
7.161909E+00  2.046152E+04  2.271506E+03  3.008914E+02  4.490917E+01  0.000000E+00
7.328731E+00  2.011513E+04  2.217167E+03  2.703434E+02  4.652013E+01  0.000000E+00
7.499439E+00  1.944710E+04  2.158120E+03  2.693362E+02  5.146551E+01  0.000000E+00
7.674123E+00  1.916872E+04  2.118216E+03  2.665582E+02  4.274991E+01  0.000000E+00
7.852877E+00  1.886591E+04  2.156011E+03  3.071824E+02  3.522358E+01  0.000000E+00
8.035794E+00  1.832600E+04  1.986858E+03  2.513591E+02  4.402787E+01  0.000000E+00
8.222971E+00  1.790807E+04  2.051934E+03  2.651946E+02  4.615482E+01  0.000000E+00
8.414509E+00  1.727873E+04  1.985349E+03  2.446330E+02  2.981464E+01  0.000000E+00
8.610508E+00  1.706920E+04  1.896827E+03  2.540060E+02  3.436551E+01  0.000000E+00
8.811073E+00  1.639082E+04  1.872632E+03  2.467639E+02  4.453432E+01  0.000000E+00
9.016309E+00  1.642510E+04  1.843561E+03  2.354393E+02  3.424572E+01  0.000000E+00
9.226326E+00  1.601497E+04  1.804385E+03  2.342633E+02  2.788849E+01  0.000000E+00
9.441234E+00  1.563339E+04  1.751730E+03  2.289308E+02  3.611111E+01  0.000000E+00
9.661149E+00  1.519230E+04  1.715850E+03  2.283806E+02  3.262579E+01  0.000000E+00
9.886186E+00  1.499353E+04  1.710628E+03  2.433529E+02  2.667773E+01  0.000000E+00
1.011646E+01  1.461027E+04  1.646891E+03  2.276397E+02  3.370085E+01  0.000000E+00
1.035211E+01  1.418139E+04  1.610024E+03  2.056804E+02  2.050591E+01  0.000000E+00
1.059324E+01  1.399157E+04  1.578841E+03  1.997841E+02  2.428986E+01  0.000000E+00
1.083999E+01  1.343452E+04  1.569606E+03  2.136326E+02  3.323174E+01  0.000000E+00
1.109248E+01  1.316235E+04  1.579111E+03  1.896325E+02  3.131546E+01  0.000000E+00
1.135086E+01  1.278113E+04  1.515964E+03  1.830491E+02  2.890248E+01  0.000000E+00
1.161526E+01  1.258102E+04  1.517454E+03  1.844205E+02  2.769077E+01  0.000000E+00
1.188581E+01  1.225460E+04  1.429874E+03  1.823874E+02  2.651924E+01  0.000000E+00
1.216267E+01  1.191112E+04  1.429589E+03  1.777069E+02  2.380003E+01  0.000000E+00
1.244597E+01  1.178419E+04  1.372238E+03  1.628079E+02  2.584253E+01  0.000000E+00
1.273587E+01  1.159172E+04  1.324840E+03  1.676884E+02  2.525428E+01  0.000000E+00
1.303253E+01  1.126320E+04  1.297151E+03  1.653521E+02  1.875636E+01  0.000000E+00
1.333610E+01  1.095327E+04  1.306212E+03  1.726824E+02  2.267059E+01  0.000000E+00
1.364674E+01  1.061863E+04  1.252439E+03  1.748795E+02  2.686828E+01  0.000000E+00
1.396461E+01  1.049899E+04  1.205965E+03  1.593827E+02  2.303218E+01  0.000000E+00
1.428989E+01  1.031177E+04  1.211375E+03  1.575553E+02  2.655932E+01  0.000000E+00
1.462274E+01  1.019450E+04  1.195679E+03  1.592479E+02  1.979600E+01  0.000000E+00
1.496335E+01  9.661948E+03  1.145247E+03  1.594920E+02  1.805570E+01  0.000000E+00
1.531189E+01  9.641569E+03  1.085149E+03  1.499800E+02  2.394638E+01  0.000000E+00
1.566855E+01  9.388435E+03  1.094524E+03  1.342495E+02  1.929580E+01  0.000000E+00
1.603352E+01  9.321568E+03  1.062388E+03  1.496490E+02  2.206621E+01  0.000000E+00
1.640699E+01  8.926678E+03  1.042125E+03  1.348725E+02  1.568285E+01  0.000000E+00
1.678915E+01  8.754134E+03  1.019553E+03  1.306530E+02  1.724160E+01  0.000000E+00
1.718022E+01  8.397233E+03  1.030418E+03  1.276790E+02  1.422816E+01  0.000000E+00
1.758040E+01  8.289880E+03  9.974494E+02  1.514835E+02  1.866101E+01  0.000000E+00
1.798990E+01  8.154100E+03  9.783204E+02  1.090598E+02  1.215749E+01  0.000000E+00
1.840894E+01  7.903146E+03  9.389288E+02  1.219524E+02  1.432679E+01  0.000000E+00
1.883774E+01  7.760470E+03  9.411183E+02  1.116639E+02  2.048879E+01  0.000000E+00
1.927653E+01  7.604510E+03  9.196958E+02  1.181322E+02  1.468310E+01  0.000000E+00
1.972553E+01  7.391951E+03  8.736505E+02  1.147910E+02  1.663164E+01  0.000000E+00
2.018500E+01  7.261932E+03  8.547198E+02  1.038921E+02  1.370356E+01  0.000000E+00
2.065517E+01  7.077944E+03  8.685874E+02  1.099359E+02  1.650596E+01  0.000000E+00
2.113629E+01  6.870570E+03  8.272075E+02  1.126073E+02  1.126073E+01  0.000000E+00
2.162862E+01  6.802807E+03  8.164082E+02  1.032035E+02  1.576307E+01  0.000000E+00
2.213241E+01  6.620054E+03  7.681785E+02  1.005637E+02  1.278844E+01  0.000000E+00
2.264794E+01  6.459138E+03  7.674505E+02  9.799053E+01  1.164525E+01  0.000000E+00
2.317548E+01  6.263814E+03  7.602511E+02  8.715547E+01  1.221287E+01  0.000000E+00
2.371531E+01  6.224848E+03  7.312820E+02  8.951152E+01  1.166362E+01  0.000000E+00
2.426771E+01  5.906085E+03  7.419385E+02  9.542617E+01  1.325364E+01  0.000000E+00
2.483298E+01  5.921630E+03  7.027726E+02  9.325401E+01  1.347002E+01  0.000000E+00
2.541141E+01  5.747853E+03  6.928509E+02  8.252444E+01  1.265712E+01  0.000000E+00
2.600332E+01  5.626911E+03  6.741112E+02  8.064596E+01  1.014259E+01  0.000000E+00
2.660901E+01  5.497860E+03  6.321741E+02  8.823845E+01  1.160396E+01  0.000000E+00
2.722882E+01  5.347671E+03  6.385737E+02  7.725254E+01  9.686098E+00  0.000000E+00
2.786306E+01  5.273271E+03  6.201133E+02  8.242012E+01  1.177430E+01  0.000000E+00
2.851207E+01  5.111273E+03  6.272054E+02  8.189769E+01  1.082945E+01  0.000000E+00
2.917620E+01  5.002863E+03  6.133694E+02  7.981299E+01  1.234676E+01  0.000000E+00
2.985580E+01  4.884460E+03  5.854026E+02  7.497980E+01  8.618367E+00  0.000000E+00
3.055124E+01  4.789067E+03  5.855527E+02  7.495748E+01  1.031718E+01  0.000000E+00
3.126287E+01  4.614417E+03  5.751046E+02  6.646110E+01  9.876572E+00  0.000000E+00
3.199107E+01  4.569502E+03  5.587963E+02  6.615473E+01  8.646363E+00  0.000000E+00
3.273624E+01  4.488282E+03  5.390025E+02  6.386286E+01  8.253047E+00  0.000000E+00
3.349876E+01  4.342718E+03  5.081066E+02  6.528959E+01  8.065184E+00  0.000000E+00
3.427905E+01  4.280834E+03  5.130545E+02  6.549233E+01  9.382855E+00  0.000000E+00
3.507751E+01  4.156249E+03  5.208148E+02  5.923352E+01  6.601878E+00  0.000000E+00
3.589457E+01  4.042645E+03  4.964149E+02  6.164863E+01  9.856613E+00  0.000000E+00
3.673066E+01  3.978644E+03  4.725056E+02  5.306494E+01  7.180404E+00  0.000000E+00
3.758623E+01  3.861552E+03  4.554177E+02  5.545108E+01  8.043830E+00  0.000000E+00
3.846173E+01  3.776663E+03  4.763268E+02  5.970810E+01  6.689983E+00  0.000000E+00
3.935762E+01  3.657680E+03  4.458712E+02  5.540701E+01  7.354913E+00  0.000000E+00
4.027437E+01  3.595664E+03  4.414719E+02  5.095135E+01  8.465271E+00  0.000000E+00
4.121248E+01  3.543317E+03  4.315788E+02  4.963547E+01  7.804319E+00  0.000000E+00
4.217245E+01  3.414003E+03  4.335000E+02  5.186136E+01  7.931738E+00  0.000000E+00
4.315477E+01  3.379519E+03  3.902426E+02  5.276771E+01  7.005883E+00  0.000000E+00
4.415997E+01  3.295308E+03  4.033555E+02  4.865321E+01  7.137746E+00  0.000000E+00
4.518859E+01  3.229408E+03  3.955975E+02  4.797278E+01  5.978804E+00  0.000000E+00
4.624117E+01  3.151446E+03  3.826975E+02  4.256831E+01  6.677382E+00  0.000000E+00
4.731826E+01  3.058503E+03  3.722189E+02  4.635743E+01  7.612951E+00  0.000000E+00
4.842045E+01  2.991806E+03  3.764999E+02  4.609932E+01  5.712595E+00  0.000000E+00
4.954830E+01  2.937985E+03  3.627366E+02  4.414118E+01  5.452734E+00  0.000000E+00
5.070243E+01  2.892042E+03  3.330384E+02  4.592758E+01  6.851076E+00  0.000000E+00
5.188344E+01  2.813565E+03  3.425673E+02  4.327035E+01  5.579272E+00  0.000000E+00
5.309196E+01  2.763817E+03  3.302865E+02  4.083146E+01  4.967626E+00  0.000000E+00
5.432863E+01  2.644663E+03  3.228867E+02  4.333573E+01  5.801778E+00  0.000000E+00
5.559411E+01  2.618482E+03  3.245622E+02  3.355545E+01  4.281212E+00  0.000000E+00
5.688906E+01  2.571090E+03  3.145735E+02  3.663617E+01  4.636058E+00  0.000000E+00
5.821418E+01  2.476542E+03  3.063079E+02  4.176926E+01  4.309527E+00  0.000000E+00
5.957016E+01  2.442198E+03  2.996595E+02  3.509525E+01  5.291284E+00  0.000000E+00
6.095773E+01  2.359697E+03  2.875620E+02  3.798984E+01  4.959785E+00  0.000000E+00
6.237762E+01  2.294640E+03  2.799850E+02  3.588759E+01  4.950012E+00  0.000000E+00
6.383058E+01  2.283323E+03  2.705885E+02  3.255124E+01  4.535002E+00  0.000000E+00
6.531738E+01  2.232432E+03  2.673836E+02  2.954515E+01  4.727225E+00  0.000000E+00
6.683882E+01  2.168623E+03  2.580250E+02  3.079747E+01  3.753441E+00  0.000000E+00
6.839570E+01  2.122269E+03  2.598639E+02  2.765110E+01  3.009643E+00  0.000000E+00
6.998884E+01  2.087746E+03  2.481583E+02  3.262822E+01  3.952150E+00  0.000000E+00
7.161909E+01  2.022889E+03  2.429586E+02  2.811314E+01  3.413097E+00  0.000000E+00
7.328731E+01  1.964554E+03  2.241743E+02  2.747321E+01  4.125370E+00  0.000000E+00
7.499439E+01  1.932187E+03  2.295362E+02  2.590431E+01  3.087930E+00  0.000000E+00
7.674123E+01  1.898599E+03  2.191142E+02  2.749406E+01  3.436757E+00  0.000000E+00
7.852877E+01  1.830889E+03  2.208436E+02  2.391927E+01  3.686188E+00  0.000000E+00
8.035794E+01  1.814669E+03  2.121343E+02  2.569627E+01  3.121976E+00  0.000000E+00
8.222971E+01  1.761393E+03  2.070708E+02  2.346855E+01  2.268627E+00  0.000000E+00
8.414509E+01  1.714189E+03  2.070971E+02  2.094670E+01  2.905017E+00  0.000000E+00
8.610508E+01  1.681445E+03  2.023083E+02  2.166522E+01  2.315937E+00  0.000000E+00
8.811073E+01  1.626306E+03  1.926657E+02  2.263220E+01  2.555248E+00  0.000000E+00
9.016309E+01  1.613687E+03  1.829292E+02  2.283048E+01  2.711119E+00  0.000000E+00
9.226326E+01  1.560710E+03  1.842035E+02  2.119525E+01  2.719128E+00  0.000000E+00
9.441234E+01  1.532133E+03  1.732652E+02  2.139413E+01  2.589099E+00  0.000000E+00
9.661149E+01  1.497191E+03  1.732496E+02  2.017473E+01  2.064081E+00  0.000000E+00
9.886186E+01  1.461744E+03  1.643608E+02  2.036617E+01  2.147232E+00  0.000000E+00
1.011646E+02  1.438645E+03  1.622092E+02  2.085638E+01  2.161941E+00  0.000000E+00
1.035211E+02  1.401361E+03  1.554099E+02  1.752323E+01  2.174869E+00  0.000000E+00
1.059324E+02  1.360111E+03  1.527225E+02  1.700290E+01  2.125363E+00  0.000000E+00
1.083999E+02  1.322267E+03  1.507297E+02  1.732798E+01  1.424217E+00  0.000000E+00
1.109248E+02  1.312466E+03  1.477626E+02  1.617965E+01  1.855731E+00  0.000000E+00
1.135086E+02  1.272446E+03  1.380519E+02  1.547133E+01  1.303445E+00  0.000000E+00
1.161526E+02  1.235064E+03  1.349648E+02  1.528530E+01  1.550683E+00  0.000000E+00
1.188581E+02  1.224215E+03  1.304855E+02  1.542446E+01  1.677748E+00  0.000000E+00
1.216267E+02  1.199363E+03  1.297366E+02  1.480891E+01  1.322224E+00  0.000000E+00
1.244597E+02  1.144772E+03  1.280239E+02  1.504035E+01  1.757292E+00  0.000000E+00
1.273587E+02  1.127806E+03  1.209175E+02  1.358680E+01  1.363731E+00  0.000000E+00
1.303253E+02  1.118323E+03  1.184119E+02  1.238907E+01  1.628842E+00  0.000000E+00
1.333610E+02  1.071354E+03  1.155235E+02  1.220353E+01  1.832942E+00  0.000000E+00
1.364674E+02  1.046213E+03  1.092172E+02  1.197288E+01  1.602669E+00  0.000000E+00
1.396461E+02  1.019588E+03  1.074681E+02  1.179248E+01  9.673515E-01  0.000000E+00
1.428989E+02  1.000251E+03  1.045717E+02  1.129897E+01  1.440506E+00  0.000000E+00
1.462274E+02  9.793743E+02  9.845212E+01  1.108576E+01  1.275742E+00  0.000000E+00
1.496335E+02  9.534269E+02  1.008110E+02  9.844655E+00  1.074744E+00  0.000000E+00
1.531189E+02  9.270610E+02  9.666775E+01  9.494529E+00  1.008269E+00  0.000000E+00
1.566855E+02  9.068207E+02  9.147032E+01  9.771066E+00  9.442627E-01  0.000000E+00
1.603352E+02  8.777536E+02  8.742230E+01  8.866603E+00  6.820464E-01  0.000000E+00
1.640699E+02  8.700845E+02  8.143320E+01  8.821603E+00  1.293835E+00  0.000000E+00
1.678915E+02  8.402789E+02  7.919641E+01  8.199338E+00  7.279786E-01  0.000000E+00
1.718022E+02  8.223125E+02  7.679460E+01  8.536893E+00  4.867527E-01  0.000000E+00
1.758040E+02  8.019844E+02  7.640038E+01  7.391224E+00  9.147555E-01  0.000000E+00
1.798990E+02  7.771497E+02  7.780794E+01  7.938126E+00  4.648452E-01  0.000000E+00
1.840894E+02  7.656096E+02  7.097002E+01  6.254866E+00  6.639244E-01  0.000000E+00
1.883774E+02  7.525190E+02  6.781789E+01  6.146636E+00  7.854035E-01  0.000000E+00
1.927653E+02  7.236765E+02  6.527304E+01  6.640765E+00  6.006722E-01  0.000000E+00
1.972553E+02  7.105951E+02  6.306980E+01  5.935214E+00  6.522213E-01  0.000000E+00
2.018500E+02  6.956948E+02  5.816047E+01  6.310012E+00  4.461625E-01  0.000000E+00
2.065517E+02  6.692078E+02  5.777087E+01  6.104092E+00  6.228665E-01  0.000000E+00
2.113629E+02  6.688876E+02  5.660802E+01  4.808638E+00  5.782540E-01  0.000000E+00
2.162862E+02  6.445907E+02  5.377290E+01  5.621171E+00  3.568998E-01  0.000000E+00
2.213241E+02  6.402650E+02  5.202571E+01  4.911925E+00  4.359697E-01  0.000000E+00
2.264794E+02  6.102680E+02  4.947812E+01  4.743310E+00  3.124336E-01  0.000000E+00
2.317548E+02  6.019279E+02  4.910128E+01  4.774121E+00  3.053217E-01  0.000000E+00
2.371531E+02  5.857851E+02  4.597637E+01  4.367077E+00  4.611200E-01  0.000000E+00
2.426771E+02  5.732727E+02  4.379001E+01  3.896569E+00  1.060291E-01  0.000000E+00
2.483298E+02  5.662332E+02  4.041007E+01  3.833776E+00  2.072311E-01  0.000000E+00
2.541141E+02  5.430159E+02  4.207228E+01  3.240224E+00  3.037710E-01  0.000000E+00
2.600332E+02  5.298885E+02  3.903660E+01  3.834394E+00  2.968563E-01  0.000000E+00
2.660901E+02  5.224200E+02  3.713267E+01  3.311964E+00  2.417492E-01  0.000000E+00
2.722882E+02  5.081422E+02  3.522432E+01  2.929454E+00  3.779941E-01  0.000000E+00
2.786306E+02  4.969910E+02  3.324509E+01  3.047466E+00  3.001293E-01  0.000000E+00
2.851207E+02  4.873251E+02  3.122490E+01  3.068343E+00  1.353681E-01  0.000000E+00
2.917620E+02  4.729912E+02  3.132991E+01  2.954403E+00  3.527646E-01  0.000000E+00
2.985580E+02  4.548559E+02  2.837597E+01  2.477781E+00  2.154592E-01  0.000000E+00
3.055124E+02  4.445863E+02  2.886705E+01  2.463490E+00  1.684438E-01  0.000000E+00
3.126287E+02  4.337050E+02  2.695481E+01  2.427991E+00  2.057619E-01  0.000000E+00
3.199107E+02  4.213192E+02  2.541629E+01  2.091213E+00  1.407547E-01  0.000000E+00
3.273624E+02  4.152658E+02  2.432684E+01  2.240113E+00  5.895033E-02  0.000000E+00
3.349876E+02  4.011853E+02  2.248650E+01  1.747457E+00  1.152169E-01  0.000000E+00
3.427905E+02  3.874744E+02  2.148674E+01  1.932868E+00  1.688914E-01  0.000000E+00
3.507751E+02  3.767105E+02  2.108933E+01  1.852194E+00  1.467084E-01  0.000000E+00
3.589457E+02  3.731714E+02  2.059136E+01  1.702506E+00  1.075267E-01  0.000000E+00
3.673066E+02  3.568486E+02  1.880916E+01  1.611213E+00  5.253954E-02  0.000000E+00
3.758623E+02  3.484519E+02  1.903136E+01  1.198017E+00  1.198017E-01  0.000000E+00
3.846173E+02  3.414734E+02  1.600578E+01  1.237647E+00  8.362478E-02  0.000000E+00
3.935762E+02  3.303663E+02  1.608274E+01  8.989338E-01  3.268850E-02  0.000000E+00
4.027437E+02  3.198595E+02  1.429513E+01  1.006249E+00  1.597221E-02  0.000000E+00
4.121248E+02  3.179167E+02  1.389169E+01  7.023887E-01  3.121728E-02  0.000000E+00
4.217245E+02  3.022907E+02  1.412459E+01  7.779204E-01  0.000000E+00  0.000000E+00
4.315477E+02  2.957079E+02  1.252115E+01  7.602128E-01  2.981227E-02  0.000000E+00
4.415997E+02  2.882630E+02  1.187197E+01  8.594429E-01  0.000000E+00  0.000000E+00
4.518859E+02  2.795091E+02  1.070491E+01  6.121156E-01  0.000000E+00  0.000000E+00
4.624117E+02  2.703783E+02  1.075337E+01  3.338691E-01  4.173364E-02  0.000000E+00
4.731826E+02  2.643189E+02  1.018232E+01  5.709713E-01  1.359456E-02  0.000000E+00
4.842045E+02  2.592721E+02  9.273004E+00  4.649787E-01  2.657021E-02  0.000000E+00
4.954830E+02  2.467492E+02  9.113855E+00  3.764983E-01  0.000000E+00  0.000000E+00
5.070243E+02  2.425154E+02  8.728778E+00  3.552410E-01  0.000000E+00  0.000000E+00
5.188344E+02  2.377762E+02  7.352240E+00  2.975612E-01  0.000000E+00  0.000000E+00
5.309196E+02  2.298314E+02  6.991024E+00  2.180909E-01  0.000000E+00  0.000000E+00
5.432863E+02  2.213082E+02  6.275392E+00  2.131265E-01  0.000000E+00  0.000000E+00
5.559411E+02  2.159698E+02  5.773851E+00  2.314169E-01  2.314169E-02  0.000000E+00
5.688906E+02  2.109406E+02  5.563270E+00  1.696119E-01  2.261492E-02  0.000000E+00
