# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Al27  Si28  Si29  Si30  K39  K41
8.035794E-02  1.118728E+06  4.035041E+05  3.348182E+04  4.599318E+04  3.545730E+03  1.924825E+03  1.126023E+05  1.367639E+03
8.222971E-02  1.100045E+06  3.830331E+05  3.281868E+04  4.494625E+04  3.118517E+03  1.188007E+03  1.091976E+05  1.287007E+03
8.414509E-02  1.075101E+06  3.783776E+05  3.260375E+04  4.073050E+04  2.950784E+03  1.983314E+03  1.064217E+05  1.886567E+03
8.610508E-02  1.053749E+06  3.753901E+05  3.578520E+04  4.245061E+04  3.167251E+03  1.749079E+03  1.083011E+05  1.229082E+03
8.811073E-02  1.014888E+06  3.607473E+05  3.737284E+04  3.917450E+04  3.141352E+03  1.940247E+03  1.025559E+05  1.154909E+03
9.016309E-02  1.002575E+06  3.551992E+05  3.304599E+04  3.932111E+04  2.573253E+03  1.670357E+03  1.024787E+05  1.489778E+03
9.226326E-02  9.760923E+05  3.410698E+05  3.304376E+04  3.970545E+04  2.558796E+03  1.632335E+03  1.031018E+05  1.632335E+03
9.441234E-02  9.515457E+05  3.393419E+05  3.186046E+04  3.875853E+04  3.061019E+03  1.508953E+03  9.851306E+04  1.681405E+03
9.661149E-02  9.313183E+05  3.304379E+05  2.860733E+04  3.821333E+04  2.190842E+03  1.390342E+03  9.837721E+04  1.685263E+03
9.886186E-02  9.231294E+05  3.302449E+05  2.816202E+04  3.775522E+04  2.799732E+03  1.811592E+03  9.547911E+04  1.235176E+03
1.011646E-01  8.842117E+05  3.268719E+05  2.852685E+04  3.745910E+04  2.333649E+03  1.448472E+03  9.559916E+04  1.287531E+03
1.035211E-01  8.808347E+05  3.095622E+05  2.956824E+04  3.605595E+04  2.870321E+03  1.061626E+03  9.538903E+04  1.218903E+03
1.059324E-01  8.404579E+05  3.107769E+05  2.843409E+04  3.581158E+04  2.766560E+03  1.729100E+03  8.983636E+04  1.075885E+03
1.083999E-01  8.289869E+05  3.070072E+05  2.887580E+04  3.413277E+04  2.252988E+03  1.689741E+03  9.293575E+04  1.351793E+03
1.109248E-01  8.147038E+05  2.985510E+05  2.785155E+04  3.471353E+04  2.568654E+03  1.687973E+03  8.792137E+04  1.174242E+03
1.135086E-01  7.934335E+05  2.966321E+05  2.617764E+04  3.478399E+04  2.510185E+03  1.577830E+03  8.939843E+04  1.111653E+03
1.161526E-01  7.650349E+05  2.905458E+05  2.792968E+04  2.968185E+04  2.768437E+03  1.401740E+03  8.764382E+04  1.366697E+03
1.188581E-01  7.554286E+05  2.794117E+05  2.698571E+04  3.588962E+04  2.499945E+03  1.267095E+03  8.674467E+04  1.095866E+03
1.216267E-01  7.359573E+05  2.786069E+05  2.473159E+04  3.229497E+04  2.275708E+03  1.204787E+03  8.654384E+04  9.705225E+02
1.244597E-01  7.104073E+05  2.772688E+05  2.583656E+04  3.290074E+04  1.766043E+03  1.046544E+03  8.542418E+04  8.176127E+02
1.273587E-01  7.067329E+05  2.623282E+05  2.473709E+04  3.167242E+04  2.013484E+03  1.310363E+03  8.184972E+04  1.022722E+03
1.303253E-01  7.028576E+05  2.550139E+05  2.379921E+04  3.082654E+04  2.248745E+03  1.186837E+03  7.895592E+04  9.682095E+02
1.333610E-01  6.701938E+05  2.572362E+05  2.658433E+04  3.046058E+04  2.075470E+03  1.159822E+03  8.002770E+04  1.098778E+03
1.364674E-01  6.661831E+05  2.539758E+05  2.404045E+04  2.776881E+04  2.415976E+03  1.312382E+03  7.752002E+04  1.103594E+03
1.396461E-01  6.427117E+05  2.404704E+05  2.358067E+04  2.757394E+04  1.719727E+03  1.457396E+03  7.861195E+04  1.049325E+03
1.428989E-01  6.374247E+05  2.440546E+05  2.372754E+04  2.717415E+04  2.392693E+03  9.969553E+02  7.497104E+04  7.975642E+02
1.462274E-01  6.172088E+05  2.377199E+05  2.218533E+04  2.844844E+04  1.920688E+03  1.002098E+03  7.173350E+04  9.464257E+02
1.496335E-01  6.030778E+05  2.341585E+05  2.200676E+04  2.793689E+04  2.366611E+03  1.060895E+03  7.132476E+04  8.160728E+02
1.531189E-01  5.824916E+05  2.325766E+05  2.235649E+04  2.687564E+04  2.259574E+03  1.036746E+03  7.267853E+04  8.240799E+02
1.566855E-01  5.776494E+05  2.307376E+05  2.099032E+04  2.636779E+04  1.818468E+03  7.533653E+02  7.312839E+04  7.793434E+02
1.603352E-01  5.670137E+05  2.245461E+05  2.109641E+04  2.683383E+04  1.853235E+03  6.854431E+02  7.181920E+04  1.015471E+03
1.640699E-01  5.416529E+05  2.168547E+05  2.078986E+04  2.537951E+04  1.984713E+03  9.923563E+02  6.864624E+04  6.946494E+02
1.678915E-01  5.346086E+05  2.122336E+05  2.012268E+04  2.533518E+04  1.842558E+03  1.066744E+03  6.730186E+04  9.212791E+02
1.718022E-01  5.232923E+05  2.078054E+05  2.009109E+04  2.442678E+04  1.658463E+03  9.713852E+02  6.780743E+04  9.476929E+02
1.758040E-01  5.141822E+05  2.060850E+05  1.861503E+04  2.440328E+04  1.597558E+03  9.261208E+02  6.628709E+04  9.029677E+02
1.798990E-01  5.044691E+05  2.023669E+05  1.984299E+04  2.568050E+04  1.742201E+03  1.176552E+03  6.215360E+04  9.729176E+02
1.840894E-01  4.884090E+05  2.005243E+05  1.877221E+04  2.447683E+04  1.171881E+03  8.623275E+02  6.471878E+04  8.623275E+02
1.883774E-01  4.745689E+05  1.972347E+05  1.923081E+04  2.238553E+04  1.879866E+03  6.698373E+02  6.510386E+04  9.723444E+02
1.927653E-01  4.666382E+05  1.908869E+05  1.801178E+04  2.381863E+04  1.604801E+03  1.076906E+03  6.043343E+04  7.812848E+02
1.972553E-01  4.524669E+05  1.857783E+05  1.828274E+04  2.290502E+04  1.465096E+03  8.254060E+02  6.089433E+04  8.254060E+02
2.018500E-01  4.468257E+05  1.852397E+05  1.792707E+04  2.198033E+04  1.633400E+03  1.008272E+03  6.100044E+04  7.662866E+02
2.065517E-01  4.368518E+05  1.789934E+05  1.734165E+04  2.297768E+04  1.655339E+03  8.473758E+02  5.679389E+04  6.108989E+02
2.113629E-01  4.254828E+05  1.741679E+05  1.731280E+04  2.118363E+04  1.463596E+03  9.051186E+02  5.650251E+04  8.858607E+02
2.162862E-01  4.173032E+05  1.716337E+05  1.740802E+04  2.117192E+04  1.317364E+03  7.715987E+02  5.634552E+04  6.210428E+02
2.213241E-01  4.098640E+05  1.697314E+05  1.706694E+04  2.059803E+04  1.379332E+03  9.011637E+02  5.647906E+04  9.379459E+02
2.264794E-01  3.993841E+05  1.674494E+05  1.666047E+04  2.052455E+04  1.725357E+03  9.165957E+02  5.645151E+04  6.470087E+02
2.317548E-01  3.889055E+05  1.670978E+05  1.577190E+04  2.074233E+04  1.703646E+03  8.430413E+02  5.367363E+04  6.849711E+02
2.371531E-01  3.818036E+05  1.629338E+05  1.572183E+04  2.033883E+04  1.373086E+03  7.895242E+02  5.209143E+04  6.350521E+02
2.426771E-01  3.714522E+05  1.590237E+05  1.603487E+04  1.995973E+04  1.593424E+03  8.218711E+02  5.103987E+04  7.212338E+02
2.483298E-01  3.588991E+05  1.586985E+05  1.629274E+04  1.940704E+04  1.589935E+03  6.720344E+02  5.182860E+04  6.228611E+02
2.541141E-01  3.537250E+05  1.537565E+05  1.556947E+04  1.859687E+04  1.425600E+03  9.450606E+02  5.095318E+04  7.688628E+02
2.600332E-01  3.475359E+05  1.524794E+05  1.469851E+04  1.823617E+04  1.252269E+03  4.852542E+02  5.049775E+04  5.322143E+02
2.660901E-01  3.417055E+05  1.476471E+05  1.497581E+04  1.809641E+04  1.300249E+03  7.036642E+02  4.919531E+04  6.730701E+02
2.722882E-01  3.292931E+05  1.460203E+05  1.435089E+04  1.843193E+04  1.255703E+03  8.520841E+02  4.705896E+04  5.830049E+02
2.786306E-01  3.237405E+05  1.428426E+05  1.371744E+04  1.736959E+04  1.504682E+03  7.742541E+02  4.836897E+04  5.843427E+02
2.851207E-01  3.149865E+05  1.398909E+05  1.409045E+04  1.700276E+04  1.113531E+03  7.994580E+02  4.703954E+04  7.280778E+02
2.917620E-01  3.119181E+05  1.373902E+05  1.439751E+04  1.699241E+04  1.143988E+03  8.091623E+02  4.638732E+04  6.836026E+02
2.985580E-01  3.034819E+05  1.357488E+05  1.337447E+04  1.616934E+04  1.158848E+03  8.043770E+02  4.488151E+04  6.271414E+02
3.055124E-01  2.970268E+05  1.314464E+05  1.292348E+04  1.744003E+04  1.145793E+03  6.661586E+02  4.520552E+04  6.928049E+02
3.126287E-01  2.893542E+05  1.299646E+05  1.344956E+04  1.648319E+04  1.093672E+03  6.249552E+02  4.478845E+04  5.077761E+02
3.199107E-01  2.805029E+05  1.294746E+05  1.327064E+04  1.584080E+04  1.259629E+03  6.234530E+02  4.319638E+04  5.343883E+02
3.273624E-01  2.721285E+05  1.268010E+05  1.315507E+04  1.477148E+04  1.056882E+03  5.222241E+02  4.292185E+04  5.097902E+02
3.349876E-01  2.673436E+05  1.230155E+05  1.302574E+04  1.526150E+04  1.069277E+03  5.467895E+02  4.234581E+04  8.019579E+02
3.427905E-01  2.616500E+05  1.220796E+05  1.233739E+04  1.442726E+04  1.056812E+03  6.768345E+02  4.229622E+04  3.799773E+02
3.507751E-01  2.580845E+05  1.206352E+05  1.283402E+04  1.509680E+04  1.021152E+03  4.293479E+02  4.070682E+04  4.061399E+02
3.589457E-01  2.490460E+05  1.192613E+05  1.223571E+04  1.496861E+04  1.054607E+03  5.216335E+02  3.998434E+04  5.443132E+02
3.673066E-01  2.460366E+05  1.154716E+05  1.179096E+04  1.447274E+04  8.422116E+02  6.205770E+02  3.869741E+04  4.211058E+02
3.758623E-01  2.380970E+05  1.139911E+05  1.193409E+04  1.485805E+04  1.115436E+03  6.172804E+02  3.810894E+04  4.548382E+02
3.846173E-01  2.333757E+05  1.134177E+05  1.154602E+04  1.392719E+04  1.100629E+03  5.503145E+02  3.802462E+04  4.444848E+02
3.935762E-01  2.273188E+05  1.102362E+05  1.112807E+04  1.320683E+04  1.034207E+03  4.343671E+02  3.863799E+04  4.343671E+02
4.027437E-01  2.197087E+05  1.072317E+05  1.129925E+04  1.340143E+04  1.101626E+03  5.053330E+02  3.744517E+04  5.659729E+02
4.121248E-01  2.198137E+05  1.068747E+05  1.045932E+04  1.318527E+04  1.046920E+03  6.024728E+02  3.514096E+04  3.753109E+02
4.217245E-01  2.137677E+05  1.044709E+05  1.028880E+04  1.261488E+04  9.072678E+02  4.922410E+02  3.545101E+04  4.343303E+02
4.315477E-01  2.079869E+05  1.027908E+05  1.010176E+04  1.349731E+04  8.771837E+02  4.904683E+02  3.395550E+04  3.489871E+02
4.415997E-01  2.025889E+05  1.009119E+05  1.018521E+04  1.283981E+04  8.756514E+02  4.147822E+02  3.418727E+04  4.147822E+02
4.518859E-01  1.998600E+05  1.001281E+05  9.710160E+03  1.252052E+04  9.277797E+02  3.783179E+02  3.427380E+04  3.963331E+02
4.624117E-01  1.948000E+05  9.816584E+04  1.014932E+04  1.223552E+04  9.242659E+02  4.489291E+02  3.388095E+04  3.256937E+02
4.731826E-01  1.885594E+05  9.474421E+04  9.634422E+03  1.236991E+04  9.032270E+02  4.387103E+02  3.210327E+04  4.645168E+02
4.842045E-01  1.857720E+05  9.405028E+04  9.608462E+03  1.143264E+04  8.574480E+02  5.716320E+02  3.173398E+04  4.119113E+02
4.954830E-01  1.804425E+05  9.205730E+04  9.488326E+03  1.123812E+04  8.790051E+02  4.107501E+02  3.178384E+04  4.271801E+02
5.070243E-01  1.758294E+05  9.120616E+04  9.400794E+03  1.146399E+04  7.064644E+02  4.174563E+02  3.070712E+04  4.094282E+02
5.188344E-01  1.740629E+05  8.913790E+04  9.375092E+03  1.128149E+04  7.845265E+02  4.707159E+02  3.039256E+04  3.922633E+02
5.309196E-01  1.680077E+05  8.609687E+04  9.399356E+03  1.066436E+04  7.896686E+02  5.213346E+02  3.045207E+04  4.063343E+02
5.432863E-01  1.665060E+05  8.586027E+04  8.615996E+03  1.101349E+04  8.466152E+02  3.970850E+02  3.047815E+04  3.895928E+02
5.559411E-01  1.629428E+05  8.414746E+04  8.485766E+03  1.082869E+04  8.200223E+02  4.392976E+02  2.964527E+04  3.148300E+02
5.688906E-01  1.561214E+05  8.213902E+04  8.564495E+03  1.073245E+04  6.868768E+02  4.149881E+02  2.831220E+04  4.221430E+02
5.821418E-01  1.545114E+05  8.185651E+04  8.810046E+03  1.013155E+04  7.481547E+02  4.195260E+02  2.781457E+04  4.125339E+02
5.957016E-01  1.512881E+05  8.089518E+04  8.192695E+03  1.048856E+04  7.516234E+02  3.963105E+02  2.856852E+04  2.869835E+02
6.095773E-01  1.481382E+05  7.754469E+04  8.119723E+03  1.006285E+04  6.209985E+02  5.208375E+02  2.737735E+04  3.205154E+02
6.237762E-01  1.434024E+05  7.726082E+04  8.117607E+03  9.977348E+03  6.982186E+02  3.784736E+02  2.633654E+04  3.262704E+02
6.383058E-01  1.384674E+05  7.686680E+04  7.964712E+03  9.788497E+03  7.524708E+02  2.933361E+02  2.680199E+04  3.634816E+02
6.531738E-01  1.386120E+05  7.634475E+04  7.478059E+03  9.353805E+03  6.418667E+02  3.739029E+02  2.542540E+04  3.240492E+02
6.683882E-01  1.323388E+05  7.349248E+04  7.326107E+03  9.695064E+03  6.577054E+02  3.593020E+02  2.523640E+04  4.080209E+02
6.839570E-01  1.291658E+05  7.193862E+04  7.308125E+03  9.022083E+03  5.772705E+02  4.880019E+02  2.569746E+04  2.559034E+02
6.998884E-01  1.280692E+05  7.049883E+04  7.455824E+03  9.159846E+03  6.746299E+02  3.838412E+02  2.473449E+04  2.384468E+02
7.161909E-01  1.250971E+05  7.049680E+04  7.036039E+03  9.354864E+03  5.967562E+02  4.092042E+02  2.474549E+04  3.012198E+02
7.328731E-01  1.208222E+05  6.920312E+04  6.881434E+03  8.853112E+03  6.553746E+02  3.332413E+02  2.413778E+04  2.665931E+02
7.499439E-01  1.207532E+05  6.889249E+04  7.327256E+03  8.776425E+03  5.536149E+02  3.202282E+02  2.330610E+04  2.659523E+02
7.674123E-01  1.158617E+05  6.825782E+04  6.879353E+03  8.470568E+03  6.789184E+02  3.818916E+02  2.284454E+04  2.280742E+02
7.852877E-01  1.130792E+05  6.622722E+04  6.712393E+03  8.568020E+03  5.960813E+02  3.835653E+02  2.216904E+04  2.954490E+02
8.035794E-01  1.118475E+05  6.463866E+04  6.443098E+03  7.896847E+03  6.230354E+02  3.089850E+02  2.217601E+04  2.836584E+02
8.222971E-01  1.083116E+05  6.372666E+04  6.281585E+03  8.088345E+03  4.950028E+02  3.465019E+02  2.227512E+04  2.722515E+02
8.414509E-01  1.067168E+05  6.252276E+04  6.559448E+03  7.826834E+03  5.127592E+02  2.805664E+02  2.157942E+04  3.047531E+02
8.610508E-01  1.035455E+05  6.084903E+04  6.452682E+03  8.334124E+03  6.665408E+02  3.923609E+02  2.093694E+04  2.221803E+02
8.811073E-01  1.005048E+05  6.111315E+04  6.236507E+03  7.682452E+03  5.451169E+02  2.633192E+02  2.034025E+04  2.540799E+02
9.016309E-01  9.886709E+04  5.884623E+04  6.090032E+03  7.841650E+03  5.146506E+02  2.889266E+02  1.996303E+04  2.347529E+02
9.226326E-01  9.792247E+04  5.933318E+04  6.048464E+03  7.548447E+03  5.867583E+02  3.176436E+02  2.011743E+04  2.249976E+02
9.441234E-01  9.501229E+04  5.609424E+04  5.928029E+03  7.385246E+03  4.871762E+02  2.845454E+02  1.945256E+04  2.457437E+02
9.661149E-01  9.355315E+04  5.651529E+04  5.944764E+03  6.867446E+03  4.465946E+02  2.907078E+02  1.898027E+04  1.853789E+02
9.886186E-01  8.931558E+04  5.571879E+04  5.615934E+03  6.896400E+03  5.434775E+02  2.758560E+02  1.902995E+04  2.264490E+02
1.011646E+00  8.816769E+04  5.442634E+04  5.624900E+03  6.783678E+03  5.391535E+02  3.420003E+02  1.814211E+04  2.373885E+02
1.035211E+00  8.582260E+04  5.340763E+04  5.355311E+03  6.951682E+03  4.993572E+02  3.224196E+02  1.827569E+04  1.730057E+02
1.059324E+00  8.493724E+04  5.328702E+04  5.510066E+03  6.720436E+03  4.995178E+02  2.651287E+02  1.856669E+04  2.497589E+02
1.083999E+00  8.274849E+04  5.037306E+04  5.437211E+03  6.717659E+03  4.543526E+02  2.403187E+02  1.773477E+04  2.215438E+02
1.109248E+00  8.018238E+04  5.147583E+04  5.137309E+03  6.271186E+03  4.843748E+02  2.238399E+02  1.747786E+04  2.311789E+02
1.135086E+00  7.895248E+04  4.945781E+04  5.138707E+03  6.429659E+03  4.446613E+02  2.581904E+02  1.661025E+04  2.008148E+02
1.161526E+00  7.604793E+04  4.851424E+04  4.976179E+03  6.139623E+03  4.660787E+02  2.663307E+02  1.667020E+04  2.312872E+02
1.188581E+00  7.449152E+04  4.798525E+04  5.160846E+03  6.143701E+03  4.349220E+02  2.225979E+02  1.631471E+04  2.328716E+02
1.216267E+00  7.306027E+04  4.656500E+04  4.855959E+03  5.980427E+03  4.451017E+02  2.275708E+02  1.599020E+04  1.974511E+02
1.244597E+00  7.156073E+04  4.555411E+04  4.869701E+03  5.932598E+03  3.924541E+02  2.616361E+02  1.596634E+04  2.060384E+02
1.273587E+00  6.998295E+04  4.553670E+04  4.781225E+03  5.724047E+03  3.931088E+02  1.821724E+02  1.545908E+04  1.885644E+02
1.303253E+00  6.761538E+04  4.447205E+04  4.688008E+03  5.515671E+03  4.185163E+02  2.467372E+02  1.489793E+04  1.655326E+02
1.333610E+00  6.676605E+04  4.434792E+04  4.550774E+03  5.353493E+03  4.028854E+02  2.807989E+02  1.458628E+04  1.861819E+02
1.364674E+00  6.535663E+04  4.294174E+04  4.438238E+03  5.592537E+03  4.324896E+02  1.789612E+02  1.472552E+04  1.879093E+02
1.396461E+00  6.386893E+04  4.229655E+04  4.526673E+03  5.517702E+03  4.080709E+02  2.098651E+02  1.433786E+04  2.040355E+02
1.428989E+00  6.178844E+04  4.126255E+04  4.093213E+03  5.289560E+03  3.959337E+02  2.079364E+02  1.406277E+04  1.993911E+02
1.462274E+00  6.108343E+04  4.066569E+04  4.236647E+03  5.291633E+03  3.646523E+02  2.449572E+02  1.404050E+04  2.059868E+02
1.496335E+00  5.882796E+04  4.017254E+04  4.110286E+03  5.133098E+03  4.080364E+02  2.094587E+02  1.358489E+04  1.686550E+02
1.531189E+00  5.896425E+04  3.928203E+04  4.069891E+03  5.072079E+03  3.030487E+02  1.993742E+02  1.316667E+04  1.462077E+02
1.566855E+00  5.717783E+04  3.892301E+04  3.940880E+03  4.894277E+03  3.169330E+02  1.844446E+02  1.315791E+04  1.610643E+02
1.603352E+00  5.529495E+04  3.838227E+04  3.932412E+03  4.937729E+03  3.706470E+02  2.132490E+02  1.267816E+04  1.675527E+02
1.640699E+00  5.389735E+04  3.777652E+04  3.887556E+03  4.629342E+03  3.498056E+02  1.959904E+02  1.248384E+04  1.215636E+02
1.678915E+00  5.377846E+04  3.625233E+04  3.702087E+03  4.446384E+03  3.103256E+02  1.866802E+02  1.216331E+04  1.648605E+02
1.718022E+00  5.197148E+04  3.562378E+04  3.861848E+03  4.527603E+03  3.672310E+02  1.800616E+02  1.197410E+04  1.753232E+02
1.758040E+00  5.073289E+04  3.525742E+04  3.470638E+03  4.533361E+03  3.171964E+02  1.782782E+02  1.197706E+04  1.551252E+02
1.798990E+00  4.968668E+04  3.464266E+04  3.622421E+03  4.312514E+03  2.918753E+02  1.583819E+02  1.173610E+04  1.583819E+02
1.840894E+00  4.824833E+04  3.455943E+04  3.447099E+03  4.355859E+03  3.051313E+02  1.614100E+02  1.146011E+04  1.392991E+02
1.883774E+00  4.664012E+04  3.361503E+04  3.580388E+03  4.213493E+03  3.154718E+02  1.923081E+02  1.113442E+04  1.534143E+02
1.927653E+00  4.638509E+04  3.287731E+04  3.372194E+03  4.056346E+03  2.766170E+02  1.731496E+02  1.084508E+04  1.224717E+02
1.972553E+00  4.507336E+04  3.230226E+04  3.270671E+03  3.999092E+03  2.992097E+02  1.733353E+02  1.076948E+04  1.568271E+02
2.018500E+00  4.433573E+04  3.179484E+04  3.087328E+03  3.992756E+03  2.641672E+02  1.935882E+02  1.070986E+04  1.431746E+02
2.065517E+00  4.306837E+04  3.109869E+04  3.438769E+03  4.045727E+03  2.463302E+02  1.537100E+02  1.035572E+04  1.241504E+02
2.113629E+00  4.206876E+04  3.083566E+04  3.133251E+03  3.890084E+03  2.310941E+02  1.733206E+02  1.011422E+04  1.540627E+02
2.162862E+00  4.092484E+04  3.004906E+04  3.073221E+03  3.822236E+03  2.841742E+02  1.486739E+02  1.008536E+04  1.543197E+02
2.213241E+00  4.021397E+04  2.953242E+04  3.052922E+03  3.737071E+03  2.813838E+02  1.728763E+02  9.721534E+03  1.213812E+02
2.264794E+00  3.872167E+04  2.915853E+04  2.974443E+03  3.817351E+03  2.318448E+02  1.563604E+02  9.534392E+03  1.150238E+02
2.317548E+00  3.831623E+04  2.881972E+04  2.924300E+03  3.591707E+03  2.704758E+02  1.475322E+02  9.261160E+03  1.282125E+02
2.371531E+00  3.698578E+04  2.780670E+04  2.813109E+03  3.475623E+03  2.557372E+02  1.373086E+02  9.077812E+03  9.783235E+01
2.426771E+00  3.611536E+04  2.757629E+04  2.836294E+03  3.425022E+03  2.381749E+02  1.308285E+02  8.887949E+03  1.056691E+02
2.483298E+00  3.517198E+04  2.760422E+04  2.670107E+03  3.507692E+03  2.343925E+02  1.278504E+02  8.734808E+03  1.229331E+02
2.541141E+00  3.467251E+04  2.662828E+04  2.697427E+03  3.264463E+03  2.258535E+02  1.233384E+02  8.624078E+03  1.105240E+02
2.600332E+00  3.373926E+04  2.598928E+04  2.509234E+03  3.190155E+03  2.582805E+02  1.518376E+02  8.626568E+03  1.174002E+02
2.660901E+00  3.343782E+04  2.558890E+04  2.551548E+03  3.164959E+03  2.233369E+02  1.483814E+02  8.240520E+03  1.162576E+02
2.722882E+00  3.197408E+04  2.509762E+04  2.595119E+03  3.214002E+03  2.451610E+02  1.450038E+02  8.200936E+03  9.417772E+01
2.786306E+00  3.162609E+04  2.441238E+04  2.528743E+03  3.193433E+03  2.322762E+02  1.387814E+02  8.192485E+03  1.007991E+02
2.851207E+00  3.110034E+04  2.372392E+04  2.415505E+03  3.066492E+03  1.841609E+02  1.099255E+02  7.827550E+03  1.013599E+02
2.917620E+00  3.021663E+04  2.384657E+04  2.407955E+03  3.173869E+03  2.162416E+02  1.311401E+02  7.430342E+03  9.765751E+01
2.985580E+00  2.948928E+04  2.281568E+04  2.306790E+03  2.951655E+03  2.072293E+02  9.543456E+01  7.558417E+03  1.090681E+02
3.055124E+00  2.859153E+04  2.286922E+04  2.284924E+03  2.863150E+03  1.585457E+02  1.065854E+02  7.382369E+03  9.592684E+01
3.126287E+00  2.834432E+04  2.215206E+04  2.244631E+03  2.768031E+03  1.966005E+02  1.132731E+02  7.390095E+03  9.895123E+01
3.199107E+00  2.731742E+04  2.161855E+04  2.299142E+03  2.675758E+03  1.794018E+02  1.272353E+02  6.955954E+03  7.379648E+01
3.273624E+00  2.680875E+04  2.119235E+04  2.159770E+03  2.555168E+03  2.026727E+02  1.032014E+02  6.920713E+03  7.709023E+01
3.349876E+00  2.624589E+04  2.122394E+04  2.128834E+03  2.517662E+03  1.931989E+02  1.069277E+02  6.686628E+03  8.262596E+01
3.427905E+00  2.583370E+04  2.068264E+04  2.093437E+03  2.613531E+03  1.923635E+02  1.092435E+02  6.555795E+03  7.718288E+01
3.507751E+00  2.531296E+04  2.020256E+04  2.044624E+03  2.527351E+03  2.065512E+02  1.079172E+02  6.519126E+03  1.021152E+02
3.589457E+00  2.454626E+04  1.970527E+04  1.994681E+03  2.376834E+03  1.689639E+02  1.009247E+02  6.486399E+03  8.618292E+01
3.673066E+00  2.405068E+04  1.988949E+04  1.981414E+03  2.447954E+03  1.717668E+02  8.643751E+01  6.292207E+03  8.643751E+01
3.758623E+00  2.338410E+04  1.903389E+04  1.922233E+03  2.370573E+03  1.841012E+02  1.115436E+02  6.112159E+03  9.205058E+01
3.846173E+00  2.264227E+04  1.893399E+04  1.861545E+03  2.409743E+03  1.693275E+02  8.995526E+01  5.891540E+03  5.714805E+01
3.935762E+00  2.215582E+04  1.846784E+04  1.834684E+03  2.263880E+03  1.447890E+02  6.722348E+01  5.889811E+03  8.894183E+01
4.027437E+00  2.212550E+04  1.807576E+04  1.807071E+03  2.185060E+03  1.475572E+02  9.095993E+01  5.658719E+03  6.569329E+01
4.121248E+00  2.108161E+04  1.778678E+04  1.849888E+03  2.199520E+03  1.412354E+02  8.691411E+01  5.619787E+03  7.506219E+01
4.217245E+00  2.050908E+04  1.758169E+04  1.721878E+03  2.189025E+03  1.573241E+02  7.624910E+01  5.519856E+03  6.370178E+01
4.315477E+00  2.023748E+04  1.705887E+04  1.678911E+03  2.105241E+03  1.594022E+02  8.111592E+01  5.400811E+03  6.791100E+01
4.415997E+00  1.979249E+04  1.699225E+04  1.650833E+03  2.096033E+03  1.548520E+02  8.664340E+01  5.256673E+03  5.991299E+01
4.518859E+00  1.941311E+04  1.646404E+04  1.683515E+03  1.989772E+03  1.513272E+02  8.467115E+01  5.205474E+03  6.215223E+01
4.624117E+00  1.917720E+04  1.597043E+04  1.563330E+03  1.903988E+03  1.170737E+02  8.098330E+01  5.156523E+03  7.042026E+01
4.731826E+00  1.837422E+04  1.581077E+04  1.499357E+03  1.888175E+03  1.462368E+02  8.172054E+01  4.987534E+03  5.763449E+01
4.842045E+00  1.806693E+04  1.534328E+04  1.611498E+03  1.935983E+03  1.269359E+02  6.388828E+01  4.875685E+03  5.548193E+01
4.954830E+00  1.766307E+04  1.515832E+04  1.467199E+03  1.875485E+03  1.347260E+02  6.982751E+01  4.718697E+03  5.586201E+01
5.070243E+00  1.702660E+04  1.482532E+04  1.480364E+03  1.877750E+03  1.372789E+02  7.787165E+01  4.662665E+03  6.582964E+01
5.188344E+00  1.698343E+04  1.449491E+04  1.422347E+03  1.754201E+03  1.192480E+02  6.903833E+01  4.516519E+03  5.570138E+01
5.309196E+00  1.642587E+04  1.414197E+04  1.387670E+03  1.764104E+03  1.150003E+02  6.823350E+01  4.409111E+03  5.290013E+01
5.432863E+00  1.619283E+04  1.397065E+04  1.441494E+03  1.687237E+03  1.318622E+02  7.267405E+01  4.339465E+03  4.794989E+01
5.559411E+00  1.569757E+04  1.381079E+04  1.388913E+03  1.648098E+03  1.171460E+02  7.028762E+01  4.327082E+03  5.710869E+01
5.688906E+00  1.557135E+04  1.338480E+04  1.300773E+03  1.627039E+03  1.266429E+02  6.224821E+01  4.169915E+03  4.579179E+01
5.821418E+00  1.486171E+04  1.319899E+04  1.235504E+03  1.547352E+03  1.237602E+02  5.383917E+01  4.101566E+03  4.614786E+01
5.957016E+00  1.457876E+04  1.292792E+04  1.310558E+03  1.580459E+03  9.292799E+01  6.354634E+01  4.067649E+03  5.534682E+01
6.095773E+00  1.425425E+04  1.272045E+04  1.180565E+03  1.543148E+03  1.061707E+02  5.408697E+01  3.963039E+03  6.009663E+01
6.237762E+00  1.380907E+04  1.245766E+04  1.213073E+03  1.540649E+03  9.983873E+01  6.916932E+01  3.880660E+03  4.241515E+01
6.383058E+00  1.354958E+04  1.199107E+04  1.180996E+03  1.497927E+03  1.064937E+02  6.759483E+01  3.723455E+03  4.272503E+01
6.531738E+00  1.319005E+04  1.191878E+04  1.207083E+03  1.416469E+03  1.059392E+02  5.857813E+01  3.727812E+03  4.611470E+01
6.683882E+00  1.304449E+04  1.174065E+04  1.095567E+03  1.429900E+03  9.743783E+01  6.211662E+01  3.597283E+03  4.262905E+01
