# Er [keV]  dR/dEr O16 [1/keV/kg/Myr]  Zr90  Zr91  Zr92  Zr94  Zr96
2.851207E-01  2.537464E+06  8.411667E+05  2.979069E+05  3.773388E+05  4.656297E+05  4.444579E+04
2.917620E-01  2.467379E+06  8.060251E+05  2.890714E+05  3.732983E+05  4.623676E+05  5.121113E+04
2.985580E-01  2.422112E+06  7.997230E+05  2.817744E+05  3.480236E+05  4.516994E+05  4.975863E+04
3.055124E-01  2.363896E+06  7.690473E+05  2.825072E+05  3.618222E+05  4.331496E+05  4.862599E+04
3.126287E-01  2.329670E+06  7.619493E+05  2.771721E+05  3.422199E+05  4.189078E+05  4.779301E+04
3.199107E-01  2.252819E+06  7.484861E+05  2.764835E+05  3.310843E+05  4.226210E+05  4.563450E+04
3.273624E-01  2.175121E+06  7.302715E+05  2.593353E+05  3.329641E+05  4.060697E+05  4.106469E+04
3.349876E-01  2.136600E+06  7.211888E+05  2.576496E+05  3.288355E+05  3.997658E+05  4.281380E+04
3.427905E-01  2.106075E+06  7.120164E+05  2.580294E+05  3.142314E+05  3.755540E+05  4.133966E+04
3.507751E-01  2.052764E+06  6.701783E+05  2.403171E+05  3.163544E+05  3.761591E+05  3.820175E+04
3.589457E-01  2.003533E+06  6.649421E+05  2.338926E+05  2.994923E+05  3.666425E+05  4.258015E+04
3.673066E-01  1.949768E+06  6.544684E+05  2.383594E+05  2.955890E+05  3.594623E+05  3.531682E+04
3.758623E-01  1.890237E+06  6.375206E+05  2.268968E+05  2.855573E+05  3.528746E+05  3.428510E+04
3.846173E-01  1.866689E+06  6.213392E+05  2.215093E+05  2.876282E+05  3.372730E+05  3.506303E+04
3.935762E-01  1.809187E+06  6.185087E+05  2.242991E+05  2.679189E+05  3.462387E+05  3.926867E+04
4.027437E-01  1.769280E+06  5.891223E+05  2.143036E+05  2.579935E+05  3.341053E+05  3.794960E+04
4.121248E-01  1.733577E+06  5.959692E+05  2.120225E+05  2.650022E+05  3.204750E+05  3.282661E+04
4.217245E-01  1.693609E+06  5.755001E+05  2.104448E+05  2.533865E+05  3.252606E+05  3.228242E+04
4.315477E-01  1.659621E+06  5.661700E+05  2.055553E+05  2.472219E+05  3.171623E+05  3.194441E+04
4.415997E-01  1.623007E+06  5.468838E+05  2.015549E+05  2.556519E+05  3.063557E+05  3.150811E+04
4.518859E-01  1.595537E+06  5.336773E+05  1.997145E+05  2.349582E+05  2.876343E+05  3.211727E+04
4.624117E-01  1.568013E+06  5.208812E+05  1.893356E+05  2.287766E+05  2.946969E+05  3.194170E+04
4.731826E-01  1.531326E+06  5.166246E+05  1.815877E+05  2.362359E+05  2.788506E+05  2.904317E+04
4.842045E-01  1.488688E+06  5.035385E+05  1.740943E+05  2.200715E+05  2.679055E+05  2.873573E+04
4.954830E-01  1.431299E+06  4.800663E+05  1.734149E+05  2.208512E+05  2.689788E+05  2.790882E+04
5.070243E-01  1.422108E+06  4.797778E+05  1.697208E+05  2.109266E+05  2.651359E+05  2.938449E+04
5.188344E-01  1.385776E+06  4.703420E+05  1.694882E+05  2.046400E+05  2.581930E+05  2.384717E+04
5.309196E-01  1.360119E+06  4.520558E+05  1.626465E+05  2.002238E+05  2.540899E+05  2.612666E+04
5.432863E-01  1.300553E+06  4.522465E+05  1.565014E+05  2.029159E+05  2.523250E+05  2.482273E+04
5.559411E-01  1.289200E+06  4.308628E+05  1.541711E+05  1.945236E+05  2.432700E+05  2.548983E+04
5.688906E-01  1.250146E+06  4.278282E+05  1.479526E+05  1.909988E+05  2.316368E+05  2.453333E+04
5.821418E-01  1.225661E+06  4.147802E+05  1.531157E+05  1.839300E+05  2.191569E+05  2.397489E+04
5.957016E-01  1.199558E+06  4.079978E+05  1.419404E+05  1.735626E+05  2.151745E+05  2.314168E+04
6.095773E-01  1.164598E+06  3.953395E+05  1.415890E+05  1.768458E+05  2.220756E+05  2.268514E+04
6.237762E-01  1.134313E+06  3.878504E+05  1.364443E+05  1.726144E+05  2.188736E+05  2.175696E+04
6.383058E-01  1.108426E+06  3.806986E+05  1.389054E+05  1.729778E+05  2.130195E+05  2.032271E+04
6.531738E-01  1.075657E+06  3.732782E+05  1.371199E+05  1.617648E+05  2.090883E+05  2.169536E+04
6.683882E-01  1.069171E+06  3.700337E+05  1.213162E+05  1.652565E+05  1.911980E+05  2.164989E+04
6.839570E-01  1.035820E+06  3.595451E+05  1.288829E+05  1.586781E+05  1.963602E+05  2.322271E+04
6.998884E-01  1.005024E+06  3.472625E+05  1.170183E+05  1.592869E+05  1.910341E+05  1.804517E+04
7.161909E-01  9.837610E+05  3.409120E+05  1.199738E+05  1.567968E+05  1.905712E+05  2.163951E+04
7.328731E-01  9.700720E+05  3.269013E+05  1.152567E+05  1.450493E+05  1.834877E+05  1.892709E+04
7.499439E-01  9.437660E+05  3.208873E+05  1.206824E+05  1.455724E+05  1.758857E+05  1.906713E+04
7.674123E-01  9.292010E+05  3.162608E+05  1.133607E+05  1.403620E+05  1.750062E+05  1.829839E+04
7.852877E-01  9.001447E+05  3.062269E+05  1.139969E+05  1.444179E+05  1.684057E+05  1.760927E+04
8.035794E-01  8.848228E+05  3.006948E+05  1.031974E+05  1.362823E+05  1.613225E+05  1.779448E+04
8.222971E-01  8.500517E+05  3.009309E+05  1.036598E+05  1.281299E+05  1.607742E+05  1.712911E+04
8.414509E-01  8.380796E+05  2.875175E+05  1.046582E+05  1.267906E+05  1.534003E+05  1.521283E+04
8.610508E-01  8.341675E+05  2.794314E+05  9.785072E+04  1.267883E+05  1.586594E+05  1.700455E+04
8.811073E-01  8.023520E+05  2.691351E+05  1.042236E+05  1.258458E+05  1.484883E+05  1.574287E+04
9.016309E-01  7.840882E+05  2.722205E+05  9.449134E+04  1.196099E+05  1.464378E+05  1.509962E+04
9.226326E-01  7.692099E+05  2.653744E+05  9.373252E+04  1.181865E+05  1.436613E+05  1.563755E+04
9.441234E-01  7.594547E+05  2.557968E+05  9.069199E+04  1.155869E+05  1.407993E+05  1.464676E+04
9.661149E-01  7.319310E+05  2.517467E+05  8.862759E+04  1.120696E+05  1.351128E+05  1.493375E+04
9.886186E-01  7.145340E+05  2.410794E+05  8.860221E+04  1.095619E+05  1.358048E+05  1.364110E+04
1.011646E+00  6.975498E+05  2.451137E+05  8.599291E+04  1.025821E+05  1.338138E+05  1.481177E+04
1.035211E+00  6.875855E+05  2.323796E+05  8.238123E+04  1.048376E+05  1.307678E+05  1.550851E+04
1.059324E+00  6.753694E+05  2.303232E+05  8.430498E+04  1.024916E+05  1.274274E+05  1.273062E+04
1.083999E+00  6.585348E+05  2.241325E+05  7.962134E+04  1.009485E+05  1.214067E+05  1.323073E+04
1.109248E+00  6.359028E+05  2.172552E+05  7.630370E+04  9.552436E+04  1.156713E+05  1.258220E+04
1.135086E+00  6.179202E+05  2.140071E+05  7.354846E+04  9.455691E+04  1.144339E+05  1.218264E+04
1.161526E+00  6.091991E+05  2.072191E+05  7.677648E+04  9.280998E+04  1.119027E+05  1.186847E+04
1.188581E+00  5.988980E+05  2.031146E+05  7.510088E+04  9.152582E+04  1.114807E+05  1.188647E+04
1.216267E+00  5.813582E+05  1.994767E+05  7.494016E+04  8.940723E+04  1.087319E+05  1.175670E+04
1.244597E+00  5.656138E+05  1.927345E+05  6.859052E+04  8.503298E+04  1.105910E+05  1.148908E+04
1.273587E+00  5.542179E+05  1.860951E+05  6.645775E+04  8.528240E+04  1.041743E+05  1.163095E+04
1.303253E+00  5.414710E+05  1.847171E+05  6.747446E+04  8.156722E+04  1.040040E+05  1.057779E+04
1.333610E+00  5.250044E+05  1.811865E+05  6.237517E+04  8.137985E+04  9.868311E+04  1.056172E+04
1.364674E+00  5.093520E+05  1.746466E+05  6.428075E+04  7.833530E+04  9.649955E+04  1.107423E+04
1.396461E+00  5.045024E+05  1.730318E+05  6.235767E+04  7.554046E+04  9.252481E+04  9.994396E+03
1.428989E+00  4.960145E+05  1.694227E+05  5.713334E+04  7.445011E+04  9.179683E+04  8.928021E+03
1.462274E+00  4.778143E+05  1.649806E+05  5.638911E+04  7.249192E+04  8.938523E+04  9.251796E+03
1.496335E+00  4.750063E+05  1.623124E+05  5.562054E+04  7.244404E+04  8.760807E+04  9.212867E+03
1.531189E+00  4.628797E+05  1.590931E+05  5.770968E+04  7.099073E+04  8.650859E+04  9.953801E+03
1.566855E+00  4.453211E+05  1.514004E+05  5.535774E+04  6.669707E+04  8.434815E+04  8.060481E+03
1.603352E+00  4.348906E+05  1.441358E+05  5.297618E+04  6.691447E+04  8.312240E+04  9.585911E+03
1.640699E+00  4.225646E+05  1.442210E+05  5.080482E+04  6.507818E+04  8.297859E+04  8.819737E+03
1.678915E+00  4.136853E+05  1.438706E+05  5.275935E+04  6.142933E+04  7.797878E+04  8.159977E+03
1.718022E+00  4.070098E+05  1.369325E+05  5.008815E+04  6.262265E+04  7.700119E+04  9.145449E+03
1.758040E+00  4.040767E+05  1.309664E+05  4.843661E+04  6.268267E+04  7.181476E+04  8.377171E+03
1.798990E+00  3.915471E+05  1.331969E+05  4.809559E+04  5.856667E+04  7.096539E+04  7.877111E+03
1.840894E+00  3.822391E+05  1.301650E+05  4.748918E+04  5.655910E+04  7.041980E+04  6.744301E+03
1.883774E+00  3.749246E+05  1.239294E+05  4.513549E+04  5.686254E+04  6.813505E+04  7.204406E+03
1.927653E+00  3.627923E+05  1.247952E+05  4.386378E+04  5.521284E+04  6.647306E+04  6.995995E+03
1.972553E+00  3.495205E+05  1.196105E+05  4.060811E+04  5.295766E+04  6.578470E+04  6.988675E+03
2.018500E+00  3.483092E+05  1.145972E+05  3.970496E+04  5.253696E+04  6.460540E+04  7.784039E+03
2.065517E+00  3.411477E+05  1.138126E+05  4.052152E+04  5.100944E+04  6.338353E+04  6.798495E+03
2.113629E+00  3.308503E+05  1.075760E+05  3.737105E+04  5.207641E+04  6.100900E+04  6.380423E+03
2.162862E+00  3.207262E+05  1.103529E+05  4.004376E+04  4.873343E+04  6.104545E+04  6.116422E+03
2.213241E+00  3.150697E+05  1.048040E+05  3.789426E+04  4.661825E+04  5.880477E+04  6.364068E+03
2.264794E+00  3.101852E+05  1.037416E+05  3.793904E+04  4.769317E+04  5.695582E+04  6.067978E+03
2.317548E+00  3.024780E+05  1.023593E+05  3.593011E+04  4.568389E+04  5.466180E+04  5.209404E+03
2.371531E+00  2.941485E+05  9.836843E+04  3.661060E+04  4.442737E+04  5.563801E+04  5.596296E+03
2.426771E+00  2.895346E+05  9.731128E+04  3.298987E+04  4.263984E+04  5.426568E+04  5.274850E+03
2.483298E+00  2.803407E+05  9.566513E+04  3.303197E+04  4.213472E+04  5.140988E+04  5.275460E+03
2.541141E+00  2.739762E+05  9.286416E+04  3.099965E+04  3.869902E+04  4.938042E+04  5.526024E+03
2.600332E+00  2.660769E+05  8.872523E+04  3.170993E+04  3.969503E+04  4.827285E+04  4.906313E+03
2.660901E+00  2.633668E+05  8.683431E+04  3.242007E+04  3.835705E+04  4.899212E+04  4.698095E+03
2.722882E+00  2.583939E+05  8.440175E+04  3.025130E+04  3.864745E+04  4.676058E+04  5.141463E+03
2.786306E+00  2.474877E+05  8.427826E+04  3.111458E+04  3.716848E+04  4.658736E+04  4.594203E+03
2.851207E+00  2.450074E+05  8.012255E+04  2.900989E+04  3.707320E+04  4.383016E+04  4.399533E+03
2.917620E+00  2.389755E+05  7.788788E+04  2.818813E+04  3.565703E+04  4.421179E+04  5.194482E+03
2.985580E+00  2.365041E+05  7.673154E+04  2.810574E+04  3.345443E+04  4.247408E+04  4.516994E+03
3.055124E+00  2.275052E+05  7.694677E+04  2.735387E+04  3.443056E+04  4.168943E+04  4.470228E+03
3.126287E+00  2.225593E+05  7.344238E+04  2.641625E+04  3.330447E+04  3.949428E+04  4.491721E+03
3.199107E+00  2.185772E+05  7.233269E+04  2.518596E+04  3.274711E+04  3.858190E+04  4.322564E+03
3.273624E+00  2.141642E+05  6.824063E+04  2.454727E+04  3.089007E+04  3.771674E+04  4.224171E+03
3.349876E+00  2.037809E+05  6.801643E+04  2.489590E+04  3.069813E+04  3.794453E+04  3.782950E+03
3.427905E+00  2.001539E+05  6.740488E+04  2.355487E+04  3.012425E+04  3.641887E+04  3.971605E+03
3.507751E+00  1.982341E+05  6.605364E+04  2.296987E+04  2.893813E+04  3.527254E+04  3.588280E+03
3.589457E+00  1.951292E+05  6.407298E+04  2.250665E+04  2.810051E+04  3.423110E+04  3.840562E+03
3.673066E+00  1.895919E+05  6.130906E+04  2.185447E+04  2.744921E+04  3.355681E+04  3.753140E+03
3.758623E+00  1.847864E+05  6.000462E+04  2.153924E+04  2.749642E+04  3.395478E+04  3.531024E+03
3.846173E+00  1.773856E+05  5.961829E+04  2.180587E+04  2.649207E+04  3.332658E+04  3.305943E+03
3.935762E+00  1.733043E+05  5.631410E+04  1.959082E+04  2.483390E+04  3.108860E+04  3.850722E+03
4.027437E+00  1.737921E+05  5.612713E+04  1.951694E+04  2.457688E+04  3.080614E+04  3.061480E+03
4.121248E+00  1.696907E+05  5.448594E+04  1.959208E+04  2.478617E+04  2.941929E+04  3.085286E+03
4.217245E+00  1.666098E+05  5.457556E+04  1.907505E+04  2.317634E+04  2.980540E+04  3.248545E+03
4.315477E+00  1.590375E+05  5.076383E+04  1.852180E+04  2.247021E+04  2.793647E+04  2.976187E+03
4.415997E+00  1.571140E+05  4.990884E+04  1.833287E+04  2.328691E+04  2.776591E+04  3.441655E+03
4.518859E+00  1.511880E+05  4.828960E+04  1.811452E+04  2.157257E+04  2.683071E+04  2.832762E+03
4.624117E+00  1.479873E+05  4.750518E+04  1.657265E+04  2.186849E+04  2.652550E+04  3.083069E+03
4.731826E+00  1.456501E+05  4.720193E+04  1.632208E+04  2.037546E+04  2.563218E+04  2.732410E+03
4.842045E+00  1.413798E+05  4.562351E+04  1.595939E+04  2.037143E+04  2.446516E+04  2.634846E+03
4.954830E+00  1.387405E+05  4.361725E+04  1.635647E+04  1.947569E+04  2.416748E+04  2.626712E+03
5.070243E+00  1.363424E+05  4.421184E+04  1.566329E+04  2.000341E+04  2.380313E+04  2.693578E+03
5.188344E+00  1.328180E+05  4.181918E+04  1.509220E+04  1.859089E+04  2.302201E+04  2.359962E+03
5.309196E+00  1.284722E+05  4.219779E+04  1.530506E+04  1.839349E+04  2.178835E+04  2.459454E+03
5.432863E+00  1.254612E+05  4.026010E+04  1.362492E+04  1.760444E+04  2.123722E+04  2.395590E+03
5.559411E+00  1.230597E+05  3.860439E+04  1.385384E+04  1.753485E+04  2.137757E+04  2.456573E+03
5.688906E+00  1.185953E+05  3.905014E+04  1.350838E+04  1.736147E+04  2.060499E+04  2.302822E+03
5.821418E+00  1.164841E+05  3.800681E+04  1.353184E+04  1.676771E+04  1.929758E+04  2.044484E+03
5.957016E+00  1.151478E+05  3.580492E+04  1.262012E+04  1.577515E+04  2.010164E+04  1.969199E+03
6.095773E+00  1.128498E+05  3.466683E+04  1.254355E+04  1.541606E+04  1.905411E+04  1.924374E+03
6.237762E+00  1.094505E+05  3.496213E+04  1.181876E+04  1.539459E+04  1.862039E+04  1.956067E+03
6.383058E+00  1.076768E+05  3.295230E+04  1.194546E+04  1.403139E+04  1.856543E+04  2.018856E+03
6.531738E+00  1.041705E+05  3.175651E+04  1.131305E+04  1.380376E+04  1.814938E+04  1.789376E+03
6.683882E+00  1.007809E+05  3.143717E+04  1.132456E+04  1.423896E+04  1.751207E+04  1.767861E+03
6.839570E+00  9.951337E+04  3.110341E+04  1.046587E+04  1.418400E+04  1.634353E+04  1.852809E+03
6.998884E+00  9.669764E+04  2.925153E+04  1.047232E+04  1.321273E+04  1.640581E+04  1.578188E+03
7.161909E+00  9.474162E+04  2.948234E+04  1.036545E+04  1.262504E+04  1.485475E+04  1.703663E+03
7.328731E+00  9.462379E+04  2.827965E+04  1.029307E+04  1.225588E+04  1.586605E+04  1.705775E+03
7.499439E+00  9.042046E+04  2.699084E+04  9.385140E+03  1.225663E+04  1.487122E+04  1.467142E+03
7.674123E+00  8.835666E+04  2.726906E+04  9.294241E+03  1.185490E+04  1.471681E+04  1.456061E+03
7.852877E+00  8.650352E+04  2.562340E+04  9.099034E+03  1.205935E+04  1.462715E+04  1.575567E+03
8.035794E+00  8.333573E+04  2.506145E+04  9.062401E+03  1.109758E+04  1.411838E+04  1.576996E+03
8.222971E+00  8.214164E+04  2.419943E+04  8.798845E+03  1.131354E+04  1.308893E+04  1.400526E+03
8.414509E+00  8.047538E+04  2.420316E+04  8.924184E+03  1.094408E+04  1.333031E+04  1.439877E+03
8.610508E+00  7.829052E+04  2.338374E+04  8.447580E+03  1.036183E+04  1.292246E+04  1.461794E+03
8.811073E+00  7.535685E+04  2.255506E+04  8.299020E+03  1.041751E+04  1.233678E+04  1.311906E+03
9.016309E+00  7.272984E+04  2.194668E+04  7.939172E+03  9.772019E+03  1.192300E+04  1.267798E+03
9.226326E+00  7.370532E+04  2.156312E+04  7.735253E+03  9.744470E+03  1.175369E+04  1.252860E+03
9.441234E+00  7.133379E+04  2.080474E+04  7.513832E+03  9.200703E+03  1.127301E+04  1.156323E+03
9.661149E+00  6.894783E+04  2.070341E+04  7.143384E+03  8.986838E+03  1.084359E+04  1.178747E+03
9.886186E+00  6.732209E+04  1.953493E+04  7.028416E+03  8.756289E+03  1.089556E+04  1.329466E+03
1.011646E+01  6.493904E+04  1.902678E+04  6.699152E+03  8.531580E+03  1.024551E+04  1.201869E+03
1.035211E+01  6.367176E+04  1.856473E+04  6.534254E+03  8.068563E+03  1.029765E+04  1.116613E+03
1.059324E+01  6.288925E+04  1.820681E+04  6.587590E+03  7.897025E+03  9.889468E+03  1.062906E+03
1.083999E+01  6.163150E+04  1.728684E+04  6.011095E+03  7.958184E+03  9.684103E+03  1.038711E+03
1.109248E+01  5.958019E+04  1.698597E+04  6.132857E+03  7.572477E+03  9.270688E+03  9.919095E+02
1.135086E+01  5.803539E+04  1.656538E+04  5.921594E+03  7.422736E+03  9.142639E+03  9.580158E+02
1.161526E+01  5.693181E+04  1.635785E+04  5.635681E+03  7.132141E+03  8.654401E+03  9.288370E+02
1.188581E+01  5.644632E+04  1.545241E+04  5.572233E+03  6.796899E+03  8.410578E+03  8.824803E+02
1.216267E+01  5.470737E+04  1.514291E+04  5.410194E+03  6.631623E+03  8.007931E+03  9.398320E+02
1.244597E+01  5.300802E+04  1.479134E+04  5.417757E+03  6.659541E+03  7.911645E+03  7.739653E+02
1.273587E+01  5.192243E+04  1.454877E+04  5.112910E+03  6.578544E+03  7.741638E+03  9.614019E+02
1.303253E+01  5.109860E+04  1.393508E+04  5.272468E+03  6.182421E+03  7.512857E+03  7.095658E+02
1.333610E+01  4.937366E+04  1.322944E+04  4.963048E+03  5.855497E+03  7.033659E+03  8.539267E+02
1.364674E+01  4.801449E+04  1.308830E+04  4.740274E+03  5.832011E+03  7.014727E+03  7.372365E+02
1.396461E+01  4.740900E+04  1.240409E+04  4.638503E+03  5.619548E+03  6.809065E+03  7.879018E+02
1.428989E+01  4.556886E+04  1.249623E+04  4.604822E+03  5.413736E+03  6.836827E+03  6.591157E+02
1.462274E+01  4.531330E+04  1.186045E+04  4.169164E+03  5.360771E+03  6.657779E+03  7.260903E+02
1.496335E+01  4.317173E+04  1.143311E+04  3.988428E+03  5.035605E+03  5.988364E+03  6.580620E+02
1.531189E+01  4.212750E+04  1.148881E+04  4.017868E+03  4.965716E+03  5.893992E+03  6.766348E+02
1.566855E+01  4.136256E+04  1.076279E+04  3.890890E+03  4.811697E+03  5.855461E+03  6.175148E+02
1.603352E+01  4.089099E+04  1.043236E+04  3.890438E+03  4.608714E+03  5.895736E+03  5.794269E+02
1.640699E+01  3.902864E+04  1.028360E+04  3.655755E+03  4.555994E+03  5.555391E+03  5.688470E+02
1.678915E+01  3.889504E+04  9.975572E+03  3.302241E+03  4.472687E+03  5.326935E+03  5.558984E+02
1.718022E+01  3.734184E+04  9.793355E+03  3.466299E+03  4.448127E+03  5.098525E+03  5.457366E+02
1.758040E+01  3.602671E+04  9.285510E+03  3.258330E+03  4.010814E+03  5.126147E+03  5.333141E+02
1.798990E+01  3.618949E+04  9.038449E+03  3.262694E+03  3.993290E+03  4.604897E+03  4.926169E+02
1.840894E+01  3.452384E+04  8.553634E+03  3.053540E+03  3.948905E+03  4.537287E+03  4.465192E+02
1.883774E+01  3.385617E+04  8.293022E+03  3.072668E+03  3.729474E+03  4.545367E+03  4.386279E+02
1.927653E+01  3.336090E+04  8.104250E+03  2.818387E+03  3.513544E+03  4.488542E+03  5.085977E+02
1.972553E+01  3.164437E+04  7.915434E+03  2.752062E+03  3.440077E+03  4.108559E+03  5.360878E+02
2.018500E+01  3.159217E+04  7.542246E+03  2.610941E+03  3.459337E+03  4.065941E+03  4.199563E+02
2.065517E+01  3.090413E+04  7.237910E+03  2.727689E+03  3.160886E+03  3.915353E+03  3.958880E+02
2.113629E+01  3.006901E+04  6.947572E+03  2.600782E+03  3.242876E+03  3.895097E+03  3.970041E+02
2.162862E+01  2.917276E+04  6.924027E+03  2.333742E+03  2.947363E+03  3.747051E+03  3.661935E+02
2.213241E+01  2.818180E+04  6.656158E+03  2.328978E+03  2.891879E+03  3.572776E+03  3.365799E+02
2.264794E+01  2.785032E+04  6.385554E+03  2.391275E+03  2.788245E+03  3.468766E+03  3.799575E+02
2.317548E+01  2.685614E+04  6.234659E+03  2.209379E+03  2.748792E+03  3.397197E+03  3.583775E+02
2.371531E+01  2.583322E+04  5.960957E+03  2.137424E+03  2.695248E+03  3.244046E+03  3.339725E+02
2.426771E+01  2.538632E+04  5.692957E+03  2.090534E+03  2.554509E+03  3.052004E+03  3.316628E+02
2.483298E+01  2.512912E+04  5.590954E+03  1.967092E+03  2.451538E+03  2.929087E+03  3.499734E+02
2.541141E+01  2.413087E+04  5.472112E+03  1.891989E+03  2.488396E+03  2.867467E+03  3.133660E+02
2.600332E+01  2.377092E+04  5.135164E+03  1.815994E+03  2.374128E+03  2.765975E+03  2.798903E+02
2.660901E+01  2.294826E+04  5.148597E+03  1.826143E+03  2.178500E+03  2.545338E+03  2.686924E+02
2.722882E+01  2.293061E+04  4.834862E+03  1.630488E+03  2.037717E+03  2.666642E+03  3.207518E+02
2.786306E+01  2.182784E+04  4.784731E+03  1.645616E+03  2.125011E+03  2.481484E+03  2.873297E+02
2.851207E+01  2.153819E+04  4.585725E+03  1.581129E+03  1.988048E+03  2.492568E+03  2.297367E+02
2.917620E+01  2.076472E+04  4.429983E+03  1.600898E+03  1.797525E+03  2.441700E+03  2.186378E+02
2.985580E+01  2.005115E+04  4.174276E+03  1.479853E+03  1.844081E+03  2.225516E+03  2.452082E+02
3.055124E+01  2.001653E+04  3.870460E+03  1.409733E+03  1.809111E+03  2.111797E+03  2.045935E+02
3.126287E+01  1.912679E+04  3.824810E+03  1.299586E+03  1.692612E+03  2.054141E+03  2.273249E+02
3.199107E+01  1.880918E+04  3.759159E+03  1.354314E+03  1.587171E+03  2.038163E+03  2.167973E+02
3.273624E+01  1.792461E+04  3.576813E+03  1.290792E+03  1.558889E+03  1.945996E+03  2.000923E+02
3.349876E+01  1.763801E+04  3.421270E+03  1.207733E+03  1.517014E+03  1.821184E+03  1.968157E+02
3.427905E+01  1.732519E+04  3.147310E+03  1.150267E+03  1.489976E+03  1.717282E+03  1.835931E+02
3.507751E+01  1.679535E+04  3.106181E+03  1.092350E+03  1.390153E+03  1.637915E+03  1.623269E+02
3.589457E+01  1.640827E+04  2.959141E+03  1.043631E+03  1.341811E+03  1.657882E+03  1.872572E+02
3.673066E+01  1.599048E+04  2.940737E+03  1.060670E+03  1.276301E+03  1.567694E+03  1.643456E+02
3.758623E+01  1.557181E+04  2.738252E+03  9.374299E+02  1.149291E+03  1.427217E+03  1.628827E+02
3.846173E+01  1.539434E+04  2.624719E+03  8.927160E+02  1.156524E+03  1.375807E+03  1.480439E+02
3.935762E+01  1.480896E+04  2.613923E+03  9.267840E+02  1.108442E+03  1.327085E+03  1.316207E+02
4.027437E+01  1.420824E+04  2.431113E+03  9.152550E+02  1.118291E+03  1.270302E+03  1.530740E+02
4.121248E+01  1.380795E+04  2.336299E+03  7.656080E+02  1.042972E+03  1.202950E+03  1.080369E+02
4.217245E+01  1.339213E+04  2.239466E+03  8.141667E+02  1.020246E+03  1.147143E+03  1.441542E+02
4.315477E+01  1.321526E+04  2.070434E+03  7.450388E+02  9.156735E+02  1.171626E+03  1.180554E+02
4.415997E+01  1.277581E+04  1.979679E+03  6.379180E+02  9.471822E+02  1.079031E+03  1.056733E+02
4.518859E+01  1.241963E+04  1.949774E+03  6.688730E+02  8.545658E+02  1.030784E+03  1.070576E+02
4.624117E+01  1.219895E+04  1.866506E+03  6.342048E+02  7.823402E+02  9.869523E+02  1.120274E+02
4.731826E+01  1.172855E+04  1.742590E+03  6.432926E+02  7.989133E+02  9.744390E+02  1.049535E+02
4.842045E+01  1.126883E+04  1.717071E+03  5.879773E+02  6.905418E+02  8.638404E+02  9.902776E+01
4.954830E+01  1.119204E+04  1.615774E+03  5.849619E+02  6.921042E+02  8.623220E+02  9.850172E+01
5.070243E+01  1.076249E+04  1.528331E+03  5.294275E+02  7.084365E+02  8.182061E+02  8.274943E+01
5.188344E+01  1.044819E+04  1.486116E+03  5.413059E+02  6.502272E+02  7.409950E+02  8.086583E+01
5.309196E+01  1.014344E+04  1.425677E+03  4.878590E+02  5.951073E+02  7.015493E+02  8.547612E+01
5.432863E+01  9.929091E+03  1.337275E+03  4.759660E+02  5.571323E+02  7.123729E+02  6.382987E+01
5.559411E+01  9.626069E+03  1.260630E+03  4.389487E+02  5.398299E+02  6.692043E+02  7.469829E+01
5.688906E+01  9.412973E+03  1.240213E+03  4.304622E+02  4.853988E+02  5.915092E+02  6.697750E+01
5.821418E+01  9.172232E+03  1.143587E+03  3.824215E+02  5.199461E+02  6.052556E+02  6.104035E+01
5.957016E+01  8.827615E+03  1.122587E+03  3.715605E+02  4.829567E+02  5.850101E+02  6.180696E+01
6.095773E+01  8.665302E+03  1.033122E+03  3.343073E+02  4.382516E+02  5.162098E+02  5.618611E+01
6.237762E+01  8.253232E+03  9.821517E+02  3.246385E+02  4.220987E+02  4.763196E+02  5.490715E+01
6.383058E+01  8.047256E+03  9.215644E+02  3.232853E+02  3.923691E+02  4.956594E+02  5.634018E+01
6.531738E+01  7.806398E+03  8.448738E+02  3.100274E+02  3.690178E+02  4.332518E+02  3.277245E+01
6.683882E+01  7.533264E+03  8.647144E+02  2.792707E+02  3.612585E+02  3.926444E+02  5.188287E+01
6.839570E+01  7.343634E+03  7.793065E+02  2.666543E+02  3.411422E+02  3.849586E+02  3.880884E+01
6.998884E+01  7.221738E+03  7.291472E+02  2.771004E+02  3.107439E+02  3.945469E+02  3.853714E+01
7.161909E+01  6.914483E+03  6.778787E+02  2.588373E+02  2.994861E+02  3.825771E+02  3.646438E+01
7.328731E+01  6.837705E+03  6.338240E+02  2.377570E+02  2.751439E+02  3.061049E+02  3.212933E+01
7.499439E+01  6.534204E+03  6.125459E+02  2.232111E+02  2.477586E+02  3.174050E+02  2.568925E+01
7.674123E+01  6.310154E+03  5.656879E+02  1.807524E+02  2.437925E+02  3.040433E+02  2.677813E+01
7.852877E+01  6.240116E+03  5.206457E+02  1.750024E+02  2.355172E+02  2.671376E+02  3.271073E+01
8.035794E+01  5.875377E+03  4.858853E+02  1.630273E+02  1.912641E+02  2.504014E+02  2.557291E+01
8.222971E+01  5.887937E+03  4.623298E+02  1.655641E+02  2.108599E+02  2.269998E+02  2.238759E+01
8.414509E+01  5.595677E+03  4.253488E+02  1.485668E+02  1.907964E+02  2.269205E+02  2.950985E+01
8.610508E+01  5.448913E+03  4.290913E+02  1.392185E+02  1.780008E+02  2.013696E+02  2.088278E+01
